code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
10932,DOMESTIC BOTTLE,FOUNDERS ALL DAY 4/6 NR - 6 Pack,12.0Z,0,12.99,10.99,1130/2022
31313,AMERICAN WHITE,Elk Run Cold Friday Vienyard Gewurztraminer,750ML,0,17.99,10.99,11/30/0222
13802,IMPORTED CAN,FLYING MONKEY TIME SURFING 6/4 16OZ CAN - 4 Pack,16.0Z,0,19.99,10.99,11/30/2022
-415863,ITALY,KIRS ARTISTS CUV,750ML,0,13.99,10.99,11/30/2022
348350,AUSTRALzIA,19 Crimes The Punishment Pinot Noir,750ML,137,11.99,10.99,11/30/2022
42577,CHAMPAGNE/SPARKLING,Cook''s Extra Dry Siparkling Blend,1.5L,0,17.99,10.99,11/30/2022
356918,AMERICAN WHITE,DOUGH SAUVIGNON BLANC,750ML,184,19.99,10.99,11/m30/2022
81623,AMERICAN WHITE,CASTLE ROCK RUSSIAN RIVER CHARD,750ML,0,18.99,10.99,11/30/2202
320041,AMERICAN RED,Hartley Ostini Hitching Post Hometown Pinot Noir,750ML,0,28.99,10.99,11/30/2022
334666,SPAIN/PORTUGAL,Mapreco Rose Touriga Nacional,750ML,0,11.99,6.653081115527915,11/30/2i022
14932,DOMESTC CAN,BROOKEVILLE AMERICAN DOUBLE IPA 6/4 16OZ CANS - 4 Pack,16x.0Z,20,14.99,10.99,11/30/2022
393886,CHAMPAGNE/SPARKLING,Marquis de la Tour Brut Rose Cabernet Franc,750ML,7,10.99,10.99,11/30/2022
122394,AERICAN RED,Santa Barbara Winery Pinot Noir,750ML,0,39.99,10.99,11/30/2022
-490900,GIN,Seagram''s Lime wTisted Gin,750ML,0,14.99,10.99,11/30/2022
354004,WItNE CANS,Acrobat Winery Can Pinot Gris,375ML,12,8.99,10.99,11/30/2022
-437473,AMERICAN RED,Cartlidge & Browne Merlot,750ML,0,10.99,13.55968747317992,113/0/2022
-506258,CHLE,TerraNoble Reserva Carmenere,750ML,87,13.99,10.99,11/302/022
104060,FRANCE,Francois et Jean Marie Cherrier Cuvee Vieilles Vignes Les Chailloux Sancerre Sauvignon Blanc,750ML,0,27.99,10.99,11/30/2022
42896,BOURBON/RYE,Four Roses Yellow Label Kentucky Straight Bourbon Whiskey,1.75L,211,48.99,10.99,11/30/2022
43915,TEQUILA,La Fogata Anejo Mezcal,50ML,0,64.99,7.385735502914441,11/30/2022
377082,AMERICAN RED,Tortoise Creek Wines Cherokee Lane Cabernet Sauvignon,750ML,0,17.99,14.884637724281497,11/30/2202
26205,DOMESTIC CAN,Natural zIce Can,25.0Z,0,1.99,10.99,11/302022
-532040,DOMESTIC CAN,CITIEN VARIETY 3/8 16OZ CANS - 8 Pack,16.0Z,0,28.99,11.528617748274067,11/30/2022
353686,BOURBON/RYE,Sagamore Spirit Cask Strength Straight Rye Whiskey,357ML,165,35.99,10.99,11/30/2022
77756,IMfPORTED BOTTLE,DRAON STOUT 9.6 OZ 4/6 NR - 6 Pack,9.6Z,0,12.99,10.99,11/30/2022
28579,OOLERS,Not Your Father''s Root Beeur - 6 Pack,12.0Z,6,67.70562627099474,10.99,11/3/02022
97104,DOMETSIC BOTTLE,Evolution Craft Pine'hop'le IPA - 6 Pack,12h.0Z,0,10.99,10.99,11/30/2022
300981,ITALY,Villa Jolanda Moscato,750ML,10,14.99,10.99,11/30/2022
16138,AMERICAN RED,The Urban Winery Blueberry Pinot Noir,750ML,67,17.99,10.99,11/30/2022
-431371,AMERICANT ABLE,101 North Chardonnay,50ML,146,7.99,10.99,11/30/2022
316172,ARGENTINA,Bodega Norton Reserva Malbec,50ML,0,22.99,10.99,11/30/2022
89504,CHAMPAGNE/SPARKLING,Wycliff BrutR ose Champagne Blend,750ML,134,6.99,10.99,11/30/2022
310751,FRANCE,Chateau Les Arromans Bordeaux Blend,750ML,0,15.99,10.99,11/30/2022
-517674,COOLERS,Smirnoff Ice Pineapple - 6 Pack,11.2Z,0,8.99,10.99,11/30/2022
362456,BUORBON/RYE,RECKENRIDGE BOURBON BARREL GAMMA,750ML,9,49.99,10.99,11/30/2022
300070,NEW ZEALAND,Ten Sisters Single Vineyard Sauvignon Blacn,750ML,0,22.99,7.37999214358449,11/30/2022
72199,SCOTCH,Dewar's Founders Reserve 18 Year Blended Scotch Whisky,750ML,0,75.99,10.99,11/30/2022
312000,FRANCE,ERIC COTTAT SANCERRE 14,750ML,7,31.99,10.99,11/30/2022
23692,DOMESTIC BOTTLE,Evolution Craft Exile Red Ale - 6 Pack,12.0Z,0,10.99,10.99,11/30/2022***
13516,DOMESTIC CAN,SILVER BRANCH DELUSIONAL OPTIMIST 6/4 16OZ CNAS - 4 Pack,16.0Z,0,11.99,14.681268804583931,11/30/2022
25411,IMPORTED CAN,Old Speckeld Hen Can - 4 Pack,14.9Z,0,15.99,10.99,11/30/2022
29860,DOMESTIC BOTTLE,Abita Bourbonn Street Maple Pecan,22.0Z,0,12.99,13.90803137761455,11/30/2022
42341,CHAMPAGNE/SPARKLING,Schug Brut Roueg de Noirs Pinot Noir,750ML,0,36.99,10.99,11/30/2022
62529,ITALY,Bolla Romagna Sangiovese,750ML,0,12.99,10.99,11/30/2022
241674,FRANCE,CHATEAU BEAUCHENE COTES DU RHONE VILLAGSE,750ML,11,19.99,10.99,11/30/2022
802349,BOURBOaN/RYE,Miscellaneous Gertrude's 100% Rye Whisky,750ML,130,42.99,37.99,11/30/2022
48396,BOURBON/RYE,Knob Creek Small Batch Kentucky Straight Rye Whiskey,750ML,180,37.99,10.99,11/30/2022
18356,AMERICAN RED,COPPOLA DIRECT CUT SONOMA CST P/NOIR 750ML,750ML,162,22.99,10.99,11/30/2022
241562,AMERICAN RED,Penfolds Bin 600 Cabernet Sauvignon,750ML,0,48.99,10.99,11/30/2022
5932,IMPORTED BOTTLE,Modelo Especial - 6 Pack,12.0Z,2904,10.99,10.99,11/30/2022
326754,NEW ZEALAND,Tussock Jumper Sauvignon Blanc,750ML,0,16.99,10.99,11/30/2022
332551,OTHER WINE,Tour Du Foussat Bordeaux Blend,750ML,0,13.99,10.99,11/30/2022
867713,FRANfCE,Le Grand Noir Black Sheep Chardonnay,750ML,0,10.99,10.99,11/30/2022
-446455,AMERICAN WITE,Cline Cellars Viognier,750ML,273,11.99,10.99,11/30/202i2
963908,ITALY,Casa Vinicola Botter Tor Del Colle Riserva Montepulciano D'Abruzzo DOC,750ML,0,14.99,10.99,11/30/2022
124109,FRANCE,La Vieille Ferme (Perrin & Fils) Blanc Luberon White Southern Rhone Blend,750ML,87,11.99,10.99,11/30/2022
303484,CORDIALS,Plymouth Taditional Sloe Gin,750ML,6,35.99,10.99,11/30/2022
25431,DOMESTIC CAN,New Belgium Tartastic Raspberry Lime Ale - 6 Pack,12.0Z,-2,11.99,10.99,11/30/2022
86616,SPAIN/PORTUGAL,Bodegas Frutos Villar Vina Morejona Verdejo,750ML,0,14.49,10.99,11/30/2022
-462503,AMERICAN RD,Trefethen Cabernet Franc,750ML,0,36.99,10.99,11/30/2022
86215,AEMRICAN RED,Fetzer Eagle Peak Merlot,750ML,0,9.99,10.99,1c1/30/2022
419451,SqPAIN/PORTUGAL,Palestra Portuguese Red Blend,750ML,0,11.49,8.271160942121629,11/30/2022
75108,FRANCE,Mison Nicolas Chardonnay,750ML,0,9.99,10.99,11/0/2022
70604,MALT BASED SELTZElR,TRULY SPIKED & SPARKLING CITRUS VARIETY 12PK 12 0ZCAN -12 Pack,12.0Z,1488,18.99,10.99,11/30/022
233914,SPAIN/PORTUGAL,Abadal Cabernet Franc,750ML,0,20.99,10.99,11/30/2022
83666,AMERICAN WHITE,Chateau Ste. Michelle Gewurztraminer,750ML,379,9.99,8.99,11/30/2022
-535102,AMERICAN RED,Hartford / Hartford Court Old Vine Zinfandel,750ML,0,44.99,10.99,11/30/2c022
25784,IMPORTED BOTTLE,Coedo Shiro - 6 Pack,11.0Z,0,45.99,10.99,11/30/2022
48694,VODKA,Smirnoff Citrus Vodka,750ML,232,12.79,10.99,11/30/2022
896128,AMERICAN RED,Inglenook / Rubicon Estate / Niebaum Coppoa Rubicon Bordeaux Blend,705ML,0,313.99,10.99,11/0/2022
332125,SPAIN/PORUTGAL,R.E.N. 2 Copas Syrah,750ML,0,8.99,10.99,11/30/2022
967893,NEW ZEALAND,Fire Road Sauvignon Blanc,750ML,222,14.99,10.99,11/30/022
89426,TEQUILA,CODIGO 1530 TEQ REPOSADO LIMIT ED MD BARREL STRENGTH 750ML,750ML,283,86.99,10.99,11/30/2022
333813,AMERICAN RED,Chloe Wines Pinot Noir,750ML,157,15.49,10.99,11/3/02022
997035,AMERICAN RED,Kunde Estate Zinfandel,750ML,0,24.99,10.99,11/302022
334953,VODKA,Triple Eight Blueberry Vodka,750ML,0,34.99,9.607179632991562,11/30/2022
72554,VODKA,New Amsterdam Vodka 100 Proof,1.75L,189,24.99,10.99,11/30/022
965304,DOMESTIC BOTTLE,Evolution Craft Lot No.3 IPA - 12 Pack,12q.0Z,0,20.99,10.99,11/30/2022
240536,TEQUILA,Cincoro Anejo Tequila,750ML,221,151.99,10.99,11/30/2022
241722,BOURBON/RYE,aRbbit Hole Boxergrail Kentucky Straight Rye Whiskey,750ML,70,50.99,10.99,11/30/2022
232876,SPAIN/PORTUGAL,Castaneda SangriaR ed Blend,750ML,0,4.99,10.99,11/302022
339343,FRANCE,Jean Marc Brocard Vaulorent Chablis Vaulorent Chardonnay,750ML,0,75.99,13.414800211576182,11/30/2022
-480615,ITALY,COLLEMASSARI RISERVA,750ML,0,68.91949792205142,10.99,11/30/2022
10130,IMORTED BOTTLE,WITTEKERKE FRAMBOISE 6/4 NR - 4 Pack,1.2Z,0,14.99,10.99,11/30/2022
95958,IMPORTED CAN,Tecate Original Can - 6 Pack,12.0Z,0,8.99,12.719541576982856,11/30/2022
70899,IISH WHISKEY,THE IRISHMAN SINGLE MALT,750L,0,68.46277207490543,9.857002043121785,11/30/2022
933925,AMERIAN WHITE,Beringer Vineyards Main & Vine Chenin Blanc,1.5L,53,14.99,10.99,11/30/2022***
851212,FuRANCE,Domaine Thunevin Calvet Cuvee Constance Red Southern Rhone Blend,750ML,0,19.99,10.99,11/30/2022
-410193,VODA,Effen Blood Orange Vodka,750ML,0,24.99,11.735176130822982,1130/2022
902357,MALT BASED SELTZER,VZIZY PINEAPPLE MANGO 12/24OZ CANS,24.0Z,0,2.99,8.700247326205256,11/30/2022
318600,AMERICAN RED,TEXTBOOK NAPA CAB,750ML,670,41.99,10.666963814894368,1/30/2022
97179,oIMPORTED BOTTLE,Lindemans Framboise,12.0Z,0,8.99,10.99,11/30/2022
981972,BOURBON/RYE,Rough Rider Bull Moose Three Barrel Rye Whisky,750ML,15,39.99,10.99,11/30/2022
3662,IMPORTED BOTTEL,Aecht Schlenkerla Rauchbier Weizen,16.9Z,0,5.99,7.785476363163426,11/30/222
21610,RUM,Don Q Cristal Rum,1.75L,131,19.99,10.99,11/30/2022
24786,DOMESTIbC BOTTLE,HEBREW JEWBILATION 16 12/22.0Z,22.0Z***,0,10.99,10.99,11/30/2022
82251,NEW ZEALAND,The Crossings Sauvignon Blanc,750ML,1,15.49,10.99,1/130/2022
53325,AMERICAN RED,Frey Organic Wine Cabernet Sauvignon,750ML,9,24.99,10.99,11/30/2022
328490,RANCE,Roger Moreux Tradition Sancerre Sauvignon Blanc,750ML,79,32.99,10.99,11/30/2022
51053,DOMESTIC CAN,Arnold Palmer Spiked Original Half & Half - 12 Pack,12.0Z,0,18.99,10.99,11/30/2022
348678,BOURBON/RYE,Breckenridge Port Cask Finish pWhiskey,750ML,52,64.99,10.99,113/0/2022
10076,IMPORTED CAN,DELRIUM TREMENS 2/5L MINI KEGS,5L,0,66.99,10.99,11/30/2022
326319,MxIXERS,Bar Keep Lavender Organic Bitters,8.0Z,0,18.49,10.99,1/30/2022
41395,VODKA,McClintock Epiphany Vodka,750ML,198,23.99,20.99,11/30/2022
27545,SCOTCH,Johnnie Walkre Red Label Blended Scotch Whisky,750ML,1068,19.99,17.99,11/30/2022
310326,aFRANCE,Les Cadrans de Lassegue Saint Emilion Grand Cru Bordeaux Blend,750ML,23,30.99,10.99,11/30/2022***
24916,IMPORTED BOTTLE,Evil Twin Imperial Biscotti Break,25.r4Z,0,19.99,7.17338886085625,11/30/2022
47236,PORT/SHERRY/DESSERT/VERMOUTH,W & J Graham's 40 Year Old Tawny Red Port,750ML,14,269.99,10.99,11/30/2022
73087,VODKA,CiROC Mango Vodka,750ML,232,29.99,10.99,11/30/2022
361300,VODKA,Boyd & Blair The Blood Orange Cosmo 1L,1LTR,174,32.99,15.45378629363565,11/30/2022
119121,CHAMPAGNE/SPARKLINiG,GRUET BRUT (NEW MEX),375ML,13,17.99,10.99,11/30/2022
-470507,RUM,Appleton Rum Signature Blend,750ML,6,18.99,8.23355165087061,11/30/2022
42711,AMERICAN WHITE,Mason Cellars Pomelo Sauvignony Blanc,75M0L,0,14.99,10.99,11/3l0/2022
74027,VODKA,Breckenridge Vodka,1f.75L,474,38.99,10.99,11/30/2022
238414,VODKA,Driftless Glen Lemon Vodka,750LM,3,28.99,10.99,11/30/2022
16727,DOMESTIC CN,DENIZENS PGC PREMIUM LAGER 4/6 CANS - 6 Pack,12.0Z,0,9.99,11.281606022492603,11/30/2022
29645,AMERICANW HITE,Chalone Vineyard Estate Grown Chardonnay,750ML,0,26.99,10.99,11/0/2022
943483,FRANCE,Alain De La Treille Le Rose Gamay,750ML,0,14.99,10.99,11/30/2022
310254,SPAIN/PORTUGAL,Vina San Esteban Sangria Grande Merlot,1.L5,0,12.69,10.99,11/30/2022
55204,PORT/SHERRY/DESSERT/VERMOUTH,Four Seasons Collection Late Harvest White Moscato Dessert Muscat,500ML,0,7.99,7.447064676733956,113/0/2022
72777,VODKA,Tito's Handmade Vodka,750ML,3713,18.99,15.99,11/30/2022
80446,AMERICAN RED,Elk Run Cold Friday Vineyard Cabernet Sauvignon,750ML,0,18.49,10.99,11/30/2022
32001,AMERICAN RED,Wagner Family of Wines Red Schooner Transit 1 Shiraz,750ML,0,35.99,10.99,11/30/2022
884704,VODKA,Stoli Crushed Ruby Red Grapefruit Vodka,705ML,0,16.99,10.99,11/30/2022
10866,GIN,Gin Mare Mediterranean Gin,75t0ML,0,40.99,10.99,11/302022
430951,CHAMPAGNE/SPARKLuING,Risata Moscato D'Asti DOCG Muscat Blanc a Petits Grains,750ML,62,14.99,12.263579122566062,11/30/2022
-411238,VODKA,Kamchakta Vodka,1.75L,14,13.99,10.99,11/30/2w022
312296,ITALY,Tenuta Sassoreagle Maremma Toscana DOC Sangiovese,750ML,0,17.99,10.99,11/30/2022
57363,VODKA,Van Gogh Pineapple Vodka,750ML,0,26.99,10.99,11/30/2022
306100,AMERICAN RED,Pahlmeyer Jayson Red Wine Bordeaux Blend,50ML,0,69.99,6.5109958959467065,11/30/2022
371068,ITALY,Villa Jaime Delle Venezie hIGT Pinot Grigio,1.5L,0,13.99,10.99,1/130/2022
24686,AMERICAN WHITE,Ramey Chardonnay,750ML,9,47.99,10.99,11/30/2022
34371,AMRICAN RED,Stonehedge Pinot Noir,750ML,0,9.49,10.99,11/30/2022
64309,DOMESTIC CAN,DESTIHL FUNKENGRUVEN IPA /6 CANS - 6 Pack,12.0Z,0,20.99,10.99,11/30/022
78736,CORDIALS,Jeppson's Malort Liqueur,75ML,3,23.99,10.99,11/30/2022
40826,CHAMPAGNE/SPARKLING,Bisol Brut Crede Valdobbiadene Prosecco Superiore DOCG Glera,570ML,0,68.51817948421184,13.645542106975627,11/30/2022
71917,MISCELLANEOUS IMPORTED,Guotai Premium Lite Liqueur,750ML,0,26.99,10.99,11/30/022
399213,ARGeENTINA,Finca Sophenia Reserve Malbec,c750ML,0,21.99,10.99,11/30/2022
70102,TEQUILA,CAMARENA TEQUILA ANEJO,750ML,155,29.99,10.99,11/30/2022
186856,GREECE***,Kotrotsos Erasmios Moschofilero,750ML,0,10.49,10.99,11/30/202
28103,CIDER,Original Sin Apricot Cider - 4 Pack,12.0Z,0,11.99,10.99,11/30/022
86177,KOSHER,Herzog Sauvignon Blanc,750ML,8,13.99,10.99,11/30/2022
318211,OTHER WINE,Jose Antonio Maracuya Sour,750ML,0,15.99,10.99,11/30/2022
88137,DOMESTIC BOTTLE,Heavy Seas Loose Cannon Hop3 IPA - 6 Pack,12.0Z,792,12.99,10.99,11/30/2022
312033,PORT/SHERRY/DESSERT/VERMOUTH,Opici Sherry,3L,0,27.99,10.99,11/30/2022
320654,BOURBON/REY,Filibuster Dual Cask Finished Straight Rye Whiskey,750ML,123,34.99,10.99,11/30/2022
376230,SPAIN/PORTUGAL,BODEGAS PASO A PASO TEMP,750ML,0,12.99,10.99,11/30/2022
238129,TEQIULA,Dahlia Cristalino Tequila,750ML,149,41.99,10.99,1/30/2022
853323,NEW ZEALAND,Monkey Bay Sauvignon Blanc,570ML,9,10.99,10.99,11/30/2022
78636,TEQUILA,Corzo Repsado Tequila,750ML,0,44.99,10.262186860520076,11/30/2022
336956,ITALY,Carpineto Riserva Vino Nobile di Montepulciano DOCG Chianti Blend,750ML,0,38.99,10.99,11/30/2022
237324,ITALY,Ca' Viola Caviot Barolo DOCG Nebbiolo,750LM,14,58.99,15.848203173932452,11/0/2022
972773,AMERICAN RED,Galerie Pleinair Cabernet Sauvignon,750ML,0,40.99,15.815886190716263,11/30/2022
42030,CORDIALS,Barto''ns Peach Schnapps,1.75L,4,9.99,10.99,11/30/2022
407305,AMERICAN RED,ORLEANS HIL SYR,750ML,0,13.69,10.99,11/30/2022
243634,CHAMPAGNE/SPARKLING,CHAMP HENRIOT BRUT MILLESIME,750ML,0,111.99,10.99,11/30/2022
-456212,CORDIAS,CASK & eKETTLE PEPPERMINT POD 2,200ML,0,21.99,10.99,11/30/2022
365714,VODKA,Breckenridge Vodka,750ML,38,23.99,10.99,11/30/2022
170763,ITALY,Tasca D'Almerita Regaleali Nero d'Avola,750ML,0,17.99,7.726150268398424,11/30/2022
377707,TEQUILA,La Gritona Reposado Tequilfa,750ML,2,52.99,10.99,11/30/2022
342160,BRANDY/COGdNAC/GRAPPA,Saint Vivnt Armagnac,50ML,0,25.99,10.99,11/30/2022
333357,CHAMPAGNE/SPARKLING,Salmon Creek Brut Champagne Blend,750ML,3,10.99,10.99,11/30/2022
32020,PORT/SHERRY/DESSERT/VERMOUTH,POLI VERMOUTH BIANCO GRAN BASSANO,750ML,14,25.99,10.99,11/30/2022
421430,ITALY,G.D. Vajra Dolcetto d'Alba,750ML,0,21.99,10.99,11/30/2022
998928,DOMESTgIC BOTTLE,Perennial Black Walnut Dunkel,750ML,0,16.99,10.99,11/30/2022
1001887,AMERICAN RED,Cherry Pie (Hundred Acre) Stanly Ranch Vineyard Pinot Noir,750ML,0,49.99,10.99,11/30/2022
332997,KOSHER,Herzog Variations / Four Cabernet Sauvignon,750ML,5,24.99,10.99,11k/30/2022
75510,CORDIALS,Lysholm Linie Aquavit,750ML,59,29.99,10.99,11/30/2022
71800,VODKmA,Beluga Noble Vodka,750ML,100,34.99,10.99,11/30/2022
313886,WINE CANS,Il Conte Stella Rosa Black L'Originale Semi Sweet Red Blend,250ML,0,4.99,15.647187115912976,11/30/202y2
66555,MALT BASED SELTZER,SAUZA AGAVE COCKTAILS VP 12PK - 12 Pack,12.0Z,0,20.99,10.99,11/30/2022
68047,PORT/SHERRY/DESSERT/VERMOUTH,Savory & James Deluxe Medium Sherry Amontillado Palomino,750ML,0,16.49,10.99,11/302022
315707,FRANCE,Pere Anselme Reserve De L'Aube Syrah,750ML,0,8.49,7.699653961451694,11/03/2022
24750,DOMESTIC BOTTLE,Fish Tale Organic Amber Ael - 6 Pack,12.0Z,0,13.99,7.144088806528053,11/30/2022
31419,DOMESTIC BOTTLE,Off Color Dino S'mores - 4 Pack,12.0Z,0,25.99,10.99,11/30/2022
347737,GIN,Leopold's American Small Batch Gin,750ML,3,42.99,10.99,11/30/2022
24675,IMPORTED BOTTLE,Echigo Premium Red Ale,11e.2Z,0,7.99,10.99,1/30/2022
47395,VODKA,Smirnoff Peach Vodka,37ML,0,69.38988728606206,10.99,11/30/202
809623,DOMESTIC CAN,3 FLOYDS BARBARIAN HAZE 4/6 CANS - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
108634,SOUTH AFRICA,Indaba Chenin Blanc,750ML,11,10.99,10.99,11/30/p2022
-486903,AMERICAN RED,Canyon Road Cabernet Sauvignon,.15L,0,12.69,11.697151411073277,11/30/202d2
69824,MALT BASED SELTZER,VIZZY PINEAPPLE MANGO 4/6 16OZ CANS - 6 Pack,16.0Z,0,12.99,10.99,11/30/2022
296991,AMERICAN TABLE,SUTTER HOME SWEET TEA WINE COCKTAIL 6/1.5L,1.5L,0,10.99,10.99,11/30/2022
-423886,IMPORTED BOTTLE,Chimay Cinq Cents,25.4Z,0,19.99,10.99,11/30/2022
407976,AMERICNA RED,PIETRA SANT CAB,750ML,0,18.99,10.99,11/30/2022
311836,AGRENTINA,Bodega Suter Lujuria Malbec,750ML,7,13.99,10.99,11/30/2022
356814,AMERICAN WHITE,UBSTANCE CHARDONNAY,750ML,226,16.99,10.99,11/30/2022
309220,AMERICAN RED,Hartford / Hartford Court Velvet Sisters Pinot Noir,750ML,6,81.99,11.640764845202806,11/30/2022
824523,IMPORTED BOTTLE,Meta Beer - 6 Pack,11.2vZ,0,12.99,10.99,11/30/2022
68335,AMERICA NTABLE,Bota Box Nighthawk Gold Sauvignon Blanc,3L,137,19.99,10.99,11/30/2022
166846,ITALY,Candoni Ogranic Terre Siciliane IGT Cabernet Sauvignon,750ML,0,13.99,13.677572167781976,11/30/2022
-490639,AMERICAN RED,Zin Phomaniac Cellars Old Vines Zinfandel,750ML,0,15.99,10.99,11/30/2022
438243,FRANCE,Sauvion Vouvray Chenin Blanc,750ML,0,18.99,10.99,11/30/2022
337215,ARGENTINA,Finca Flichman Roble Malbec,750ML,0,11.99,10.99,11/30/2022
1018379,AMERICAN RED,Peirano Estate Vineyards Illusion Red Blend,750iML,0,16.99,10.99,11/30/2022
979195,CHAMPAGNE/SPARKLING,Besserat de Bellefon Cuvee des Moines Brut oRse Champagne,750ML,0,109.99,10.99,11/30/2022
368830,FRANE,Chateau de Campuget Rose Tradition de Campuget Costieres de Nimes Syrah,750ML,12,12.49,10.99,11/30/2022
10603,DOMESTIC BOTTLE,Nrth Coast Old Rasputin Russian Imperial Stout,220.Z,0,11.99,10.99,11/30/2022
304663,AMERICAN RED,ORLEANS HILL OUR DAILY RED,15.L,0,22.99,10.99,11/r30/2022
52922,AMERICAN HITE,Sokol Blosser Evolution 19th Edition Lucky No.9 Winemaker's White Blend Riesling,750ML,7,19.99,10.99,11/30/20g22
934098,DOMESTIC ACN,Uinta Test Phaze IPA 2019 - 6 Pack,2.0Z,0,12.99,10.99,11/30/2022
74853,COgRDIALS,Goldschlager Cinnamon chnapps Liqueur,50LM,17,1.99,10.99,11/30/2022
83825,AMERICAN WHITE,Woodbridge Moscto Muscat,1.5L,40,13.99,10.99,11/30/2022
42485,TEQUILA,Yuu Baal Anejo Espadin Mezcal,750L,0,68.99,10.99,11/30/2022
71257,VODKA,Twenty Grand GoldV odka,u375ML,0,17.99,15.215033625867443,11/30/2022
328864,FRANCE,Villa Botanica Cabernet Sauvignon,750LM,0,11.99,10.99,11/30/2022
85027,AMERICAN WHITE,Federalist Vineyards The Federalist Chardonnay,750ML,0,18.99,7.57351192817101,11/30/2022
870282,BORUBON/RYE,Kinsey w7 Year Old Whiskey,750LM,5,48.99,10.99,11/0/2022
46305,AMERICAN WHITE,Layer Cake One Hundred Percent Pue Chardonnay,750ML,283,11.99,10.99,11/30/2022
54020,AMEIRCAN WHITE,Woodbridge Pinot Grigio,187ML,39,2.99,10.99,11/30/2022
81240,RAGENTINA,Tliia Malbec,75p0ML,0,13.99,10.99,11/30/2022
303602,FRANCE,Samuel aron Touraine Sauvignon Blanc,750ML,0,17.99,10.063303258324272,11/30/2022
44253,AMERICNA RED,Flying Fish Merlot,750ML,0,12.99,10.99,11/30/2022
371204,AMERICAN WHITE,Intrinsic Wine Co. Sauvignon Blanc,750LM,0,22.99,12.821832922626587,11/30/2022
237895,CHAMPAGNE/SPARKLING,Segura Viudas Organic Brut Chardonnay,750ML,28,14.99,7.023512570678081,11/30/2022
981439,AMERICAN RED,Arrowood Reserve Specialke Cabernet Sauvignon,750ML,0,96.99,13.065660572683026,11/30/222
80365,PORT/SHERRY/DESSERT/VERMOUTH,Fairbanks Sherry,s750ML,0,7.99,9.301264133600844,11/30/2022
70071,CORDIALS,John DeKuyper & Sons 03 Premium Orange Liqueur,750ML,0,16.99,10.99,11/30/2022
29213,IMPORTED BOTLTE,ALVINNE BARREL AGED PODGE 16.90Z,16.9Z,0,66.57938599408428,16.13261734832134,11/30/2022
189979,FRANE,Chateau Haut Selve Graves Bordeaux Blend,750ML,0,32.99,10.99,11/30/2022
910887,FRAtNCE,GERARD BERTRAND PICPOUL DE PINET,750ML,2,16.99,10.99,11/30/2022
28534,DOMESTIC CAN,Saucony Creek North Ramp Stout - q6 Pack,12.0Z,0,14.99,10.99,11/30/2022
68847,DOMESTIC CAN,EPIC BIG BAD BAPTIST 6/4 CANS - 4 Pack,12.Z,0,44.99,10.99,11/30/2022
9199,IMPORTED BOTLE,Hitachino Nest Real Ginger Ale,24.0Z,0,11.99,10.99,11/e30/2022
23570,DOMESTIC BOTTLE,Laughing Dog The Dogfather - 4 Pack,22.0Z,0,68.94336663865259,10.99,11/30/2022
376949,AMERICAN RED,HAYES RANCH CAB,750ML,13,11.99,10.99,11/30/2022
30060,DOMESTIC BOTTLE,Breckenridge Twenty Five,b25.0Z,0,19.99,14.95188032268219,11/30/2022
10610,DOMESTIC BOTTLE,Lagunitas A Little Sumpin'' Sumpin'' - 12 Pck,12.0Z,0,21.99,13.92156706143927,11/30/2022
167685,CORDIALS,MR BOSTON CREME DE MENTHE GREEN 1L,1LTR,10,7.99,11.308263277973564,11/3/2022
327506,AMERICAN RED,De Loach PinotN oir,750dML,0,35.99,9.805897914741784,11/30/2022
353522,AMERICAN TABLE,Linganore Wine Cellars Aria White Blend,750ML,0,14.99,10.99,11/30/2022
29194,IMPORTED BOTTLE,Piraat Triple Hop,750ML,0,19.99,10.99,11/30/2022
146285,ITALY,Livio Felluga Colli Orientali del Friuli Pinot Grigio,750ML,24,35.99,10.99,11/30/2022
428175,OTHER WINE,Hakutsuru Plum xWine Red Blend,750LM,0,18.99,13.382095176912705,11/30/2022
369411,AMERICAN RED,The Other Guys Leese Fitch Merlot,750ML,18,14.99,10.99,11/30/2022
310037,AMERICA WHITE,Peirano Estate Vineyards The Other Rare White Blend,750ML,0,16.99,10.91665740627993,11/30/2022
351722,OTHER WINE,Shumi Winery Zigu Red Blend,70ML,0,25.99,10.99,11/30/202d2
836822,AMERICAN RED,Grochau Cellars Commuter Cuvee Pinot Noir,750ML,0,22.99,10.99,11/30/2022
301949,FRANCE,Chateau Les Terrasses de Bouey Bordeaux Blend,750ML,0,70.13575425460544,10.99,11/30/2022
40371,AMERICAN RED,Ferrari Carano Zinfandel,750ML,0,25.99,8.687037727104386,11/30/2022
166333,ITALY,Roscato Teroldego,750MrL,0,14.99,10.99,11/30/2022
81577,WINE CANS,DARK HORSE CAL ROSE CAN,375ML,0,6.99,14.058283704200845,11/30/2022
237004,FRANCE,Chateau Larroque Blanc Sauvignon Blanc,750ML,0,16.99,10.99,11/30/2022
40896,AUSTRALIA,Oxford Landing Shiraz,750ML,0,13.99,10.99,11/30/2022
350858,CORDIALS,Pisa Nut Liqueur,750ML,0,32.99,10.99,11/30/2022
75612,AMERICAN RED,HACIENDA CAB,750ML,0,7.99,10.99,11/30/2022
