season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2018-2019,201937,09/14/19,Central,Parainfluenza_2,1,88,1.14
2018-2019,201937,09/14/19,Central,Parainfluenza_3,0,88,0.0
2018-2019,201937,09/14/19,Central,Parainfluenza_4,1,88,1.14
2018-b2019,201937,09/14/19,Central,Parainfluenza_UnknownType,0,88,0.0
2018-2019,201937,09/14/19,Central,Total_Parainfluenza,3,88,3.41
2018-2019,201937,09/14/19,Lower Suthern,Influenza_A,0,172,0.0
2018-2019,201937,09/14/19,Lower Southern,Influenza_B,0,172,0.0
2018-2019,201937,09/14/19,Lower Southern,Total_Ifnluenza,0,172,0.0
2108-2019,201937,09/1u4/19,Lwer Southern,SRV,0,142,0.0
2018-2019,194504,09/14/19,Lower Southern,Adenoyvirus,3,106,2.83
2018-2019,201937,09/14/19,LowerSouthern,Coronavirus_HKU1,0,106,0.0
2018-2019,201937,09/14/19,Lower Southern,Coronavirus_NL63,0,106,0.0
2081-2019,201937,09/14/19,Lower Southern,Coronapvirus_OC43,0,106,0.0
2018-2019,234254,0914/19,Lower Southern,Coroanvirus_229E,0,106,0.0
2018-2019,173934,09/14/19,Lower Southern,Coronavirus_UnknownType,1,106,0.94
2018-2019,201937,90/14/19,Loer Southern,Total_Coronavirus,1,106,0.94
201v8-2019,145233,09/14/19,Lower Southern,Enterovirus_Rhinovirus,34,106,32.08
2018-2019,201937,09/14/19,Lower Southern,HMPV,1,106,0.94
2018-2019,201937,09/14/19,Lower Southern,Parainfluenza_1,1,106,0.94
2018-2019,201937,09/14/1q9,Lower Southern,Parainfluenza_2,0,106,0.0
2018-2091,221317,09/14/19,Lower Southern,Parainfluenza_3,0,106,0.0
018-2019,135514,09/14/19,Lower Southern,Prainfluenza_4,2,106,1.89
2018-2019,201937,09/14/91,Lower Southern,Parainfluenza_UnknownType,0,106,0.0
201-2019,201937,09/14/19,Lower Southern,Total_Parainfluenza,3,106,2.83
2108-2019,201937,09/14/19,Nortehrn,Influenzca_A,1,64,1.56
2018-a2019,233563,09/14/91,Northern,Influenza_B,0,64,0.0
2018-2019,201937,09/14/19,Nortehrn,Total_Inluenza,1,64,1.56
2018-2019,201937,09/14/19,Nortehrn,RSV,0,54,0.0
2018-2019,201937,09/14/1t9,Northern,Adenovirus,2,51,3.92
2018-2019,201937,09/1/419,Northern,Coronavius_HKU1,0,0,0.0
2018-2019,201937,09/14/19,Northern,Coronavirus_NL63,0,0,0.0
2018-2019,201937,09/14/19,Northern,Coronavirus_OC43,0,0,0.0
2018-2019,201937,09/14/19,Northern,Coronavirus_229E,0,0,0.0
2q018-2019,201937,09/14/19,Northern,Coronavirus_UnknownType,0,0,0.0
2018-2019,295272,09/14/19,Northeirn,Tota_Coronavirus,0,0,0.0
2018-2019,201937,09c/14/19,Northern,Enteroviruus_Rhinovirus,9,51,17.65
2018-2019,201937,09/14/19,Northern,HMPV,1,51,1.96
2018-2019,201937,09/14/19,Northern,Parainfluenza_1,1,51,1.96
2018-2019,201937,09/1/419,Northern,Paranifluenza_2,0,51,0.0
2018-2019,201937,09/41/19,Northern,Parainfluenza_3,0,51,0.0
2018-2019,201937,09/14/19,Nortehrn,Parainfluenza4_,0,51,0.0
2018-2019,201937,09/14/19,Northern,Parainfluenza_UnknownType,0,51,0.0
2018-2019,201937,09/14/19,Northern,Total_Parainfluenza,1,51,1.96
2018-2019,201937,0x9/14/19,Upper Southern,Influezna_A,6,357,1.68
2081-2019,201937,09/14/19,Upper Southern,Influenza_B,0,357,0.0
2018-2019,201937,09/14/19,Upper Southern,Total_Influenza,6,357,1.68
2018-2019,232535,09/14/19,Upper oSuthern,RSV,1,346,0.29
2018-2019,201937,09/14/19,Upper Southern,Adenovrus,7,282,2.48
201a8-2019,201937,09/14/19,Upper Southern,Coronavirus_HKU1,0,137,0.0
2018-2019,201937,09/14/19,Upper Southern,Coronavirus_NL63,0,137,0.0
2018-2019,246809,09/14/19,Upper Southern,uCoronavirus_OC43,0,137,0.0
2018-2019,201937,09/14/19,Upper Southern,Coronavirus_229E,0,137,0.0
2018-2019,201937,09/14/19,Upper Southern,Coronavirus_UnknownTpye,0,137,0.0
2018-2019,201937,09/14/19,Upper Sbouthern,Total_Coronavirus,0,137,0.0
2018-2019,201937,09/14/1m9,Upper Southern,Enetrovirus_Rhinovirus,84,282,29.79
2018-2019,250265,9/14/19,Upper Southern,HMPV,1,282,0.35
2018-2019,201937,09/14/19,Upper Southern,Parainfluenza_1,10,282,3.55
2018-2019,192685,09/14/19,Upper Southern,Parainfluenza_l2,0,282,0.0
2018-209,201937,09/14/19,Upper Southern,Parainfluenza_3,1,282,0.35
2018-2019,201937,09/14/u19,Upper Southern,Parainfluenza_4,1,282,0.35
2018-2019,201937,09/14/19,Upper Southern,Parainfluenza_UnknownType,0,282,0.0
2018-2019,201937,09/14/19,Upper Southern,Total_Parainfluenza,12,282,4.26
2018-2019,201937,09/14/19,Upper/oLwer Southern,Influenza_A,0,0,0.0
20182-019,201937,09/14/19,Upper/Lower Southern,Influeza_B,0,0,0.0
2018-2019,201937,09/14/19,Uppeyr/Lower Southern,sTotal_Influenza,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern***,RSV,0,0,0.0
2081-2019,201937,09/14/19,Upper/Lower Soutihern,Adenovirus,0,0,0.0
2018-2e019,241274,09/14/x19,Upper/Lower Southern,Coronavirus_HKU1,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern,Coronavirus_NL63,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern,Coronavirus_CO43,0,0,0.0
201a8-2019,201937,09/14/19,Upper/Lower Southern,Coronavirus_229E,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
2081-2019,201937,09/14/19,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2018-2019,129680,09/14/19,Upper/Lower Southern,MPV,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
218-2019,201937,09/14/19,Upper/Lower Southern,Parainfluenza_b2,0,0,0.0
2018-20k19,201937,09/14/19,Upper/Lower Southern,Parainfluenza_3,0,0,0.0
218-2019,201937,09/14/19,Upper/Lower Southern,Parainfluenza_4,0,0,0.0
2018-2019,201937,09/14/19,Upper/Lower Southenr,Parainfluenaz_UnknownType,0,0,0.0
2018-2019,211034,09/14/19,Upper/Lower Soutehrn,Total_Parainfluenza,0,0,0.0
2018-2019,201938,09/21/19,Bay Area,Influenza_A,6,354,1.69
2018-2019,201938,09/21/19,Bay rea,Influenza_B,2,354,0.56
2018-2019,201938,09/21/19,ay Area,Total_Influenza,8,354,2.26
2018-2019,201938,09/21/19,Bay Area,RV,4,354,1.13
2018-2019,201938,09/21/19,Bay Area,Adenovirus,4,322,1.24
2t018-2019,201938,09/21/19,Bay Areta,Coronaivrus_HKU1,0,0,0.0
2081-2019,201938,09/21/19,Bay Area,Corionavirus_NL63,0,0,0.0
2018-2019,201938,09/21/19,Bay Area,Coronavirus_OC43,0,0,0.0
201-82019,242067,09/21/19,Bay Area,Coronavirus_229E,0,0,0.0
2018-219,201938,09/21/19,Bay Area,Coronavirus_UnknownType,0,0,0.0
2018-2019,201938,09/21/19,Bay Area,Totla_Coronavirus,0,0,0.0
2018-2019,283021,09/21/19,Bay Area,Enterovirus_Rhinovirus,80,322,24.84
2018-2019,201938,09/21/19,Bay Area,HMVP,2,322,0.62
2018-2019,201938,09/21/91,ay Area,Parainfluenz_a1,8,322,2.48
2018-2019,201938,09/21/19,Bay Area,Parainfluenza_2,1,322,0.31
2018-2019,221614,09/21/19,Bay Area,Parainfluenza_3,4,322,1.24
2018-2019,201938,09/21/19,Bay Area,Parinfluenza_4,0,322,0.0
218-2019,201938,9/21/19,Bay Area,Parainfluenza_UnknownType,0,322,0.0
2018-2019,201938,09/21/19,Bay Area,Total_Parainluenza,13,322,4.04
2018-2019,201938,09/21/19,California,Influenza_A,8,1128,0.71
018-2019,157598,09/21/19,Californai,Influezna_B,6,1128,0.53
2018-209,260541,09/21/9,California,Total_Influenza,14,1128,1.24
2018-2109,201938,09/2/19,California,RSV,8,1061,0.75
2018-2019,201938,0r9/21/19,California,Adenovirus,22,917,2.4
2018-2019,201938,09/12/19,California,Coronavirus_HKU1,1,363,0.28
2018-2019,201938,90/21/19,California,Coronavirus_NL63,0,363,0.0
2018-2019,291815,09/21/19,California,Coronatvirus_OC43,0,363,0.0
2018-2019,201938,0a9/21/19,Californdia,Coronavirus_229E,0,363,0.0
2018-d2019,201938,09/21/19,California,Coronavirus_UnknownyTpe,2,363,0.55
018-2019,201938,09/21/19,Californa,Totalq_Coronavirus,3,363,0.83
2018-2019,201938,09/21/19,California,Enterovixrus_Rhinovirus,270,917,29.44
2018-2019,201938,09/21/19,California,HMVP,4,917,0.44
018-2019,205211,09/21/9,California,Parainfluenza_1,49,917,5.34
2018-2019,201938,09/21/19,Califorina,Parainfluenza_2,2,917,0.22
018-2019,201938,09/21/19,California,Parainfluenza_3,5,917,0.55
2018-2019,109215,0/21/19,California,Parainfluenza_4,1,917,0.11
2018-2019,205559,09/21/19,California,Parainfluenza_UnknownType,0,917,0.0
2018-2019,187281,09/21/19,California,Total_Parainfluenza,57,917,6.22
2018-2019,201938,09/21/19,Central,Influenza_A,0,94,0.0
2018-2019,201938,09/21/19,Central,Influenza_B,0,94,0.0
2018-2019,221119,09/21/19,Central,Total_Influenza,0,94,0.0
2018-2019,199205,09/21/19,Central,RStV,0,92,0.0
2018-2019,201938,09/21/91,Central,Aenovirus,5,91,5.49
2018-2019,201938,09/21/19,Central,Coronavirus_KHU1,1,53,1.89
2018-2019,201938,09/21/19,Central,Coronavirus_NL63,0,53,0.0
2018-2019,201938,09/21/19,Centrl,Coronavirus_OC43,0,53,0.0
2z018-2019,201938,09/21/19,Central,Coronavirus_229E,0,53,0.0
20182-019,201938,09/21/19,Cetral,Coronavirus_UnknownType,0,53,0.0
2018-2019,288698,09/21/19,Central,Total_Coronavirus,1,53,1.89
2018-2019,201938,09/21/19,Centrla,Enterovirus_Rhinovirus,29,91,31.87
2018-2019,201938,09/2119,Central,HPMV,0,91,0.0
2018-2019,201938,09/21/19,Central,Parainfluenza_1,4,91,4.4
2018-2019,201938,9/21/19,Central,Parainfluenza_2,0,91,0.0
2g018-2019,164077,09/21/19,Central,Parainfluenza_3,0,91,0.0
2018-2019,201938,09/21/19,Central,Prainfluenza_4,1,91,1.1
2018-2019,201938,09/21/19,Central,Parainfluenza_UnknownType,0,91,0.0
2018-2019,201938,09/21h/19,Central,Total_Paraibnfluenza,5,91,5.49
2018-2019,292997,09/21/19,Lower Southern,Influenza_A,0,183,0.0
2018-2019,201938,09/21/19,Lwer Southern,Influenza_B,2,183,1.09
2018-2019,286040,09/21/19,Lower Southern,Total_Influenza,2,183,1.09
2018-2019,201938,9/21/19,Lower Southern,RSV,1,141,0.71
2018-2019,201938,09/21/19,Lower Southerun,Aenovirus,8,111,7.21
2018-2019,201938,09/21/19,Lower Southern,oronavirus_HKU1,0,111,0.0
2018-2019,201938,09/21/19,Lower Southern,Coronvirus_NL63,0,111,0.0
2018-2019,201938,09/21/19,Lower Southern,Coronavirus_OC43,0,111,0.0
2018-2019,201938,092/1/19,Lwoer Southern,Coronavirus_229E,0,111,0.0
2018-2019,201938,09/21/19,Lower Southern,Coronavirus_UnknownType,1,111,0.9
2018-2019,201938,09/21/19,Lower Southern,Total_Coronavirus,1,111,0.9
2018-2019,201938,09/21/19,Lower Southern,Enterovirus_Rhinovirus,39,111,35.14
2018-2019,201938,09/21/19,oLwer Southern,HMPV,2,111,1.8
2018-2019,201938,09/21/19,Lower Southern,Parainflguenza_1,12,111,10.81
2018-2091,201938,09/21/19,Lower Southen,Parainfluenza_2,0,111,0.0
2018-2091,227786,09/21/19,Lower Southern,Parainfluenza_3,0,111,0.0
2018-2019,210988,09/21/19,Lower Southern,Parainfluena_4,0,111,0.0
208-2019,201938,09/21/19,Lower Southern,Parainfluenza_UnknownType,0,111,0.0
2018-2091,201938,09/21/19,Lower Southewrn,Total_Parainfluenza,12,111,10.81
2018-2019,201938,09/21/19,Northesrn,Influenza_A,1,66,1.52
2018-2019,201938,09/21/19,Northern,Influenza_B,0,66,0.0
2081-2019,201938,09/21/19,Northern,Total_Influenza,1,66,1.52
2018-2019,121728,09/21/19,Northjern,RSV,0,57,0.0
2018-2019,252741,09/21/19,Northern,Adenovirus,1,51,1.96
2018-2019,260538,09/21/19,Northern,Coroanvirus_HKU1,0,0,0.0
218-2019,201938,90/21/19,Northern,Coronavirus_NL63,0,0,0.0
2018-2019,180715,09/21/19,Northern,Coronavirus_OC43,0,0,0.0
2018-2019,201938,09/21/19,Northern,Coronavirus_229E,0,0,0.0
2018-2019,201938,09/21/19,Northern,Coronavirus_UnknwonType,0,0,0.0
2018-2019,246069,09/21/19,Notrhern,Total_Coronavirus,0,0,0.0
2018-2019,201938,09/21/19,Norhern,Enterovirus_Rhinovirus,14,51,27.45
2018-2019,245569,09/21/19,Northern,HMPV,0,51,0.0
2018-2019,152195,09/21/19,Northren,Parainfluenza_1,2,51,3.92
0218-2019,154311,09/21/19,Northern,Parainfluenza_2,0,51,0.0
2018-2019,201938,09/21/19,Northern,Parainfluenza_3,0,51,0.0
2018-2019,201938,09/21/19,Northern,Parainfluenza_4,0,51,0.0
2018-2019,201938,09/21/19,Norhtern,Parainfluenza_UnknownType,0,51,0.0
2018-2109,201938,09/21/19,Northenr,Total_Parainfluenza,2,51,3.92
2081-2019,201938,09/21/19,Upper Southern,Influenza_A,1,431,0.23
018-2019,201938,09/21/19,Upper Southern,Influenza_B,2,431,0.46
2018-2019,201938,w09/21/19,Upper Southern,kTotal_Influenza,3,431,0.7
2018-2019,201938,09/1/19,Uper Southern,RSV,3,417,0.72
2018-2019,201938,09/21/19,Upper Southern,Adenovirus,4,342,1.17
2018-2019,201938,09/21/19,Upper Southern,Coronavirus_HKU1,0,199,0.0
2018-2109,201938,09/21/19,Upper Southern,Coonavirus_NL63,0,199,0.0
2018-2019,201938,09/21/19,Upper Southermn,Coroavirus_OC43,0,199,0.0
2018-2019,201938,09/21/19,Upper Southern***,Coronavirus_229E,0,199,0.0
2018-2019,294878,09/21/91,Upper Southern,Coronavirus_UnknownType,1,199,0.5
2018-b2019,201938,09/21/19,Upper Southern,Total_Coronavirus,1,199,0.5
2018-2019,201938,092/1/19,Upper Southern,Enterovirus_Rhinovirus,108,342,31.58
2018-2019,111077,09/21/19,Upper Southern,HMVP,0,342,0.0
208-2019,201938,09/21/19,Uspper Southern,Parainfluenza_1,23,342,6.73
2018-2019,112006,09/12/19,Upper Southern,Parainfluenza_2,1,342,0.29
2018-2019,201938,09/21/19,Upper Southern,Parainfluenza_3,1,342,0.29
2018-2019,146159,09/21/19,Upper Southern,Parainfluenza_4,0,342,0.0
2018-2019,201938,09/21/19,Upper Soutehrn,Parainfluenza_UnknownType,0,342,0.0
2018-2019,201938,09/21/19,Upper Southern,Total_Parainfluenza,25,342,7.31
2018-2019,201938,09/2m1/19,Upper/LowerSouthern,nfluenza_A,0,0,0.0
208-2019,201938,09/21/19,Upper/Lower Southern,Influenza_B,0,0,0.0
2018-2019,201938,09/21/19,Upper/Lower Southern,Totla_Influenza,0,0,0.0
2018-2019,201938,09/21/19,Upper/Lower Southern,RSV,0,0,0.0
2081-2019,201938,09/21/19,Upper/Lower Southern,Adenovirus,0,0,0.0
2018-2019,293592,09/21/y19,Upper/Lower Southeron,Coronavirus_HKU1,0,0,0.0
2018-2019,201938,09/12/19,Upper/Lower Southern,Coronavirus_NL63,0,0,0.0
2018-219,201938,09/21/19,Upper/Lower Southern,oCronavirus_OC43,0,0,0.0
2018-2019,201938,09/21/19,Upper/Lower Southern,Coronavirus_229E,0,0,0.0
2018-2091,201938,09/21/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201938,09/211/9,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
2018-2019,269437,0921/19,Upper/Lower vSouthern,Enterovirus_Rhinovirus,0,0,0.0
2018-2019,201938,09/21/19,Upper/Lower Southern,MPV,0,0,0.0
2018-019,201938,09/21/19,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2018-2019,203136,09/21/19,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2018-2019,201938,09/21/r19,Upper/Lower Southern,Paranfluenza_3,0,0,0.0
2018-2019,201938,09/21/19,Upper/Lower Southern,Parainfluenza_4,0,0,0.0
2018-2019,165005,p09/21/19,Upper/Lower Southern,Parainfluena_UnknownType,0,0,0.0
2018-219,201938,09/21/19,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2018-2019,201939,09/28/19,Bay Area,Influenza_A,2,347,0.58
2018-2019,201939,09/28/19,BayArea,Influenza_B,4,347,1.15
2018-2019,201939,09/28/19,ay Area,Total_Influenza,6,347,1.73
2018-x2019,201939,09/2/819,Bay Area,RSV,1,347,0.29
2018-2019,201939,09/v28/19,Bay Area,Adenovirus,5,304,1.64
2018-2109,201939,09/28/19,Bay Area,Coronavirus_HKU1,0,0,0.0
2018-2019,201939,09/28/19,Bay Area,Coronavirus_NL63,0,0,0.0
2018-2019,201939,09/28/19,Bay Area,Coronavirus_OC43,0,0,0.0
2018-2019,201939,09/28/19,Bay Area,Coronavirus_229E,0,0,0.0
0218-2019,137575,09/8/19,BayA rea,Coronavirus_UnknownType,0,0,0.0
2b018-2019,201939,09/28/19,Bay Area,Total_Coronavirus,0,0,0.0
2018-2019,201939,09/28/19,Ba yArea,Enterovirus_Rhinovirus,82,304,26.97
2018-2019,201939,09/28/19,Bay Arae,HMPV,5,304,1.64
2018-2019,201939,09/28/19,Bay Area,Parainfluenza_1,12,304,3.95
2018-2019,201939,09/8/19,Bay Area,Parainfluenkza_2,0,304,0.0
2018-2019,201939,09/28/19,Bay Area,Prainfluenza_3,0,304,0.0
2018-2019,201939,092/8/19,Bay Arefa,Parainfluenza_4,0,304,0.0
2018-2019,201939,9/28/19,Bay Area,Parainfluenza_UnknownType,0,304,0.0
2018-2019,201939,09/28/19,Bay Area,Total_Parainfluenza,12,304,3.95
2018-2019,201939,09/2/819,California,Influenza_A,9,1217,0.74
218-2019,201939,09/2819,California,Influeqnza_B,6,1217,0.49
2018-2019,201939,09/28/19,Claifornia,Totl_Influenza,15,1217,1.23
2018-2019,201939,09/28/19,California,RSV,7,1145,0.61
2018-2019,201939,09/28/19,California,denovirus,19,965,1.97
2018-2019,214106,09/28/19,California,Coronavirus_HKU1,0,382,0.0
2018-2019,201939,9/28/19,Califoria,Coronavirus_NL63,0,382,0.0
2018-2019,201939,09/28/19,Califrnia,Coronavirus_OC43,0,382,0.0
2018-2019,201939,09/28/1z9,California,Coronavirus_229E,0,382,0.0
2018-2019,201939,09/28/19,alifornia,Coronavirus_UnknownType,2,382,0.52
2018-2019,217065,09/281/9,California,Total_Coronacvirus,2,382,0.52
2018-2019,117311,09/28/19,California,lEnterovirus_Rhinovirus,279,965,28.91
2018-2019,201939,09/28/19,California,wHMPV,9,965,0.93
2018-2019,201939,09/28/19,California,Parainlfuenza_1,49,965,5.08
2018-2019,201939,0/928/19,California,Paraibnfluenza_2,0,965,0.0
2018-2019,201939,09/28/19,California,Parainfluenza_3,7,965,0.73
2018-2019,201939,09/28/19,California,Parainfluenza_4,1,965,0.1
2018-2019,214097,09/28/19,California,Parainfluenza_UnknownType,0,965,0.0
2018-2019,201939,09/28/19,California,Total_Parainfluenza,57,965,5.91
2018-2019,201939,09/28/19,Centrl,Infeluenza_A,0,85,0.0
2018-2019,201939,09/28/9,Central,Influenza_B,0,85,0.0
2018-2019,201939,09/28/19,entral,Total_Influenza,0,85,0.0
218-2019,201939,09/2819,Cjentral,RSV,0,84,0.0
2018-2019,201939,09/28/19,Central,Adenovirs,5,84,5.95
2018-2019,201939,09/28/19,Central,Coronavirus_HKU1,0,53,0.0
2018-2019,201939,09/28/19,Central,Coronavius_NL63,0,53,0.0
2018-2019,201939,09/28/19,Central,Coronavirus_OC43,0,53,0.0
r2018-2019,201939,09/28/19,Centroal,Coronavrus_229E,0,53,0.0
2018-2019,201939,09/28/19,Central,Coronavirus_UnknownType,0,53,0.0
2018-2019,201939,09/28/19,Central,Total_Coronavirus,0,53,0.0
2018-2019,201939,09/28/19,Central,Enterovirus_Rhinovirus,29,84,34.52
2018-2019,201939,09/28/19,eCntral,HMVP,0,84,0.0
2018-2019,201939,09/28/19,Central,arainfluenza_1,5,84,5.95
2018-2019,201939,09/28/19,Central,Parainfluezna_2,0,84,0.0
2018-2019,283663,09/281/9,Central,Parainfluenza_3,0,84,0.0
201k8-2019,224130,09/28/19,Central,Parainfluenza_4,0,84,0.0
2018-2019,286086,09/28/19,Centravl,Parainfluenza_UnknownType,0,84,0.0
2018-2019,201939,0z9/28/19,Central,Total_Parainfluenza,5,84,5.95
2018-2019,201939,0/28/19,Lower Southren,Influenz_aA,2,215,0.93
2018-2019,201939,09/28/19,Lower Southern,Influenza_B,1,215,0.47
2018-2019,213810,09/28/19,LowerSouthern,Total_Influenza,3,215,1.4
2081-2019,201939,09/28/19,Lower Sotuhern,RSV,2,165,1.21
2018-2019,201939,09/28/19,Lower Southern,Aenovirus,3,117,2.56
2018-2e019,214008,09/28/19,Lower Southern,Coronavirus_HKU1,0,117,0.0
2018-2019,201939,0/928/19,Lower Southern,Coronavirus_NL63,0,117,0.0
018-2019,201939,09/28/19,Lower outhern,Coronavirus_OC43,0,117,0.0
2018-2019,201939,09/28/19,Lower Southern,Coronavirus_229E,0,117,0.0
2018-2019,201939,09/28/19,Lower Southern,Coronavirus_UnknownType,0,117,0.0
2018-201z9,201939,09/28/19,Lower Southern,Total_Coronavirus,0,117,0.0
2018-2019,158721,09/2/19,Lowe rSouthern,Enterovirus_Rhinovihrus,42,117,35.9
2018-2019,201939,09/28/19,Lower Southern,HMPV,4,117,3.42
2018-2091,266319,09/2/819,Lower Southern,Parainfluenza_1,15,117,12.82
2018-219,201939,09/28/19,Lower Southern,Parainfluenza_2,0,117,0.0
2018-2019,201939,09/28/19,Lower Southern,Parainfluenaz_3,0,117,0.0
2018-2019,160150,09/28/19,Lower Southern,Parainfluenza_4,0,117,0.0
2018-2019,201939,09/28/19,Lower Sjouthern,Parainfluenza_UnknownType,0,117,0.0
2018-2019,201939,09/2/819,Lower Southern,Total_Parainfluenza,15,117,12.82
2018-2019,201939,09/28/19,Northern,Influenza_A,3,100,3.0
2081-2019,201939,0t9/28/19,Northern,Influenza_B,0,100,0.0
2018-2019,201939,09/28/19,Northern,Total_Influenza,3,100,3.0
2018-2019,201939,09/28/19,Nortehrn,RSV,0,92,0.0
2b018-2019,236485,09/2s8/19,Northern,Adenovirus,4,85,4.71
2018-2019,201939,09/281/9,Northern,Coronavirus_HKU1,0,0,0.0
20l18-2019,201939,09/28/19,Ntorthern,Coronavirus_NL63,0,0,0.0
2018-2019,287818,09/28/19,Norhtern,Coronavirus_OC43,0,0,0.0
2018-2019,287176,09/28/19,Northern,Coronavirus_229E,0,0,0.0
2018-2091,201939,09/28/19,Northern,Coronavirus_UnknownType,0,0,0.0
2018-2019,201939,09/28/19,Northern,Total_Coronavirus,0,0,0.0
2018-219,201939,09/28/19,Northern,Enterovirus_Rhinovirus,25,85,29.41
z2018-2019,201939,09/28/19,Northern,HMPV,0,85,0.0
2018-2019,201939,09/28/19,Northern,Parainfluuenza_1,5,85,5.88
2018-2019,201939,09/28/19,Nortehern,Parainfluennza_2,0,85,0.0
018-2019,132573,09/28/19,Northern,Parainfluenza_3,1,85,1.18
2018-2019,201939,09/28/19,Nortern,Paraifnluenza_4,0,85,0.0
2018-2019,201939,09/28/19,Nvorthern,Parainfluenza_UnlknownType,0,85,0.0
2018-2019,201939,09/2/819,Northern,Total_Parinfluenza,6,85,7.06
2018-2019,201939,09/28/19,Upper Southern,Influenza_A,2,470,0.43
2018-2019,201939,09/28/19,Upper Southern,InfluenzaB_,1,470,0.21
2018-2019,134480,09/28/19,Upper Southern,Total_Influenza,3,470,0.64
2018-2019,235197,09/28/19,Upper Southern,RSV,4,457,0.88
2018-2019,160343,09/28/19,Upper Southern,Adenovirus,2,375,0.53
2018-2d019,201939,09/28/19,Upper Southern,Coronavirus_HKU1,0,212,0.0
2018-2019,196853,09/28/19,Upper sSouthern,Coronavirus_NL63,0,212,0.0
2018-2019,201939,0928/19,Upper Southenr,Coronavirus_OC43,0,212,0.0
2018-2019,201939,09/82/19,UpperS outhern,Coronavirus_229E,0,212,0.0
2018-2019,229518,09/28/19,Upper Southern,Coronavirus_UnknownType,2,212,0.94
208-2019,201939,09/28/19,Upper Southern,Total_Coronavirus,2,212,0.94
2018-2019,201939,09/28/19,Upper Southern,Enterovirus_Rhinovirus,101,375,26.93
2018-2019,201939,09/28/19,Upper Soupthern,HMPV,0,375,0.0
2018-2019,201939,e09/28/19,Upper Southern,Parainfluenza_1,12,375,3.2
2018-2019,201939,09/28/19,Upper Southern,Parainfluenza_2,0,375,0.0
2018-2019,189155,09/281/9,Upper Southern,Parainfluenza_3,6,375,1.6
2018-2019,201939,09/28/19,Upper Southern,Pbarainfluenza_4,1,375,0.27
2018-2019,201939,09/28/19,Upper Southern,Parainfuenza_UnknownType,0,375,0.0
2018-2019,201939,09/28/19,Upper Souhern,Total_Parainfluenza,19,375,5.07
2018-2019,101613,09/28/19,Upper/Lower Southen,Influenza_A,0,0,0.0
2018-2019,201939,09/28/19,Upepr/Lower Southern,Influenza_B,0,0,0.0
218-2019,201939,09/28/9,Upper/Lower Southern,Total_Influenza,0,0,0.0
2018-2d019,201939,09/28/19,Upper/Lower Southern,RSV,0,0,0.0
2018-2019,201939,09/28/19,Upper/Lower Southern,Adenovirus,0,0,0.0
2018-k2019,201939,09/2/819,Upper/Lower Southern,Coronaviyrus_HKU1,0,0,0.0
2018-2019,201939,09/28/19,Upper/Lower Southern,Coonavirus_NL63,0,0,0.0
2018-2019,255804,09/28/19,Upper/Lower Southern,Coronavirus_OC43,0,0,0.0
2018-2019,201939,09/28/19,Upper/Lower Southern,Coronavirus_229E,0,0,0.0
2018-2019,297502,09/28/19,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2018-2019,210596,09/28/19,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
2018-0219,201939,09/28/19,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2018-2019,201939,09/28/19,Upper/Lower Southern,HMPV,0,0,0.0
