obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
628,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,2,Spatial het,2,Algae - non-waterfront,2017,Journal,Table 4,Property sale price,0,log-lin,e,NA,"Discrete buffers(0-20m, 20-300m, and 300-600m) and linear distance",2,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0019000000320375,.0206000003963709,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for homes within 20-300 meters of a lake,distance buffer 2,-.1202000007033348,.0667999982833862,1.281604886054993,.1000000014901161,semi-elasticity of months with algae concentration above threshold for homes within 20-300 meters of lake,Interaction of algae indicator for WHO threshold and indicator for homes within 300-600 meters of a lake,distance buffer 3,-.0086000003,.057599999,,,semi-elasticity of months with algae concentration above threshold for homes within 300-600 meters of lake,NA,NA,,,,,NA,,-.11915622651577,,,-.1155251413583755,.0777872949838638,WQ variable is a dummy. ,,0
629,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,3,Buckeye,1,Algae - waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,1,1,Block group fixed effects,0,0,11466,2009,2015,"Fairfield and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",155264,2009,2010,county,"Fairfield and Licking County, OH","39045, 39089",54900.11328125,312648,46948,17406,4822,118299,3074.085693359375,0,1,0,0,"Buckeye Lake, OH",12690953,3136,acres,Single,LakeRes,Algae,.8392857313156128,NA,0,.8392857313156128,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.003800000064075,.0238000005483627,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,-.0000999999974738,.0012000000569969,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1872999966144562,.0379000008106232,2.326673269271851,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1676522791385651,,,-.1671623438596725,.0262508559972048,WQ variable is a dummy. ,,0
630,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,3,Buckeye,2,Algae - non-waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,2,1,Block group fixed effects,0,0,11466,2009,2015,"Fairfield and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",155264,2009,2010,county,"Fairfield and Licking County, OH","39045, 39089",54900.11328125,312648,46948,17406,4822,118299,3074.085693359375,0,1,0,0,"Buckeye Lake, OH",12690953,3136,acres,Single,LakeRes,Algae,.8392857313156128,NA,0,.8392857313156128,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.003800000064075,.0238000005483627,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,-.0000999999974738,.0012000000569969,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1872999966144562,.0379000008106232,2.326673269271851,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.1676689237356186,,,-.1672416478395462,.0261301808059216,WQ variable is a dummy. ,,0
631,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,4,GLSM,1,Algae - waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,1,1,Block group fixed effects,0,0,3247,2009,2015,"Mercer and Auglaize County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",131513,2009,2010,county,"Mercer and Auglaize County, OH","39107, 39011",50952.21484375,86763,8869,559,1157,33504,2237.322021484375,0,1,0,0,"Grand Lake St. Marys, OH",51395120,12700,acres,Single,LakeRes,Algae,.9428571462631226,NA,0,.9428571462631226,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0399000011384487,.0335999988019466,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0007999999797903,.0024999999441206,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1440999954938889,.0456999987363815,2.327497243881226,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.0989188849925995,,,-.0981062799692154,.0355027057230473,WQ variable is a dummy. ,,0
632,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,4,GLSM,2,Algae - non-waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,2,1,Block group fixed effects,0,0,3247,2009,2015,"Mercer and Auglaize County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",131513,2009,2010,county,"Mercer and Auglaize County, OH","39107, 39011",50952.21484375,86763,8869,559,1157,33504,2237.322021484375,0,1,0,0,"Grand Lake St. Marys, OH",51395120,12700,acres,Single,LakeRes,Algae,.9428571462631226,NA,0,.9428571462631226,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0399000011384487,.0335999988019466,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0007999999797903,.0024999999441206,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1440999954938889,.0456999987363815,2.327497243881226,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.0987747013568878,,,-.0982189998030663,.03549575060606,WQ variable is a dummy. ,,0
633,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,5,West,1,Algae - waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,1,1,Block group fixed effects,0,0,4420,2009,2015,"Auglaize, Mercer, Logan, and Shelby County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",131513,2009,2010,county,"Auglaize, Mercer, Logan, and Shelby County, OH","39011, 39107, 39091, 39149",49147.078125,182044,17720,3325,2357,70082,4480.52294921875,0,1,0,0,"Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",25153932,6215.66650390625,acres,Multiple,LakeRes,Algae,.53125,NA,0,.53125,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0483999997377396,.0423999987542629,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0023000000510365,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1283999979496002,.0728999972343445,1.281743168830872,.1000000014901161,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.0768790394067764,,,-.0753793865442276,.0498400926589966,WQ variable is a dummy. ,,0
634,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,5,West,2,Algae - non-waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,2,1,Block group fixed effects,0,0,4420,2009,2015,"Auglaize, Mercer, Logan, and Shelby County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",131513,2009,2010,county,"Auglaize, Mercer, Logan, and Shelby County, OH","39011, 39107, 39091, 39149",49147.078125,182044,17720,3325,2357,70082,4480.52294921875,0,1,0,0,"Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",25153932,6215.66650390625,acres,Multiple,LakeRes,Algae,.53125,NA,0,.53125,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0483999997377396,.0423999987542629,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0023000000510365,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1283999979496002,.0728999972343445,1.281743168830872,.1000000014901161,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,NA,NA,,,,,NA,NA,NA,,,,,NA,,-.0768605694174767,,,-.075583815574646,.049798134714365,WQ variable is a dummy. ,,0
635,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,6,West/Buckeye,1,Algae - waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,1,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0027000000700355,.0199999995529652,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1782999932765961,.0337999984622002,2.326582670211792,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake and an indicator that the lake is in the West Lake market,distance buffer 2,.073399998,.064099997,,,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake in the West market,NA,NA,,,,,NA,,-.0971465259790421,,,-.0956135392189026,.0519170723855495,WQ variable is a dummy. ,,0
636,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,6,West/Buckeye,2,Algae - non-waterfront,2017,Journal,Table 5,Property sale price,0,log-lin,e,NA,Discrete buffers(0-600m) and linear distance,2,1,Block group fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0027000000700355,.0199999995529652,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010000000474975,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake,distance buffer 1,-.1782999932765961,.0337999984622002,2.326582670211792,.0099999997764826,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake,Interaction of algae indicator for WHO threshold and indicator for combination of homes with 0-20 and 20-600 meters of a lake and an indicator that the lake is West Lake,distance buffer 2,.073399998,.064099997,,,semi-elasticity of months with algae concentration above threshold for homes within 600 meters of lake in the West market,NA,NA,,,,,NA,,-.0971284583210945,,,-.095867894589901,.0518162287771702,WQ variable is a dummy. ,,0
637,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,7,Tract,1,Algae - waterfront,2017,Journal,Table A2,Property sale price,0,log-lin,e,NA,"Discrete buffers(0-20m, 20-300m, and 300-600m) and linear distance",1,1,Tract fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.050000001,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0023000000510365,.0215000007301569,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010999999940395,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for homes within 0-20 meters of a lake,distance buffer 1,-.2214999943971634,.1094999983906746,1.644949555397034,.0500000007450581,semi-elasticity of months with algae concentration above threshold for homes within 20 meters of lake,Interaction of algae indicator for WHO threshold and indicator for homes within 20-300 meters of a lake,distance buffer 2,-.108,.064400002,1.2816049,.1,semi-elasticity of months with algae concentration above threshold for homes within 20-300 meters of lake,NA,NA,,,,,NA,,-.2790568470954895,,,-.2728544473648071,.0940255224704742,WQ variable is a dummy. ,,1
638,33,Wolf & Klaiber 2017,Wolf & Klaiber 2017,7,Tract,2,Algae - non-waterfront,2017,Journal,Table A2,Property sale price,0,log-lin,e,NA,"Discrete buffers(0-20m, 20-300m, and 300-600m) and linear distance",2,1,Tract fixed effects,0,0,15886,2009,2015,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH",OH,Waterfront and non-waterfront homes,"Single-family occupied homes sold for greater than $50,000 (or $40/ft) and sold less than twice in a year",148654,2009,2010,county,"Auglaize, Mercer, Logan, Shelby, Fairfield, and Licking County, OH","39011, 39045, 39089, 39091, 39107, 39149",52759.85546875,494692,64668,20731,7179,188381,7554.6083984375,0,1,0,0,"Buckeye Lake, Grand Lake St. Marys, Indian Lake, and Loramie Lake, OH",22038188,5445.75,acres,Multiple,LakeRes,Algae,.625,NA,0,.625,NR,Dummy,1,0,,,,,.25,thousands of meters,,,,Indicator variable for WHO's 1 µg/mL microcystin no drinking threshold,NA,.0023000000510365,.0215000007301569,,,"""semi-elasticity"" of months with algae concentration above threshold dummy",Interaction of algae indicator for WHO threshold and distance to lake,linear distance,.0000999999974738,.0010999999940395,,,semi-elasticity of months with algae concentration above threshold per meter of distance from the lake,Interaction of algae indicator for WHO threshold and indicator for homes within 20-300 meters of a lake,distance buffer 2,-.1080000028014183,.0644000023603439,1.281604886054993,.1000000014901161,semi-elasticity of months with algae concentration above threshold for homes within 20-300 meters of lake,Interaction of algae indicator for WHO threshold and indicator for homes within 300-600 meters of a lake,distance buffer 3,.0088,.053399999,,,semi-elasticity of months with algae concentration above threshold for homes within 300-600 meters of lake,NA,NA,,,,,NA,,-.0923305451869965,,,-.0886486321687698,.0791048929095268,WQ variable is a dummy. ,,1
