indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,a2003-2006,4,20 years and over,1.0,11.7,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grades 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, crude",4,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2005-2008,21,20 years an dover,1.0,11.6,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crue",2,Race and Hispanic origin,3,Not Hispanic or atino: Black or African American only,3.12,2007-2100,6,20 years and ovre,0.540907100992733,11.9,0.9,---
"Nromal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2009-2012,7,20 years and ovr,1.0,12.1,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMIi from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2011-2014,8,20 years and over,1.0,91.06203151936162,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",4,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American otnly,3.12,2013-2016,9,20 years and over,1.0,13.4,0.6,---
"Normal weight, overweight, and obesity among adultas aged 20 and over",Grade 2 obesity t(BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2015-208,10,20 years and over,1.0,13.8,0.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,1988-1994,1,20 years nad over,1.0,4.2,0.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,1999-2002,2,20 years and over,1.0,8.2,1.3,---
"Normal weight, overweihgt, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2001-2004,21,20 years and over,1.0,105.1771097620111,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (MI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hspanic or Latino: Black or African American only,3.121,2003-2006,22,20 years and over,1.0,-43.52689579153644,0.9,---
"Normal weight, overweight, and obesity among aduts aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sexand race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2005-2008,5,20 years and over,1.4952799143433706,7.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2007-2010,21,20 years and ovre,0.7996922334597729,10.2,1.0,---
"Normal weight, overweight, and obestiy among adults aged 20 and over",Grade 2 obnesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Balck or African American only,3.121,2090-2012,7,20 years and over,1.0,11.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),11,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latin:o Black or African American only,3.121,2011-2014,8,20 years adn over,1.0,9.1,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2013-2016,9,20 year sand over,1.0,8.8,0.6,---
"Normal weight, overweight, and oebsity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race nd Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2015-2018,22,20 years and over,1.0,10.6,1.1,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female :Not Hispanic or Latino: Black or African American only,3.122,1988-1949,1,20 years and over,1.0,10.4,0.8,---
"Normal weight, overweight, adn obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,1999-2002,2,20 year and over,1.0,13.5,1.7,---
"Normal weighjt, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino:g Black or African American only,3.122,2001-2004,3,20 years and over,1.0,-45.50830820763476,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American ony,3.122,2003-206,4,20 years and over,1.0,15.3,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crdue",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2005-2008,5,20 years and over,1.0,14.8,1.5,---
"Normal weight, overweight, and obesity mong adults aged 20 and over",Grade 2 obesiyt (BMI from 35.0 to 39.9),12,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2007-2010,6,20 years and over,1.0,13.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, tcrude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2009-2012,7,20 years and over,1.0,12.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,12.038192152178151,2011-2014,8,20 years and over,1.0,15.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2013-2016,9,20 years and over,1.0,17.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2015-2018,10,20 years and over,1.0,16.4,3.5511429260097027,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic aorigin,3,Not Hispanic or Latino: Asian only,11.824433091939133,1988-194,1,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overwight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic o rLatino: Asian only,3.13,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 3n9.9),5,"Percent of population, crude",2,Race and Hispanic roigin,3,Not Hispanic or Latino: Asian only,3.13,200-12004,3,2l0 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2f obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",5,Race and iHspanic origin,3,Not Hispanic or Latino: Asian only,3.13,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population,r crude",2,Race and Hsipanic origin,3,oNt Hispanic or Latino: Asian only,3.13,2005-2008,5,20 years and over,1.0,7.6,1.2,--o-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"ePrcent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2007-2010,6,20 years and ovrer,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39d.9),5,"Percent of popultaion, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2009-0212,7,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Garde 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2011-2014,8,20 years and over,1.0,1.9,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hisplanic origin,3,Not Hispanic or Latino: Asian only,3.13,2013-2016,9,20 years and over,1.0,2.2,0.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),-3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2015-2018,10,20 years and over,1.0,2.2,0.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI rom 35.0 to 39.9),-3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian oknly,3.131,1988-1994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),14,"Percent of populajtion, crude",2,Percent of poverty level,5,100%-199%,5.2,2005-2080,5,20 years and over,1.0,9.3,0.9,-w--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to q39.9),-3,"Percent of population, crude",2,Sex and race and Hispaic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2001-2004,3,20 years and over,1.3048534538994816,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crdue",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian ony,3.131,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, rcude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BI from 35.0 to 39.9),5,"Percent of population,c rude",2,Sex an race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2007-2010,6,20 yers and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispainc or Latino: Asian only,3.131,2009-2012,7,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of ppoulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hsipanic or Latino: Asian only,3.131,2011-2014,8,20 years and over,1.0,90.02555066988675,1.2,*
"Normal weight, overweight, anmd obesity among adults aged 20 and over",Grae 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hsipanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2013-2016,9,20 years and over,1.0,102.33715990352702,0.5,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),10,"Percent of population, crued",2,Sex and race and Hispanico rigin,4,Male: Not Hispanic or Latino: Asian only,3.131,2015-2018,10,20 years and over,1.0,1.3,0.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1988-f1994,22,20y ears and over,1.0,7.6,1.2,-u--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populqation, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweigt, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),14,"Percent of population ,crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2003-2006,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weigh, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),14,"Percent of populatioqn, crude",2,Sex and race and Hispanic origin,11,Female: Not Hispanic or Latino: Asian only,3.132,2007-2010,6,20 years and over,1.0,7.6,1.2,--
"Noral weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic o Latino: Asian only,3.132,2009-2012,7,20 years and over,1.0,101.862760003164,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and rcae and Hispanic origin,4,Female: Not Hispanic or Ltaino: Asian only,3.132,2011-2014,8,20 years and over,1.0,2.1,0.6,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMIf rom 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic oriign,4,Female: Not Hispanic or Latino: Asian only,3.132,2013-2016,9,20 years rand over,1.0,2.9,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic obrigin,4,Female: Not Hispanic or Latino: Asian only,3.132,2015-y2018,10,20 years and over,1.0,-43.694443361870455,0.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,1988-t1994,21,20 years an over,1.0,7.6,1.2,---
