OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
702,CT4403-07_02,2010,South Branch Trout Brook (West Hartford)-02,"Underground section. Enterance of underground section at Park Road crossing, US to Route 173 (South Main Street) crossing, West Hartford.",0.36,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1897.38138927752
703,CT4404-09_01,2010,Wash Brook (Bloomfield)-01,"Mouth on North Branch Park River, just DS of confluence with Beamans Brook, east of Kenwood Circle, US to confluence with Tumble Brook, just US of Route 189 crossing, Bloomfield.",1.67,01080205,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8807.44739256109
704,CT4500-04_01,2010,Ogden Brook (Vernon)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to HW at JR High Pond, near Inland Drive, Vernon.",2.42,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12801.0255891144
705,CT4500-12_01,2010,Lydall Brook (Manchester)-01,"Mouth at Union Pond, to Route 83 crossing (underground conduit), Manchester.",0.3,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1561.25969646474
706,CT4500-12_02,2010,Lydall Brook (Manchester)-02,"Route 83 crossing (end of underground conduit), US to outlet of Salters Pond, parallel to Lydall Street at Coleman Road intersection, Manchester.",1.05,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5518.26073126074
707,CT4500-12_03,2010,Lydall Brook (Manchester)-03,"Inlet of Salters Pond, parallel to Lydall Street at Ambassador Drive intersection, US to outlet of Lydall Street Reservoir No1, parallel to Lydall Street, Manchester.",1.01,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5343.35069203669
708,CT4500-14_01,2010,Bigelow Brook (Manchester)-01,"Confluence with Hockanum River, just DS of Hillard Street crossing, US to Adams Street crossing, Manchester.",0.27,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1433.9607841659
709,CT4500-14_02,2010,Bigelow Brook (Manchester)-02,"Adams Street crossing, US to stormwater outlet pipe, 1000 feet US of Route 44A crossing (Middle Turnpike), Manchester.",0.63,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3323.58732009157
710,CT4504-00_01,2010,South Fork Hockanum River (Manchester)-01,"Mouth on Hockanum River, just DS of Thrall Road crossing, US to Folly Pond outlet, just US of Bidwell Street crossing, Manchester.",1.51,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7989.06443525263
711,CT4605-05_01,2010,Fowler Brook (Durham)-01,"Mouth at Allyn Millpond portion of Allyn Brook, between Pickett Lane and Fowler Avenue, US to confluence with Birch Mill Brook, just US of Higganum Road crossing, Durham.",0.82,01080205,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,4338.18303822411
712,CT4606-00_01,2010,Sawmill Brook (Durham)-01,"Mouth on Coginchaug River, DS of Route 147 crossing of Coginchaug River, US to AA groundwater proposed withdrawl point, near Salted Lane, Durham.",1.53,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8086.68250474883
713,CT4606-00_02,2010,Sawmill Brook (Durham)-02,"AA groundwater proposed withdrawl point, near Salted Lane, US to confluence with Asmun Brook, Durham.",0.54,01080205,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,2831.12081409115
714,CT4606-00_03,2010,Sawmill Brook (Durham)-03,"Confluence with Asmun Brook, US to confluence with unnamed tributary, US of Route 68 crossing, Durham.",0.9,01080205,Not Assessed,Insufficient Information,Fully Supporting,Not Assessed,4771.67451474686
715,CT4607-02_01,2010,Unnamed Tributary to Coginchaug River (Durham)-01,"Mouth on Coginchaug River, just DS of Route 77 crossing, US to HW, US of Crooked Hill Road crossing, Durham.",0.78,01080205,Not Assessed,Insufficient Information,Fully Supporting,Not Assessed,4111.04291267138
716,CT4607-03_01,2010,Chalker Brook (Durham)-01,"Mouth on Coginchaug River, DS of Route 77 crossing, US to Arrigonis Pond Number 3 outlet, Durham.",0.41,01080205,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,2175.98892025227
717,CT4607-05_01,2010,Parmalee Brook (Durham)-01,"Mouth on Coginchaug River, DS of Parmelee Hill Road crossing, US to confluence with unnamed tributary, just US of Saw Mill Road crossing, Durham. ",1.94,01080205,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,10266.2063152338
718,CT4607-08_01,2010,Lyman Meadow Brook (Middlefield)-01,"Mouth on Coginchaug River, US of Coginchaug River crossing of Miller Road, US to outlet of South Street Pond, US of RailRoad crossinf, Middlefield.",1.43,01080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7557.06943561255
719,CT4607-10_01,2010,Ellen Doyle Brook (Middlefield)-01,"Mouth on Coginchaug River, DS of Strickland Road crossing, US to confluence with unnamed tributary, just downstream of Gunsight Pond, parallel to Route 147 at West Street intersection, Middlefield.",0.83,01080205,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,4371.95282363302
720,CT4607-12_01,2010,Wadsworth Brook (Middlefield)-01,"Mouth on Coginchaug River, DS of Wallace Way crossing, US to HW parallel with Cherry Hill Road, Middlefield.",1.2,01080205,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,6355.99304046651
721,CT4607-13_01,2010,Laurel Brook (Middletown)-01,"Mouth on Coginchaug River, in Wadsworth Falls State Park, parallel to swimming area, near Route 157, US to unnamed pond outlet, just US of Red Road crossing, Middletown.",1.17,01080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6154.16498499761
722,CT4700-02_01,2010,Day Pond Brook (Colchester)-01,"Confluence with Salmon River, US to Day Pond outlet, Colchester.",1.11,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5842.56487196141
723,CT4700-03_01,2010,Flat Brook (East Hampton)-01,"Mouth at Salmon River, DS of Route 16 crossing, US to HW, US of Daly Road crossing, East Hampton.",3.2,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,16869.8751084168
724,CT4700-09_01,2010,Elbow Brook (East Hampton)-01,"Confluence with Salmon River, US to HW (runs parallel to Route 196), East Hampton. ",2.28,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12026.246157957
725,CT4701-00_01,2010,Raymond Brook (Hebron)-01,"Mouth on Jeremy River, along Airline Trail, DS of Grayville Road crossing, US to Route 85 crossing, Hebron.",2.81,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14851.4299378705
726,CT4701-00_02,2010,Raymond Brook (Hebron)-02,"Route 85 crossing, Hebron, US to HW, near Basket Shop Road at Hebron/Columbia town line.",4.15,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,21929.8483270863
727,CT4702-00_01,2010,Judd Brook (Colchester/Hebron)-01,"Mouth on Jeremy River, just US of Airline Trail crossing, Colchester/Hebron town line, US to crossing, US to confluence with unnamed tributary, just US of Route 85 crossing, Colchester.",2.44,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12870.5864979979
728,CT4706-00_01,2010,Fawn Brook (Marlborough)-01,"Mouth on Blackledge River, just DS of Main Street crossing, Marlborough, US to confluence with West Branch Fawn Brook, parallel to Paper Mill Road, at Marlborough/Hebron town line.",2.05,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10825.1621991407
729,CT4708-00_01,2010,Dickinson Creek (Colchester/Marlborough)-01,"Mouth on Salmon River, just DS of Comstock Bridge crossing, Colchester, US to confluence with Fawn Hill Brook, just US of Flood Road crossing, Marlborough.",4.82,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,25468.236700854
730,CT4800-01_01,2010,Early Brook (East Haddam/Colchester)-01,"Confluence with Eightmile River, near Salem Road, East Haddam, US to HW, just US of Alfred Drive crossing, Colchester",3.55,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18721.5277031103
731,CT4800-06_01,2010,Muddy brook (East Haddam)-01,"Mouth on Eightmile River, DS of Devils Hopyard Road crossing, US to outlet of Will Cone Pond, just US of Tater Hill Road crossing, East Haddam.",1.24,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6530.8015336517
732,CT4800-08_01,2010,Burnhams Brook (East Haddam)-01,"Confluence with Eightmile River, near Devils Hopyard Road, US to HW, US of Baker Road crossing, East Haddam.",2.52,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13327.0048842084
733,CT4803-01_01,2010,Cedar Pond Brook (Lyme)-01,"Mouth on Beaver Brook, DS of Beaver Brook Road crossing, US to Cedar Lake outlet, US of Beaver Brook Road crossing, Lyme.",1.74,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9200.03550414479
734,CT5105-00_02,2010,Chatfield Hollow Brook (Killingworth)-02,"Deer Lake inlet, US to foster Pond outlet, near Champlin Road, Killingworth.",1.02,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5387.67666479652
735,CT5105-00_03,2010,Chatfield Hollow Brook (Killingworth)-03,"Foster Pond inlet, just DS of Route 80 crossing, US to Schreeder Pond outlet, just US of Route 80 crossing, Killingworth.",0.43,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2277.19676427206
736,CT5105-00_04,2010,Chatfield Hollow Brook (Killingworth)-04,"Schreeder Pond inlet, parallel to Buck Road, US to confluence with Pond Meadow Brook (just DS of Old Mill Pond), Killingworth.",0.53,01100004,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2822.19968552572
737,CT5108-01_01,2010,Iron Stream (Guilford)-01,"Mouth at inlet to Upper Guilford Lakes, Guilford, US to confluence with Dowd Hollow Brook just US of Twin Bridge road crossing, Madison.",0.81,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4261.86623747163
738,CT5108-05_01,2010,Dowd Hollow Brook (Madison)-01,"Confluence with Iron Stream, DS of Route 80 crossing, US to Race Hill Road crossing, Madison.",1.13,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5964.78565436387
739,CT5108-05_02,2010,Dowd Hollow Brook (Madison)-02,"Race Hill Road crossing, US to water company diversion pipe, Madison. ",1.59,01100004,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8410.19622444251
740,CT5108-09_01,2010,Little Meadow Brook (Guilford)-01,"Mouth at inlet to Capello Pond, DS of Madison Road crossing, US to outlet of unnamed pond, parallel to Little Meadow Road (south of Meadow Hills Road intersection,  southern most pond, three lakes in a row, top most is Mallers Pond), Guilford.",2.04,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10794.7862418629
741,CT5112-10-trib_01,2010,Unnamed Tributary to Burrs Brook (North Branford)-01,"Mouth on Burrs Brook, just DS of Doral Farms Road crossing, US to HW, near Route 22 and Twin Lakes Road intersection, North Branford.",0.64,01100004,Insufficient Information,Not Assessed,Fully Supporting,Not Assessed,3388.86732904128
742,CT5200-10_01,2010,Meetinghouse Brook (Wallingford)-01,"Mouth on Quinnipiac River, at Route 68 crossing, US to confluence with Spruce Glen Brook, parallel to Route 15, Wallingford.",1.15,01100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6078.52293131045
743,CT5208-10_01,2010,Eightmile Brook (North Haven/North Branford)-01,"Confluence with Muddy river, North Haven, US to Gail Drive crossing, North Branford.",0.89,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4677.6791455117
744,CT5208-11_01,2010,Fivemile Brook (North Haven)-01,"Confluence with Muddy river, just DS of Spring Road crossing, US to Fitch Street crossing, North Haven.",0.87,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,4584.20633261187
745,CT5304-00_01,2010,Wintergreen Brook (New Haven)-01,"Mouth on West River, DS of Blake Street crossing, US to confluence with Wilmot Brook, US of Wilmot Road crossing, New Haven.",1.42,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7514.64210315433
746,CT5304-00_02,2010,Wintergreen Brook (New Haven)-02,"Confluence with Wilmot Brook, US of Wilmot Road crossing, US to confluence with Belden Brook, US of Brookside Avenue crossing, New Haven.",0.26,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1378.51759949439
747,CT5304-00_03,2010,Wintergreen Brook (New Haven)-03,"Confluence with Belden Brook, US of Brookside Avenue crossing, New Haven, US to Lake Wintergreen outlet, US of Wintergreen Avenue crossing (near Route 15), Hamden.",1.22,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6417.75221107677
748,CT5306-00_01,2010,Indian River (Orange)-01,"Confluence with Silver Brook, US to Route 1 crossing, Orange.",0.46,01100004,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2447.65948460888
749,CT5306-00_02,2010,Indian River (Orange)-02,"Route 1 crossing, US to HW, just US of Route 34 crossing, Orange.",3.27,01100004,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,17271.8177756129
750,CT6000-17_01,2010,Stony Brook (Kent)-01,"Mouth on Housatonic River, Kent, US to HW just US of Modley Road crossing, Sharon.",2.57,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13544.0317296326
751,CT6000-77_01,2010,Twomile Brook (Derby/Orange)-01,"Mouth on Housatonic River, DS of Derby Milford Road crossing, Derby/Orange town line, US to HW near Osborne Lane, Ansonia.",5.67,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,29946.9079126053
752,CT6017-00_01,2010,Morrissey Brook (New Milford)-01,"Mouth at Housatonic River, just DS of Route 7 crossing, US to Gaylord Road crossing, New Milford.",1.35,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7153.35861228492
753,CT6017-00_02,2010,Morrissey Brook (New Milford)-02,"Gaylord Road crossing, New Milford, US to Route 39 crossing, sherman.",3.03,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,15990.5951036377
754,CT6022-00_01,2010,Halfway River (Newtown/Monroe)-01,"Mouth on Lake Zoar portion of Housatonic River, just DS of Route 34 crossing, Newtown/Monroe town line, US to confluence with Copper Mill Brook, parallel to RR track and Hammertown Road, along Newtown/Monroe town line.",2.9,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,15329.012428934
755,CT6101-00_02,2010,Whiting River (North Canaan)-02,"From College Hill Road crossing, US to Whiting River Dam outlet, near CT state border with MA, US of Toby Hill Road crossing, North Canaan. ",1.38,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7272.72946265646
