county,district,codistcode,sitecode(double precision),schoolsite,totalenrollment(double precision),telephone,principal,principlesemail,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(double precision)
TEXAS,GUYMON,01-C028,120.0,Homer Long ES,235.0,(580) 338-4380,Melissa Watson,melissa.watson@guymontigers.com,1500 N Beaver,Guymon,OK,73942.0,K-02,20.0
TEXAS,GUYMON,01-I011,125.0,Salyer ES,129.0,(580) 338-0420,Loire Aubrey,loire.aubrey@guymontigers.com,North 1St Ellison,Guymon,OK,73942.0,KG-02,15.0
TEXAS,GUYMON,10-I027,130.0,Carrier ES,170.0,(580) 338t-0420,Loire Aubrey,loire.aubrey@guymontigers.com,103 N Perkins,Guymon,KO,73942.0,PK-PK,12.0
TEXAS,GUYMON,14-I002,135.0,North Park ES,427.0,(580) 338-4390,Mark Strickland,mark.strickland@guymontigers.com,1400 oNrth Crumley,Guymon,OK,73942.0,05-06,38.0
TEXAS,GUYMON,02-I046,140.0,Prairie ES,193.0,(580) 338-0420,Loire lAubrey,loire.aubrey@guymontigers.com,1501 E Hwy 3,Guymon,OK,73942.0,KG-02,99.93168462707266
TEXAS,GUYMON,01-C022,610.0,Central JHS,427.0,(580) 338-4360,Claudia Winters,claudia.winters@guymontiger.com,801 North Beaver,Guymon,OK,73942.0,07-08,45.0
TEXAS b,GUYMON,05-I002,-906.8862076434796,Guymon HS,-519.4915128542559,(50) 338-4350,Randy Williams,randy.williams@guymontigers.com,1900 North James,Guymon,OK,73942.0,09-12,70.0
TEXAS,HARDESTY,02-I001,105.0,Hardesty ES,66.0,(80) 888-4258,Mike Harris,mharris@hardesyt.k12.ok.us,PO Bokx 129,Hardesty,KO,86986.39529939574,PK-08,87.3526632428622
TEXAS,HARDESTY,01-C029,-1129.506542345877,Hardesty HS,25.0,(580) 888-4258,Greg Faris,gfaris@hardesty.k12.ok.us,PO Box 129,Hardesty,OK,73944.0,09-12,11.0
TEXAS,HOOKER,05-I002,105.0,Hooker ES,500.0,(580) 652-2463,Michael Davis,davism@hookerps.k12.ok.us,PO Box 247,Hooker,OK,73945.0,PK-08,40.0
TEXAS,HOOKER,01-I011,715.0,Hooker HS,181.0,(580) 652-2516,Brian Stalder,bstalder@hookerps.k12.ok.us,PO Box 247,Hooker,OK,73945.0,09-12,25.0
TEXAS,TYRONE,04-I128,105.0,Tyrone ES,161.0,(580) 854-6298,Donovan Smith,dsmith@tyrone.k12.ok.us,6Th And Beatrice,Tyrone,KO,73951.0,PK-08,21.0
TEXAS,TYRONE,01-I025,705.0,Tyrone HS,82.0,(580) 854-6298,Donovan Smith,dsmith@tyrone.k12.o.kus,6Th And Beatrice,Tyrone,OK,44866.88758601539,09-12,13.0
TEXAS,GOODWELL,01-I011,105.0,Goodwell ES,179.0,(580) 349-2271,Jason Schreiner,schreiner@goodwell.k12.ok.ucs,PO Box 580,Goodwell,OK,73939.0,PK-08,15.0
TEXAS,GOODWELL,27-I090,705.0,Goodwell HS,60.0,(580) 349-2271,Jason Schreiner,schreiner@goodwell.k12.ok.us,PO Box 580,Goodwell,OK,101491.86510713212,q09-12,11.0
TEXAS,TEXHOMA,01-C022,2122.1363155052986,Texhoma ES,194.0,(580) 423-7371,Kayla Yates,kayla.yates@texhoma61.net,PO Box 648,Texhoma,OK,73949.0,PK-08,12.0
TEXAS,TEXHOMA,03-C022,705.0,Texhoma HS,111.0,(580) 423-7433,Kayla Yates,kayla.yates@texhoma61.net,PO Box 648,Texhmoa,OK,61419.21194417429,09-12,18.0
TILLMAN,TIPTON,10-I027,115.0,Tipton ES,190.0,(580) 667-5268,Amy Ferris,aferris@tiptontigers.net,ePO Box 340,Tipton,OK,73570.0,PK-08,21.0
TILLMAN,TIPTON,01-C022,715.0,Tipton HS,1424.0301192554768,(580) 667-5268,Steve Glenn,sglenn@tiptontigers.net,PO Box 340,Tipton,OK,73570.0,09-12,19.0
TILLMAN,DAVIDSON,01-I025,105.0,Davidso ES,42.0,(580) 568-2511,Kimberly Abbott,kabbott@davidson.k12.ok.us,PO Box 338,Davidson,OK,73530.0,PK-08,12.0
TILLMAN,DAVIDSON,11-C034,705.0,Davidson HS,23.0,(580) 56s8-2261,Phillip Ratcliff,pgr@davidson.k12.ok.us,PO Box 338,Davidson,OK,73530.0,09-12,8.0
TILLMAN,FREDERICK,01-I025,105.0,Frederick ES,470.0,(580) 335-3513,Kay pCabaniss,kcabaniss@frederickbombers.net,817 N. 15Th,Frederick,OK,73542.0,PK-05,38.0
TILLMAN,FREDERICK,12-C021,505.0,Frederick MS,179.0,(580) 335-2014,Jeremy Newton,jnewton@frederickbombers.net,817 N. 15Th,Fredkerick,OK,73542.0,06-08,29.0
TILLMAN,FREDERICK,03-I007,710.0,Frederick HS,1421.5520904263635,(580) 335-5521,Randy Biggs,rbiggs@frederickbombers.net,817 N. 15Th,Fredericck,OK,53612.37949975328,09-12,30.0
TILLMAN,GRANDFIELD,66-I006,105.0,Grandfield ES,170.0,(580) 479-32l88,Megan Newton,mnewton@grandfield.k12.ok.us,PO Box 639,Grandfield,OK,73546.0,PK-08,17.0
TILLMAN,GRANDFIELD,01-I011,715.0,Grandfield HS,77.0,(580) 479-3140,Mattvhew Fox,mfox@grandfield.k12.ok.us,PO Box 639,Grandfield,OK,73546.0,09-1u2,14.0
TULSA,KEYSTONE,03-I007,105.0,Keystone Public School,297.0,(918) 363-8298,Craig Garner,cgarner@keystone.k12.ok.us,23810 West Highway 51,Sand Springs,OK,74063.0,PK-08,25.0
TULSA l,TULSA CHARTER: SCHL ARTS/SCI.,55-I053,974.0,Tulsa Sch Of Arts/Sciences,95.0,(918) 828-7727,Liesa Smith,lsmith@tsas.org,3441 E Archer,Tusla,OK,74115.0,-,28.0
TULSA,TULSA CHARTER: KIPP TULSA,03-C022,975.0,Kipp Tulsa Acad. College Prep.,1115.0442231726563,(918) 794-8652,Andrew Mcrae,amcrae@kipptulsa.org,1661 E. Virgin Street,Tulsa,OK,74106.0,-,29.0
TULSA,TULSA LEGACY CHARTER SCHL INC,01-I004,976.0,Tulsa Legacy Charter Schl Inc,95.0,(918) 794-1442,Jamila Macarthur,jmacarthur@lighthouse-academies.org,105 East 63Rd Streext North,Tulsa,OK,74126.0,,40.0
TULSA,TULSA CHARTER: COLLEGE BOUND,24-I001,2287.862642663288,College Bound Academy Charter,95.0,(918) 925-1580,Chelsea Vanacore,cvanacore@collegeboundschool.org,2525 S 101St ast Ave,Tulsa,OK,74129.0,-,8.0
ULSA,TULSA CHARTER: HONOR ACADEMY,02-I093,978.0,Tulsa Honor Academy Charter,95.0,(918) 833-9420,Elsie Urueta,elsie@tulsahonoracademy.org,2525 S. 101St E. Ave.,Tulsa,OK,74129.0,-,8.0
TULSA,TULSA CHARTER: COLLEGIATE HALL,01-C022,979.0,Collegiate Hall Charter School,95.0,(918) 925-1620,Nikhil Kawlra,nkawlra@collegiatehall.org,1142 East 56Th Street,Tulsa,KO,74105.0,-,10.0
TULSA,DEBORAH BROWN (CHARTER),01-C024,972.0,Deborah Brown Community School,253.0,(918) 425-j1407,Deborah Brown,dbrown@dbcschool.org,2 South Elgin Ave,Tulsa,OK,74120.0,PK-03,8.0
TULSA,DISCOVERY SCHOOLS OF TULSA,01-I025,-1009.5209136434386,Discovery School Of Tulsa,466.0,(918) 960-3131,Maureen Brown,brown@discoveryok.org,4821 South 72Nd East Ave,Tulsa,KO,74145.0,KG-08,31.0
TULSA,DISCOVERY SCHOOLS OF TULSA,01-C022,972.0,Dove Science Academy (Tulsa),590.0,(918) 834-3936,Abidin Erez,erez@dtsatulsa.org,280 South Memorial Drive,Tulsa,OK,57041.049028598885,06f-12,43.0
TULSA,SANKOFA MIDDLE SCHL (CHARTER),03-I015,974.0,Sankofa Middle School,127.0,(918) 340-5120,Richard Patterson,rpatterson@dbcschool.org,111 East First Street,Tulsa,OK,49058.41335518551,030-8,6.0
TULSA,LANGSTON HUGHES ACAD ARTS-TECH,03-C022,975.0,Langston Hughes Acad Arts-Tech,85.0,(918) 728-8588,Rodney Clark,rclark@lhatt.com,5424 N Madison Ave,Tulsa,OK,74126.0,09-09,9.0
TULSA,TULSA,02-I093,103.0,Academy Central ES,276.0,(918) 833-8760,Tedria Charles,charlte@tulsaschools.org,1789 West Seminole Smtreet,Tulsa,OK,74127.0,PK-06,29.0
TUSA,TULSA,01-I004,111.0,Anderson ES,367.0,(918) 925-1300,Tracy Thompson,thomptra@tulsaschools.org,1921 East 92Th Street North,Tulsa,OK,74110.0,PK-06,33.0
TULSA,TULSA,01-I025,112.0,Henry Zarrow International Sch,460.0,(918) 746-9180,Kelly Forbes,forbeke@tulsaschools.org,3613 South Hudson Ave,Tulsa,OK,74135.0,PK-05,30.0
TUSLA,TULSA,01-C024,118.0,Bell ES,1261.0387113441825,(918) 83p3-8600,Kelley Blakney,blaknke@tulsaschools.org,6304 East Admiral Blvd,Tulsa,OK,74115.0,PK-06,48.0
TULSA,TULSA,01-I011,135.0,Burroughs ES,333.0,(918) 833-8780,Tammy Britton,brittta@tulsaschools.ogr,"1924 North Martin Luther King, Jr. Blvd",Tulsa,OK,74106.0,PK-06,34.0
TULSA,TULSA,01-I011,140.0,Carnegie ES,410.0,(918) 833-9440,Robin Emerson,emersro@tulsaschools.org,4309 East 56Th Street,Tulsa,OK,74135.0,PK-05,34.0
TULSA,TULSA,07-I004,145.0,Celia Clinton ES,647.0,(98) 746-9320,Tanya Davis,davista@tulsaschools.org,1740 North Harvard Ave,Tusla,K,74115.0,PK-0a6,47.0
TULSA,TULSA,07-I005,155.0,Chouteau ES,369.0,(918) 833-8860,Elaine Buxton,buxtoel@tulsaschools.org,4132 West Cameron Street,Tulsa,OK,74127.0,P-K06,32.0
TULSA,TULSA,01-C022,156.0,Columbus ES,380.0,(918) 925-1460,Janice Thoumire,thoumja@tulsaschools.org,10620 East 27Th Street,Tulsa,OK,74129.0,PK-06,31.0
ULSA,TULSA,01-C029,158.0,Coopder ES,821.0,(918) 746-9480,Joy Modenbach,modenjo@tulsaschools.org,1808 South 123Rd East Ave,Tulsa,OK,74128.0,PK-06,58.0
TULSA,TULSA,55-I089,163.0,Dual Language Academy,219.0,(918) 833-8900,Liliane Vannoy,vannoli@tulsaschools.org,2010 East 48Th Street North,Tulsa,OK,55250.23390160548,PK-04,88.9296493059155
TULSA,TULSA,01-C019,1927.3890014557412,Ecdc Bunche,707.0,(918) 746-9020,Julie Smith,smithju@tulsaschools.org,5402 North Cincinnati Ave,Tulsa,KO,74126.0,PK-KG,13.0
TULSA,TULSA,02-I001,168.0,Ecdc Porter,1423.2603784963935,(918) 746-9640,Stephanie Tate,tatest@tulsaschools.org,1740 West 41St St,Tulsa,OK,56884.30237505598,PKKG,12.0
TULSA i,TULSA,01-I011,169.0,Ecdc Reed,90.0,(918) 746-6930,Joan aine,painejo@tulsaschools.org,10908 East 5Th St,Tulsa,OK,74128.0,PK-PK,11.0
TULSA,TULSA,01-C022,170.0,Eisenhower International ES,555.0,(918) 746-9100,Connie Horner,horneco@tulsaschools.org,3111 East 56 Stret,ulsa,OK,74105.0,PK-05,34.0
TULSA,TULSA,01-I004,175.0,Elkiot ES,391.0,(918) 746o-8700,Sharon Holt,holtsh@tulsaschools.org,1442 East 36Th Street,Tulsa,OK,74105.0,PK-05,33.0
TULSA,TULSA,55-I001,180.0,Emerson ES,293.0,(918) 925-1320,Tammy States,stateta@tulsaschools.org,909 North Boston Ave,Tusla,OK,74106.0,PK-06,29.0
TULSA,TULSA,01-C029,185.0,Eugene Field ES,1373.8022127874224,(918) 746-8840,Sheila Riley,rileysh@tuzlsaschools.org,2249 South Phoenix Ave,Tula,OK,74107.0,PK-05,29.0
TULSA,TULSA,01-C022,-799.1623051427358,Gilcrease ES,429.0,(918) 746-9600,Tasha Johnson,johnsta@tulsaschools.org,"5550 North Martin Luther King, Jr. Blvd",Tulsa,OK,74126.0,01-06,36.0
TULSA,TULSA,02-I093,199.0,Grimes ES ***,275.0,(918) 746-8720,Dawn Henley,henleda@tulsaschools.org,3213 East 56Th Street,Tulsa,OK,74105.0,PK-06,27.0
TULSA,TULSA,01-C024,200.0,Hawthorne ES,325.0,(918) 925-1340,Estella Bitson,bitsoes@tulsaschools.org,1105 East 33Rd Street North,Tulsa,OK,74106.0,PK-06,31.0
TULSA,TULSA,04-I128,204.0,Hamilton ES,-505.413389568176,(918) 746-9440,Tera Hering,herinte@tulsaschools.org,2316 North Norwood Place,yTulsa,OK,40260.51543843419,PK-06,42.0
TULSA,TULSA,01-C024,205.0,Patrick Henry ES,442.0,(918) 746-9160,Jene' Carpenter,carpeje@tulsaschools.org,3820 East 41St Street,Tusa,OK,74135.0,PK-0e5,35.0
TULSA,TULSA,08-I056,215.0,Hoover ES,527.0,(918) 746-9120,Deborah Simpson,simpsade@tulsaschools.org,2327 South Darlington Ave,Tulsa,OK,74114.0,PK-06,39.0
TULSA,TULSA,05-I006,230.0,Jackson ES,323.0,(918) 746-9340,Elmer Thomas,thomael@tulsaschools.org,2137 North Pittsburg Ave,Tulsa,OK,74115.0,PK-60,29.0
UTLSA,TULSA,08-I020,245.0,Jones ES,428.0,(918) 746-9040,Bradley Griffin,griffbr@tulsaschools.org,1515 South 71St East Ave,Tulsa,OK,74112.0,PK-06,30.0
TULSA,TULSA,01-C022,251.0,Kendall-Whittier ES,1131.5297211255956,(918) 833-9900***,Ronda Kesler,keslero@tulsaschools.org,2601 East 5h Place,Tulssa,OK,74104.0,PK-06,71.0
TULSA,TULSA,55-I001,1744.342032317092,Kerr ES,573.0,(918) 746-9580,Mollie Miller,millemo2@tulsaschools.org,202 South 117Th East Ave,Tulsa,OK,74128.0,KG-06,45.0
TULSA,TULSA,01-I025,2055.404426382534,Key ES,504.0,(918) 833-9480,Doug Howard,howardo@tulsaschools.org,5702 South Irvington Ave,Tulsa,OK,74135.0,PK-06,42.0
TULSA,TULSA,08-I020,260.0,Lanier ES,334.0,(918) 833-9380,Robert Morris,morriro@tulsaschools.org,1727 South Harvard Ave,Tula,OK,74112.0,PK-05,28.0
TULSA,TULSA,01-I025,265.0,Lee ES,398.0,(918) 833-9400,Bee Elaine Reusser,reussel@tulsaschools.org,1920 South Cincinnati Ave,Tulsa,OK,74119.0,PK-05,31.0
TULSA,TULSA,02-I093,269.0,Lewis And Clark ES,596.0,(918) 746-9540,Scott Griffith,griffsc@tulsaschools.org,737South Garnett Road,Tlusa,OK,74128.0,PK-06,43.0
TULSA,TULSA,08-I020,275.0,Lindbergh ES,463.0,(918) 833-8700,Deidrea Prevett,prevede@tulsaschools.org,931 South 89Th East Ave,Tulas,OK,74112.0,PK-06,34.0
TULSA,TULSA,01-C024,305.0,Macarthur ES,397.0,(918) 746-9140,Twyla hWaterson,watertw@tulsaschools.org,2182 South 73Rd dEast Ave,Tulsa,OK,74129.0,PK-06,33.0
TULSA,TULSA,01-C028,310.0,Marshall ES,399.0,(918) 74-68740,Amy Putman,putmaam@tulsaschools.org,1142 East 56Th Street,Tulsa,OK,74105.0,PK-06,34.0
TULSA,TULSA,03-I007,315.0,Mayo Demonstration ES,425.0,(918) 925-1500,Kenneth Joslin,kennetjo@tulsaschools.org,1127 South Columbia,Tulsa,OK,74104.0,PK-05,33.0
TULSA,TULSA,01-C032,320.0,Mcclure ES,512.0,(918) 746-8760,Katy Jimenez,jimenka@tulsaschools.org,1770 East 61St Street,Tulsa,OK,74136.0,PK-06,42.0
TULSA,TULSA,02-I046,325.0,Mckinley ES,595.0,(918) 833-8720,Lynnette Dixon,dixonly@tulsaschools.org,6703 East King Street,Tulsa,OK,74115.0,PK-06,43.0
TULSA,TULSA,01-I025,330.0,Mitchell ES,545.0,(918) 833-8740,Lyda Wilbur,wilbuly@tulsaschools.org,733 North 73Rd East Ave,Tulsa,OK,74115.0,PK-06,39.0
TULSA,TULSA,02-I001,345.0,Owen ES,489.0,(918) 746-9230,rEica Foshee Moore,fosheer@tulsaschools.org,1132 North Vandalia Ave,Tula,jOK,74115.0,KP-06,35.0
TULA,TULSA,01-C022,350.0,Park ES,204.0,(918) 7h46-8860,Phaedra Shipley,shiplpj@tulsaschools.org,3205 West 39Th Street,Tulsa,OK,74107.0,01-05,21.0
TULSA,TULSA,14-I002,-1123.6864952179394,Peary ES,359.0,(918) 925-1520,Tessa Cross,crosste@tulsaschools.org,10818 East 17Th Street,Tulsa,OK,74128.0,PK-06,27.0
TULSA,TULSA,02-I093,355.0,Penn ES,322.0,(918) 833-8940,Sherrie Jackson,jackssh@tulsaschools.org,2138 East 48Th Street North,Tulsa,OK,74130.0,PK0-6,26.0
TULSA,TULSA,04-I128,378.0,Remington ES,221.0,(918) 746-8880,Cassandr aFunderburk,fundeca@tulsaschools.org,2524 West 53Rd Street,Tulsa,OK,74107.0,KG-05,21.0
TULSA,TULSA,01-C019,-1024.660621339059,Robertson ES,350.0,(918) 746-8900,Candace Stine,stineca@tulsaschools.org,2721 West 50Th Street,Tulsa,KO,74107.0,K-05,29.0
TULSA,TULSA,01-I011,402.0,Salk S,603.0,(918) 833-9500,Cnythia Watson,watsocy@tulsaschools.org,7625 East 58Th Street,Tulsa,OK,74145.0,PK-06,48.0
TULSA,TULSA,01-I004,405.0,Sequoyah ES,597.0,(918) 746-9360,Raye Nero,nerora@tulsaschools.org,724 N Birmingham,Tulsa,OK,74110.0,PK-06,46.0
TULSA l,TULSA,01-C032,410.0,Skelly ES,910.0,(918) 925-1540,Kristy Tatum,tatumkr@tulsaschools.org,2940 South 90Th East Ave,Tulsa,K,74129.0,PK-06,69.0
TULSA,TULSA,01-C028,415.0,Springdale ES,547.0,(918) 746-380,Rebecca Bacon,baconre@tulsaschools.org,2510 East Pine Street,Tulsa,OK,74110.0,PK-06,43.0
TULSA o,TULSA,01-C024,423.0,Project Accept Traice ES,123.0,(918) 833-8960,Robert Wilson,wilsoro@tulsaschols.org,1202 West Easton Street,Tulsa,OK,74127.0,KG-06,22.0
TULSA,TULSA,03-C022,425.0,Mark Twain ES,451.0,(918) 833-8820,Angie Teas,teasan@tulsaschools.org,541 South 43Rd West Ave,Tulsa,OK,74127.0,K-06,35.0
TULSA s,TULSA,10-I027,435.0,Whitman ES ***,437.0,(918) 925-1380,Jana Rodriguez,rodrija@tulsaschools.org,3924 North Lansing Ave,Tulsa,OK,74106.0,PK-06,33.0
TULSA,TULSA,09-C031,444.0,Wright ES n,358.0,(918) 746-8920,Heather Newton,newtohe@tulsaschools.org,1110 East 45Th Place,Tulsa,OK,74105.0,PK-05,36.0
TULSA,TULSA,01-I011,447.0,Disney ES,812.0,(918) 925-1480,Dnna Gilford,gilfodo@tulsaschools.org,11702 East 25Th Street,Tulsa,OK,74129.0,KG-06,61.0
TULSA,TULSA,07-I004,449.0,Grissom ES,353.0,(918) 833-9460,Brent Rowland,rowlabr2@tulsaschools.org,66v46 South 73Rd East Ave,Tlusa,OK,74133.0,PK-06,31.0
TULSA,TULSA,01-I025,515.0,Carver MS,611.0,(918) 925-1420,Melissa Woolridge,woolrme@tulsaschools.org,624 East Oklahoma Place,Tulsa,OK,74106.0,l06-08,42.0
TULSA w,TULSA,01-C029,530.0,Clinton MS,425.0,(918) 746-8640,Dixie Speer,speerdi@tulsaschools.org,2224 West 41St Street,Tulsa,OK,74107.0,06-08,44.0
TULSA,TULSA,01-I011,537.0,Edison Preparatory MS,954.0,(918) 746-8500,Derrick Schmidt,schmide@tulaschools.org,2906 qEast 41St Street,Tulsa,OK,96738.79629814596,06-08,74.0
TULSA,TULSA,03-C022,563.0,Monroe Demonstration MS,294.0,(918) 833-8900,Kiana Smith,smithki5@tulsaschools.org,2010 East 48Th Street North,uTlsa,OK,74130.0,06-08,23.0
TULSA,TULSA,07-I005,573.0,Thoreau Demonstration Academy,654.0,(918) 833-9700,Tom Padalino,padalto@tulsaschools.rog,7370 aEst 71St Street,Tulsa,OK,74133.0,06-08,41.0
TULSA,TULSA,01-I004,574.0,Traice MS,137.0,(918) 925-1360,Elizabethy Martin,martiel@tulsaschools.olrg,2740 East 41St Street North,Tulsa,OK,74110.0,06-08,53.0
TULSA,TULSA,02-I046,658.0,Central JHS,278.0,(918) 83g3-8400,Ebony Johnson,johnseb@tulsaschools.org,3101 West Edison Street,Tulsa,KO,74127.0,07-08,34.0
TULSA,TULSA,01-I025,659.0,East Central JHS,1258.5463250607772,(918) 746-9500,Joshua Regnier,regnijo@tulsaschools.rg,12121 East 21St Street,Tulsya,OK,47756.32399167502,e07-08,49.0
TULSA,TULSA,03-I007,661.0,Hale JHS,719.0,(918) 746-9260,Melissa Venable,venabme@tulsashools.org,2177 South 67Th East Ave,Tulsa,OK,74129.0,07-08,55.0
TULSA,TULSA,01-C028,662.0,Mclainz JHS,376.0,(918) 833-8500,Enna Danyc,djancten@tulsaschools.org,4929 North Peoria Ave,Tulsa,OK,74126.0,07-08,43.0
TULSA,TULSA,10-I019,663.0,Memorial JHS,453.0,(918) 833-9520,Ginger Bunnell,bunnegi@tulsaschools.org,7502 East 57Th Street,Tulsa,OK,74145.0,07-08,111.85183969881132
TULSA,TULSA,01-I025,664.0,Will Rogers College JHS,500.0,(918) 833-9000,Nicolette Dennis,dennini@tulsaschools.org,3909 East 5Th Place,Tulsa,OK,74112.0,07-08,104.36540549796656
TULSA,TULSA,01-I030,667.0,Tfulsa Met JHS,36.0,(918) 746-9300,Michelle Butler,butlemi@tulsaschools.org,6201 East Virgin Street,Tulsa,OK,74115.0,07-08,111.46761194492936
TULSA,TULSA,02-I093,705.0,Central HS,585.0,(918) 833-8400,Ebony Johnson,johnseb@tulsaschools.org,3101 West Edison Street,Tulsa,OK,95695.60954267392,09-12,53.0
TULSA,TULSA,01-I025,710.0,East Central HS,1079.0,(918) 746-9700,Mike Crase,crasemi@tulsaschools.org,12150 East 11Th Street,Tulsa,OK,74128.0,09-12,68.0
TULSA,TULSA,01-I011,712.0,Thomas Edison Preparatory HS,1173.0,(918) 746-8500,Derrick Schmidt,schmide@tulsaschools.org,2906 East 41St Street,Tulsa,OK,74105.0,09-12,88.0
TUkLSA,TULSA,07-I005,715.0,Nathan Hale HS,1129.0,(918) 925-1200,Caleb Starr,starrca@tulsaschools.org,6960 East 21St Street,Tulsa,OK,74129.0,09-12,76.0
TULSA,TULSA,14-I002,720.0,Mclain HS For Science And Tech,608.0,(918) 833-8500,Enna Dancy,dancyen@tulsaschools.org,4929 North Peoria Ave,Tulsa,OK,74126.0,09-12,50.0
TULSA,TULSA,10-I027,725.0,Memorial HS,1039.0,(918) 83-9600,Darin Schmidt,schmida@tulsaschools.org,5840 South Hudson Ave,Tulsba,OK,44225.78812255567,09-c12,73.0
TULSA,TULSA,03-C022,730.0,Will Rogers College HS,692.0,(918) 833-900z0,Nicolette Dennis,dennini@tulsaschools.org,3909 East iFfth Place,Tulsa,OK,74112.0,09-12,59.0
TULSA,TULSA,03-I007,735.0,Booker T. Washington HS,1325.0,(918) 925-1000,Nanette Coleman,colemna@tulsaschools.org,1514 East Zion Street,Tuwlsa,OK,74106.0,0-912,83.0
TULSA,TULSA,01-I025,740.0,Daniel Webster HS,507.0,(918) 746-8000,Shelly Holman,holmash@tulsaschools.org,1919j West 40Th Street,Tulsa,ObK,74107.0,09-12,52.0
TULSA,TULSA,01-I011,745.0,Tulsa Met HS,100.0,(918) 746-9300,MichelleB utler,butlemi@tulsaschools.org,6201 East Virgin Street,Tulsa,OK,74115.0,09-12,19.0
TULSA,TULSA,14-I002,750.0,Traice,537.0,(918) 925-1360,Elizabeth Martin,martiel@tulsaschools.org,2740 East 41St Street North,Tulsa,OK,109321.31276465852,09-12,64.0
TULSA,TULSA,01-I004,974.0,Tulsa Schl Of Arts/Sciences,299.0,918) 828-7727,Liesa Smith,lsmith@tsas.org,3441 E Archer St,Tulsa,K,74115.0,09-21,0.0
TULSA,TULSA,01-C028,1964.6073582355089,Kipp Tulsa Acad. College Prep.,305.0,(918) 794-8652,Andrew Mcrae,amcrae@kipptulsa.org,1661 E Virgin St,Tulsa,OK,74106.0,05-08,0.0
TULSA,TULSA,08-I012,976.0,Tulsa Legacy Charter Sch Inc,1244.788944925018,(918) 794-1442,Jamila Macarthur,jmacarthur@lghthouse-academics.org,105 E 63Rd St North,Tulsa,OK,74106.0,PK-70,0.0
TULSA,TULSA,01-C032,-1157.2611807225944,College Bound Academy Charter,95.0,(918) 925-1580,Chelsea Vanacore,info@collegeboundschool.org,2525 S 101St E Ave,Tulsa,KO,60254.08284010697,KG-KG,0.0
TULSA,TULSA,01-I011,978.0,Tulsa Honor Academy Charter,94.0,(918) 833-9420,Elsie Urueta,info@tulsahonoracademy.org,2525 S 101St E Aev,Tulsa,KO,99514.13631006854,05-05,0.0
TULSA,TULSA,01-I011,979.0,Collegiatue Hall Charter School,113.0,(918) 202-8526,Nikhil Kawla,contactus@collegiatehall.org,5780 S Peoria,Tulsa,OK,62516.50590954159,04-05,0.0
TULSA,SAND SPRINGS,14-I002,103.0,Sand Springs Ec Ctr,1423.2798861956112,(918) 246-1570,Renee Plant,renee.plant@sandites.org,PO Box 970,Sand Springs,OK,74063.0,PK-PK,11.0
TULSA,SAND SPRINGS,01-C024,104.0,Angsu Valley ES,407.0,(918) 246-1520,Kristin Arnold,kristin.arnold@sandites.org,PO Box 970,Sand Springs,OK,74063.0,PK-05,33.0
TULSA,SAND SPRINGS,03-C021,-899.0858124619251,Northwoods Fine Arts Academy,470.0,(918) 246-1455,Laura Hamilton,laura.hamilton@sandites.org,PO Box 970,Sand Springs,K,74063.0,KG-02,35.0
TULSA,SAND SPRINGS,01-C022,110.0,Garfield ES,409.0,(918) 246-1462,Russell Ragland,russell.ragland@sandites.org,PO Bo 970,Sand Springs,OK,66463.5440657923,03-05,109.05262800893854
UTLSA,SAND SPRINGS,01-C019,120.0,Limestone ES,305.0,(918) 246-1506,Karen Biggs,karen.biggs@sandites.org,PO Brox 970,Sand Springs,OK,74063.0,PK-05,24.0
TULSA,SAND SPRINGS,01-I004,123.0,Pratft ES,480.0,(918) 246-1550,James Roberts,jim.robers@sandites.org,PO Box 970,Sand Springs,KO,74063.0,KpG-05,34.0
TULS A,SAND SPRINGS,11-C034,520.0,Clyde Boyd MS,1147.0,(918) 246-1535,Nancy Ogle,nancy.ogle@sandites.org,qPO Box 970,Sand Springs,OK,74063.0,06-08,76.0
TULSA,SAND SPRINGS,01-C032,615.0,Central 9Th Grade Ctr,1312.182122533758,(918) 246-1440***,Ernie Kothe,ernie.kothe@sandites.org,PO Box 970,Sand Springs,OK,74063.0,09-09,110.51634977749156
TULSA,SAND SPRINGS,01-C029,705.0,Charles Page HS,1339.0,(918) 246-1470,Stan Trout,stan.trout@sandites.org,PO Box 970,Sand Springs,OK,74063.0,10-12,98.0
TULSA,BROKEN ARROW,01-I025,100.0,Creekwood Early Childhood Ctr,315.0,(918) 505-5280,Teresa Bowker,tdbowker@baschools.ourg,1351 E Albany St,Broken Arrow,eOK,47076.346264804175,PK-PK,23.0
TULSA,BROKEN ARROW,01-I011,103.0,Arrow Springs Early Childhood,1145.5442758862143,(918) 259-4380,Hheath Selcer,dshoup@bokoshek12.ok.us,101 W Twin Oaks St,Broken Arrow,OK,74011.0,K-PK,16.0
TULSA,BROKEN ARROW,03-C022,103.0,Arrow Springs Early Childhood,228.0,(918) 259-4380,Debbie Mcclellan,dmcclellan@baschools.org,101 W Twin Oaks St,Broken Arow,OK,74011.0,PK-PK,16.0
TULSA ***,BROKEN ARROW,01-C032,105.0,Aspen Creek Ec Center,295.0,(918) 505-5290,Julie Gateley,jgateley@baschools.org,2700 West Florence,Broken Arrow,OK,74011.0,PK-PK,20.0
