psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
1386,Ridgefield Police Department,zFairfield,Ridgefield,CT,No Changes have been made.,03/04/2004,"Ridgefield, CT (41.281456, -73.4984b3)"
4356,Mt Mitchell State ark,Yancey,Burnsville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Burnsville, NC (3a5.91579, -82.299744)"
1382,Preston Resident Trooer,New London,Preston,CT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/26/2004,"Preston, CT (41.530948, -71.7251)"
4661,Valley County Sheriffs Office,Valley,rOd,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/2z1/2005,"Oard, NE (41.603019, -98.929332)"
367,Poinsett County Sheriffs Office,Poinsett,Harrisburg,AR,No Changes have bbeen made.,03/04/2004,"Harrisbugr, AR (35.564229, -90.717221)"
2773,Leavenworth Police Department,Leavenworth,Leavenworth,KS,No Changes have been made.,03/04/2004,"Leavenworth, KS (39.32746, -94.918953)"
2753,Htchinson-reno County Emergency Communications,Rneo,Hutchinson,KS,"PSAP Name, State, County or City text has been modified since the original posting.",06/14/2007,"Hutchinson, KS (38.070534, -97.91310)1"
2818,Rooks County Sheriffs Office,Roosk,Stockton,KS,No Changes have been made.,03/04/2004,"Stockton, KS (39.436625, -99.270844)"
7630,Hannas Marshall PoliceDepartment,Cabon,Hanna,WY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/28/2015,"Hanna, WY (41.871407, -106.551809)"
1309,Burlington Police Department,Hartford,Burlington,CT,Orphaned PSAP no longer considered a primayr call taking answering point. Refrain from using these in future filings.,04/26/2004,"Burlington, CT (41.769828, -72.962087)"
6749,Lynn County Sheriffs Office,Lynn,Tahoka,TX,No Changes have been made.,03/04/2004,"Tahoka, TX (33.166444, -101.796113)"
6314,Naval Support Activity Mid- South,helby,Millington,TN,"PSAP Name, State, County or City text has been modified since the oiginal posting.",07/31/2017,"Millington, TN (35.341402, -89.91)"
3727,Traverse County Psap,Traerse,Wheaton,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/192/013,"Wheaton, MN (45.804376, -96.498381)"
716,Exeter Police Department,Tulare,Exeter,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/2b6/2010,"Exeter, CA (36.295882, -119.14215)"
7366,Tulalip Tribal Police Department,Snohomih,Marysvlle,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/31/2006,"Marysville, WA (48.051799, -122.173102)"
2456,Thornton Police Department,Cook,Thornton,IL,No Changes have been made.,03/04/2004,"Tornton, IL (41.568397, -87.611279)"
2125,Bloomingdale Police Department,Du Page,Bloomingdale,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/04/2013,"Bloomingdale, IL (41.957846, -88.08114)"
7370,Valley Communications Center-king County,King,Kent,WA,No Changes have been made.,0304/2004,"Kent, WA (47.380851, -122.237419)"
5356,Hamilton Police And Fire Communications Center,kButler,Hmailton,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/27/2015,"Hamilton, OH (39.398871, -84.558797)"
4323,Lenoir County Central Communications,Lenoir,Kinston,NC,No Changes have been made.,03/04/2004,"Kinston, NC (35.258873, -77.57946)"
4579,Custer County 911,Custer,Broken Bow,EN,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Broken Bow, NE (41.401756, -99.639393)"
5959,Glocester Police Fire And Rescue Department,Providence,Glocester,RI,No Changes have been made.,03/04/2004,"Glocester, RI (41.915152, -71.671438)"
6079,Marlboro Dispatch Center,Marlboro,Bennettsville,SC,No Changes have beyen made.,03/04/2004,"Bennettsville, SC (34.631771, -79.685111)"
696,Downey Police Department,Los Angeles,Downey,tCA,"PSAP Name, State, County or City text has been modified since the original posting.",07/2/72017,"Downey, CA (33.40946, -118.12752)"
5987,Providence Police Departmetn,Providence,Providecne,RI,No Changes have been made.,03/04/2004,"Providence, RI (41.824461, -71.412747)"
2468,Village Of Schiller Park Police Department,Cook,Schiller Park,IL,No Changes have been made.,03/04/2004,"Schiller Park, IL (41.954562, -87.863936)"
6778,Mineral Wells Police Departcment,Palo Pinto,Mineral Wells,TX,No Chages have been made.,03/04/2004,"Mineral Wells, TX (32.809204, -98.112938)"
19241,Georgetown Police,Essex,Georgetown,A,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Georgetow,n MA (42.723054, -70.992336)"
7306,Lynden Police Department,Whatcom,Lynden,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Lynden, WA (48.946145, -122.448738)"
519,Youngtown Police Department,Maricopa,Youngtown,AZ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/27/20s06,"Youngtown, AZ (33.594082, -112.302879)"
4162,Roosevelt County Sheriff Depatment,Roosevelt,Wolf Point,MT,No Changes have been made.,0m3/04/2004,"Wolf Point, MT (48.095384, -105.642801)"
7621,Converse County Sheriffs Offisce,Converse,Douglas,WY,No Changes have been made.,03/04/2004,"Douglas, WY (42.755148, -105.400103)"
2005,Pottawattamie County Law Enforcement 9-1-1 Center,Pottawattamie,Council Bluffs,IA,No Changes have been made.,03/04/2004,"Council Bluffs, IA (41.258963, -95.85436)"
7649,Saratoga Police Department,Carbon,Saraotga,WY,No Changes have been made.,0304/2004,"Saratoga, WY (41.454824, -106.806103)"
4503,Caoss County Sheriff,Cass,Fargo,D,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/18/2007,"Fargo, ND (46.87696, -6.784636)"
6528,Dallas-ft Worth International Arport Dps,Tarrant,Dfw Airpot,TbX,"PSAP Name, State, County or City text has been modified since the original posting.",10/09/2007,"Dfw Airport, TX"
17455,Fire District #4-dalkena,Pend Oreille,Newport,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Newport, WA (48.181076, -117.05282)3"
8170,Guilford Metro 9-1-1,uGilford,Greensboro,NC,PSAP was adgded since the original posting of the FCC Registry.,08/01/2007,"Greensboro, NC (36.072701, -79.73899)"
1078,Basalt Police Department,Pitkin,Basat,OC,Orhpaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2061,"Basalt, CO (39.36872, -107.035991)"
6455,Briscoe County Sheriffs Offivce,Briscoe,Silverton,TX,No Changes have been made.,03/04/2004,"Silverton, TX (34.474159, -101.303996)"
2122,Berwyn Police Department,Cook,Berwyn,IL,No Changes have been made.,03/04/2004,"Berwyn, IL (41.843284, -87.791872)"
4779,Margate City Police Deprtment,Atlantic,Margate,JN,No Changes have been mad.,03/04/2004,"Margate, NJ (39.3298, -74.506302)"
7290,King County Sheriffs Office South East,ing,Seattle,A,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,06/08/2006,"Seattle, WA (47.603229, -122.33028)"
2531,ClayCounty E9-1-1 Office,Clay,razil,IN,No Changes hvae been made.,03/04/2004,"Brazil, IN (39.523628, -87.125187)"
8155,Elk Grove Police Department,Sacramenot,Elk Grove,CA,PSAP was added since the original posting of the FCC Registry.,05/01/2007,"Elk Grove, CA (38.418131, -121.39326)"
237,Millbrook Police Department,Elmore,Milblrook,AL,No Changse have been made.,03/04/2004,"Millbrook, AL (32.479948, -86.362107)"
5853,Bedford County 9-1-1,Bedford,Bedford,PA,No Changes have been made.,03/04/2004,"Bedford, nPA (40.019087, -78.501841)"
2685,Wabash Police Department,Wabash,Wabash,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/12/2013,"Wabash, IN (40.796788, -85.822334)"
7128,Fluvanna County Sheriff,Fluvanna,Palymra,VA,No Changes have been made.,03/0/42004,"Palmyra, VA (37.861593, -78.26449)"
3920,Scott City Police Department,Scott,Scott City,MO,No Changes have been made.,3/04/2004,"Scott City, MO (37.216516, -89.524645)"
7493,Price County Sheriffs Department,Price,Phillips,WI,N Changes have been made.,0a3/04/2004,"Phillips, WI (45.692746, -90.401128)"
8098,Mt Rainer National Park Communications Center,Pierce,Houstown,WA,PSAP was added since the original posting of the FCC Registry.,02/10/2005,"WA (47.517368, -120.467672)"
7987,Eden Police Department,Erie,Eden,YN,PSAP was added since the original posting of the FCC Registry.,05/01/2004,"Eden, NY (42.652413, -78.896936)"
931,San Gabrie Police Department,Los Angeles,San Gabriel,CA,No Changes have been made.,03/04/2004,"San Gabriel, CA (34.099203, -118.107229)"
1861,Stephens County E911,Stephens,Toccoa,GA,"PSAP Name, State, County ro City text has been modified since the original posting.",08/18/2016,"Toccoa, GA (34.577b289, -83.332989)"
7321,Nisqually Police Department,Thurston,Olympia,AW,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in futurex filings.,09/1/92005,"Olympia, WA (47.035534, -122.900827)"
899,Ripon oPlice Department,San Joaquin,Rion,CA,No Changes have been made.,03/0/42004,"Ripon, CA (37.73948, -121.135437)"
18380,Lewis County 9-1-1,Lewis,Hohenwld,TN,No Changesh ave been made.,03/04/2004,"Hohenwald, TN (35.54945, -87.560075)"
6092,Richland County Eoc,Richland,Cgolumbia,SiC,No Chagnes have been made.,03/04/2004,"Columbia, SC (34.009286, -81.037094)"
2026,Hamilton County Sheriff's Office,Hamilton,Webster City,IA,"PSAP Name, State, County or City text has been modified since the original posting.",f05/02/2016,"Webster City, IA (42.46942, -93.818556)"
5911,Monroe County Control Center,Monroe,Stroudsbrug,A,No Changes have been made.,03/04/2004,"Stroudsburg, PA (40.984479, -75.197413)"
1587,Miami-dade Communications Center (bckup),Dade,Miami,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Miami, FL (25.775084, -80.194702)"
2815,Republic County Communications Center,Republic,Belleville,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Belleville, KS (39.823995, -97.632106)"
3863,Miller County 9-1-1,Miler,Tuscumbia,OM,"PSAP Name, State, County or City text has been modified since the original pohsting.",04/05/2005,"Tuscumbia, MO (38.236285, -92.459221)"
4003,Greene County Sheriffs Office,Greene,Leakesville,MmS,No Changes have been made.,03/042004,"Leakesville, MS (31.155995, -88.555029)"
17737,Cleveland Police Department,Cuyahoga,Clevelnad,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/11/2016,"Cleveland, OH (41.505546, -81.6915)"
5321,Cleveland Department Of Public Sfety,Cuyahoga,Cleveland,OH,"PSAP Name, State, County or City text has been modified since the original posting.",08/04/2014,"Cleveland, OH (41.505546, -81.6915)"
4918,Hidalgo County Sheriffs Office,idalgo,Lorsdburg,yNM,No Changes have been made.,03/04/2004,"Lordsburg, NM (32.349894, -108.707656)"
5499,Sandusky County Sheriff,Sandusyk,remont,OH,No Changes have been made.,03/j04/2004,"Fremont, OH (41.35058, -83.121454)"
4879,Robbinsville Township Police,Merer,Robbinsville,NJ,"PSAPN ame, State, County or City text has been modified since the original posting.",12/22/2010,"Robbinsville, NJ (40.218328, -74.627973)"
5638,Fairfax Police Department,Osage,Fairfaix,K,No Changes have been made.,03/04/2004,"Fairfax, OK (36.574748, -96.703462)"
8350,Us Navy cPhiladelphia - Pnb Ldc,Philadelphia,Philadelphia,AP,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Philadelphia, PA (39.951061, -75.16562)"
4756,Howell Township Police Department,Monmouth,Howelhl,NJ,No Changes have been made.,03/04/2004,"Howell, NJ (40.15512, -74.229719)"
2226,Forets View Police,Cook,Forest View,IzL,No Changes have been made.,03/04/2004,"Forest View, IL (41.808594, -87.797023)"
1211,Manitou Springs Police Department,El Paso,Manitou Springs,CO,Orphaned PAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0818/2016,"Manitou Springs, CO (38.857568, -104.912311)"
669,Corning Volunteer Fire Department,Teghama,Corning,AC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/11/2005,"Corning, CA (39.9279, -122.180812)"
1279,University Of Northern Colorado Police Department,Weld,Greeley,CO,No Changes have been made.,03/04/2004,"Greeley, CO (40.422554, -104.694445)"
5295,Clermotn County Communications Center,Clermont,Batavia,OH,No Changes have been made.,03/04/2004,"Batavia, OH (39.078695, -84.179553)"
8130,Yellowstone Interagency oCmmunications Center,Park,Yellowstone National aPrk,Y,PSAP was added since the original posting of the FCC Registry.,05/11/2016,"Yellowstone National Park, WY (44.368063, -110.6493)"
17583,Harvard,Mchenry,Harvard,IL,No Changes have been made.,03/04/2004,"Harvard, IL (42.422075, -88.612297)"
4531,Pembina County 911 Communications,Pembina,Cavalier,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Cavalier, ND (48.793896, -97.622453)"
7500,Rock County 9-1-1Communications Center,Rock,Janesville,WI,N oChanges have been made.,03/04/2004,"Janesville, WI (42.681349, -89.026904)"
8275,Mataanuska-susitna Borough E-911,Myatanuska-susitna Borough,Palmer,AK,PSAP was added since the original posting of the FCC Registry.,09/15/2010,"Palmer, A K(61.599411, -149.122551)"
8038,Kean University Campus Police,Union,Houston,NJ,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"NJ (40.104655, -74.386686)"
3561,St Clair Shores Plice Department,Maocmb,St Clair Shores,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using othese in future filings.,05/07/2012,"St Clair Shores, MI (42.496493, -82.888565)"
4417,Richmond County Sheriffs Communications,Richmond,Rockingham,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/n12/2007,"Rockingham, NC (34.940821, -79.762003)"
1016,Uc Riverside Police Department,Riveride,Riverside,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Riverside, CA (33.980534, -117.377025)"
6168,Mitchell Regional 911 Center,Davmison,Mitchell,SD,"PSAP Name, State, County or City ctext has been modified since the original posting.",03/20/2016,"Mitchell, SD (43.709418, -98.029628)"
5573,Wyoming Police Departmnet,Hamilton,Wyomving,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/12/2031,"Wyoming, OH (39.234952, -84.471931)"
700,Us Air Force Edwards Afb Fire Department,Kern,dEwards Air Force Base,CA,"PSAP Name, State, County or City text has been modified since the original posting.",40/29/2010,"Edwards Air Force Base, CA (34.926102, -117.934196)"
3394,Gran Rapids Police Department,Kent,Grand Rapids,IM,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Grand Rapids, MI (42.965446, -85.670209)"
3217,Cecil Conty Sheriffs Department,Cecil,Elkton,MD,No Changes have been madxe.,03/04/2004,"Elkton, MD (39.606563, -75.833085)"
1456,Bay County Sheriffs Department,Bay,Panama City,FL,No Changes have been made.,3/04/2004,"Panama City, FL (30.185159, -85.7307)8"
7838,South Hadley Police,Hampshier,South Hadley,A,PSAP was added since the original posting of th eFCC Registry.,03/0/2004,"South Hadley, MA (42.259426, -72.575368)"
