Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Average Licensed Beds,Average Available Beds,Average Staffed Beds,Bad Debts,Charity Care,Location
2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,Mendocino,Non-Profit,Comparable,,Rural,25,25,25,$1679944.00,$3699316.00,"WILLITS, California
(39.409044, -123.353523)"
2015,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,Investor,Comparable,,,164,164,62,$5734767.00,$4008112.00,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2015,106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,Sacramento,Non-Profit,Comparable,Teaching,,619,589,589,$99425255.00,$73327619.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,,,353,353,244,$27520030.00,$4714192.00,"SANTA MARIA, California
(34.948403, -120.435881)"
2015,106504081,TELECARE STANISLAUS COUNTY  PHF,Stanislaus,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"CERES, California
(37.593215, -120.955691)"
2015,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,$12801000.00,$6275000.00,"GRASS VALLEY, California
(39.219102, -121.062951)"
2014,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,91,91,71,$2675695.00,$1098140.00,"OJAI, California
(34.447966, -119.242981)"
2015,106364188,KINDRED HOSPITAL - RANCHO,San Bernardino,Non-Profit,Comparable,,,55,55,55,$391321.00,$0.00,"RANCHO CUCAMONGA, California
(34.106399, -117.575764)"
2015,106194981,LA CASA  PHF,Los Angeles,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,Non-Profit,Comparable,,Rural,212,212,210,$9725091.00,$605432.00,"APPLE VALLEY, California
(34.524024, -117.216839)"
2014,106196035,KAISER FDN HOSP - BALDWIN PARK,Los Angeles,Non-Profit,Kaiser Foundation Health,,,269,254,110,$0.00,$0.00,"BALDWIN PARK, California
(34.08538, -117.960355)"
2015,106301140,CHAPMAN GLOBAL MEDICAL CENTER,Orange,Investor,Comparable,,,114,100,100,$3385045.00,$300167.00,"ORANGE, California
(33.791489, -117.853096)"
2014,106190328,GLENDORA COMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,128,128,32,$2018279.00,$77193.00,"GLENDORA, California
(34.136001, -117.865485)"
2015,106304460,HOAG ORTHOPEDIC INSTITUTE,Orange,Investor,Comparable,,,70,70,32,$742910.00,$2882134.00,"IRVINE, California
(33.685908, -117.824719)"
2015,106410782,SAN MATEO MEDICAL CENTER,San Mateo,City/County,Comparable,,,509,509,509,$3128724.00,$1537007.00,"SAN MATEO, California
(37.547166, -122.314351)"
2015,106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Investor,Comparable,,,118,118,74,$683364.00,$1492619.00,"PASADENA, California
(34.14955, -118.141452)"
2015,106430883,SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,City/County,Comparable,Teaching,,574,554,374,$3736950.00,$67288305.00,"SAN JOSE, California
(37.334807, -121.888128)"
2015,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,,Rural,179,179,118,$1562716.00,$993159.00,"JOSHUA TREE, California
(34.126919, -116.315127)"
2014,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,520,384,312,$8021286.00,$15212999.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106190323,GLENDALE ADVENTIST MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,515,462,304,$27621243.00,$34666481.00,"GLENDALE, California
(34.148138, -118.246437)"
2015,106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Non-Profit,Comparable,,Rural,111,111,111,$12956669.00,$4180596.00,"SOUTH LAKE TAHOE, California
(38.941539, -119.977191)"
2015,106210993,KENTFIELD REHAB HOSPITAL,Marin,Investor,Comparable,,,60,60,55,$652605.00,$0.00,"KENTFIELD, California
(37.956815, -122.549121)"
2015,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,204,72,$53801606.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,404,223,$20868081.00,$24536552.00,"MISSION VIEJO, California
(33.595018, -117.659099)"
2015,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,231,$4435020.00,$3029323.00,"SUN VALLEY, California
(34.217499, -118.3694)"
2015,106344170,CRESTWOOD - CARMICHAEL  PHF,Sacramento,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"CARMICHAEL, California
(38.636604, -121.327265)"
2015,106190449,KINDRED HOSPITAL - LA MIRADA,Los Angeles,Investor,Comparable,,,248,248,248,$1943344.00,$0.00,"LA MIRADA, California
(33.908859, -118.011725)"
2014,106491001,PETALUMA VALLEY HOSPITAL,Sonoma,Non-Profit,Comparable,,,80,59,29,$8483950.00,$649080.00,"PETALUMA, California
(38.232474, -122.636846)"
2015,106481357,NORTHBAY MEDICAL CENTER,Solano,Non-Profit,Comparable,,,182,182,182,$10319580.00,$66684317.00,"FAIRFIELD, California
(38.251488, -122.049851)"
2014,106190762,ST. VINCENT MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,366,333,333,$5453864.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106301379,WEST ANAHEIM MEDICAL CENTER,Orange,Investor,Comparable,,,219,219,219,$15057839.00,$0.00,"ANAHEIM, California
(33.834492, -117.915638)"
2015,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,Non-Profit,Comparable,,,84,84,83,$3010145.00,$6163742.00,"SANTA ROSA, California
(38.439698, -122.715642)"
2014,106391056,SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,Non-Profit,Comparable,,,81,81,39,$5976619.00,$8656651.00,"TRACY, California
(37.738534, -121.421127)"
2015,106331293,PARKVIEW COMMUNITY HOSPITAL,Riverside,Non-Profit,Comparable,,,193,193,120,$8560684.00,$2928294.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2015,106190232,DEL AMO HOSPITAL,Los Angeles,Investor,Comparable,,,166,166,166,$1104098.00,$412230.00,"TORRANCE, California
(33.836318, -118.340038)"
2015,106014226,TELECARE WILLOW ROCK CENTER  PHF,Alameda,Investor,Psychiatric Health Facilities,,,16,16,16,$16470.00,$0.00,"SAN LEANDRO, California
(37.728364, -122.158612)"
2015,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Riverside,City/County,Comparable,Teaching,,439,439,439,$30299412.00,$2890247.00,"MORENO VALLEY, California
(33.917114, -117.261144)"
2015,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,$699793.00,$3018732.00,"REDLANDS, California
(34.055562, -117.182603)"
2015,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,$4513785.00,$1149748.00,"GLENDORA, California
(34.136001, -117.865485)"
2015,106454013,PATIENTS' HOSPITAL OF REDDING,Shasta,Investor,Comparable,,,10,10,10,$0.00,$0.00,"REDDING, California
(40.574637, -122.38109)"
2015,106391056,SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,Non-Profit,Comparable,,,81,81,39,$6766676.00,$6203529.00,"TRACY, California
(37.738534, -121.421127)"
2015,106190432,KAISER FDN HOSP - PANORAMA CITY,Los Angeles,Non-Profit,Kaiser Foundation Health,,,218,218,80,$0.00,$0.00,"PANORAMA CITY, California
(34.224701, -118.448898)"
2015,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,$348204.00,$0.00,"YUBA CITY, California
(39.13222, -121.625147)"
2015,106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,City/County,Comparable,,,161,161,161,$14732685.00,$9134287.00,"EL CENTRO, California
(32.792855, -115.565551)"
2015,106281078,ST. HELENA HOSPITAL,Napa,Non-Profit,Comparable,,,151,151,59,$3987168.00,$7119655.00,"ST. HELENA, California
(38.50523, -122.470341)"
2015,106494019,KAISER FDN HOSP - SANTA ROSA,Sonoma,Non-Profit,Kaiser Foundation Health,,,173,173,78,$0.00,$0.00,"SANTA ROSA, California
(38.439698, -122.715642)"
2014,106370782,UNIVERSITY OF CALIFORNIA - SAN DIEGO MEDICAL CENTER,San Diego,Non-Profit,Comparable,Teaching,,563,542,542,$12443049.00,$37157072.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,Rural,12,12,12,$1290906.00,$199706.00,"AVALON, California
(33.343548, -118.32219)"
2015,106014326,KAISER FDN HOSP - OAKLAND/RICHMOND,Alameda,Non-Profit,Kaiser Foundation Health,,,365,365,214,$0.00,$0.00,"OAKLAND, California
(37.804828, -122.27248)"
2015,106301304,NEWPORT BAY HOSPITAL,Orange,Investor,Comparable,,,36,36,36,$0.00,$0.00,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2015,106190517,PROVIDENCE TARZANA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,245,245,201,$6890315.00,$10284905.00,"TARZANA, California
(34.173302, -118.553101)"
2015,106301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MED CENTER-EUCLID,Orange,Investor,Comparable,,,400,400,236,$10409635.00,$2609617.00,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2015,106244027,MARIE GREEN PSYCHIATRIC CENTER -PHF,Merced,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"MERCED, California
(37.306968, -120.481971)"
2014,106344114,SHRINERS HOSPITAL - NORTHERN CALIF,Sacramento,Non-Profit,Shriners Hospitals,,,80,70,70,$0.00,$50649.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106014034,FREMONT HOSPITAL - FREMONT,Alameda,Investor,Comparable,,,148,148,148,$1365094.00,$53720.00,"FREMONT, California
(37.550195, -121.980829)"
2014,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,218,218,131,$5251460.00,$4239865.00,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2014,106394009,KAISER FDN HOSP - MANTECA,San Joaquin,Non-Profit,Kaiser Foundation Health,,,239,239,83,$0.00,$0.00,"MANTECA, California
(37.802408, -121.221302)"
2015,106190196,KINDRED HOSPITAL - SOUTH BAY,Los Angeles,Investor,Comparable,,,84,84,84,$0.00,$0.00,"GARDENA, California
(33.883764, -118.309144)"
2015,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,399,398,300,$22593546.00,$25362835.00,"POMONA, California
(34.055118, -117.750048)"
2015,106070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,Non-Profit,Comparable,,,145,145,106,$8924466.00,$8720726.00,"ANTIOCH, California
(38.016907, -121.813771)"
2015,106361266,MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,37,37,30,$798950.00,$495016.00,"LAKE ARROWHEAD, California
(34.251974, -117.181983)"
2014,106070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,Non-Profit,Comparable,,,145,145,89,$7702854.00,$15059675.00,"ANTIOCH, California
(38.016907, -121.813771)"
2014,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,,,194,184,135,$4671617.00,$16863140.00,"ENCINITAS, California
(33.044805, -117.292447)"
2014,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,991,6,$0.00,$0.00,"POMONA, California
(34.055118, -117.750048)"
2015,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Investor,Comparable,,,434,413,247,$5039476.00,$2927126.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,Non-Profit,Comparable,,,181,154,115,$287522.00,$2704149.00,"CORONADO, California
(32.693926, -117.190481)"
2015,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,,,78,46,42,$3271440.00,$815191.00,"ARCATA, California
(40.868186, -124.090548)"
2014,106311000,SUTTER MEDICAL CENTER - ROSEVILLE,Placer,Non-Profit,Comparable,,,328,328,253,$13801803.00,$36254545.00,"ROSEVILLE, California
(38.74806, -121.285202)"
2015,106361223,KAISER FDN HOSP - FONTANA,San Bernardino,Non-Profit,Kaiser Foundation Health,,,626,626,314,$0.00,$0.00,"FONTANA, California
(34.102893, -117.435765)"
2014,106331152,CORONA REGIONAL MEDICAL CENTER - MAIN,Riverside,Non-Profit,Comparable,,,238,238,141,$8007054.00,$8473876.00,"CORONA, California
(33.875665, -117.568843)"
2015,106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,Rural,101,101,101,$15704861.00,$7227416.00,"VICTORVILLE, California
(34.5121, -117.323632)"
2015,106331226,PACIFIC GROVE HOSPITAL,Riverside,Investor,Comparable,,,68,68,62,$118873.00,$64580.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2014,106211006,MARIN GENERAL HOSPITAL,Marin,Non-Profit,Comparable,,,235,150,150,$11608569.00,$14563376.00,"GREENBRAE, California
(37.948611, -122.524722)"
2015,106331194,HEMET VALLEY MEDICAL CENTER,Riverside,District,Comparable,,,417,417,170,$10914546.00,$0.00,"HEMET, California
(33.747562, -116.967316)"
2014,106342344,KAISER FDN HOSP - SOUTH SACRAMENTO,Sacramento,Non-Profit,Kaiser Foundation Health,,,217,217,131,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,69,$3762326.00,$1771817.00,"GLENDORA, California
(34.136001, -117.865485)"
2015,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"YUBA CITY, California
(39.13222, -121.625147)"
2014,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,238,232,157,$17969134.00,$8826705.00,"VALENCIA, California
(34.389444, -118.564722)"
2014,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,404,229,$16256812.00,$21294509.00,"MISSION VIEJO, California
(33.595018, -117.659099)"
2015,106150736,KERN MEDICAL CENTER,Kern,City/County,Comparable,Teaching,,222,204,160,$0.00,$3664723.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2015,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,412,412,196,$11937161.00,$5265663.00,"NORTHRIDGE, California
(34.228298, -118.535797)"
2014,106574010,SUTTER DAVIS HOSPITAL,Yolo,Non-Profit,Comparable,,,48,48,30,$3654938.00,$6805752.00,"DAVIS, California
(38.546421, -121.745384)"
2015,106301258,"SOUTH COAST GLOBAL MEDICAL CENTER, INC.",Orange,Investor,Comparable,,,178,178,178,$6996168.00,$263287.00,"SANTA ANA, California
(33.749738, -117.869781)"
2015,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,$880065.00,$2673071.00,"FORTUNA, California
(40.58858, -124.146858)"
2015,106560473,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,Ventura,Non-Profit,Comparable,,,242,242,135,$12281557.00,$6605020.00,"VENTURA, California
(34.280832, -119.293107)"
2015,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,432,394,394,$15394000.00,$7280000.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106380960,ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,Non-Profit,Comparable,,,288,170,99,$18936149.00,$16908473.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Investor,Comparable,,,154,154,120,$1146454.00,$32302.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,$4169000.00,$8680000.00,"GRASS VALLEY, California
(39.219102, -121.062951)"
2015,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,324,324,168,$2946330.00,$12435.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106494019,KAISER FDN HOSP - SANTA ROSA,Sonoma,Non-Profit,Kaiser Foundation Health,,,173,173,81,$0.00,$0.00,"SANTA ROSA, California
(38.439698, -122.715642)"
2015,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,,Rural,26,26,24,$698703.00,$22612.00,"CHESTER, California
(40.311547, -121.227165)"
2014,106434153,KAISER FDN HOSP - SANTA CLARA,Santa Clara,Non-Profit,Kaiser Foundation Health,Teaching,,327,327,193,$0.00,$0.00,"SANTA CLARA, California
(37.352395, -121.953076)"
2015,106361768,PATTON STATE HOSPITAL,San Bernardino,State,State Hospitals,,,1287,1525,1525,$0.00,$0.00,"PATTON, California
(34.135799, -117.223099)"
2014,106334025,KAISER FDN HOSP - RIVERSIDE,Riverside,Non-Profit,Kaiser Foundation Health,,,222,222,122,$0.00,$0.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2014,106340951,METHODIST HOSPITAL OF SACRAMENTO,Sacramento,Non-Profit,Comparable,,,329,329,329,$17780000.00,$13002000.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,Teaching,,533,533,384,$34410985.00,$40571866.00,"LOMA LINDA, California
(34.048261, -117.261123)"
2014,106370875,SHARP CHULA VISTA MEDICAL CENTER,San Diego,Non-Profit,Comparable,,,343,342,271,$2354761.00,$21444294.00,"CHULA VISTA, California
(32.640071, -117.084042)"
2015,106190049,KINDRED HOSPITAL - BALDWIN PARK,Los Angeles,Investor,Comparable,,,91,91,70,$224161.00,$0.00,"BALDWIN PARK, California
(34.08538, -117.960355)"
2014,106270777,GEORGE L. MEE MEMORIAL HOSPITAL,Monterey,Non-Profit,Comparable,,Rural,119,119,119,$2145508.00,$3284585.00,"KING CITY, California
(36.21432, -121.123656)"
2014,106491267,SONOMA DEVELOPMENTAL CENTER,Sonoma,State,State Hospitals,,,1413,1136,425,$0.00,$0.00,"ELDRIDGE, California
(38.339376, -122.50875)"
2015,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,158,158,70,$2502974.00,$5349981.00,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106424102,THE CHAMPION CENTER,Santa Barbara,District,Comparable,,,50,50,50,$0.00,$914790.00,"LOMPOC, California
(34.653385, -120.457727)"
2015,106190422,TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,446,378,320,$10244419.00,$14451554.00,"TORRANCE, California
(33.836318, -118.340038)"
2015,106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Investor,Comparable,,,97,97,97,$1007573.00,$276424.00,"ROSEMEAD, California
(34.080676, -118.077638)"
2015,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,Non-Profit,Comparable,,,145,145,135,$9376402.00,$3246827.00,"PANORAMA CITY, California
(34.224701, -118.448898)"
2015,106400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,Non-Profit,Comparable,,,117,117,44,$5444620.00,$0.00,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2015,106500967,OAK VALLEY DISTRICT HOSPITAL,Stanislaus,District,Comparable,,Rural,150,144,144,$9146423.00,$932141.00,"OAKDALE, California
(37.76861, -120.849475)"
2014,106190782,TARZANA TREATMENT CENTER,Los Angeles,Non-Profit,Comparable,,,60,60,60,$0.00,$0.00,"TARZANA, California
(34.173302, -118.553101)"
2015,106314024,KAISER FDN HOSP - ROSEVILLE,Placer,Non-Profit,Kaiser Foundation Health,,,340,340,187,$0.00,$0.00,"ROSEVILLE, California
(38.74806, -121.285202)"
2015,106190712,SHRINERS HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Shriners Hospitals,,,60,60,60,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106194967,STAR VIEW ADOLESCENT - PHF,Los Angeles,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"TORRANCE, California
(33.836318, -118.340038)"
2014,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,55,55,55,$0.00,$29628.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190883,WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,178,178,178,$10997454.00,$1718200.00,"WHITTIER, California
(33.967318, -118.048051)"
2014,106410817,SETON MEDICAL CENTER,San Mateo,Non-Profit,Comparable,,,478,415,224,$8693438.00,$7343358.00,"DALY CITY, California
(37.691113, -122.472221)"
2015,106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,334,321,167,$8458906.00,$0.00,"GLENDALE, California
(34.148138, -118.246437)"
2015,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,91,91,66,$1682174.00,$803579.00,"OJAI, California
(34.447966, -119.242981)"
2015,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,,Rural,44,44,18,$4028021.00,$4120347.00,"LOS BANOS, California
(37.061242, -120.845795)"
2015,106380865,LAGUNA HONDA HOSPITAL & REHAB CENTER,San Francisco,City/County,LTC Emphasis,,,780,780,774,$0.00,$0.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2014,106474007,FAIRCHILD MEDICAL CENTER,Siskiyou,Non-Profit,Comparable,,Rural,28,25,25,$5958280.00,$1776517.00,"YREKA, California
(41.731582, -122.635649)"
2014,106190429,KAISER FDN HOSP - LOS ANGELES,Los Angeles,Non-Profit,Kaiser Foundation Health,Teaching,,464,464,330,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,Rural,11,11,11,$879203.00,$95112.00,"SOLVANG, California
(34.595998, -120.138008)"
2015,106301297,PLACENTIA LINDA HOSPITAL,Orange,Investor,Comparable,,,114,114,30,$4164074.00,$21073.00,"PLACENTIA, California
(33.871209, -117.860113)"
2015,106370721,KINDRED HOSPITAL - SAN DIEGO,San Diego,Investor,Comparable,,,70,70,70,$710744.00,$0.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,Investor,Comparable,,,156,145,61,$4735714.00,$1622123.00,"INDIO, California
(33.718649, -116.218182)"
2014,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,Non-Profit,Comparable,,,302,302,128,$-2846682.00,$3208.00,"LONG BEACH, California
(33.767168, -118.193723)"
2014,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,,,353,353,250,$30353044.00,$21617962.00,"SANTA MARIA, California
(34.948403, -120.435881)"
2014,106434218,KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,Non-Profit,Psychiatric Health Facilities,,,24,24,24,$0.00,$0.00,"SANTA CLARA, California
(37.352395, -121.953076)"
