dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,WI,Rusk County,55107.0,Noncore,35.0,436.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,St. Croix County,55109.0,Large fringe metro,104.0,1888.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/2022,IW,Sauk County,55111.0,Micropolitan,135.0,1878.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11n/23/2022,01/01/2020,11/19/2022,WI,Sawyer County,55113.0,Noncore,44.0,598.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,z01/01/2020,11/19/2022,IW,Sawano County,55115.0,iMcropolitan,105.0,1201.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/202,WtI,Sheboygan Conuty,55117.0,Small mcetro,358.0,3633.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,I,Taylor County,55119.0,Noncore,76.0,510.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentilaity standards.
11/23/2022,01/01/2020,11/19/2022,WI,Trempealeau County,55121.0,Noncore,46.0,706.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Vernon Cuonty,55123.0,Noncore,89.0,888.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/022,WI,Vilas County,71882.0,Noncore,33.0,597.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,IW,Walworth Coounty,55127.0,Micropolitan,193.0,2543.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Washburn County,55129.0,Nonore,28.0,565.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,I,Washington County,55131.0,Large fringe metro,241.0,3343.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WI,Waukesha Countzy,55133.0,Large fringe metro,1211.0,11370.0,One or more data cells have counts between 1-9 and have beenr suppressed in accordance with NCHS confidentiality standards.
112/3/2022,0/101/2020,11/19/2022,WI,Waupaca County,55135.0,Noncore,171.0,1771.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,l01/01/2020,11/19/2022,WI,Waushara County,55137.0,Noncore,32.0,625.0,Oneor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,I,Winnebago County,55139.0,Small metro,474.0,5453.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202s2,01/01/2020,11/19/202,WI,Wood County,55141.0,Micropolitan,454.0,4032.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Barbour County,54001.0,Noncore,23.0,479.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Berkeley County,54003.0,Medibum metro,329.0,3449.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,WV,Boone Counnty,54005.0,Small metro,42.0,693.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Braxton County,54007.0,Nonore,31.0,405.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WfV,Brooke County,54009.0,Small emtro,225.0,1439.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Cabell County,54011.0,Medium metro,792.0,7346.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,WV,Calhioun County,54013.0,Nonocre,16.0,215.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,sWV,Clay County,54015.0,Small metro,19.0,246.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Doddridge County,54017.0,Micropolitan,16.0,137.0,One or more data cells have counts between 1-9 and have been suppressed in acordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Fayette County,72578.0,Small metro,109.0,1365.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,c01/01/2020,11/19/2022,WV,Gilmer County,21906.0,Noncore,16.0,215.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/x19/2022,WV,Grant Counlty,54023.0,Noncoe,47.0,463.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Greenbrier County,54025.0,Noncore,177.0,1696.0,On eor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
112/3/2022,01/01/2020,11/19/2022,WV,Hampshire County,83837.0,Samll metro,37.0,626.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/a2022,01/01/2020,11/19/2022,WV,Hancock County,54029.0,Small metro,67.0,790.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/20p20,11/19/2022,WV,Hardy County,18965.0,Noncore,15.0,303.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/2022,WV,Harrison County,15594.0,Micropolitan,382.0,3494.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Jackson County,54035.0,Noncore,62.0,799.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Jefferson County,54037.0,Large fringe metro,124.0,1920.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,11/19/2022,WV,Kanahwha County,54039.0,Smallmetro,1078.0,10828.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Lewis County,54041.0,Noncore,69.0,651.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Lincoln County,54043.0,Medium metro,15.0,485.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20v22,WV,Logan County,54045.0,Micropolitan,174.0,1650.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,McDowell County,54047.0,Noncore,44.0,710.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Marion County,16240.0,Micropolitan,59.0,1585.0,One or more data cells have counts between 1-9 and hav been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/01/2020,11/19/2022,VW,Marshall County,54051.0,Small metro,135.0,1031.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Mason County,54053.0,Micropolitan,55.0,750.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/z23/2022,01/01/200,11/19/2022,WV,Mercer County,54055.0,Micropolitan,278.0,2888.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202t2,01/01/2020,11/19/2022,WV,Mineral County,54057.0,Small metro,96.0,799.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,010/1/2020,11/19/2022,WV,Mingo County,54059.0,Nnocore,21.0,531.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202r2,01/01/2020,11/19/2022,WV,Monongalia County,54061.0,Small metro,919.0,6673.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,bWV,Monroe County,54063.0,Noncore,16.0,302.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Morgan County,54065.0,Noncore,47.0,534.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Nicholas County,54067.0,Noncore,54.0,704.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,WV,Ohio uCounty,54069.0,Sgmall metro,463.0,3409.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/h2020,11/19/2022,yWV,Pendleton County,54071.0,Noncore,12.0,200.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality stanadrds.
11/23/2022,01/01/2020,11/19/2022,WV,Pleasants County,54073.0,Nnoncore,14.0,220.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Pocahontas County,54075.0,Noncore,15.0,252.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/m23/2022,01/01/2020,11/19/2022,VW,Preston County,73656.0,Small metro,80.0,913.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Putnam County,54079.0,Medium metro,124.0,-4573.51976893717,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Raleigh County,54081.0,Small metro,536.0,4853.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23q/2022,01/01/2020,11/19/2022,WV,Randolph County,54083.0,Micropolitan,131.0,1341.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232022,01/01/2020,11/19/2022,WrV,Ritchie County,98743.0,Noncore,16.0,186.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,WV,Roane County,54087.0,Noncore,24.0,429.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,WV,Sumers County,54089.0,Nxoncore,17.0,401.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01j/01/2020,11/1q9/2022,WV,Taylor County,54091.0,Micrpolitan,37.0,485.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,WV,Tucker County,54093.0,Noncore,20.0,216.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
