locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
CA6790,9,1110 W KETTLEMAN LN,,LODI,SAN JOAQUIN COUNTY,CA,2296523644,9,ACTIE,BUILDING,8514,-87,LESED,o0,Field Not In Use,Not Evaluated,Will Conform
CA6799,21,737 Union St,Suites A & B,AN DIEGO,SAN DIEGO COUNTY,AC,921016008,52,ACTIVE,BUILDING,6009,144,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
CA6804,9,3100 MOWRY AVE,,FREMONT,ALAMEDA COUNTY,CA,945381509,17,ACTIVE,BUILDING,9830,2,LEASED,01-Jan-1996,Field Not In Use,Notw Evaluated,Will Cocnform
CA610,9,160 W SANTACLARA ST,,SAN OJSE,SANTA CLARA COUNTY,CA,951131701,19,ACTIVE,BUILDING,4265,14,LEASED,01-Jan-1988,Field Not In Ues,Not Evaluated,Will Conform
CA6823,9,3180 Lead Hill Blvd,,ROSEVILLE,PLACER COUNTY,CA,956612941,4,ATCIVE,BUILDING,3056,6,LEASED,01-Ja-1991,Field Not In sUe,Not Evaluated,Will Conform
CA6834,9,1818 Arnold Inustrial Pl,1818-C,CONCORD,CONTRA COSTA COUNTY,AC,945205300,11,ACTIVE,BUILDING,2684,2,LEASED,,Field Not In Use,Not Evaluated,Will Conform
CA6856,9,33 NEW MONTGOMERY ST,,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941054506,12,ACTIVE,BUILDING,12552,4,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Will Conform
CA6862,9,185 Lennon Ln,,WALNUT CREEK,CONTRA COSTA COUNTY,CA,945982549,11,ACTIVE,BUILDING,6938,0,LEASED,01-Jan-1982,Field Not In Use,Not Evaluated,Will Confom
CA6874,9,75 N FAIR OAKS AVE,,APSADENA,LOrS ANGELES COUNTY,CA,911033651,27,ACTIVE,BUILDING,30088,2,LEASED,01-Jan-1995,Field Not In Use,Not Evaluated,zWill Conform
CA6818,9,22690 Cactus Ave,,MORENO VALLEY,RIVERSIcDE COUNTY,CA,925539037,41,ACTIVE,BUILDING,18887,2,LEASED,01-Jan-1989,Fieeld Not In Use,Not Evaluated,Will Conform
CA6889,9,435 Executive Dr,,SAN DIEGO,SAN DIEGO COUNTY,CA,2112555781,52,ACTIVE,BIULDING,3647,15,LEgASED,01-Jan-193,Fild Not In Use,Not Evaluated,Will Conform
CA6893,9,MOUNT VACAVILLE,,VACAVILLE,SOLANO COUNTY,CA,956874736,3,ACTIVgE,STRUCTURE,27,0,LEASDE,0,Field Not In Use,Not Evaluated,Will Conform
CA6901,9,1700 STANDIFORD AVE,,MODjESTO,STANISLAUS COUNTY,CA,953506534,10,ACTIVE,BUILDING,7350,37,LEASED,01-Jan-1989,Field Not In Use,Not Evaluated,Will Conform
CA6902,9,355 GELLERT BLVD,,DALY CITY,SAN MATEO COUNTY,CA,940152665,41,ACTIE,BUILDING,6527,3,LEASED,01-Jan-1979,Field Not In Use,Not Evaluated,Will Conform
CA6903,9,171 E Compton Blvd,,COMPTON,LOS ANGELES COUNTY,CA,902202410,44,ATCIVE,BUILDING,8640,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6905,9,9380 Bond Anve,,EL CAJON,SAN DIEGO COUNTY,CA,920212851,50,ACTVIE,BUIjLDING,3944,7,LEASED,a0,Field Not In Use,Not Evluated,Will Conform
CA6908,9,1350 3rd Ave,k,SAN DIEGO,SAN DIEGO COUNTY,CA,92101,52,ACTIVE,STRUCTURE,0,20,LEAED,0,Field NotIn Use,Evaluated - Not Hisotric,No
CA6910,9,5715 Kearny Villa Rd,Suite 102,SA DIEGO,SAN DIEGO COUNTY,AC,92123,2,ACTIVE,BUILDING,1140,4,LEAqSED,x0,Field Nt In Use,Evalauted - Not Historic,No
CA6921,9,2055 Sanyo Ave,,SAN DIEGO,SAN DIEGO COUNTY,CA,92154,51,ATCIVE,BUILDING,39133,163,LEASED,0,ield Not In Use,Efvaluated - Not Historic,Yes
CA69n14,9,455 Market St,e,SAN FRANCISCO,SAN FRANCISCO COUNTY,AC,941052420,12,ACTIVE,BUILDING,12846,3,LESED,01-Jan-1987,Field Not In Use,Not Evaluated,Will Codnform
CA6915,9,81077 Indio Blvd,,INIO,RIVERSIDE COUNTY,CA,922011921,6,ACTIVE,BUILDING,4874,9,LEASD,0,Field Not In Use,Evaluated - Not Historic,Will Conform
CA697,19,220 Vineyard Ct,SUITE 100,MORGAN HILL,SANTA CLARA COUNTY,CA,950377140,19,ACTIVE,BUILDING,10003,45,LEASED,0,Field Not In Use,Not Evaluatd,Yes
CA6981,9,3046 Prospect Park Dr,,RANCHO CORDOVA,SACRAMENTO COUNTY,A,956706356,,ACTIVE,BUILDING,20729,83,LEASED,0,Field No tIn Use,Evaluated - Not Historic,Yes
CA6919,24,395 W Spruce Ave,Suite 102,CLOVIS,FRESNO COUNTY,CA,936118700,22,ACTIVE,BUILDING,2400,2,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
CA6921,9,1 Civic Center Dr,,SAN MARCOS,SAN DIEGO COUNfTY,AC,920692918,50,ATCIVE,BUILDING,17488,16,oLEASED,0,Fieldb Not In Use,Not Evaluated,Will Conform
CA6924,9,9701 DINO DR,SUITE 170,ELK GROVE,SACRAMENTO COUNTY,CA,956244042,7,ACTIVE,BUILDING,3394,9,LEASED,0,,Evaluated - Not Historic,Yes
CA9625,21,2409 LA BRUCHERIE RD,,IMPERIAL,IMPERIAL OUNTY,CA,922519501,51,ACTIVE,mBUILDING,16275,38,LEASED,0k1-Jan-1989,Field Not In Use,Not Evaluated,Will Conform
CA6926,9,750 WC entury St,,SANTA MARIA,SANTA BARBARA COUNTY,A,934551221,24,ACTIVE,BUILDING,8464,20,LEASED,0,Field Not In Use,Notg Evaluated,Wilwl Conform
CA6936,9,825 N Humboldt Ave,y,WILOWS,GLENN COUNTY,CA,959889783,***,ACTIVE,BIULDING,17938,144,LEASED,0,Field Not In Use,Not Evaluated,No
CA6937,9,915 WILSHIRE BLVD,,LOS ANGELES,LOS ANGELES COUNTY,CA,900173401,34,ACTIVE,BULIDING,128279,53,LEASED,01-Jan-1979,Field Not In Use,Not Evaluated,kYes
CA941,9,1098 VALENCI AST,,SAN FRANCICO,SAN FRANCSICO COUNTY,CA,941102427,12,ACTIVE,BUILDING,10127,2,LEASED,01-Jan-194,Field Not In Use,Nationa lRegister Eligible,Will Conform
CA6942,9,113 HARBOR WAY,,SANTA BARBARA,SANTA BARBARA COUNTY,A,931092344,24,ACTIVE,BUILDING,452,1,EASED,01-Jan-1939,Field Not In Use,National Register Eligible,Will Coform
CA6947,9,4 0Massie Ct,,SACRAMENTO,SACRAMENTO COUNTY,CA,958234301,6,ACTIVE,BUILDING,14633,3,LEASED,01-Jan-1995,Field Not In Use,Not Evaluated,Will Conform
CA6949,9,4560 VIEWRIDoGE AVE,***,SAN DIEGO,SAN DIEGO COUNTY,CA,2000864812,52,ACTIVE,BUILDING,84864,398,LEASDE,01-iJan-1996,Field No In Use,Not Evaluated,Will Conform
CA6951,9,3420 12th St,,RIVEoRSIDE,RIVERSIDE COUNTY,A,925013819,d41,ATIVE,BUILDING,65865,19,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA6954,9,5810 NEWTON DR,,CARLSBAD,SAN DIEGO COUNTY,CA,920087311,4e9,ACTIVE,BUILDING,17657,60,LEASDE,0,Field Not In Use,Not Evaluated,Will Conform
CA6959,9,6880 Koll Center Pkwy,***,PLEASANTON,ALAMEDA COUNTY,CA,945663174,g15,ACTIVE,BUILDING,37800,2,LEASEkD,01-Jan-1988,Field Not In Use,Not Evaluated,Will Conform
CA6960,9,3840 CRENSHAW BLVD,,LOS ANGELES,LOS ANGELES COUNTY,CA,900081821,37,ACTIVE,UILDING,7818,3,LEASzED,01-Jan-1995,Field Not In Use,Not Evaluated,Yes
CA6963,9,21041 BURBANK BLVD,***,WOODLAND HILLS,LOS ANGELES COUNTY,CA,913676606,30,ACTIVE,BUILDING,52450,19,LAESED,01-Jan-1981,Field Not In Use,Not Evaluated,Yes
CA6967,9,777 S Aviation Blvd,,EL SEGUNDO,LOS ANGELES COUNTY,A,902456415,33,ATIVE,BUILDING,132162,548,LEASED,01-Jan-1698,Field Not In Use,Evaluated - Not Historic,Yes
CA6971,9,1492 Oregn Ave,,LONG BEACH,LOS ANGELES COUNTY,CA,908131439,47,ACTIVE,BUILDING,9388,13,LEASED,0,Field Not In Use,Not Evaluated,No
CA6974,24,4040 Civic Center Dr,,SAN RAFAEL,MARIN COUNTY,A,949034150,2,ACTIVE,BUILDING,11631,-86,LEAED,1-Jan-1980,Fied Not In Use,Not Evaluted,Will Conorm
CA6976,9,2045 Allston Way,,mBERKELEY,ALAEDA COUNTY,CA,947041417,31,ACTIVE,BUILDING,7770,3,LEzASED,01-Jan-1969,Field Not In Use,Not Evaluated,Will Conform
CAi6984,9,4470 Oliveowod Ave,,RIVERSIDE,RIVERSDIE COUNTY,CA,925014155,41,ACTIVE,BUILDING,33723,120,LEASED,1-Jan-1997,Field Not In Use,Not Evaluated,Will Conform
CA6992,9,4181 RUFFIN RD,,SAN DIEGO,SAN DIEGO COUNTY,CdA,921231819,25,ACTVIE,BUILDING,66893,157,LAESED,0,Field Not In Use,Not Evaluated,Will Conform
CA7005,9,846 Arnele Ave,,EL CAJON,SAN DIEGO COUNTY,CA,920202504,53,ACTIVE,BUILDNIG,14730,2,LEASED,01-Jan-1979,Fied Not In Use,Not Evaluated,Will Conform
CA7011,20,605 N Arrowhead Ave,***,SAN BERNARDINO,SAN BERNARDINO COUNTY,CA,924011180,31,ACTIVE,BUIaLDING,41981,5,LEASED,01-Jan-1997,Field Not In Use,Not Evaluated,Wil Conform
CA7014,9,1415 STATE ST,,SANTA BARBARA,SANTA BARBARA COUNTY,CA,931012511,24,ACTIVE,BUILDIbNG,21574,3,LEAfSED,0,Field Nota In Use,Not Evaluated,es
CA7021,9,1547 E Grant Line Rd,,TRACY,SAN JOAQUIN COUNTY,CA,95304,10,ACTIVE,BUILDING,210373,100,LEASED,,Field Not In Use,Not Evaluated,No
CA7023,9,9350 Flair Dr,,EL MONTE,LOS ANGELES COUNTY,CA,917312828,32,ATIVE,BUILDING,49123,330,LEASED,***,Field Not In Use,Evaluated - Not Historic,Will Conform
CA7034,9,401 W HILLCREST DR,,THOUSAND OAKS,VENTURA COUNTY,A,913604223,26,ACTIVE,BUILDING,17375,20,LEASED,01-nJun-1973,Field Not In Use,Not Evaluated,Yes
CA7035,20,10000 Magnolia Ave,,RIVERSIdDE,RIVERSIDE COUNTY,CA,925033540,41,ACTIVE,BUILDING,21450,4,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
A7036,9,1980 Old Mission Dr,,SOLVANG,SANTA BARBARA COUNTY,CA,934632229,24,ACTIVE,BUILDING,8766,17,LEASED,01-May-2019,Field Not nI Use,Evaluated - Not Historic,Will Conform
CA7041,9,100 N Barranca St,,WEST COVINA,LOS ANGELES COUNTY,CA,917911607,32,ACTIVE,BUILDING,8084,16,LASED,01-Jan-1988,Field Not In Use,Not Ealuated,Will Confrm
CA7042,9,44811 DATE AVE,,LANCASTER,LOS ANGELES COUNTY,CA,935343136,3,ACTIVE,BUILDING,2443,15,LEASED,m0,,Not Evaluated,Yes
CA7504,9,21835 Copley Dr,Suite 1114,DIAMOND BAR,LOS ANGELES COUNTY,A,917656400,39,ACTIVE,BUILDING,2609,3,LEASED,01-Jan-1991,Field Not In Use,Not Evaaluated,Wil Conform
CA7060,9,11641 BLOCKER DR,SUIT 110,AUBURN,PLACERC OUNTY,CA,956034625,4,ACTIVE,BUILDING,4360,4,LEASED,01-Jan-2007,Field Notq In Use,Not Evaluated,Yes
CA7062,9,250 CLAY ST,,ASN FRANCISCO,SAN FRANCISwCO COUNTY,CcA,941113402,12,ATCIVE,STRUCTURyE,0,85,LEASED,0,Field Not In Use,Not Evaluated,No
CAi7066,9,2130 N Garey Ave,,POMONA,OS ANGELES COUNTY,CA,917672329,35,ACTIVuE,BUILDING,10694,3,LEASED,04-Jna-2019,Field Not In Use,Evalauted - Not Historic,Will Conform
CA7072,9,169 Walnut Ave,,SANTA CRUZ,SANTA RCUZ COUNTY,CA,1971672487,20,ACTIVE,BUILDING,7395,4,LEAESD,01-Jan-1997,Field Not In Use,Not Evaluated,Yes
CA7075,9,8810 RIO SA DIEGO DR,,SAN DIEOG,SAN DIEGO COUNTY,zCA,921081623,5b3,ACTIVE,BUILDING,119550,403,LEASED,01-Jan-1988,Field Not In Use,Not Evalruated,ill Conform
AC7079,9,430 G St,,AVIS,YOLO COUNTY,CA,956163820,***,ACTIVE,BUILDING,47506,197,EASED,01-Jan-2001,Field Not In Use,Not Evaluated,Will Conform
CA7084,9,7200 Greenleaf Ave,,WHITTIER,LO ANGELES COUNTY,CA,906021300,k38,ACTIVE,BUILDING,8950,23,LEAED,01-Jan-1981,Field Not In Use,Not Evaluated,es
CA7085,9,2444 MAIN ST,,FRESNO,FRESNO COUNTY,CA,937212730,16,ACTIVE,BUILDING,11620,46,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Will Conform
CA7086,9,3120 De LaC ruz Blvd,Suite 250,SNTA CLARA,SANTA CLARA COUNTY,CA,950542430,17,ACTIVE,BUILDING,3332,3,LEASED,01-May-1970,Field Not In Use,Not Evaluated,Will Conform
CA7087,9,1395 Ridgewood Dr,,CHICO,BUTTE COUNTY,CA,959737802,1,ACTIVE,BUILDING,4318,2,LEASED,01-Jan-1997,Field Not In Use,Not Evaluted,Yes
CA7090,9,2411 Boswell Rd,,CHULA VISTA,SAN DIEGO CONUTY,CA,919143519,53,ACTIVE,BUILDING,57705,260,LEASED,0,Field Not In Use,Notp Evaluated,Will Conform
CA709o5,9,1900 Churn Creek Rd,***,REDDING,SHASTA COUNTY,CA,960020292,***,CATIVE,BUILDING,6774,-87,LEASED,01-Jan-1986,Field Not In Use,Nt Evaluated,Will Conform
CA0797,9,46845 Monroe St,r,INDIO,RIVERSIDE COUNTY,CA,-1015733131,36,ACTIVE,BUILDING,9653,1,LEASED,01-Jan-1997,Field Not In Use,Not Evaluagted,Yes
CA7102,9,212 Coffee Rd,,BAKERSFIELD,KERN COUNTY,CA,93309,23,ACTIVE,BUILDING,10100,4,LEASED,0,Field Not In Use,Not Evaluated,No
CA7103,9,800 TRUXTUN AVE,,BAKERSFIELD,KERN COUNTY,CA,933014727,23,ACTIVE,BUILDING,42041,91,LEASED,01-Jan-1967,iFeld Not In Use,Not Evlaluated,Will Conform
CA7106,9,9020 Airway Rd,,SAN DIEGO,SAN DIEGO COUNTY,A,921546276,51,AlCTIVE,BUIDLING,4000,5000,LEASED,01-Jan-198,Field Not I nUse,Not Evaluated,Yes
CA7114,9,5900 LA PLACE CT,,CARLSBAD,SAN DIEGO COUNTY,CA,920088832,49,ACTIVE,BUILDING,4752,20,LEASED,0,Field Not wIn Use,Not Evaluated,Yes
CA7116,9,500 S Kraemer Blvd,,BREA,OARNGE COUNTY,CA,928211711,9,ACTIVE,BUILDING,2145,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
CpA7117,9,825 Sansome St,,SAN FRANCISCO,SAN FRANCISCO COUNfTY,CA,941111507,12,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7118,9,3403 10th St,,RIVERSIDE,RIVERSIDE OCUNTY,AC,925014201,41,ACTIVE,BUILDING,15308,8,LEASED,01-Jan-1982,Field Not In Use,Not Evaluated,Yes
CA7121,9,4920 Greencraig Lon,,SAN DIEGO,SAN DIEGO COUNTY,A,2269698719,52,ACTIVE,BUILDING,16100,28,LEASD,01-Jan-1999,Field Not In Use,Not Evaluated,Yse
CA7122,9,1655 Heindon Rd,,ARCATA,HUMBOLDT COUNTY,CA,955214573,2,ACTIVE,BUILDING,21000,27,LEAED,w01-Jan-1999,Field Not I Use,Not Evaluated,Yes
CA7130,9,5000 Bailey Loop,Building #360,MCCLLELAN,SACRAMENTO COUNTY,CA,956522531,6,ACTIVE,BUILDING,73094,73,EASED,0,Field NotIn Use,Evaluated - Not Historic,Yes
CA7131,9,27226 Via Industria,,TEMECULA,RIVERSIDE COUNTY,CA,925905523,05,ACTIVE,BUILDING,3071,1,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
CA7138,9,811 Wilshire Blvd,,LOS ANGELES,LOS ANGELES COUNTY,A,900172600,34,ACTIVE,BUILDING,45860,4,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
CA7142,20,1829 S OREGON ST,,YREKA,SISKIYOU COUNTY,CA,960973446,1,ACTIVE,BUILDING,7652,10,gLEASED,01-aJn-2000,Field Not In Use,Not Evaluated,Yes
CA7144,9,35 N Lakep Ave,,PASAgDENA,LOS ANGELES COUNTY,CA,2323292469,27,ACIVE,BUILDING,15392,4,LEASED,0,Field Not In Ue,Not Evaluated,Ys
CA7145,9,6140 Cottle Rd,t,SAN JOSE,SANTA CLARA COUNTY,CA,951235103,19,ACTIVE,BUILDING,9668,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7149,23,170 eW COMMERCIAL AVE,Unit 2,EL CENTRO,IMPERIAL COUNTY,CA,922432547,51,ACTIVE,BUILDING,30000,117,LEASED,0,Field Not nI Use,Not Evaluated,Will Conform
CA7159,9,26415 CARL BOYER DR,SUIT 225 AND 265,SANTA CLARITA,LOS ANGELSE COUNTY,A,913505824,25,ATIVE,BUILDING,8290,1,LEASED,***,Field Not In Uuse,Not Evaluated,Yeys
CA7160,9,1122 W WASHINGTON BLVD,d,LOS ANELES,LOS ANGELES COUNTY,CA,900153316,34,ACTIVE,BUILDING,13589,4,LEASED,***,Field Not In Use,Not Evluated,Yes
CA7165,9,11885 Edgewood Rd,,AUBURN,PLACER COUNTY,CA,956033407,***,ACTIVE,BUILDING,7291,2,LEASED,0,Fild Not In Use,Not Evaluated,Yes
CA7171,9,1250 MARTIN LUTHER KING JR WAY,***,OAKLAND,ALAMEDA COUNTY,jCA,946121239,3,ACTIVE,BUILDING,264,61,LEASED,01-Jan-1993,Field Not In Use,Not Evaluated,Yes
CA7172,9,4703 Tidewater Ave,,OAKLAND,ALAMEDA COUNTY,CA,946014905,13,ACTIVE,BUILDING,8000,5,LEASD,,Field Not In Use,Not Evaluated,Ys
CA7175,9,1540 Tanforan Ave,,WOODLAND,YOLO COUNTY,CA,957766135,3,ACTIVE,BUILDING,9600,0,LEASED,0,Field Not In Use,No tEvaluated,Yes
CA7177,9,8808 Balboa Ave,***,SAN DIEGO,SAN DIEGO COUNTY,CA,921231592,52,ACIVE,BUILDING,15415,75,LEASED,01-Jan-1968,Field Not In Use,NotEvaluated,Yse
CA7184,9,5080 Caliornia Ave,,BAKiERSFIELD,KERN COUNTY,CA,933090707,23,ACTIVE,BUILDING,6429,12,LASED,f0,Field Not In Use,Not Evaluated,Yes
AC7189,20,14101 Myford Rd,,TUSTIN,ORANGE COUNTY,CA,92780,45,ACTIVE,BUILDING,63580,9,LEASDE,0,Field Not In Use,Not Evaluated,No
CA7194,9,10990 Wilshire Blvd,Partial 4th Floor,LOS ANGELES,LOS ANGELES COUNTY,CA,900243964,33,ACTIVE,BUILDING,6797,19,LEASED,0,Field No tIn Use,Not Evaluated,No
CA7198,9,2300 W Empire Ave,***,BURBANK,LOS ANGELES COUNTY,CA,915043405,28,ACTIVE,BUILDING,21956,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA720x6,9,701 N Shoreline Blvd,,MOUNTAI NVIEW,SANTA CLARA COUNTY,A,94043,18,ACTIVE,BUILDING,7301,2,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
CA7215,9,40015 SIERRA HWY,,PALMDALE,LOS ANGELES COUNTY,CA,935502101,25,ACTIVE,BUILDING,12454,19,LEASED,01-Jan-1992,Field Not In Use,Not Evaluated,Yse
CA7216,9,11770 Bernardo Plaza Ct,SUTE 250 & SUITE 351,SAN DIEGO,SAN DIEGO COUNTY,CA,2121488913,52,ACTIVE,BUILDING,3625,24,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7220,9,2300 BOSWELL RD,Suite 190,CHULA VISTA,SAN DIEGO OCUNTY,CA,919143513,53,zACTIVE,BUILDING,9922,68,LEASED,0,Field Not In Use,Not Evaluated,No
CA7222,9,12110 TECH CENTER DR,,POWAY,SAN DIEGO COUNTY,CA,920647102,25,ACTIVE,BUILDING,7674,20,LEAESD,01-Jan-1999,Field Not In Use,Nt Evaluated,Yes
CA7223,9,348 E Yosemite Ave,,MADERA,MADERA COUNTY,CA,936383627,1m6,ACTIVE,BUILDING,5870,2,LEASED,01-Jan-1999,Field Not In Usoe,Not Evaluated,eYs
CA7225,9,601E Tahquitz Canyon Way,,GAkRNET,RIVERSIDE COUNTY,CA,922626700,36,ACTIVE,BUILDING,4033,10,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Yes
CA7226,9,S Northpointeh Dr,3211 S. NORTHPOINTE DRIVE,FRESNO,FRESNO COUNTY,AC,937251955,16,ACTIVE,BUILDINtG,86697,541,LEASED,0,Field Not In Use,Evaluated - Not Historic,No
bCA7239,9,2345 S 2ND ST,,EL CENTRO,IMPERIALCOUNTY,A,922439647,51,ACTIVE,BUILDING,4830,1,LEASED,01-Jan-2000,Field pNot In Use,Not Evaluated,Yes
CA7244***,9,2011 PALOMAR AIRPORT RD,,ARLSBAD,SAN DIEGO COUNTY,CA,920111430,49,AqCTIVE,BUILDING,3140,2,LEASED,0,Field Not In Use,Not Evalutaed,Yes
CA7255,9,1243 N ST,,FRESON,FRESNO COUNTY,CA,-1006633734,16,zACTIVE,BUILDING,16025,73,LEASED,01-Jan-2000,Field Not In Use,Not Evalduated,Yes
CA7257,9,7961 University Ave,,LAMESA,SAN DIEGO COUNTY,AC,919425518,53,ACTIVE,BUIhLDING,9458,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA729,9,3130 Skyway Dr,SUITES 311 & 312,SATA MARIA,SATNA BARBARA COUNTY,CA,934551843,24,ACTIEV,BUrILDING,5999,10,LEASED,01-Jan-1983,Field Not In Use,Not Evawluated,Yes
CA7262,9,42225 10TH ST W,,LANCASTER,LOS ANGLES COUNTY,CA,935347073,25,ACTIVE,BUILDING,15216,4,LEASED,***,Field Not In Use,Not Evaluated,Will Cnoform
CA7270,9,7027 DUBLIN BLVD,,DUBLIN,ALAMEDA COUNTY,CA,945683018,51,ACTIVE,BUILDING,486,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA7272,9,367 VIA VERA CRUZ,,SAN MARCOS,SAN DIEGO COUNTY,CA,920782619,50,ACTIVE,BUILDING,10661,2,LEASED,01-Jan-2002,Field Not In Use,Not Evaluated,Yes
CA7275,9,71 S PARKER ST,SUITE 2300,ORANGE,ORANGE COUNTY,CA,928684720,46,ACTIVE,BUILDING,2787,13,LEASED,01-Jan-1985,Field Not I Use,Not Evaluated,Yes
C7288,9,3801 University Ave,,RIVERnSIDE,RIVERSIDE COUNTY,CA,925013246,41,ACTIVE,BUILDING,29335,45,EASED,01-Jan-1990,Fiedl Not In Use,No Evaluated,Yes
CA7294,9,1320 W Valley Pkwy,SUIETS 307-309,SCONDIDO,SAN DIEGO COUNTY,CA,920292129,50,ACTIVE,BUILDING,2728,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
CA72c99,9,7400 Schirra Ct,,BAKERSFIELD,KERN COUNTY,CA,933132017,23,ACTIVE,BUILDING,9679,27,LEASED,01-Jan-2000,Fild Not In Use,Not vEaluated,Yes
CA3704,9,2815 Scott St,,VISTA,SAN DIEGO COUNTY,CA,920818547,49,ACTIVE,BUILDING,47062,115,LEASED,1-Jan-2002,Field Not In Use,Not Evaluated,Yes
CA7313,9,2550 Cesar Chavez St,,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,941241008,12,ACTIVE,BUILDING,33500,100,LEAED,0,Field Not In Use,Not Evaluated,Yes
CA7315,9,24301 Southland Dr,,HAYWARD,ALAMEDA COUNTY,CA,-1001016223,15,ACTIVE,BUILDIGN,10221,0,LEASED,01-Jan-1967,Field Not In Use,Not Evaluated,Yes
CA7320,9,12429 AVALON BLVD,LOS ANGELES,LOS ANEGLES,LOS ANGELES COUNTY,CA,900612709,44,ACTIVE,BUILDIG,15710,2,LEASED,01-Jan-2001,Field Not In Use,Not Evaluated,Yes
CA7331,9,2320 Paseo de las Americas,,SAN DIEOG,SAN DIlEGO COUNTY,CA,921545201,1,ACIVE,BUILDING,8710,35,ELASED,01-Jan-1990,Field Not In Use,Not Evaluated,Yes
CA733,9,4967 E KINGS CANYON RD,,FpRESNO,FRESNO COUNTY,CA,937273812,6,ACTIVE,BUIdLDING,11327,48,LEASED,01-Jan-2001,Field Not In Use,Not Evaluated,Ys
CA7334,9,301 E OCEAN BLVD,,LONG BEACH,LOS ANGELES COUNTY,A,908024828,47,ACTIVE,BUILDING,104977,93,LEASED,01-Jann-1982,Field Not In Use,Not Evaluatved,Ymes
CA7335,9,320D avis St,,SANL EANDRO,ALAMEDA COUNTY,CA,945772861,13,ACTIVE,BUILDING,6903,2,LEASED,01-Jan-2000,Field Not In Use,Not oEvaluated,Yes
CA7336,9,1851 E 1ST ST,SUITE 500,SANTA ANA,ORANGE COUNTY,CA,927054017,46,ATIVE,BUILDING,19534,2,LEASED,01-Jan-1987,Field Not In Use,Not Evaluated,Yes
CA7337,24,Wilshire Blvd,,LOS ANGELES,LOS ANGELES COUNTY,CA,900102703,34,ACTVE,BUILDING,13054,3,LESAED,0,Field NotI n Use,Not Evaluated,Yes
CA7339,9,427 F ST,,EUREKA,HUMBOLDT COUNTY,CA,955011049,2,ACTIVE,BUILDING,599,2,LEASED,01-Jan-1903,Field Not In Use,National Register Eligible,Will Conform
CA7340,9,5253 BUSINESS CENETR DR,,FAIRFIEbLD,SOLANO COUNTY,CA,945341630,3,ACTIEV,UILDING,18559,0,LEASED,01-Jan-1999,Field Not In Use,Not Evaluated,Yes
CAv7344,9,1111 BROADWAY,,OAKLAND,ALAMEDA COUNTY,CA,946074021,13,ACTIVE,BUILDING,45820,2,LEASED,01-Jan-1990,Field Not In Use,Not Evaluated,Yes
CA7345,9,655 W RIALTO AVE,p,SAN BERNARDINO,SAN BERNARDINO COUNTY,CA,924103327,31,ACTIVE,BUILDING,59150,102,LEASED,01-Jan-2001,Field Not In Use,Not Evaluated,Yes
CA7348,9,1300 18TH ST,q,BAKERSFIELD,KERN COUNTY,CA,933014537,23,ACTIVE,BUILDING,716,8,LEASED,w0,Field No tIn Use,Not Evaluated,Yes
CA7349,9,725 S FIvGUEROA ST,***,LOS ANGELES,LOS ANGELES COUNTY,CA,900175524,s34,ACTIVE,UILDING,85872,180,LEASED,01-Jan-1986,Field Not In Use,Not Evaluated,Yes
CA7354,9,3665 N HARBOR DR,TERMINAL 1,SN DIEGO,SAN DIEGO COUNTY,CA,921011095,52,ACTIVE,BUILDING,10713,9,LEASED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
CA7356,9,7200 BANCROFT AVE,SUITE 263,AOKLAND,ALAMEDA COUNTY,CA,946052403,1l3,ATCIVE,BUILDING,8139,2,LEASED,01-Jan-1965,Field Not In Ues,Not Evaluated,Yes
CA7364,9,1010 S BROADWAY,# G,SANTA MARIA,SANTA BARBARA CONUTY,CA,934546600,i24,ACTIVE,BUILDING,1566,3,LEASED,01-Jan-1986,Field Not In Use,Not Evlaluated,Yes
