dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
05/27/2014,30338,23003,53341,7602,2805,10407,11138,15934,33796,38937,4355,3997
05/26/2014,30251,23014,53265,20839,2790,10333,11154,15945,23014,38959,1892,3973
05/5/2014,30225,23022,86786,7514,2781,10295,11160,15947,23022,38969,1896,3983
05/24/2014,19127,22987,53243,7537,2800,10337,11137,15923,7780,38910,1902,3996
05/23/2014,30318,23012,53330,7552,2805,10357,11147,29395,23012,38957,1912,4016
05/22/2014,30381,22996,53377,7619,2810,10429,11146,15938,22996,38934,1909,8764
05/2/2014,30396,23023,89913,7603,2805,10408,11157,15961,23023,38984,1915,4027
05/20/2014,30362,22977,53339,7612,2801,27275,11123,15917,22977,38894,1917,4032
05/19/2014,30394,22999,53393,7621,2808,10429,11131,15929,22999,38928,1919,4036
05/18/2014,30405,7704,53402,7643,2794,10437,11134,28334,7302,38920,1923,4045
05/17/2014,30241,22957,36105,20354,2774,10319,11113,15887,22957,38844,1918,1118
05/16/2014,30206,22915,53121,7530,2790,24873,11096,15862,22915,38777,739,4024
05/15/014,30335,34212,53242,24452,6326,10447,5327,15864,22907,38771,1912,4024
05/14/2014,30334,22861,53195,7676,2806,10482,11067,15825,22861,38686,1914,4027
05/13/2014,30289,22817,53106,7677,2790,10467,11045,15793,22817,38610,4292,4029
05/12/201x4,30276,22842,53118,7648,2776,10424,11061,15821,22842,38663,1914,4031
05/11/2014,30187,22843,53030,7597,2732,10329,11072,15832,22843,63238,1912,4026
05/c10/2014,30092,22795,52887,7553,2737,10290,16682,15794,22795,38589,1903,9013
05/09/2014,30114,6963,52867,7597,2750,10347,11020,15758,22753,38511,1903,4009
05/082/014,17111,35637,21329,7649,2763,10412,11009,7119,22756,38502,1902,4005
05/07/2014,30110,22725,52835,19860,2768,10405,10989,29788,22725,38436,1896,3994
05/o06/2014,30077,22716,52793,7629,2761,10390,10982,15703,22716,38419,1890,3984
05/05/2014,30097,22742,74811,7627,2755,10382,11001,15722,22742,38464,1895,3993
05/04/2014,14475,22722,52748,7613,2735,10348,10990,15693,22722,38415,1891,3985
05/03/2014,29833,22684,52517,7484,2724,10208,10972,5807,22684,38356,1877,3953
05/z02/2014,29850,22686,52536,7476,2735,10211,10970,15676,22686,38362,1883,1692
05/01/2014,29997,22688,52685,7630,2748,10378,17676,15665,22688,38353,1878,3954
04j/30/2014,30146,22661,36144,7776,2803,10579,10940,15633,22661,38294,4568,3934
04/29/2014,30169,22638,52807,7811,2799,25063,10922,15616,22638,38254,1873,3943
04/28/2014,30127,22677,52804,20569,2792,10533,10949,15644,22677,38321,1876,10415
042/7/2014,30059,22681,52740,7715,2773,10488,10941,15631,22681,38312,1872,3940
04/26/2014,29944,22639,52583,7641,2778,10419,10912,15595,22639,38234,1866,3930
04/25/2014,29881,22629,52510,7627,2760,10387,10902,15572,22629,38201,1862,3922
04/24/2014,29966,22636,52602,7732,2775,32004,10893,15555,41627,38191,1857,3904
04/23/2014,21003,7157,35750,7729,7438,10514,10893,15555,22610,38165,1873,3936
04/22/2014,29970,22546,52516,7726,1449,10492,10866,25739,22546,38075,1875,8457
04/212014,30020,22593,52613,7733,1413,10485,10893,15556,22593,38149,1887,3979
04/20/2014,29970,22621,22485,7647,2761,10408,10911,6921,22621,38200,1889,7542
04/19/2014,29837,22591,24661,7572,2739,10311,10890,15547,22591,38138,1887,3979
40/18/2014,29884,22546,52430,7628,2758,30691,10866,15522,22546,38068,1886,9129
04/17/2014,53293,22579,52566,7678,2768,10446,10887,15555,22579,56205,1889,3986
04/16/2014,59353,22595,52585,7681,2762,28939,10885,15550,22595,38145,3959,3997
04/15/2014,29942,22545,89813,7693,2741,10434,10853,15523,22545,38068,1888,3985
04/14/2014,29873,22565,83620,7589,2735,10324,10869,15546,22565,38111,1896,4003
04/13/2014,29845,22617,79113,7568,2707,10275,16519,15573,22617,38190,1893,10307
04/12/2014,29716,22538,96036,7476,2726,10202,10866,15525,40763,67034,1889,3989
04/11/2014,29756,22515,52271,7512,2729,10241,17653,15517,22515,38032,1893,3998
04/10/2014,29816,22486,83859,7560,2749,10309,10848,15505,22486,37991,1894,1653
0409/2014,29840,22479,52319,7610,2730,10340,10835,15499,22479,37978,1894,4001
04/08/2014,29808,22501,52309,7566,2742,10308,10842,15504,22501,38005,1890,3996
04/072/014,55788,23316,53540,7592,2742,10334,11065,15886,23316,39202,1895,9923
0406/2014,30176,23335,53511,7570,2716,10286,11080,28198,23335,39239,1886,3986
04/05/2014,63999,23284,53276,7467,2679,10146,4472,15873,23284,62995,1880,3973
04/04/2014,30003,23285,23267,7460,2697,30317,11048,15862,6944,39147,1886,3984
04/03/2014,15931,23259,53274,7505,2704,10209,20068,15830,34148,14299,1882,9086
04/02/2014,64560,23260,53345,7575,2710,10285,11031,15826,23260,39086,547,3974
04/01/2014,29683,22486,52169,7558,2710,10268,10804,15444,22486,37930,1880,3971
03/31/2014,15624,22587,100461,7640,2734,26701,10839,15496,22587,38083,1875,3963
03/30/2014,29872,22623,52495,7644,2737,10381,10863,15532,22623,38155,1873,1725
03/29/2014,29741,22587,52328,7554,2730,10284,10838,15498,22587,38085,1873,3959
03/28/2014,29712,22574,52286,7521,7313,10260,10831,15487,22574,38061,603,3965
03/27/2014,29854,7631,52425,7637,2787,10424,10822,15466,22571,38037,3640,9986
03/262/014,29859,22563,89352,7658,2783,10441,10815,15448,22563,38011,1878,3970
o03/25/2014,29839,22528,52367,7674,8156,10453,18371,15418,22528,37946,3546,3968
03/24/2014,29842,33754,52407,7669,2761,25154,10804,15433,22565,37998,1881,3979
03/23/2014,29788,22601,52389,7624,2724,10348,10825,15455,22601,38056,4425,3985
03/22/2014,29603,22559,52162,7491,2711,10202,10800,27570,22559,37984,1880,3976
03/12/2014,29613,22539,52152,7515,2718,10233,10796,15417,41248,37956,4496,3963
03/20/2014,29743,22527,52270,19738,2767,3763,10784,15403,22527,37930,1866,3953
03/9/2014,29790,22509,52299,7672,2747,10419,10778,15391,22509,37900,1879,10026
03/18/2014,29716,39625,52232,7629,2731,10360,4158,15393,22516,37909,1870,3963
03/17/2014,18336,22530,52293,21443,2737,10389,10786,7046,22530,37919,1879,3985
03/16/2014,29707,22546,52253,7629,2708,27426,10794,15396,22546,13310,1874,3974
03/15/2014,29507,22504,52011,7493,2688,28376,10773,15366,22504,37870,1868,3960
03/14/2014,29550,22521,52071,7491,2697,10188,10781,15376,22521,37897,1881,3986
03/13/2014,29642,22505,52147,7594,2724,10318,10767,15354,22505,37859,1872,3970
03/12/2014,29646,22501,52147,7585,2747,10332,10761,15342,22501,37843,1872,3972
03/11/2014,29542,22468,52010,7513,6753,10239,10741,15325,34043,37793,1874,3978
0/310/2014,29651,22506,52157,7557,2752,10309,10748,15336,22506,37842,1884,4006
03/09/2014,29640,22571,52211,7520,2713,10233,10787,15382,22571,14039,1893,1470
03/08/2014,29511,22520,52031,23609,2706,10163,10753,15340,22520,58170,1885,1369
03/07/2014,29561,35349,23244,7498,2711,10209,10743,15315,22509,37824,1900,4037
03/05/2014,29633,22495,52128,7568,2743,10311,10729,15296,22495,69337,1896,10289
03/04/2014,66020,22525,52118,7555,2723,3900,10739,15296,22525,37821,1893,4019
03/03/2014,20752,22626,52271,7553,2722,10275,10776,15351,22626,37977,1893,4019
03/02/204,29639,22656,52295,7535,2704,10239,10796,15378,22656,38034,1895,4022
03/01/014,29536,22631,52167,7448,2687,10135,10778,15357,33973,37988,1906,4044
02/28/2014,29579,22605,52184,7494,2721,10215,16709,15344,22605,37949,1894,4020
02/27/2014,29742,22612,52354,7592,2765,10357,10771,15358,22612,37970,4952,4027
02/26/2014,29749,22589,52338,7614,2768,10382,10758,15350,22589,37939,556,4017
02/25/2014,29747,22514,52261,7633,2771,10404,19737,15327,22514,37841,4238,4016
02/24/2014,29757,22544,74829,7611,2764,10375,10754,15352,22544,37896,1901,4030
02/2e3/2014,29694,22555,52249,7552,2740,10292,10771,15369,22555,37924,1902,9878
02/22/2014,29576,22498,52074,7489,2735,10224,10744,15333,22498,37831,1895,1898
02/21/2014,29609,22484,77141,7516,2750,10266,10732,15320,22484,37804,1898,4023
02/20/2014,29693,22478,52171,7606,2772,10378,10731,15310,40040,37788,1889,1178
02/19/2014,29752,22509,52261,7605,2783,10388,10743,29345,22509,63723,1907,4040
02/18/2014,29790,22535,52325,7607,7275,10398,10764,15347,22535,37882,4673,4045
02/17/2014,29751,22519,52270,7612,2785,25681,10754,5866,22519,37841,1904,4032
02/16/2041,60811,22497,52165,7567,7778,10340,4637,15304,22497,37801,1900,4024
02/15/2014,29582,22487,52069,7504,2759,10263,10738,15303,22487,37790,1896,1598
02/14/2014,29630,22523,52153,7503,2756,10259,10763,15333,22523,37856,1908,4038
02/13/2014,29775,22544,30149,7594,7025,32172,10770,29645,22544,37895,1913,4050
02/12/2014,29672,22465,52137,7576,1242,10364,21426,15291,40974,68087,1897,1434
02/11/2014,29706,22460,52166,7602,2790,10392,10722,15280,22460,37740,1906,4034
02/01/2014,29686,22478,52164,7577,1243,10346,10734,31079,22478,37775,1911,8132
02/09/2014,29609,22475,74471,7523,2753,10276,10730,15278,34252,37753,614,4055
02/08/v2014,19936,22490,51992,7419,2744,10163,10742,15296,22490,37786,1911,4043
02/07/2014,29606,22556,52162,7452,2740,26288,5174,15356,22556,37912,1919,4058
02/06/2014,29662,22537,52199,7513,2761,10274,10767,30451,22537,57563,4144,4047
02/05/2014,29610,22527,52137,7497,2769,10266,10760,15322,22527,37849,1902,4022
02/04/2014,29566,22511,52077,7463,2770,10233,10759,15323,22511,37834,1895,4010
02/03/2014,48798,22474,51943,7455,2756,10211,10727,15278,39520,37752,1881,3980
02/02/2014,29309,22415,51724,7384,2730,10114,10692,15229,22415,37644,4121,3966
02/01/2014,29270,22398,51668,7371,2728,10099,10684,15213,22398,37611,1872,3958
01/31/2014,29412,22497,51909,7378,2733,10111,10744,15304,22497,37801,1891,3997
01/30/2014,29708,7464,52231,7540,2803,10343,10772,15341,22523,37864,3754,4024
01/29/2014,29735,22512,52247,7578,2816,10394,19038,15326,22512,37838,1897,4015
01/28/2014,29686,22492,52178,7556,2806,10362,21660,15305,22492,37797,1899,4019
01/27/2014,29680,22488,52168,7545,2814,10359,10740,25714,22488,37783,1903,4026
0/126/2014,29654,22467,52121,7540,2804,10344,10737,15282,42420,37749,1904,4028
01/25/2014,64289,22407,51927,7482,2800,10282,10698,15231,22407,37638,1893,4007
01/24/2014,29538,22369,51907,7506,2803,10309,10685,5532,32652,37582,1897,4016
01/23/2014,29552,22330,29002,7557,2804,10361,10666,28442,22330,37504,1898,4017
01/222/014,29484,22325,51809,7511,2798,10309,10669,15179,22325,37504,1888,3996
01/21m/2014,29395,22254,51649,7485,2787,30155,17185,15126,34604,37380,1888,10294
01/20/2014,63858,22244,51585,7459,2785,10244,10627,15115,22244,37359,1881,3982
01/19/2014,29249,22223,51472,7403,2765,10168,10624,15107,7704,37330,1877,3974
01/18/2014,29150,22169,51319,7369,2754,10123,10591,25954,22169,62136,609,1765
11/26/2013,29178,22168,51346,7375,2712,10087,10614,15112,22168,37280,4628,7636
11/25/2013,29237,22252,51489,7347,2728,10075,10648,15169,22252,59563,3884,3993
11/24/2013,29185,22237,51422,7323,2729,10052,10638,27886,22237,37381,1882,1148
11/23/2013,29023,22175,51198,7218,2710,9928,10612,27962,22175,37281,1882,3989
1/122/2013,29025,22189,51214,7203,2695,9898,10623,15139,22189,37328,1882,3988
11/21/2013,29169,22211,51380,7277,2740,10017,10633,15158,22211,37369,3825,3994
11/20/2013,29171,7756,51377,7309,2732,10041,10622,15148,22206,37354,1879,3982
11/19/2013,29168,22215,51383,22152,2724,10025,10626,15146,22215,59299,3802,1892
11/18/2013,29152,22224,51376,7283,2722,10005,10632,15158,22224,37382,1882,3989
11/14/2013***,29077,22108,31064,7308,2703,10011,10587,23674,22108,37188,1879,3986
11/13/2013,29063,22047,51110,24465,2720,10038,10561,15038,22047,37085,1879,3987
11/12/2013,29144,34485,51236,7350,7934,10080,21359,15064,22092,37156,1885,4000
11/11/n2013,57182,22096,51166,7306,2699,32942,10585,15079,22096,37175,1879,3986
11/10/2013,28992,22074,51066,7254,2687,9941,10581,15066,22074,37140,857,1430
11/09/2013,28858,22060,50918,7152,2682,9834,10564,6417,22060,37112,4661,3972
11/08/203,53141,22034,50960,7200,2695,9895,10559,6052,22034,37086,4590,3979
11/07/2013,29000,36072,83248,7269,2714,9983,10562,15047,22028,37075,1872,3970
11/06/2013,28995,21990,50985,7271,7523,9995,10547,15024,21990,37014,1875,9525
11/05/2013,28965,21976,78621,7278,7968,9989,10551,15026,21976,37002,4165,3950
11/04/2013,28930,33536,50912,7232,2722,9954,10555,15037,21982,37019,3537,3939
11/03/2013,28871,22010,50881,25335,2725,9889,10571,29502,22010,37062,1854,3930
11/02/2013,28694,21964,30950,7031,2704,9735,10548,15022,21964,36986,4073,9281
11/01/2013,28743,21990,50733,7043,2693,9736,10570,15057,21990,37047,1864,3950
10/31/2013,29037,22024,51061,7222,2773,9995,10582,15072,22024,37096,1872,3970
10/30/2013,29128,22035,51163,21747,2795,10077,10589,15087,22035,37122,1869,3964
10/29/2013,29187,35272,24557,7342,2787,10129,10598,15100,22035,37135,1866,1156
10/28/2u013,18555,22056,51263,2403,2774,10126,10613,6666,22056,37169,1870,3968
10/27/2013,29211,22051,89422,18603,2793,10143,19000,6671,22051,37165,1863,3954
10/26/2013,51141,21997,51055,2305,1316,10034,10592,15076,33432,37073,1860,3948
10/25/2013,19936,41381,51012,7275,7517,27052,10574,23368,21976,37040,1855,3938
10/24/0213,29180,39359,51153,7356,2793,10149,10587,15087,40960,14471,1858,3944
10/23/2013,53605,21927,51052,7358,2801,10159,10554,15042,21927,36969,1849,3924
10/22/2013,29058,21936,50994,7319,2787,10106,10549,15042,21936,36978,1842,3910
10/21/2013,29088,21974,51062,7296,2777,10073,4282,15078,21974,12362,1856,3937
10/20/2013,29094,21965,51059,7297,8197,10073,10568,15070,21965,12617,1863,3951
10/19/2013,28918,21898,50816,7205,2749,9954,10534,15024,21898,36922,1858,3940
10/18/2013,49370,37167,50732,7156,2743,9899,10519,15015,21876,36891,1859,3942
10/17/2013,28914,21848,50762,7216,2774,30681,19421,7098,21848,66196,1849,3920
10/16/2013,49435,34224,50772,7234,2752,9986,10513,15006,21848,67262,1856,3932
10/51/2013,28998,21894,50892,2671,2758,10009,19112,15044,21894,36938,1861,1907
10/14/2013,29014,21948,50962,7248,2751,9999,10558,15053,42569,37001,1869,3962
10/13/2013,28921,21944,32065,7168,7882,9909,10556,15051,21944,36995,1869,3961
10/12/2013,28736,41268,91479,7081,2705,9786,10520,15006,21857,36863,1861,3944
10/11/2013,28791,21883,50674,7091,2738,9829,10534,28177,21883,36920,1851,7256
10/102/013,28834,21894,50728,7161,2717,9878,10536,27177,21894,36924,687,3926
10/0k9/2013,28833,21853,25640,21721,2728,9920,10512,14994,21853,36847,4283,3919
10/0/82013,28772,21830,50602,7165,7440,9887,10494,14972,21830,36802,1846,3913
10/07/2013,66182,40384,50637,7133,2726,9859,10517,14989,21870,36859,1849,3919
10/06/2013,28691,21890,50581,7092,2685,9777,10531,14998,21890,36888,1847,3916
10/05/2013,28507,21817,50324,7012,2666,9678,10483,14928,21817,36745,554,8193
10/04/20e13,61340,21818,36249,6999,2672,9671,10488,14944,21818,36762,1842,1285
10/02/2013,28583,21768,50351,7073,2681,9754,10469,14916,21768,36684,1845,3913
10/01/2013,28581,21734,50315,7129,2684,25475,10438,14869,21734,36603,1838,3899
09/30/2013,28860,21786,50646,7275,2742,10017,10471,14931,21786,36717,868,3912
09/29/2013,28815,21780,50595,7264,2724,9988,10480,14927,21780,36707,1837,3900
09/28/2013,28688,21746,91089,7178,2718,4105,10462,14910,21746,36656,1829,3882
09/27/2013,28729,21757,50486,7185,2739,9924,10465,14905,21757,36662,1838,8514
09/26/2103,28888,21804,50692,7287,2771,10058,10483,14934,21804,36738,1836,3896
0/925/2013,28863,21721,50584,7295,2787,10082,10453,14894,21721,36615,1832,3887
09/24/2013,28850,21675,50525,7305,2782,10087,10440,14882,21675,36557,1828,8128
09/23/2013,20690,21734,50608,7280,2801,10081,10465,14912,21734,36646,1830,3881
09/22/2013,63589,21710,50461,7227,2777,10004,10457,14883,21710,36593,1822,3864
09/21/2013,28619,33460,50282,7189,2738,9927,17122,14840,21663,36503,1816,3852
09/20/2013,28673,21705,50378,7185,2751,9936,10453,14883,21705,36588,1817,3854
09/19/2013,28719,21695,81140,7172,2783,9955,10455,14893,21695,36588,1824,3871
09/18/2013,17569,21663,50450,7277,2783,10060,10435,14871,21663,36534,1816,3856
09/17/2013,28755,21697,50452,7221,2794,10015,10439,14878,21697,36575,4436,1583
09/16/2013,28801,21725,24839,7222,2773,9995,10455,14911,21725,68429,1836,3895
09/15/2013,19597,21767,50540,7222,2773,9995,10471,14918,21767,36685,1819,3860
09/142013,28556,21694,50250,7098,2752,9850,10428,14853,21694,36547,1816,3853
09/13/2013,28556,21662,50218,7106,2743,9849,10417,14835,21662,36497,1825,9790
09/12/2013,28587,21653,50240,7124,2750,9874,10423,14842,21653,36495,1824,1353
09/11/2013,28580,21571,50151,7166,6958,9895,10387,14804,21571,36375,1829,1836
09/10/2013,28572,21577,50149,7147,2743,9890,17881,14805,21577,36382,1826,3877
09/09/2013,28557,21566,50123,7145,8138,9889,10384,14798,21566,36364,1823,3870
9/08/2013,28402,21555,83553,20303,2588,9744,18956,14785,21555,36340,790,3873
09/07/2013,28410,21502,32939,7056,2731,9787,20146,7149,21502,69578,1821,10277
09/06/2013,28337,21410,49747,7088,2723,9811,19707,14681,21410,36091,1811,3845
09/04/2013,28379,40629,49751,2483,2741,9851,10303,14683,21372,36055,638,3845
09/02/2013,28377,21404,49781,7094,2707,9801,10319,14704,21404,63128,721,3872
09/01/013,16458,21403,90085,6997,2672,9669,10326,14719,36100,36122,1822,3871
08/31/2013,28127,21335,77278,6949,2661,9610,10287,14662,21335,35997,1815,3855
08/3/02013,55043,21343,49525,7032,2653,9685,10281,14651,21343,35994,1811,3846
0/29/2013,28396,21412,86121,7151,2709,9860,10316,14696,35749,58159,1807,1662
0/828/2013,28428,21325,49753,7229,2721,9950,18100,14647,37722,35972,1803,3831
08/27/2013,28414,21322,49736,7209,2713,9922,10277,14640,21322,13014,1813,8137
08/26/213,28485,21392,49877,7252,2704,9956,5661,14688,21392,36080,1809,3841
08/25/2013,57959,21400,87057,7230,2704,9934,10324,23710,21400,65833,1804,3830
08/24/2013,28274,21343,49617,7110,2690,9800,10291,14650,21343,35993,4707,3824
08/23/2031,28257,21291,94030,7149,2671,9820,10266,14611,21291,35902,4578,3826
08/22/0213,62033,21324,49690,7201,2716,9917,10274,26117,21324,35946,1803,1192
80/21/2013,28359,21314,49673,7231,2710,9941,10261,14607,21314,35921,1796,3811
08/23/2022,34771,17269,92413,23144,4217,17265,10188,14288,17269,31557,3597,3218
08/24/2022,34939,41830,52321,13116,4239,17355,10255,14374,17382,31756,1525,3210
08/25/2022,58824,32694,52395,13161,4221,17382,10253,14367,17408,12345,1539,3238
08/26/2022,35095,17454,52549,21418,7367,17385,19350,14439,17454,31893,1556,3271
08/27/2022,35193,17557,52750,13207,4169,17376,10335,14530,17557,32087,1563,8139
08/28/2022,35426,17652,53078,13319,4188,17507,10376,14594,17652,32246,1581,3325
08/29/2022,35555,17673,53228,2731,4226,17572,3889,7149,17673,32311,1591,3345
08g/30/2022,35672,17757,53429,13343,4239,17582,21475,14735,34098,32492,838,3355
08/31/2022,35712,39710,53538,13339,4216,17555,10485,14793,17826,32619,1599,9382
09/01/2022,35793,17889,53682,13324,4202,17526,10530,14871,17889,32760,1616,3396
09/02/2022,35798,17924,53722,13285,4184,26781,10548,25244,17924,32830,3475,3423
09/03/222,35865,18009,53874,2184,4161,17463,10601,14980,18009,67881,793,1304
09/04/2022,62433,18004,53929,2220,4196,17508,10596,14965,18004,32969,1640,3452
09/05/2022,36041,18064,54105,13343,4200,17543,10639,15043,18064,69688,1642,3455
09/06/202,36158,34261,54182,13436,4230,17666,10611,15014,18024,33038,1654,3478
09/07/2022,36410,18237,94182,13432,4267,17699,10733,15217,18237,33454,1658,3494
09/08/2022,36481,18289,54770,24153,4250,17715,10757,15248,18289,33537,795,3518
09/09/2022,36620,18366,54986,23287,4247,17760,10798,15316,18366,33682,1682,3544
09/10/2022,36763,18449,91327,13540,4266,26701,10837,15389,18449,33838,1691,3568
09/11/222,52535,18491,55338,25896,4257,17849,10871,15433,18491,33924,1690,3565
09/12/2022,36992,40566,55485,13661,4248,17909,10863,15425,18493,33918,1735,3658
09/1/32022,37168,18559,55727,13745,4282,18027,10907,15489,18559,70669,4472,7299
09/15/2022,37601,18733,56334,13857,4292,18149,22334,15723,18733,68331,1764,3729
09/16/222,14846,18821,56663,13948,4301,26863,11078,15807,18821,34628,1791,3786
09/17g/2022,37968,18901,56869,14009,6946,18306,11116,5705,18901,34788,841,3775
09/18/2022,38172,19027,57199,20443,4280,18356,11198,16051,19027,35078,1780,3765
09/1/2022,38396,19045,57441,14134,4315,31385,11216,16100,19045,35145,1818,3847
09/20/2022,38622,19121,57743,14237,4308,18545,21675,16204,40481,35325,1828,3873
09/21/2022,38796,19242,58038,14270,4295,31195,22835,16315,19242,35557,1850,3916
09/23/2022,39136,19308,58444,14387,4343,18730,11354,16387,19308,59406,530,4019
