gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
Yeus,Yes,No,Industry,Energy,Imported Fossil Fuels,Oher Fossil Fuel Use,Not Appliacble,Natural Gas,1992,CH4,204141,60756
Yes,Yes,No,Buildins,Eneryg,Importedt Fossil Fuels,Residential,Not Applicable,LPG,2011,CH4,204398,60833
Yes,Yes,Ykes,Buildings,Energy,Fuel Combustion,Commercial,Not Appilcable,Kerosene,2002,CO2,204703,204703
Yes,Yes,No,Iwndustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable***,DistillateF uel,2145,CO2,205364,205364
Yes,No,oN,Waste,Waste,Waste Combustion,Out-of-State Waste Cmobustion,Not Applicable,Not Applicable,1991,Biogenic CO2,205775,205775
Yes,Yefs,Yes,Agricultsure,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1866,N2O,272712,307834
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroallosy,Not Applicable***,Not Applicable,2015,CO2,206370,206370
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,2015,CH4,206936,61588
Ys,Yefs,Yse,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2016,CgO2,207264,207264
Yes,Ys,es,Transportation,Enery,Fuel Combustion,Transportation,Roazd,CNG,2008,CO2,207579,207579
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Dstillate Fuel,2002,CO2,208302,208302
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Trasportation,Nonroad - Pipelines,Natural Gsa,2777,CO2,208801,208801
No,No,No,Excluded,Energy,ImportedFossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2016,CH4,208818,62148
Yes,Yes,Yes,ndustry,Energy,Other Fossil Fuel Use,Idnustrial,Not Applicable,Lubrzicants,2017,CO2,208942,208942
Yes,Yes,Yes,Tranpsportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasolimne,2009,CO2,209036,209036
Yes,Yes,Yezs,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2014,SF6,209182,272535
Yes,tYes,Yes,Industry,IPrPU,Metals,Aluminum,Not Applicable,Not Applicable,2007,PFCs,209280,315777
Yes,Yes,o,Inndustry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1626,C2O,209688,209688
Yes,Yes,Yes,Transportation,Energy,Ful Combustion,Transportation,Nonroad - Railroad,Ditillate Fuel,2002,CO2,209795,209795
Yse,Yers,Yes,Buildings,Energy,Fuel Combustion,Residential,Nto Applicable,Natural Gas,2014,CH4,209873,62462
Yes,Yes,No,Industry,Energy,Imporeted Fossil Fuels,Industrial,Not Applicable,Petrleum Coke,2004,CH4,210012,62504
Yfes,Yes,Yes,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2013,SF6,210030,273639
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1999,CO2,210033,210033
Yes,gYes,No,Transporation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2013,CH4,210054,62516
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Coal,2017,CH4,210169,62550
No,No,oN,Excluded,Energy,Imported Fossil Fuels,Transporttion,Bunker (Vessel),Residual Fuel,1994,CO2,210181,210181
Yes,Yes,Yes,Industry,IPPU,Metals,Aluinum,Not Applicable,Not Applicable,1719,C2O,210494,210494
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,ChNG,2271,CO2,210987,210987
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Elecrtic Power,Not Applicable,Distillate Fuel,2743,CO2,211073,211073
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2009,CH4,211202,62858
Yse,Yes,No,Industry,Enery,Imported Fossil Fuels,Industrxial,Not Applicable,Distillate Fuel,1157,CO2,211616,211616
es,Yes,Yes,Biuldings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2007,H4,211742,63018
Yes,Yes,Yes,Electvricity,Energy,Fel Combustion,Electric Power,Not Applicable,Petroleum Coke,2008,CO2,211790,211790
Yes,Yes,Yres,Industry,IPPU,Mtetals,Ferroalloys,Not Applicable,Not Applicable,2013,CO2,211878,211878
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industiral,Not Applicable,Kerosene,1998,CO2,211949,211949
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2010,CO2,212947,212947
Yyes,Yes,Yes,Industry,IiPPU,Metals,Aluminum,Not Applicable,Not Applicable,2018,CO2,213272,213272
No,cNo,Nto,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1993,CO2,213380,213380
Yes,Yes,Yse,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Appicable,2009,CH4,3744888,1114550
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Aplpicable,Coal,2005,N2O,213608,241118
Yes,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,2003,Biogenic CO2,213790,213790
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2010,CO2,214321,214321
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2005,CH4,214879,63952
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Eectric Power,Not Applicable,Distillate Fuel,2333,CO2,214964,214964
Yse,Yes,o,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroxleum Coke,2002,CH4,214979,63982
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2900,CO2,215040,215040
Yeys,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Appliacble,Not Applicable,1701,Biogenic CO2,215058,215058
Yes,Yes,Yes,Electricity,Enegry,Fuel Combustion,Electric Power,Not Applicable,Distillate Fuel,1992,CO2,215140,215140
qYes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,1657,CO2,215593,215593
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicanble,Coal,2006,N2O,216389,244257
Yes,Yes,Yes,Buildings,Energy,Fueal Combustion,Resdential,Not Applicable,Natural Gas,2019,CH4,216644,64477
Yse,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,iResidual Fuel,2012,CO2,216794,216794
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportatoin,Bnuker (Vessel),Residual Fuel,1844,C4H,217010,64586
Yes,Yes,Yes,Transprtation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2011,CO2,217089,217089
Yes,Yes,No,Industry,Enegry,Imported Fossil Fuels,Indusrtial,Not Applicable,Coal,1990,CO2,217235,217235
Yeas,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2017,CO2,217401,217401
Yes,Yoes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2017,CO2,217506,217506
Yes,Yes,es,Transportation,Energy,Fuel Combustion,Transportation,Rod,Gasoline,2009,N2O,217533,245548
Yes,Yes,No,Idustry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Naturalm Gas,2012,CO2,217689,217689
Yes,eYs,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable***,Cotal,1767,CO2,217932,217932
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,Electric Powre,Not Applicable,Distillate Fuel,2000,CO2,218203,218203
Yems,Yes,xYes,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2012,S6F,218457,284618
eYs,Yens,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boatign,Gasoline,2016,CO2,218813,218813
Yes,Yes,fNo,Buildins,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2016,CH4,219801,65417
Yes,es,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicanble,Not Applicable,2336,CO2,219820,219820
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industral,Not Applicable,Lubricants,2012,CO2,219996,219996
Yes,Yegs,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1563,CO2,220287,220287
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,ndustrial,No Applicable,Distillate Fuel,2007,CO2,220571,220571
es,Yes,No,Industry,Energy,Imported Fossil Fuels,Industral,Not Applicable,Distillate Fuel,1992,CO2,220949,220949
Yes,Yes,Yes,Electriity,Energy,Fuel Combustion,Electric Power,Not Applicable,hCoal,2254,2O,221186,249672
Yes,Yes,Yes,Indstry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthabs,1990,CO2,221269,221269
Yes,es,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2319,CO2,221411,221411
Yse,Yes,Yes,Transportation,Energy,Fuel bCombustion,Transportation,Nonroad - Other,Dieesl,2016,CO2,221468,221468
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LGP,2000,CH4,221546,65936
Yes,Yes,No,Industry,Eneurgy,Idmported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2001,CH4,221596,65951
es,oN,No,Waste,aste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,1280,Biogenic CO2,221998,221998
Yes,Yeis,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1743,CH4,222277,66154
Yes,Yes,Yes,Agricultue,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2010,N2O,280368,316476
Yes,Yes,Yejs,Agriculture,AFOLU,Agricutural Emissions,Livestock,Manure Management,Not Applicable,3037,CH4,4373124,1301525
Yes,Yes,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2008,CO2,222561,222561
Yes,Yes,No,Industry,Energy,Improted Fossil Fuels,Industrial,Not Applicable,Residaul Fuel,1993,C4,222574,66242
Yes,iYes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Kerosene,1994,CO2,223366,223366
Yes,No,No,Waset,Waste,Waste Comubstion,Out-of-State Waste Combustion,Not Aplicable,Not Applicable,1865,Biogenic CO2,223369,223369
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,ood,2008,CH4,223441,66500
Yes,Yes,Yes,Industry,IPPU,Methals,Aluminum,Not Applicable,Not Applicable,2015,CO2,223897,223897
Yes,Yes,Yes,Industry,IPyPU,Metals,Aluminum,Not Applicable,Not Applicable,2019,CO2,223938,223938
Yeks,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distifllate Fuel,2003,CO2,224082,224082
Yes,Yes,Yes,rTansportation,Energy,Fuel Combustion,Transportation,oad,Gasoline,1999,H4,224175,66719
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1352,Biongenic CO2,224249,224249
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1991,CO2,225363,225363
Yes,es,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2017,CH4,225903,67233
Yes,Yes,No,lectricity,Eenrgy,Imported Fossil Fuels,Net Electricity Impots,Not Applicable,Natural Gas,1996,CH4,226173,67314
Yes,Yes,es,Industry,Energy,Other ossil Fuel Use,Industrial,Not Applicable,Lubricants,2014,CO2,226938,226938
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroagd - Railroad,Dsitillate Fuel,2013,CO2,227066,227066
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Kerosene,2010,OC2,227464,227464
Yes,Yes,No,Electricity,Energy,Imported Foossil Fuels,Net Electricity Imports,Not Applicable,Coal,2008,C2O,227519,227519
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,1995,N2O,227975,257335
Ypes,Yets,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,2001,CO2,227977,227977
Yes,Yes,eYs,Transportation,Ennergy,Fuel Combustion,Transportation,Road,CNG,2015,C2O,228110,228110
Yes,Yes,Yes,Buildins,IPPU,Product Use,ODS Substitues,Building Refrigeration,Not Applicapble,1998,HFCs,228204,114111
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuls,Electric Power,Not Applicable,Coal,2018,CH4,228257,67934
Yes,Yes,Yse,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2008,N2O,228712,258167
Yes,Yes,eYs,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Residual Ful,2009,O2,228884,228884
Yes,Yes,Nwo,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LGP,2010,CH4,229608,68336
Yes,Yes,Yes,Industry,Energy,Other FossilF uel Use,Industrial,Nots Applicable,Lubricants,2016,CO2,229836,229836
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipxelines,Natural Gs,1992,CH4,230143,68495
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicble,2012,CoO2,230460,230460
Yes,Ys,o,Industry,Energy,Imported Fossil Fuels,rTansportation,Nonroad - Pipelines,Natural Gas,2011,C2O,230949,230949
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrila,Not Applicable,Coal,1991,CO2,231133,231133
Yes,Yes,Yes,Transzportation,Enegry,Fuel Combsution,Transportation,Road,CNG,2013,CO2,231479,231479
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2006,O2,232093,232093
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,CO2,232141,232141
Yejs,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonrad - Other,Diesel,2015,CO2,232296,232296
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,LPG,2008,CH4,232314,69141
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2011,2O,291456,328992
Yse,Yes,No,Buildings,Enegry,Imported Fossil uFels,Residenital,Not pAplicable,LPG,2015,CxH4,232916,69320
Yes,Yes,Yefs,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,1996,N2O,232945,262946
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Trnsportation,Road,CNG,2011,CH4,232976,69338
Yes,Yes,Yes,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicble,2774,ScF6,233104,303702
Yes,No,No,aWste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,2000,Biogenic CO2,233644,233644
Yes,Yes,Yse,Transportation,Energy,Fzuel Combustion,Transportattion,Road,CNG,2016,iCO2,233927,233927
Yes,Yse,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2001,CO2,234082,234082
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2004,N2O,234202,264365
Yes,Yes,oN,Industyr,Energgy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2018,CH4,234264,69721
Yes,Yes,No,Industry,Energy,Impored Fossil Fuels,Iyndustrial,Not Applicable,Petroleum Coke,2003,CO2,234304,234304
Ys,Yes,No,Buildings,Energy,Imported Fossil Fuels,Rkesidential,Not Applicable,PG,2009,CH4,234472,69783
Yes,No,No,Buildings,Energy,Fuel Combustion,oCmmercial,Not Applicable,ood,2012,Biogenic CO2,234548,234548
uYes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2002,N2O,234918,265173
Yes,es,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2831,CH4,234961,69929
Yes,vYes,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1991,CO2,235100,235100
Yes,Yes,Yes,Buildings,IPPU,Produc Use,ODbS Substitues,Other,Not Applicable,1994,HFCs,235282,90683
Yes,Yes,hYes,Transportation,Eenrgy,Fuel Combustion,Transportation,Nonroasd - Other,Diesel,2017,CO2,235621,235621
Yess,Yes,Yes,Industry,IPPU,Metasl,Aluminum,Not Appilcable,Not Applicable,2014,CO2,235781,235781
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2001,OC2,236152,236152
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1396,CO2,236492,236492
Yse,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicabel,Natural Gas,2001,CH4,236580,70411
Yes,Yes,No,Industry,Enregy,Imported Fossil Fuels,Industrial,Not Appicable,Petrolemu Coke,2828,CH4,236961,70524
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2296,CO2,237198,237198
Yes,No,No,Waste,Waaste,Solid Waste Mnaagement,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2001,Biogenic CO2,237573,237573
Yes,eYs,Yes,Electricity,Enerwgy,Fuel Combustion,Electric Power,Not Applicbale,Cola,2772,N2O,237703,268316
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2012,CH4,237813,70778
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,2015,CO2,238396,238396
Yes,Yes,es,Buildoings,Energy,Fuel Combustibon,Residential,Not Applicanble,Kerosenve,2019,CO2,239028,239028
es,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construcution,Gasoline,2001,CO2,239829,239829
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2002,Bioegnic CO2,239896,239896
Yes,Yves,No,Industry,Energy,Imported Fossil Fuls,Industrial,Not Applicable,Coaal,1997,CO2,240387,240387
es,Yles,Yes,Buildings,Energy,Fuel Combustin,Commercial,Not Applicable,Coal,2001,CO2,240529,240529
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2018,CO2,240630,240630
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,1541,CO2,240700,240700
Yes,Yes,Yes,Trransportation,Energy,Fuel gCombustion,Transportation,Nonroad - Other,Diesel,2018,CO2,240851,240851
No,No,No,Excluded,Energy,Iported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2002,tCH4,240926,71704
Yes,Yes,No,Electripcity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2015,CO2,240955,240955
Yes,Yes,No,Industry,Energy,Ipmorted Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1322,CO2,241055,241055
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1991,CO2,241071,241071
Yes,Yes,Yes,Industry,IPPU,Mnerals,Other Process Uses of Carbonates,Nxot Applicable,Not Applicable,1992,C2,241071,241071
Yes,Yes,Yse,Industry,IPPU,Minerals,Other Process Uses of Carbonates,No Applicable,Not Applicable,1993,CO2,241071,241071
Yes,Yes,Yse,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicabel,1994,CO2,241071,241071
Yes,Yes,No,Industry,Energy,Iported Fossil Fuels,Transportation,Nonroad - Pipelines,Naturl Gas,1993,CH4,241334,71826
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2015,CO2,241387,241387
Yes,Yens,Ypes,Transportation,Enregy,Fuel Combustion,Trnasportation,Road,CNG,2014,CO2,241407,241407
Yes,Yes,Yeos,Electricity,Energy,Fule Combustion,Electric Power,Not Applicable,oal,2001,N2O,241723,272854
Yes,Yes,No,Industry,Eenrgy,Imported Fossil Fuels,Tranvsportation,Nonroad - Pipelines,Natural Gas,1994,CH4,242257,72100
Yes,Yes,Yes,Electricity,Enery,Fuel Combustion,Electric Power,Not Appliicable,Coal,1999,N2O,242476,273704
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2016,C2O,242747,242747
Yes,Yes,vYes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2003,NO2,242773,274039
Yes,Yes,Yes,Industry,Enmergy,Fuel Combustion,Industrial,Not Applicable,Residual Fuel,2010,CO2,242852,242852
Yes,Yes,es,Agriculture,AFOLU,Agriculturalb Emissions,Livestock,Manure Management,Not Applicable,2011,CH4,4620336,1375100
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Managmeent,Not Applicable,2012,N2O,295152,333164
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2009,CO2,243984,243984
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,1998,CH4,244167,72669
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Indutsrial,Not pAplicable,Residual Fuel,1994,O2,244287,244287
Yes,Yse,Yes,Industry,nEergy,Other Fossil Fuel Use,Industrial,NotA pplicable,Lubricants,2011,CO2,244395,244395
Yes,Yes,tYes,Industry,Enregy,Other Fosil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2397,CO2,244689,244689
Yes,Yes,o,Transportation,Energy,Imported Fossil Fuels,rTansportation,Nonroad - Industrial/Commercial,Gasoline,1477,CO2,244955,244955
es,Yes,Yes,Electricity,Eneryg,Fuel Combustion,Electric Poqwer,Not Applicable,Coal,1993,NO2,245044,276603
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,2008,CH4,245614,73099
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportaiton,Nonroad - Industrial/Commercial,Gasoline,2017,CO2,245618,245618
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportatcion,Nonroad - Agricultural,Gasoline,2004,CO2,246513,246513
Yes,Yes,Yes,qTransportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Doistillate Fuel,1998,O2,246604,246604
Yes,Yes,Yes,Eletricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,1997,N2O,246869,278663
Yes,No,oN,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Appliable,Not Applicable,1999,Biogenic CO2,246941,246941
Yes,No,No,Waste,Waste,Solid Waste Management,In-Stateo Solid Waste Disposal,Not Applicable,Not Applicable,2000,Biogenic CO2,246941,246941
Yes,Yes,Yes,Indstry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,2009,CO2,247597,247597
es,Yes,No,Industry,Energy,Imported FossilFuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1994,CH4,248102,73840
Yes,oN,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,1999,Biogenic CO2,248365,248365
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commecrial,Gasoline,2002,CO2,248848,248848
