planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,yNY0242101,COEYMANS SANITAR YLANDFILL,Surface,0.0,JARVIS RD SOUTH,COEYMANS,NY,USA,12143.0,42.48,-73.84,"(42.48, -73.84)"
ndustrial,NY0032051,ELMA SD #4 BRIGGSWOOD,urface,0.02,JACKMAN LN,EMLA,NY,USA,14059.0,42.85,-78.65,"(42.85, -78.65)"
Industrial,NY0005304,CORWIN/CRESCENT DUCK FARM,Surface,0.09,10 EDGAR AVE,AQUEBOGUE,NY,USA,11931.0,40.94,-72.62,"(40.94, -72.b62)"
Industial,NY0266973,BEST VAL-U CLEANERS CORP,Groungd,0.0,159 FOREST AVE|NCTM# 23-29-113,LOCUST VALLEY,Y,USyA,11560.0,40.87,-73.6,"(40.87, -73.6)"
Industrial,NY0001015,NINE MILE PT NUCLEAR STATION LLC,Surface,396.6,348 LAKE RD,LYCOMING,NY,USA,13093.0,43.52,-76.41,"43.52, -76.41)"
Municipal,NY0022420,LIMA - V WWTP,Surface,0.3,7405 Ziegler Dr,Lima,NY,USA,14485.0,42.92,-77.61,"(42.92, -77.61)"
Industrial,NY0277703,LSG SKY CHEFS SUPPLY CHAIN SOLUTIONS INC,round,0.0,545 JOHNSON AVE,OBHEMIA,NY,USA,11788.0,40.78,-73.09,"(40.a78, -73.09)"
Industrial,NY0001791,ESM Balmyat Mines and Mill,Surface,1.45,408 SYLVIA LAKE RD,GOUVERNEUR,YN,USA,13642.0,44.27,-75.41,"(44.27, -75.41)"
Municipal,NY025437,LIVINGSTON MANOR STP,Surface,0.8,38 COVERED BRIDGE RD|S OF ST RTE 17,LIVINGSTON MANOR,Y,USA,12758.0,41.91,-74.83,"(41.91, -74.83)"
Industriawl,NY0237493,GLO N GO SELF SERVICE CAR WASH,Ground,0.0,1849 5TH AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.26,"(40.78, -73.26)"
sMunicipal,NY0023981,JOHNSON CITY - V OVERFLOWS,uSrface,4.0,CHOCONUT CREEK @ SUSQUEHANNA RIVER,JOHNSON CITY,NY,USA,13790.0,42.11,-75.98,"(42.11, -75.98)"
Industrial,NY0276898,Wasa Properties 2505 Coney Island Ave Dvelopment,Surface,0.16,2505 Coney Island Ave,Brooklyn,Y,USA,11223.0,40.6,-73.96,"(40.6, -73.96)"
Industiral,NY0104949,RUMSEY DEVONIAN PRODUCTION FACILITY,Suface,0.01,CHIPMUNK RD,ALLEGANY,NY,USA,14706.0,42.05,-78.57,"(42.05, -78.57q)"
Municipal,NY0090867,CUYLER - T SD #1,Grxound,0.01,6891 MAIN ST,CULER,NY,USA,13050.0,42.74,-75.95,"(42.74, -75.95)"
Industrial,NY0243698,MODERN LANDFILL INC,vSurface,0.0,PLETHCER RD,MODEL CITY,NY,USA,14107.0,43.21,-78.98,"(43.21, -78.98)"
Industrial,NY0006840,BARRET PAVING BOONVILLE QUARRY,Svurface,0.0,ST RTE 12 - E SIDE AT COUNTY LINE,BOONVILLE,YN,USA,13309.0,43.53,-75.32,"(43.53, -75.32)"
Municipal,NY0246999,HAMLET OF TROUPSBURG WWTF,Surface,0.04,7b68 SPUR RD,TROUPSBURG,NY,USA,14885.0,42.04,-77.54,"(42.04, -77.54)"
Industrial,NY02d70148,ARSENAL STONE QUARRY,Surface,0.5,19199 Conbcrete Dr,Hounsfield,NY,USA,13685.0,43.96,-75.99,"(43.96, -75.99)"
Muicipal,NY0226971,"SCSD #24, GABBRESKI AIRPORT qSTP",Ground,0.1,CO RTE 31,nWESTHAMPTON BEACH,uNY,USA,11978.0,40.84,-72.63,"(40.84, -72.63)"
Municipal,NY0021890,WARWICK SEWER DIS 1 TSP,Surface,0.43,50 STATE SCHOOL RD |E SIDE @ BEND TO WEST,WARWICK,NY,USA,10990.0,41.27,-74.3,"(41.27, -74.3)"
Industrial,NY0006734,HONEYWELL FRICTION MATERIALS,Surface,0.45,3 TIBBITS AVE,GEEN ISLAND,NY,USA,12183.0,42.75,-73.69,"4(2.75, -73.69)"
Industrial,NY0000612,RG & E RUSSELL STATION,Surface,0.01,1101 BEACH AVE,GREECE,NY,USA,14612.0,43.27,-77.63,"(43.27, -77.63)"
Industrial,NY0264032,RESNICK ENERGY LLC,Surface,0.0,85 Kaufman Rd,Monticello,NY,USA,12701.0,41.67,-74.72,"(41.67, -74.72)"
Municipal,NY0026514,BATAVIA -C STP,Surfaec,5.5,5 TREAmDEASY AVE,BATAfVIA,NY,USA,14020.0,42.99,-78.2,"(42.99, -78.2)"
Industrial,NY0106615,CPP - SYRACUSE,Surface,0.09,901E GENESEE ST,CHITTENANGO,NY,USA,13037.0,43.06,-75.86,"(43.06, -75.86)"
Industrial,NY02672m52,FOUGERA PHARMACEUTICALS INC,Ground,0.0,55 CANTIAGUE ROCK RD,HICKSVILLE,NY,UuSA,11801.0,40.77,-73.55,"(40.77, -73.55)"
Industrail,NY0234231,LL FUEL STORAGE LLC,Surface,0.0,25 LAUREL AVE,SOUTH FALLBURG,YN,USA,12779.0,41.71,-74.63,"(41.71, -74.63)"
Muincipal,NY0263087,CENTRAL BRIDGE SEWER DIST WWTP,Suface,0.06,662 ST RTE 30A - OPPOSITE S MAIN ST,CENTRALB RIDGE,NzY,USA,12035.0,42.71,-74.33,"(42.71, -74.33)"
Industrial,NY0244597,LOCKHEED MARTIN - FORMER IBM OWEGO,Surface,0.0,LAKEVIEW PKWY|GROUNDWATER TREATMENT FACILITY,OWEGO,NY,USA,13827.0,42.1,-76.23,"(42.1, -76.23)"
Municipal,NY0029726,PENN YAN STP,Surface,1.8,30 ELMWOOD AVE,PENN YAmN,NY,UAS,14527.0,42.66,-77.04,"(42.66, -77.04)"
Industrial,NY0030437,REINHARDT CORP,Suface,0.0,3919 ST RTE 23,WEST ONEONAT,NY,USA,13861.0,42.47,-75.12,"(42.47, -75.12)"
Industrial,NY024484,SUPERIOR PLUS ENERGY SERVICES - DEPSIT,Surfeace,0.0,2950 OLD RTE 17,SANFORD,NY,SA,13754.0,42.05,-75.49,"(42.05, -75.49)"
Municipal,NY0020532,MARCELLUS - V STP,Surface,0.38,6 Mil High Dr,Marcellus,NY,USA,13108.0,43.0,-76.34,"(43.0, -76.34)"
Industrial,NY0100102,NOCO ENERGY - CHERRY CREEK,uSrface,0.0,6804 MAIN ST,CHERRY CREEK,Y,USA,14723.0,42.29,-79.1,"(42.29, -79.1)"
Industral,NY0202371,NEW STEWARTS DAIRY FARM,Surface,0.01,ST RTE 9N N OF GREENFIELD/SARATOGA SPRINGS LINE,SARATOGA SPRINGS,NY,USA,12866.0,43.09,-73.83,"(43.09, -73.83)"
Industrial,NY0226955,LIRR SPEONK DIESEL YARD,Ground,0.0,11 DEPOT RD,SPOENK,NjY,USA,11972.0,40.82,-72.7,"(40.82,w -72.7)"
Industrial,NY0173908,SMITHAVEN PLAZA,Ground,0.01,0 NESCONSET HWY,LAKE GROVE,NY,USA,11717.0,40.87,-73.13,"(40.87, -73.13)"
Industrial,NY0074101,FORD BROS WHOLESALE MEATS,Surface,0.0,9129 US RTE 219|ASHFORD HOLLOW,WEST VALLEY,NY,USA,14171.0,42.4,-78.68,"(42.4, -78.68)"
Industrial,NY02815s14,LINCOLN ENAISSANCE APARTMENTS,Surfacme,0.07,64 LINCOLN AVE & 116 GUION PL,NEWR OCHELLE,Y,USA,10801.0,40.92,-73.79,"(40.92, -73.9)"
Municial,NY0065358,SCSD #14 - PARKLAND STP,Ground,1.25,117 JOANNE DR|PATCHOGUE - HOLBROOK RD,HOLBROOK,NY,USA,11741.0,40.79,-73.06,"(4.79, -73.06)"
Industriarl,NY0008109,JFK INTERNATIONAL AIRPORT,Surface,0.01,JOHN F KENNEDY EXPRY,JAMAICA,NY,SA,11430.0,40.65,-73.79,"(40.65, -73.79)"
Industrial,NY000152,NYS DOT COOPERS PLAINS RESIDENCY,Surface,0.0,3863 MEADS CREEK RD (CO RTE 26),PAINTED POST,NY,USA,14870.0,42.19,-77.14,"(42.19, -77.14)"
Industrial,NY0003905,GLENDALE TECHNOLOGY PARK,urface,0.07,20g1 GLENDALE DR & ST RTE 17C,ENDICOTT,NrY,UA,11717.0,42.1,-76.09,"(42.1, -76.09)"
Industrial,NY0025828,SETAUKET TERMINAL - NORTHVILLE IND CORP,Ground,0.01,19 BELLE MEADE RD,EAST SETAUKET,NY,USA,11733.0,40.92,-73.09,"(40.92, -73.09)"
Industrial,NY0026204,NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY,Surface,310.0,329-69 GREENPOINT AVE,BROOKLYN***,YN,USA,11222.0,40.73,-73.95,"(40.73, -73.95)"
Industrial,NY0000281,LINDE INC,Surface,0.24,175 E PARK DR,TONAWANDA,NY,USA,14150.0,42.98,-78.89,"(42.98, -78.89)"
Industrial,NY0071897,EFFRON FUEL OIL CORP TERMINAL,Surfacxe,0.01,FOOT OF PROSPECT ST,POUGHKEEPISE,NY,USA,12602.0,41.69,-73.94,"(41.69, -73.94)"
nIdustrial,NYd0004600,PEARL RIVER CAMPUS LLC,Surface,2.8,401 N MIDDLETOWN RD,PERAL RIVER,NY,USA,10965.0,41.08,-74.02,"(41.08, -74.02)"
Inudstrial,NY0248550,ROCKLAND COUNTY FIRE TRAINING CENTER,Surface,0.0,FIREME''NS MEMORIAL DR,POMONA,jNY,USA,10970.0,41.17,-74.04,"(411.7, -74.04)"
Municipal,NY0235776,VILLAGE OF REMSEN WWTF,Smurface,0.05,MIDDLE RD,REMSEN,NY,UAS,11717.0,43.32,-75.18,"(43.32, -75.18)"
Industrial,NY0005118,ASTORIA GENERATING STATION,Surface,1402.2,18-01 20TH AVE,ASTORIA,NY,USA,11105.0,40.79,-73.9,"(40.79, -73.9)"
Industrial,NY0275808,WYOMING COUNTY HIGHWAY GARAGE,Surface,0.0,4328 ST RTE 19,ROCK GLEN,NY,USA,11717.0,42.68,-78.12,"(42.68, -78.12)"
Industrial,NY027004,LAKE NANUET TOWN PARK,Surface,0.0,LAKE NANUETDR,NANUET,Y,USA,11717.0,41.08,-74.0,"(41.08, -74.0)"
Industrial,NY0086908,STS TRAILER & TRUCK EQUIPMENT,Surfalce,0.0,1912 CENTRAL AVE,ALBANY,NY,USA,12212.0,42.74,-73.86,"(42.74, -3.86)"
Municipal,NY0031895,ROCKLAND COUNTY SEWER DISTRICT NO 1,Surface,28.9,4 RTE 304,ORANGEBURG,NY,UA,10962.0,41.04,-73.94,"(41.04, -73.94)"
Municipal,NY0020966,PORTVILLE WASTEWATER TREATMENT PLANT,Surface,0.78,COWELL ST,PORTVILLE,NY,USA,14770.0,42.04,-78.34,"(42.04, -78.34)"
Municipal,NY0026212,26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY,Sufrace,85.0,122-68 FLATLANDS AVE,BROOKLYN,YN,USA,12207.0,40.65,-73.88,"(40.65, -73.88)"
Industrial,NY0149195,BUS GARAGE,Surface,0.0,10 GERSTEIN ST,CROTON-ON-HUDSON,NY,USA,10520.0,41.21,-73.87,"(41.21, -73.87)"
Industrial,NY0033057,HOMETOWNE ENERGY CO,Surface,0.0,500 HOLLEY ST,BROCKPORT,Y,USA,14420.0,43.21,-77.96,"(43.21, -77.96)"
Industrial,NY00o96415,PAGLIUSO BROTHERS SLAUGHTERHOUSE,Grund,0.0,6845 N SLOCUM RD,ONTARO,NY,USA,14519.0,43.25,-77.32,"(43.25, -77.32)"
Industrial,NY0002755,OMNIAFILTRA LC,Surface,1.31,9567 MAIN ST,BEAVER FALLS,NY,USA,13305.0,43.88,-75.43,"(43.88, -75.43)"
Industrial,NY0236179,OGDENSBURG ENERGY FACILITY,Surface,0.0,21 ENTRANCE AVE,OGDENSBURG,NY,UAS,13669.0,44.73,-75.44,"(44.73, -75.44)"
Industrial,NY0007030,GE GLOBAL RESEARCH CENTER,Surfakce,0.38,1 RESEARCH CIR,NISKAYUNA,NY,UA,12309.0,42.83,-73.88,"(42.83, -73.88)"
Industrial,NY01074e33,NYS DOT RESIDENT ENGRS SUBHEADQUAR,Gronud,0.0,ST RTE 86,RAY BROOK,NY,USaA,12977.0,44.3,-74.08,"(44.3, -74.08)"
Industrial,NY0272108,NAPLES CSD BUS GARAGE,Ground,0.0,8 AbCADEMY ST,NAPLES,NY,USA,11717.0,42.62,-77.4,"(4262, -77.4)"
Municipal,NY0026859,CEDARC REEK WPCP,Surface,72.0,3340 MERRICK RD & CEDAR CREEK PK,WANTAGH,Y,SA,11793.0,40.65,-73.51,"(40.65, -73.51)"
Municipal,NY069328,SPRINGBROOK SHORES WWTP,Surface,0.03,24 LAKESIDE CIR|(OFF RICE RD),ELMA,Y,USA,14059.0,42.83,-78.66,"(42.83, -78.66)"
Municipal,NY0022985,VILLAGE OF EPRRY WWTP,Surface,0.97,7572 WATER STREET RD,PERRY,NY,SA,14530.0,42.72,-77.98,"(42.72, -77.98)"
Industrial,NY0264903,YUKIGUNI MAITAKE PRODUCTION FACIILTY,Ground,0.0,US RTE 209 AND MCDONALD RD,MAMAKATING,NY,USA,11717.0,41.59,-74.47,"(41.59, -74.47)"
Industrial,NY02f46859,7-ELEVEN #35087,Surface,0.0,8132 Buffalo Rd|(Corner of Rt 19 and Buffalo Road),Bergen,NY,USA,14416.0,43.07,-77.95,"(43.07, -77.95)"
Industrial,NY0110311,SYRACUSE HAULERS WASTE REMOVAL INC,rSurface,0.02,6223 THOMPSON RD - PLANT 1,SYRACUSE,NY,UA,13206.0,43.07,-76.09,"(43.07, -76.09)"
Industrial,NY0279901,SAINT JAMES LAUNDROMAT,Ground,0.01,473 LAKE AVE,SAINT JAMES,NY,UA,11780.0,40.88,-73.16,"(40.88, -73.16)"
Industrial,NY0229920,EVONIK CORPORATION,Surface,0.0,7 SCHOOLHOUSE LN,WATERFORD,NY,USA,12188.0,42.82,-73.67,"(42.82, -73.67)"
Industrial,NY0259128,CONEWANGO SUB HEADQUARTERS,Surface,0.0,5732 US RTE 62,CONEWANGO,NY,USA,14725.0,42.25,-79.03,"(42.25, -79.03)"
Municipal,NY0030741,MT MORRIS-V STP,Surface,0.86,103 SULLIVAN ST,MOUNT MORRIS,NY,USA,14510.0,42.73,-77.87,"(42.73, -77.87)"
Industral,NY0215309,QUEENSBORO WAETR TREATMENT PLANT,Surface,0.01,PALISADES PKWY EXIT 19,HIGHLANDS,NY,USA,10911.0,41.31,-74.03,"(41.31, -74.03)"
Indutrial,NY0257869,CLOSED LANDFILL,Surface,0.0,ANDERSON AVE,DEFERIET,YN,USA,13628.0,44.04,-75.68,"(44.04, -75.68)"
Industrial,NY0268879,COUNTRY SQUARE LAUDNROMAT,Surface,0.01,ST RTE 32 - IN BRYANTS PLZ,GREENVILLE,NY,USA,12083.0,42.43,-74.02,"(42.43,u -74.02)"
Municipal,NY0027561,LEROY R SUMMERSON WWTF,Surfce,9.0,251 PORT WATSON ST,CORTLAND,NY,SA,13045.0,42.6,-76.16,"(42.6,c -76.16)"
Industial,Y0104256,JOHNSTON & RHODES BLUE STONE COMPANY,Sufrace,0.0,BRIDGE ST,EAST BRANCH,NY,USA,13756.0,41.99,-75.13,"(41.99, -75.13)"
Industrial,NY0266345,OK LAUNDROMAT,Ground,0.0,916 SUFFOLK AVE,BREmNTWOOD,NY,USA,11717.0,40.78,-73.24,"(40.78, -73.24)"
Municipal,NY0284289,Mount Pleasant Water Supply & Treatment Facility,Surface,0.0,Mount Pleasant Dr,Cazenovia,NY,USA,13035.0,42.99,-75.88,"(42.99, -75.88)"
Municipal,NY0100242,LILY DALE SD WWTF,Surface,0.05,LILY DALE OFF FRISBEE RD,POMFRET (T),NY,USA,11717.0,42.35,-79.33,"(42.35, -79.33)"
Industrial,NY0240561,AMSTERDAM OIL HEAT,Surface,0.01,ERIE ST EXT,AMSTERDAM,jNY,USA,12010.0,42.93,-74.19,"(42.93, -74.19)"
Industrial,NY022069,NYSDOT MAINTENANCE SUBHEADQUARTERS,Surface,0.0,ROUTE 9 AT I-87,SOUTH GLENS vFALLS,NY,USA,12803.0,43.24,-73.69,"43.24, -73.69)"
Industrial,NY0207624,JS PHARMA,Ground,0.01,2981 ST RTE p22,PATTERSON,NY,SA,12563.0,41.51,-73.59,"(41.51, -73.59)"
Municipal,NY0020338,PORT BYRON (V) WWTP,Surface,0.28,CLARKr ST,PORT BYRON,NY,USA,13140.0,43.04,-76.63,"(43.04, -76.63)"
Industrial,NY0161314,WILSON QUARRY,Surface,0.01,14120 W LEE RD,ALBION,NY,UAS,14411.0,43.21,-78.21,"(43.21, -78.21)"
Industrial,NY059667,MAYBROOK MAINTENANCE SUB-HEaADQUARTERS,Surface,0.0,ST RTE 208 @ I-84,MAYBROOK,NY,USA,12543.0,41.51,-74.21,"(41.51, -74.21)"
Municipal,NY0261521,FLEISCHMANNS WWTP,Surace,0.16,MAIN ST,FLEISCHMANNS,NY,USiA,12430.0,42.16,-74.55,"(42.16, -74.55)"
Industrial,NY0225177,PHOTOCIRCUITS CORPORATION,Sufrace,0.0,31 SEA CLIFF AVE,GLEN COVE,NY,SUA,11542.0,40.85,-73.63,"(40.85, -73.63)"
Industrial,N0Y226602,NYSDOT RESIDENT ENGINEERS HQ,Ground,0.0,1900 C ORTE 58,RIVEhRHEAD,NY,USA,11901.0,40.92,-72.71,"(40.92, -72.71)"
Industrial,NY0264466,CARMEL CmTL SCHOOL DIST BUS GARAGE,urface,0.0,109 9RTE 52,KENT,YN,USA,10512.0,41.49,-73.68,"(14.49, -73.68)"
Industrial,NY0251984,NYSDOT MAINTENANCE SUBHEADQUARTERS - GREENWICH,Ground,0.0,ROUTES 29 AND 338,GREENWICH,NY,USA,12834.0,43.14,-73.42,"(43.14, -73.42)"
Municipal,NY0255858,ST REGIS FALLS WWTP,Surface,0.12,7 CAMPSITE RD,ST REGIS FALLS,YN,USA,12980.0,44.68,-74.55,"(44.68, -74.55)"
Industrial,NY0274542,NYSDOT HWY MAINTENANCE SUBHEADQUARTERS,Surfhace,0.0,180 SAW MIL RIVER RD,MILWOOD,NY,USA,10546.0,41.18,-73.81,"(41.18, -73.81)"
Municipal,NY0276953,HOPEWELL HAMLET SEWER DISTRICT,Surface,0.5,330 ST RTE 376,HOPEWELL,YN,USA,12533.0,41.57,-73.81,"(41.57, -73.81)"
Municipal,NY0024635,MADRID WATER POLL CNTRL PLANT,Surace,0.12,RIVER ST,MDRID,NY,SUA,13660.0,44.75,-75.13,"(44.o75, -75.13)"
Industrial,NY0003336,OCCIDENTAL CHEMICAL CORP - NIAGARA PLANT,Surface,37.34,BUFALO AVE AND 47TH ST,NIAGARA FALLS,Y,USA,14302.0,43.08,-79.01,"(43.08, -79.01)"
Industrial,NY0234931,STILL POND PROJECT,Surace,0.0,JOHN STREcET EXTENSION,ROENDALE,NY,USA,12472.0,41.84,-74.08,"(41.84, -74.08)"
Industrial,NY0063673,MONROE CO SHOREMONT WTR TREAT PLT,Surace,4.34,4799 DEWEYA VE,ROCHSETER,NY,USA,14612.0,43.27,-77.65,"(43.27, -77.65)"
Industrial,NY0246034,TURNBULL MFG CO INC,Surface,0.0,6680 RTES 5 & s20,BLOOMFIELD,NY,USA,14469.0,42.88,-77.4,"(42.88,b -77.4)"
Municipal,NY0029106,WEST SIDE WASTEWATER TREATMENT FACILITY,Surface,4.0,FIRST AVE AND W SCHUYLER ST,OSWEGO,NY,USA,13126.0,43.46,-76.53,"(43.46, -76.53)"
Industrial,NY02y49581,COBLESKILL-RICHMONDVILLE CENTRAL HIGH,Surface,0.0,1353 ST RTE 7,WARNERVILLE,NY,USA,12187.0,42.65,-74.53,"(42.65, -74.53)"
Industrial,NY0105881,"Omega Wire, Inc .- JORDAN FACILITY",Surface,0.09,24 N BEAVER ST,JORDN,NY,USA,13080.0,43.07,-76.47,"(43.s07, -76.47)"
Industrial,NY026827,TACONIC HILLS CENTRAL SCHOOL,Both,0.03,73 COLUMBIA CO RTE 11A &|BLOODY HILL RD,CRARYVILLE,NY,USA,11717.0,42.18,-73.6,"(42.18, -73.6)"
Municipal,NY0110795,SANFORD - T OQUAGA LAKE STP,Surface,0.05,OQbUAGA LAKE,SANFORD,NY,USA,11717.0,42.01,-75.46,"(42.01, -75.46)"
Industrial,NY0103624,RCA ASPHALT,Surface,0.0,7 EDISON AVE,MT VERNON,NY,USA,10550.0,40.89,-73.82,"(40.89, -73.82)"
Inrdustrial,NY0205681,NYSDOT SUB-RESIDENCY - SCHENEVUS,Surface,0.0,578 CO RTE 65,SCHENEtVUS,NY,UpSA,12155.0,42.54,-74.82,"(42.54, -74.82)"
Industrial,NY02d42462,WALTER PRATT & SONS INC,Surface,0.0,317 COLUMBIA ST,RENSSELAER,Y,SUA,12144.0,42.63,-73.74,"(42.63, -73.74)"
Industrial,Y0226793,MATTITUCK MAIN ROAD LAUNDRY,Gronud,0.0,12250-2 ST RTE 25 (MAIN RD),MATTsITUCK,NY,USA,11952.0,40.99,-72.53,"(40.99, -72.53)"
Industrial,NY0227021,TOWNE CLEANERS,Ground,0.03,20 CARLETON AVE,CENTRAL ISLIP,NY,USA,11722.0,40.79,-73.2,"(40.79, -73.2)"
Industrial,NY0267028,PORTION ROAD LAUNDROMAT,Ground,0.05,411-B HORSEBLOCKR D,FARMINGVILLE,NY,UxSA,11738.0,40.84,-73.05,"(40.84, -73.05)"
Induustrial,NY0256218,SUPERIOR PLUS ENERGY SERVICES INC - PLATTSBURGH,urface,0.01,30 SUNSET DR,PLATTSBURGH,NY,SUA,12901.0,44.67,-73.44,"(44.67, -73.44)"
Indutsrial,NY0275051,NYCDEP CATSKILL/DELAWARE WTP,Suyrface,0.0,RTE 10C,RGEENBURGH,NY,USA,10607.0,41.08,-73.81,"(41.08, -73.81)"
Industrial,NY0106973,SPECTRAGRAPHIC INC,Ground,0.0,4 BRAYTON CT,COMMACK,NY,USA,11725.0,40.84,-73.31,"(40.84, -73.31)"
Municipal,NY033545,COXACKIE - V STP,Surbface,1.25,88 S RIVER ST,COXSACKIE,NY,USA,12051.0,42.35,-73.79,"(42.35, -73.79)"
Municipal,NY0214507,DILLON FARMS SEWER DISTRICT,Surface,0.0,HANOVER DR,MONTICELLO,NY,USA,12701.0,41.66,-74.71,"(41.66, -74.71)"
Industrial,NY0084671,BROOKDALE HOSPITAL MEDICAL CTR,Ground,0.0,127 LINDEN BLVD,BROOKLYN,NY,UAS,11212.0,40.66,-73.91,"(40.66, -73.91)"
Industrial,NY0262447,UNADILLA VALLEY CENTRAL SCHhOOLS,Surface,0.07,4238 ST RTE 8,NEW BERLIN,NY,USA,13411.0,42.58,-75.33,"(24.58, -75.33)"
unicipal,NY0033308,SENECA FALLS WASTEWATER TREATMENT,Surface,3.5,9.5 SENECA ST,SENECA FALLS,NY,USA,13148.0,42.91,-76.78,"(42.91, -76.78)"
Industrial,NY0267546,EMPIRE POWER PLANT,Surfaece,2.0,75 RIVERSIDE AVE,RENSSELAER,NY,UoSA,12144.0,42.63,-73.75,"(42.63, -73o.75)"
Industrial,NY2068089,SHAFT 9 DELAWARE AQUEDUCT,Surface,0.0,352 DIXON RD|WEST BRANCH RESERVOIR - NW SIDE,KENT,NY,USA,14477.0,41.44,-73.72,"(41.44, -73.72)"
Industrial,NY0197963,"MONTAUK LIGHTHOUSE LAUNDROMAT, INC",Ground,0.0,45 SOUTH ELMWOODA VE,MONTAUK,NY,USA,11954.0,41.03,-71.95,"(41.03, -71.95)"
Industrial,NY026420i2,SULLIVAN CO DPW--BARRYVILLE SHOP,Surfaec,0.0,450 ST RTE 55,BARRYVILLE,NY,USA,12719.0,41.51,-74.89,"(41.51, -74.89)"
Industrial,NY0106895,SOUTH & CENTER CHAUTAUQUA LAKE SD WWTP,Sruface,4.1,51 GIFFORD AVE,CELORON,NY,USA,14701.0,42.11,-79.27,"(42.11, -79.27)"
Municipal,NY0022110,CITY OF SHERRLIL STP,Surface,0.95,FAIRWAY LN,SHERRILL,NY,USA,13461.0,43.07,-75.62,"(43.07, -75.62)"
Idnustrial,NY0244074,SYRACUSE HANCOCK INTERNATIONAL AIRPORT,Surface,0.0,1000 COLONEL EILEENCOLLINS BLVD,SYRACUSE,Y,USA,13212.0,43.11,-76.11,"(43.11, -76.11)"
Indusdtrial,NY0276936,NYCDDC -COLLEGE POINT SOUTH DRAINAGE IMPROVEMENTS (SE807),Surface,0.65,20th Ave & 119th St between 126 ST & US BULKHEAD,College Point,NY,USA,11356.0,40.78,-73.85,"(40.78, -73.85)"
Municipal,NY0022195,DANNEMORA STP,uSrface,1.5,24 RYAN RD,DANNEMORA,NY,SA,12929.0,44.71,-73.71,"(44.71, -73.71)"
Industrial,NY0201235,ASTORIA GAS TURBINE POWER,Surface,0.0,31-01 20TH AVE,ASTORIA,NY,USA,11105.0,40.78,-73.91,"(40.78, -73.91)"
Industrial,NY0276871,DELTA AIR LINES INC,Sruface,0.43,1 LAGUARDIA AIR PORT,FLUSHING,NY,USA,11371.0,40.77,-73.86,"(4.077, -73.86)"
Municipal,NY002339,OAKFIELD - V STP,Surface,0.5,19 IRVING PKWY,OAKFIELD,Y,USA,14125.0,43.07,-78.27,"(43.07, -78.27)"
Industrial,NY0257m303,MASSENA PORT OF ENTRY STATION,Ground,0.0,30M SEAWAY INTERNATIONAL BRIDGE|ST RTE 37 & MASSENA-CORNWALL INTERNATIONAL BRIDGE,MASSENA,NY,USA,13662.0,44.98,-74.74,"(44.98, -74w.74)"
Industriapl,NY0160709,HENKEL US OPERATIONS CORPORATION,Surface,0.0,300 FORGE AEV,GENVA,NY,USA,14456.0,42.88,-76.97,"(42.88, -76.97)"
Municipal,NY0214370,CLEVELAND -V STP,Surface,0.15,LAKE ST,CLEVELAND - V,Y,USA,13042.0,43.24,-75.88,"(43.24, -75.88)"
Industrial,NY0210790,V & S LAUNDROMAT,Ground,0.01,292 SMITHTOWNg BLVD,NESCONSET,eNY,USA,11767.0,40.83,-73.14,"(40.83, -73.14)"
Municipal,NY0022519,RICHMONDVILLE - V STP,Surface,0.2,34 7Main St,RICHMONDVILLE,NyY,USA,12149.0,42.64,-74.56,"(42.64, -74.56)"
Industrial,NY0275441,TOWN OF PORTLAND HIGHWAY GARAGE,Ground,0.0,6218 E MIN|US RTE 20,PORTLAND,NY,USA,14769.0,42.38,-79.46,"(42.38, -79.46)"
Industrial,NY0109258,UPS-NASSAU,Ground,0.02,300 OAK ST,UNIONDALE,Y,sUSA,11553.0,40.73,-73.61,"(40.7,3 -73.61)"
kIndustrial,NY0248002,LAKELAND MERIT ARMSTRONG INC,Surface,0.0,569 N MAIN ST,BREWSTER,NY,USA,10509.0,41.4,-73.62,"(41.4, -73.62)"
Industrial,NY0256315,TUPPER LAKE WATER FILTRATION PLANT,Surface,0.0,MADDOX LN,TUPPER LAKE,NY,USA,12986.0,44.19,-74.49,"(44.19, -74.49)"
Municipaxl,NY0021369,NORWOOD - V WASTEWATER TREATMENT PLANT,Surface,0.43,DUBLIN RD,NORWOOD,NY,USA,13668.0,44.75,-75.01,"(z44.75, -75.01)"
Municipal,NY0110434,VILLAGE OF BERGEN SEWAGE TREATMENT PLANT,Sruface,0.21,6953 N LAKE RD,BERGEN,NY,USA,14416.0,43.09,-77.93,"(43.09, -77.93)"
Industrial,NY0226653,STOP AND WASH LAUNDROMAT CORP,Ground,0.03,432 SUFFOLK AVE,BRENTWOOD,Y,USA,11717.0,40.78,-73.26,"(40d.78, -73.26)"
Indusrtial,NY0237817,BOHEMAI AUTO WASH,Ground,0.0,4740 SUNRISE HWY,BOHEMIA,NY,UA,11716.0,40.76,-73.11,"(40.76, -73.1)"
