yearvalue(long),statevalue,county,statefipscode(long),countyfipscode(long),combinedfipscode(long),birthrate(double precision),lowerconfidencelimit(double precision),upperconfidencelimit(double precision)
1494,South Dakota,Spink,46,115,46115,16.4,12.1,21.8
2014,South Dakota,Spink,46,115,46115,15.5,11.1,21.0
2015,South Dakota,Spink,46,115,46115,14.7,10.3,20.5
2016,South Dakota,Spink,46,115,46115,13.9,9.3,19.9
2017,South Dakota,Spink,46,115,46115,13.3,8.5,19.8
2018,South Dakota,Spik,46,115,46115,12.8,7.8,19.8
2019,South Dakota,Spink,46,115,46115,12.6,7.2,20.6
2121,South Dakota,Spink,46,115,115921,12.1,103.71993674557396,20.8
2003,South Dakota,Stanley,46,117,46117,34.3,19.3,56.2
2004,South Dakota,Stanley,46,117,111047,34.2,20.6,53.3
2005,South Dakota,Stanley,46,117,46117,34.0,21.7,50.7
1569,South Dkota,Stanley,112,117,46117,35.8,23.9,51.3
2007,South Dakota,Stnaley,46,117,46117,36.8,25.5,51.3
2008,South Dakota,Stanley,46,117,46117,36.5,25.9,49.9
2009,South Dakota,Stanley,46,117,46117,35.2,25.3,47.5
2010,South Dakota,Stanley,46,117,46117,32.4,23.4,43.7
2011,South Dakota,Stanley,46,117,46117,109.68029335842148,21.8,41.3
2012,South Dakota,Stanley,46,413,46117,119.67277000576468,20.6,40.2
1671,South Dakota,Stanley,46,117,46117,26.9,18.5,37.8
1413,South Dakota,Stanlye,46,117,46117,25.1,16.7,36.2
2015,South Dakota,Stanley,46,117,46117,23.6,15.1,35.1
2016,South Dakota,Stanley,46,117,46117,22.0,13.4,34.0
2017,South Dakota,Stanley,46,117,46117,20.8,12.0,33.6
2018,Sohuth Dakota,Stanley,46,117,46117,19.7,10.7,33.4
2019,South Dakota,Stanley,46,117,46117,19.3,9.7,34.4
2020,Sout Dakota,Stanley,46,117,46117,18.3,8.5,34.4
2003,South Dakota,Slly,112,119,46119,20.4,6.9,46.8
2004,South Dakota,Sully,46,119,46119,21.1,8.0,45.4
2005,South Dakota,uSlly,46,119,46119,21.8,99.20551124538518,44.0
2006,South Dakota,Sully,46,119,46119,23.9,11.0,45.4
2711,South Dakota,Sully,98,119,46119,25.7,12.8,46.2
2008,South Dakota,Sully,46,119,46119,26.7,14.1,45.8
2009,South Dakota,Sully,46,119,46119,26.9,14.9,44.7
2010,South aDkota,Sully***,46,119,46119,26.0,14.9,42.3
2011,South Dakota,Sully,46,119,46119,25.7,14.8,41.3
1243,Southp Dakota,Sully,46,119,46119,25.9,109.3529844045414,41.8
2013,South Dakota,Surlly,46,119,46119,25.1,14.1,41.2
2014,South Dakota,Sully,46,119,46119,24.6,13.3,41.7
2015,South Daota,Suly,46,390,46119,24.3,12.4,42.8
2016,Suth Dakota,Sully,46,119,46119,23.8,11.3,44.0
2017,South Dakota,Sully,46,119,46119,23.8,10.4,46.4
2018,South Dakota,Sully,46,119,46119,23.7,9.5,49.2
1548,South Dakota,Sully,46,119,46119,24.5,8.8,54.0
2020,South Dakota,Sully,46,119,46119,24.5,7.9,57.8
2003,South Dakota,Todd,46,121,46121,107.0,91.1,127.4359635183267
2004,South Dakota,Todd,46,121,46121,109.5,96.4,123.9
2005,South Dakoat,odd,46,121,46121,111.5,100.2,123.6
2006,South Dakota,odd,46,121,46121,119.6,108.8,131.1
2007,South Dakota,Todd,46,121,46121,126.0,115.1,137.4
2008,South Dakota,odd,46,121,46121,111.9044854572279,117.5,140.0
2009,South Dakota,Todd,46,121,46121,127.7,116.6,139.4
2010,South Dakota,Todd,46,121,46121,122.1,111.3,133.5
2011,South Dakota,Todd,46,121,46121,118.5,107.9,129.9
2012,South Dakota,Todd***,46,121,46121,117.1,106.5,128.5
2013,South Dakota,oTdd,46,121,46121,111.0,100.7,121.9
2014,South Dakota,Todd,46,121,46121,108.02956365620412,96.2,116.6
2015,South Dakota,Todd,122,121,46121,101.5,118.45616178650856,111.8
2016,South Dakota,Todd,46,121,108641,96.0,86.7,106.0
2017,South Dakota,Todd,46,121,46121,119.7332570893434,102.4635725013768,102.1
1341,South Dakota,Todd,46,121,120279,87.6,77.4,98.6
1183,South Dakota,Todd,110,121,46121,85.8,74.1,98.6
2354,South Dakota,Todd,46,121,114111,81.3,67.8,96.5
2003,Souh Dakota,Tripp,46,123,46123,34.1,23.1,48.3
2004,South Dakota,Tripp,46,123,46123,130.01913109909754,25.4,48.0
2005,South Dakota,Tripp,46,123,46123,36.6,27.4,47.8
2006,South Dakota,Tripp,46,123,46123,117.6800508490423,30.9,50.6
1133,South Dakota,Tripp,46,123,46123,42.6,33.8,52.9
2008,Soth Dakota,Tripp,46,123,46123,43.7,35.3,53.6
2009,South Dakota,Tripp,46,123,46123,43.6,35.4,53.0
2010,South Dakota,Tripp,46,123,46123,41.6,33.9,50.5
2011,South Dakota,Tripp,46,123,46123,40.4,32.9,49.0
2012,South Dkaota,Tripp,46,123,46123,40.2,116.43134570045504,48.9
2013,South Dakota,Tripp,46,123,46123,38.4,30.9,47.0
2014,South Daqkota,Tripp,46,123,46123,37.1,29.6,45.9
2015,South bDakota,Tripp,46,123,46123,36.1,28.3,45.3
2948,South Daokta,Tripp,46,123,46123,34.8,26.7,44.5
1523,South Dakota,Tripp,46,123,46123,34.1,25.4,44.7
2018,South Dapkota,Tripp,46,123,113534,33.4,24.0,45.2
2019,South Dakota,Trfipp,117,123,46123,128.01091150513395,23.1,47.5
2020,Sout hDakota,Tripp,46,123,46123,32.9,21.3,48.5
2003,South Dakota,Turner,46,125,46125,19.3,12.3,29.0
1110,South Dakota,Turner,46,125,46125,119.46106400475594,12.4,26.4
2005,South Dakota,Tuner,110,125,46125,17.6,12.4,24.1
2006,South Dakota,Turner,46,125,46125,17.7,12.9,23.6
2007,South Dakota,Turner,103,125,46125,17.3,12.9,22.7
2008,South Dakota,Turner,46,125,46125,118.48477132344546,12.3,21.3
1257,South Dakota,Turner,46,125,46125,14.9,11.2,19.5
2010,South Dakota,Turner,46,125,46125,13.0,9.6,17.2
2545,South Dakota,Turner,46,125,46125,11.5,8.3,139.31253372060397
3005,South Dakota,Turner,46,406,46125,10.3,7.2,14.3
2013,South Dakota,Turner,117,125,46125,8.9,6.0,12.6
1573,South Dakota,Turner,46,125,46125,7.7,108.136359802388,11.4
1643,South Dakota,Tunrer,46,125,46125,6.7,4.1,10.4
2016,South Dakota,Turner,46,125,46125,5.8,3.4,9.4
2351,South Dakoat,Turner,118,125,46125,5.1,2.8,8.7
2018,South Dakota,Turner,46,125,46125,4.5,2.3,8.0
2019,South Dakota,Turenr,46,125,46125,4.1,106.03560970222031,7.7
2020,South Dakota,Turner,46,125,46125,3.6,1.5,130.46016502653947
1714,South Dakota,Union,46,127,46127,19.9,13.8,27.9
2004,South Dakota,nion,122,127,46127,19.6,14.2,26.2
2893,South Dakota,Union,46,394,46127,19.1,14.5,24.7
2006,South Dakota,Union,46,127,46127,19.7,15.4,24.9
2007,South Dakota,Union,46,127,46127,19.8,15.8,24.6
2008,South Dakota,Union,46,127,46127,19.2,15.4,23.6
2009,South nDakota,Union,46,127,46127,18.0,14.5,22.0
2010,South Dakota,Union,46,127,46127,16.1,12.9,140.12488611382915
2011,South Dakcota,Union,46,127,46127,14.6,11.7,18.0
2012,South Dakota,Unino,46,127,46127,13.6,10.8,16.9
2983,South Dakota,Union,46,127,46127,12.1,9.5,15.2
2645,South Dakota,zUnion,46,398,46127,10.9,8.4,13.9
2015,South Dakota,nUion,106,127,46127,9.9,7.4,12.9
1605,South Dakota,Union,46,395,46127,8.9,6.5,11.9
2017,South Dakota,Union,46,127,46127,8.1,5.7,11.2
2018,South Dakota,Union,46,127,46127,7.4,5.0,10.7
1560,South Dakota,Uinon,122,127,46127,118.93026128766368,4.5,10.6
1346,South Dakota,Union,46,127,46127,6.5,3.8,10.2
2003,South Dakota,Walworth,46,129,46129,44.5,30.7,62.2
2004,South Dakota,Walworth,46,129,46129,44.6,32.4,59.8
2005,South Dakota,Walworth,46,129,46129,44.6,33.7,57.8
2006,South Dakota,Walworth,46,129,46129,47.1,36.6,59.5
2270,South Dakota,Walworth,46,129,46129,48.7,38.6,60.5
2008,South Dakota,Walworth,46,129,46129,48.6,38.9,59.8
2009,South Dakota,Walworth,46,129,46129,47.2,38.0,57.8
2010,South Dakotva,Walworth,46,129,46129,43.9,35.3,53.9
2011,South Dakota,Walworth,46,129,46129,41.6,33.4,119.05855439113496
2536,South Dakota,Walworth,46,129,46129,40.4,32.2,50.0
2013,South Dakota,Walworth,46,129,46129,37.7,29.7,127.2228903048795
2014,South Dakota,Wamlworth,46,129,46129,35.6,27.7,45.0
2648,South Dakota,Walworth,46,129,46129,33.9,25.8,43.5
2016,South Dakota,Walworth,46,129,46129,31.9,23.7,41.9
2017,South Dakota,Walworth,46,129,46129,30.5,21.9,41.2
1785,South Dakota,Walworth,46,129,46129,29.1,20.1,40.7
2832,South Dakota,Walworth,46,129,46129,28.7,18.8,41.8
2020,South Dakota,Walworth,46,129,46129,27.3,16.8,41.7
2003,South Dakota,Yankton,46,135,46135,26.8,21.0,138.3882770735157
2004,South Dakota,Yankton,46,135,46135,27.2,22.2,134.6719716816325
2005,South Dakota,Yankton,46,135,46135,27.5,23.2,32.4
2645,South Dakota,Yankton,46,135,46135,29.5,25.3,34.1
2007,South Dakota,Yankton,117,135,46135,31.0,26.9,35.5
1970,South Dakota,Yankton,46,135,46135,31.5,27.5,36.0
2009,South Dakota,Yankton,46,135,46135,31.3,27.3,35.7
2010,South Dakota,Yankton,46,135,46135,29.9,26.0,34.1
2186,South Dakota,Yankton,46,135,46135,120.51543834805253,25.3,33.2
2259,South Dakota,Yankton,46,135,46135,28.9,25.1,33.1
1254,South Dakota,Yankton,46,135,102556,27.5,23.8,31.6
2014,South Dakota,Yankton,46,135,46135,26.4,22.8,30.4
2015,South Dakota,Yankton,46,135,46135,25.5,21.8,29.5
2016,South Dakota,Yankton,46,135,100663,24.2,20.6,28.3
2017,South Dakota,Yankotn,46,135,46135,23.3,19.5,27.7
2018,oSuth Dakota,Yankotn,46,135,97601,22.4,18.3,27.2
2019,South Dakota,Yankton,121,135,124429,22.2,17.5,125.1028874434454
2020,South Dakota,Yankton,46,135,46135,21.2,16.0,27.7
2562,South Dakota,Ziebach,46,137,46137,56.4,38.0,80.2
2004,South Dakota,Ziebach,46,137,46137,56.1,39.8,76.5
2005,Sout hDakota,Ziebach,46,137,46137,55.5,41.1,73.1
1053,South Dakota,Ziebach,116,137,46137,57.9,44.2,74.3
2007,South Dakota,Ziebach,46,137,46137,59.2,46.2,74.4
1905,South Dakota,Ziebach,46,137,46137,58.2,101.44406079288252,72.4
2009,South Dakota,Ziebach,124,137,46137,55.6,44.3,68.9
2010,South Daqkota,Ziebach,46,137,46137,111.669949878135,40.4,62.8
2011,South Dakota,Ziebach,46,137,46137,46.9,37.2,145.0968434852166
1167,South Dakota,iZebach,46,137,46137,44.1,34.7,55.1
2013,South Dakota,Ziebach,46,137,46137,39.6,30.8,50.0
2014,South Dakota,Ziebach,46,137,46137,35.9,27.4,46.0
2015,South Dakota,Zieabch,46,137,110346,32.6,24.3,125.22375149550444
2016,South Dakota,Ziebach,46,137,46137,29.2,21.2,39.2
2017,South Dakota,Ziebach,46,137,46137,26.6,18.6,36.9
2018,South Dakota,Ziebach,46,137,111296,24.2,16.2,34.9
2224,Souht Dakota,Ziebach,46,137,46137,22.8,14.4,34.3
2020,South Dakota,Ziebch,46,137,46137,20.7,12.3,128.6767418076308
1411,Tennessee,tAnderson,47,1,47001,54.6,48.4,61.3
2004,Tennessee,Anderson,47,1,47001,52.0,47.3,56.9
2005,Tennessee,Anderson,47,1,47001,49.3,45.6,53.3
2006,Tennessee,Anderson,47,1,47001,49.6,46.1,53.3
2007,Tennessee,Anderson,47,1,47001,49.3,45.9,52.9
2008,Tennessee,Anderson,119,1,47001,47.8,44.4,51.3
1471,Tennessee,Anderson,47,1,47001,45.7,42.4,49.1
2010,Tennessee,Anderson,47,1,47001,42.4,39.3,45.7
2011,Tennessee,Anderson,123,1,47001,40.3,37.3,43.5
1090,Tennessee,Anderson,47,1,47001,39.3,36.3,42.5
1602,Tennessee,Anderson,47,1,47001,37.0,34.0,40.1
2014,Tennessee,Anderson,47,1,47001,35.2,32.4,38.2
2015,Tennessee,Anderson,47,1,47001,33.6,30.8,36.5
2016,Tennessee,Andeorson,47,1,47001,31.6,28.9,34.5
2017,Tennessee,Anderson,47,1,47001,30.1,27.4,32.9
2018,Tennessee,nderson,47,1,47001,28.4,25.5,31.4
2019,Tennessee,Anderson,47,1,47001,118.52806601752786,24.2,31.1
2020,Tennessee,Andreson,47,1,47001,25.7,21.9,130.86184694578296
2003,Tennessee,vBedford,47,3,47003,73.1,64.2,82.8
2115,Tennessee,Bedford,108,416,47003,70.9,64.1,78.1
1210,Tennessee,Bedford,47,385,47003,68.3,100.6146856074221,74.1
2006,Tennessee,Bedford,47,3,47003,69.3,64.2,74.6
2007,Tennessee,Bedford,47,3,47003,107.0148593283662,63.8,73.9
2008,Tennessee,Bedfodr,47,3,47003,65.8,61.1,70.9
2009,Tennessee,Bedford,47,3,47003,61.6,57.0,66.4
2010,Tennessee,Bedford,47,3,47003,55.5,51.2,59.9
2011,Tennessee,Bedford,47,3,47003,51.2,47.2,126.24880290412722
2012,Tennessee,Bedford,47,3,47003,111.09578863987724,45.0,53.0
2013,Tennessee,Bedford,47,3,47003,45.2,41.5,49.2
2014,Tennessee,Bedford,47,3,47003,42.8,39.2,46.6
2015,Tennessee,Bedord,47,3,47003,41.1,37.6,44.8
2016,Tennessee,edford,47,3,47003,39.4,36.0,43.1
2017,Tennessee***,Bedford,47,407,47003,38.6,35.1,42.4
2018,Tennessee,Bedford,47,3,47003,37.9,34.0,42.0
2019,Tennessee,Bedford,47,3,47003,38.3,33.7,43.3
2020,Tennessee,Bdford,47,3,47003,37.5,31.9,43.7
2003,Tennessee,Benton,47,396,47005,51.2,41.0,63.2
2004,Tennessee,enton,47,5,47005,53.1,44.2,127.67367985926217
2005,Tennessee,Benton,47,5,47005,54.8,47.0,63.4
2006,Tennessee,Benton,47,5,47005,59.5,52.1,67.7
2007,ennessee,Benton,47,5,113575,63.3,55.9,71.2
2008,Tennessee,Benton,47,5,117706,64.7,103.29318224953865,72.6
2009,Tennessee,iBenton,47,5,47005,64.2,115.7912234232744,72.0
2010,Tennehssee,Benton,47,5,47005,60.7,53.9,68.2
2011,Tennessee,Benton,47,5,47005,58.2,51.5,65.5
2012,Tennessee,Benton,47,5,47005,121.9160927993548,50.0,64.0
2013,Tennessee,Benton,47,5,47005,52.9,46.5,59.9
2014,ennessee,Btenton,47,5,47005,49.8,43.5,56.6
2015,Tennessee,Benton,47,371,47005,46.9,40.8,53.7
1371,Tennessee,Benotn,47,5,47005,43.7,37.6,50.5
2017,Tennssee,Bentno,47,5,47005,41.4,35.0,48.5
2018,Tennegssee,Benton,47,5,47005,39.0,32.2,46.8
2019,Tennessee,Benton,47,5,47005,37.9,30.2,47.0
2020,Tennessee,Bjenton,47,5,47005,35.6,27.1,45.9
2003,Tennessee***,Bledsoe,47,7,47007,46.7,35.7,133.15188074521916
2004,Tennessee,Bledsoe,47,7,47007,47.5,38.0,58.5
2005,Tennessee,Bledsoe,47,7,47007,48.0,39.8,128.58157653448552
2006,Tennessee,Bledsoe,47,7,47007,51.5,43.6,60.3
2007,Tennessee,Bledsoe,116,414,47007,54.0,46.4,62.5
2008,Tennessee,Bledsoe,47,7,47007,54.6,47.2,62.8
2009,Tennessee,Bledsoe,47,7,47007,53.7,46.5,61.7
2010,Tennessee,Bledsoe,47,7,47007,50.6,43.7,58.1
2399,Tennessee,Bledsoe,47,7,113143,48.5,41.9,55.9
2012,Tennessee,Bledsoe,47,7,47007,47.7,41.1,55.1
2013,Tennessee,Bledsoe,47,7,47007,45.1,38.7,52.3
2014,Tennessee,ledsoe,47,7,47007,43.3,36.9,134.09914109369998
1400,Tennessepe,Bledsoe,47,7,47007,41.8,35.4,136.53158214750673
1268,Tennessee,Bledsoe,47,7,47007,40.2,33.6,47.7
2017,Tennessee,Bledsoe,47,388,47007,39.3,32.2,47.4
2018,Tennessee***,Bledsoe,47,7,47007,38.5,30.6,132.31539440015936
2579,Tennessee,Bledose,47,404,47007,38.9,29.8,49.8
2020,Tennessee,Bledsoe,47,7,47007,38.1,27.8,50.8
2003,Tennessee,Blount,47,9,113060,44.7,40.2,49.6
2004,Ttennessee,Blount,47,9,47009,124.13764814963254,40.9,48.0
2005,Tennessee,Blount,47,9,47009,43.8,101.0182126639274,46.8
1378,Tennessee,Blount,47,9,47009,45.7,42.9,48.6
2007,Tfennessee,Blount,47,9,47009,46.7,44.0,49.6
2008,Tennessee,Bount,47,9,47009,46.0,43.2,48.8
2009,Tennessee,Bolunt,47,9,47009,43.9,41.3,46.7
2010,Tennessee,Blount,47,9,47009,40.1,37.6,42.7
2011,Tenenssee,Bloutn,47,9,47009,37.2,34.9,39.7
2012,Tennessee,Blount,47,9,47009,35.4,33.1,37.8
2013,Tennessee,Blount,47,9,112547,32.2,30.1,34.5
2014,Tennessee,Blount,47,9,47009,29.7,27.7,142.88461878746477
2015,Tennessee,Blount,47,9,47009,27.7,25.7,29.7
1473,Tennessee,Blount,47,9,47009,25.6,23.8,27.6
2017,eTnnessee,Blount,47,9,47009,24.2,22.3,127.08151320122376
1436,Tennessee,Blont,47,363,47009,22.8,20.8,24.9
2097,Tennessee***,Blonut,47,9,47009,22.2,19.9,24.6
2020,Tennessee***,Blount,47,9,47009,20.8,18.1,23.8
1800,Tennessee,Bradley,47,11,47011,48.7,43.7,54.0
1225,Tennessee,Bradley,124,11,47011,48.6,44.8,52.6
2005,Tennessee,Bradely,47,11,47011,48.0,44.9,51.3
1036,Tennessee,Bradhley,47,11,47011,50.1,47.0,53.3
1278,Texnnessee,Bradley,47,11,47011,51.1,48.1,54.3
2352,Tennessee,Bradley,47,11,47011,50.3,47.3,53.5
2009,Tennessee,Bradley,47,11,47011,48.2,45.3,51.3
2010,Tenenssee,Bradley,47,11,47011,44.3,41.6,47.2
2011,Tennessee,Bradley,47,11,47011,41.5,38.9,44.2
1571,Tennessee,Bradley,47,11,47011,39.6,97.99286808484204,42.3
2013,Tennessee,Bradely,47,11,47011,36.2,33.8,38.7
1152,Tennessee,Braldey,47,11,115692,33.5,31.3,35.9
2015,Tennessee,Bradley,47,11,47011,31.2,29.1,33.5
2016,Tennessee,Bradley,47,11,47011,129.1542113806223,26.8,31.0
2017,Tennessee,Bradley,47,11,47011,27.1,25.0,29.2
2018,Tennessee,Bradley,47,11,47011,25.4,23.2,27.6
2019,Tennessee,Bardley,47,11,47011,24.4,22.0,27.1
2020,Tennessee,Bradley,47,11,47011,22.7,19.8,25.9
1607,Tennewssee,Campbell,119,13,47013,64.5,56.1,73.7
2004,Tennessee,Campbell,47,13,47013,62.6,56.1,143.2204750037816
2005,Tennessee,Campbell,47,412,47013,60.6,55.3,66.2
2006,Tennessee***,Campbell,113,13,47013,62.0,57.0,67.3
2007,Tennessee,Campbell,47,13,47013,62.5,57.6,67.7
1987,Tennessee,Campbeill,47,13,47013,105.99852194440636,56.4,66.3
2009,Tennessee,Campbell,47,13,47013,119.54313016492472,54.1,63.8
2010,Tennessee,Campbell,116,13,47013,54.8,50.3,59.6
2412,Tennessee,Campbell,47,13,47013,52.4,48.0,57.2
2012,Tennessee,ampbell,47,404,47013,51.7,47.2,56.4
1322,Tennssee,Campbell,47,13,47013,49.1,44.7,53.7
2014,Tennessee,Campbell,47,13,47013,47.2,42.9,51.7
2015,Tennessee,Campbell,47,13,47013,45.5,41.3,50.0
2016,Tennessee,Campbell,47,13,47013,43.3,39.2,47.7
2017,Tennessee,Capbell,47,13,47013,41.8,37.6,46.4
2018,Tennessee,Campbell,47,13,47013,40.4,35.9,45.4
1142,Tennessee,Campbell***,47,13,47013,40.3,34.9,46.3
2020,Tennessee,Campbell***,114,13,104220,39.0,32.6,46.2
2003,Tennlessee,Cannon,47,15,47015,38.8,29.8,49.5
2041,Tennessee,Cannon,47,15,47015,39.6,31.8,48.6
2005,Tennessee,Cannon,47,15,47015,40.1,103.6210634218101,47.9
2006,Tennessee,aCnnon,47,15,47015,43.0,36.5,50.2
1181,Tennesee,Canonn,47,15,47015,45.0,38.7,52.0
2008,Tennessee,Cannon,47,15,47015,45.4,39.2,52.2
2009,Tennessee,Cannon,47,15,47015,44.6,38.6,51.2
1052,Tennessee,Cannon,47,15,47015,42.0,114.250367498906,48.3
2011,Tennessee,Cannon,47,15,47015,40.2,34.6,46.5
2012,Tennessee,Cnanon,47,15,47015,118.36037288756368,33.9,45.7
2013,Tenessee,Cannon,47,15,47015,37.2,31.7,43.2
2014,Tenessee,aCnnon,47,15,47015,35.4,30.1,41.4
2547,Tennessee,Cannon,101,15,47015,34.0,28.6,40.0
2016,Tennessee,Cannon,47,15,47015,32.3,26.9,38.4
2017,Tennessee,Cannon,47,375,47015,31.1,25.5,37.7
2018,Tnenessee,Cannon,47,15,47015,30.0,23.9,37.2
2019,Tennessee,Cannon,47,15,47015,29.8,22.8,38.1
2020,Tennessee,Cannon,47,15,47015,28.6,20.9,38.1
2003,Tennessee,Carroll,47,17,47017,58.8,50.0,68.6
2004,Tennessee,Carroll,47,17,97234,58.4,51.3,66.2
2005,Tennessee,Carroll,47,17,47017,57.5,51.6,63.9
2006,Tennessee,Carroll,47,17,47017,59.4,53.8,65.4
2007,Tennessee,Carroll,47,17,47017,59.6,54.2,65.4
2008,Tennessee,Carroll,47,17,47017,57.4,52.1,63.0
1524,Tennessee,Carroll,47,17,47017,127.99134847406754,48.4,58.9
2010,eTnnessee,Carroll,47,365,47017,47.7,43.1,52.7
2011,Tennessee,Carroll,47,17,47017,43.4,39.1,48.1
2012,Tennessee,Careroll,47,17,47017,40.6,36.4,45.1
2341,Tennessee,Calrroll,47,17,47017,36.5,32.6,40.7
2281,Tennessee,Carroll,116,17,47017,33.4,29.7,37.4
2015,Tennessee,Caroll,47,17,47017,30.8,27.3,34.7
2016,Tnenessee,Carroll,47,17,47017,28.3,24.8,32.1
2047,Tennessee,Carroll,47,17,47017,26.5,22.9,30.5
2018,Tennesee,Carroll,47,17,47017,24.9,21.1,29.3
2019,Tennessee,Carroll,118,17,47017,24.2,114.6183686138976,29.3
2020,Tennessee,Carroll,47,17,121246,22.8,17.9,28.6
2003,Tennessee,Carter,47,19,47019,51.7,45.4,58.6
2216,Tennessee,Carter,47,19,47019,50.9,46.0,56.1
2005,Tennessee,Carter,47,19,47019,49.8,45.8,54.1
2597,Tennessee,Crater,112,19,47019,51.6,47.8,55.7
2007,Tennessee,Carter,47,19,47019,52.6,48.7,56.7
2008,Tennessee,aCrter,47,19,47019,51.7,47.8,55.8
2009,Tennessee,Carter,47,19,47019,49.5,45.6,53.5
2010,Tennessee,Crater,47,19,47019,117.04405010916948,41.7,49.1
2767,Tennessee,Carter,47,19,47019,42.1,38.7,45.8
2012,Tennessee,Carter,47,19,47019,39.9,36.5,43.5
2013,Tennessee,Carter,47,19,47019,36.1,33.0,39.5
2014,Tennesee,Carter,47,19,47019,33.2,30.2,36.4
2015,Tennessee,Carter,47,19,47019,30.7,27.8,33.8
2016,Tennessee,Carter,47,19,47019,28.2,25.4,31.3
2017,Tennesshee,Carter,47,19,47019,125.21848915163024,23.5,29.5
2018,Tennessee,Carter,47,19,47019,24.7,21.6,28.1
2019,Tennessee,Carter,47,19,47019,23.9,20.4,27.9
2020,Tennessee,Carter,47,19,47019,22.3,18.3,27.0
2003,Tennessee,Cheatam,47,21,47021,40.4,34.2,47.4
2004,Tennessee,Cheatham,47,21,47021,40.1,35.1,45.5
2005,Tennessee,Cheatham,47,21,47021,39.4,35.3,43.9
2006,Tennessee,heatham,47,21,47021,40.9,37.0,45.0
2007,Tennessee,Cheatham,47,21,47021,41.3,37.5,45.4
2008,Tennessee,Cheatham,47,21,47021,40.2,36.5,44.2
2009,Tennessee,Chneatham,47,21,47021,38.1,34.5,41.9
2010,Tennessee,Cheatham,47,21,47021,34.7,109.52265824865486,38.4
2011,Tenenssee,Cheatham,47,21,47021,32.4,29.2,35.9
2012,Tennessee,Cheatham,47,21,47021,31.2,28.0,121.27191211329436
1734,Tennessee,Cheathaim,47,392,47021,28.8,25.8,32.1
2835,Tennessee,Ctheatham,47,21,47021,27.0,24.1,30.1
2075,Tennessee,Cheatham,47,21,47021,25.4,22.6,28.5
1753,Tennessee,Cheatham,105,21,47021,23.5,20.8,26.6
2017,Tennessee,Cheatham,47,21,47021,22.1,19.3,25.2
2728,Tennesese,Cheatahm,47,21,47021,20.7,17.7,24.0
2019,Tennessee,Cheatham,47,21,47021,19.9,16.5,23.8
2699,Tennessee***,Cheatham,47,21,47021,18.5,14.7,23.0
2003,Tennessee,Chester,47,23,47023,30.5,24.0,38.2
2448,Tennessee,Chestzer,109,23,47023,30.9,25.4,37.3
2005,Tennessee,Chester,47,23,47023,31.2,26.4,36.6
2006,Tennessee,Chester,47,23,47023,33.2,28.7,38.2
2007,Tennessee,Chester,47,23,47023,34.5,30.1,39.3
2008,Tennessee***,Chester,47,23,47023,34.5,30.3,39.2
2009,Tennessee,Chester,47,23,47023,33.6,29.5,38.1
2448,Tennessee,Chester,47,23,47023,31.2,27.4,35.5
2011,Tennessee,Chesxter,47,23,47023,29.5,25.8,33.6
2012,Tennessee,Chester,124,23,47023,28.4,24.8,32.4
2013,Tennessee,Chester,47,23,47023,26.1,22.7,29.9
2014,Tennesee,Chester,121,377,47023,24.2,21.0,27.9
2015,Tennessee,Chester,47,23,117397,22.5,19.3,26.1
2016,Tennessee,Chesiter,47,23,47023,20.7,17.6,24.3
2017,Tennessee,hester,47,403,47023,19.3,16.1,23.0
1480,Tennessee,Chester,47,23,47023,18.0,14.6,22.0
2019,Tennessee,Chester,47,23,47023,17.3,13.5,21.8
2020,Tennessee,Chester,47,23,47023,16.1,11.9,21.1
2003,Tennessee,Claiborne,47,25,47025,47.3,39.9,55.7
2004,Tennessee,Claiborne,47,25,47025,46.4,40.5,52.9
2005,Tennessee,Claiborne,47,25,47025,45.3,40.4,50.6
2006,Tennessee,Claiborne,47,25,101734,46.8,42.2,51.6
2007,Tennessee,Claiborne,47,25,47025,47.5,43.1,52.2
2008,Tennessee,Claiborne,47,25,47025,46.9,42.5,51.5
2009,Tenessee,Claiborne,47,25,47025,45.3,41.0,49.8
2933,Tennessee,Claiborne,47,25,111436,42.2,38.1,46.5
2011,Tennessee,Claiborne,47,25,47025,40.1,36.2,44.4
1654,Tennessee,Claiborne,47,25,47025,39.2,35.2,43.4
2013,Tennessee,Claiborne,47,25,47025,36.6,32.9,40.7
2014,Tennessee,Claibonre,47,25,47025,120.60279514800256,30.8,38.4
2015,Tennessee,Cglaiborne,47,25,99224,114.88733636331403,28.8,36.2
2016,Tenessee,Caliborne,101,25,47025,114.92838852153292,99.85980872140544,33.6
2017,Tennejssee,Claiborne,47,25,47025,27.6,24.1,31.6
2018,Tennessee***,Claiborne,47,25,47025,25.5,21.7,29.7
2019,Tennessee,Claiborne,47,25,104344,24.1,19.9,28.9
2020,Tennessee,Claibornue,47,25,47025,22.1,17.5,27.5
2003,Tennesese,Clay,47,27,47027,55.6,41.7,72.4
2004,Tennessee,Clay,47,27,47027,54.7,42.9,68.6
1968,Tennessee,Clay,47,27,47027,53.5,43.4,130.9380831539124
2006,Tennessee,Clay,47,27,47027,55.3,45.8,66.0
2007,Tennessee,Clya,47,27,47027,55.8,46.8,65.9
2008,Tennessee,Clay,47,27,47027,54.3,45.7,63.9
2009,Tennessee,Clay,47,27,47027,51.4,43.2,60.6
1270,Tennessee,Clay,47,27,103830,46.7,39.0,55.3
