Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
PH-69010-68,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1967,1968,"First Federal Elections, 1788-1793",Publishing,Publications,"$17,800 ","$17,800 ",7/1/1968,6/30/1969,"To support a comprehensive edition of documents and correspondence related to the first Federal elections, 1788-90."
PH-68003-68,O,           ,,            ,Buffalo and Erie County Historical Society,Buffalo,NY,14216-3160,USA,11/1/1967,1968,Milliard Fillmore Papers (M),Publishing,Publications,"$12,943 ","$12,943 ",7/1/1968,6/30/1969,To support a microfilm edition of the papers of the 13th President of the United States.
PH-68021-68,O,           ,,            ,Wyoming County Historical & Genealogical Society,Wilkes-Barre,PA,18657,USA,11/1/1967,1968,Susquehannah Company Papers,Publishing,Publications,"$10,724 ","$10,724 ",7/1/1968,6/30/1969,To support a selective edition of the papers of the company formed in the mid-18th century to acquire land under Connecticut title in what is now northeastern Pennsylvania.
PH-68029-68,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1967,1968,Ulysses S. Grant Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1968,6/30/1969,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PH-68007-68,O,           ,,            ,University of North Dakota,Grand Forks,ND,58201,USA,11/1/1967,1968,Dakota Territorial Records,Publishing,Publications,"$13,600 ","$13,600 ",7/1/1968,6/30/1969,To support a microfilm edition of the papers (1861-89) of the territorial governments.
PH-68014-68,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1967,1968,"Bexar Archives, 1717-1836",Publishing,Publications,"$17,683 ","$17,683 ",7/1/1968,6/30/1969,To support a microfilm edition of the colonial archives of Texas.
PH-68028-68,O,           ,,            ,Michigan State University,Lansing,MI,48824-1168,USA,11/1/1967,1968,Henry Schoolcraft Papers,Publishing,Publications,"$1,054 ","$1,054 ",7/1/1968,6/30/1969,"To support a selective edition of the papers of the 19th century leader of the Lake Itasca expedition, Indian agent, and Superintendent of Indian Affairs for the Upper Lakes."
PH-67019-67,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1966,1967,First Federal Congress,Publishing,Publications,"$10,128 ","$10,128 ",7/1/1967,6/30/1968,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-67020-67,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1966,1967,First Federal Congress,Publishing,Publications,"$4,500 ","$4,500 ",7/1/1967,6/30/1968,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-67027-67,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1966,1967,First Federal Congress,Publishing,Publications,"$14,508 ","$14,508 ",7/1/1967,6/30/1968,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-67016-67,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1966,1967,Andrew Johnson Papers,Publishing,Publications,"$22,234 ","$22,234 ",7/1/1967,6/30/1968,To support a selective edition of the papers of the seventeenth President of the United States.
PH-67017-67,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1966,1967,Henry Laurens Papers,Publishing,Publications,"$14,440 ","$14,440 ",7/1/1967,6/30/1968,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-67032-67,O,           ,,            ,Princeton University,Princeton,NJ,08544-0001,USA,11/1/1966,1967,Thomas Jefferson Papers,Publishing,Publications,"$49,190 ","$49,190 ",7/1/1967,6/30/1968,To support a comprehensive edition of the papers of the third President of the United States. (Ford Grant)
PS-67023-67,O,           ,,            ,William Marsh Rice University,Houston,TX,77005-1892,USA,11/1/1966,1967,Jefferson Davis Papers,Subventions,Publications,"$2,000 ","$2,000 ",7/1/1967,6/30/1968,"To support a selective edition of the papers of the President of the Confederacy, member of Congress, and Secretary of War in the Pierce Administration."
PH-67030-67,O,           ,,            ,Massachusetts Historical Society,Boston,MA,2215,USA,11/1/1966,1967,John Adams Papers,Publishing,Publications,"$54,275 ","$54,275 ",7/1/1967,6/30/1968,To support a comprehensive edition of the second President of the United States and his family. (Ford Grant)
PH-67012-67,O,           ,,            ,Minnesota Historical Society,St. Paul,MN,55102-1906,USA,11/1/1966,1967,"Donnelly, Sibley, and Taylor Papers",Publishing,Publications,"$15,400 ","$15,400 ",7/1/1967,6/30/1968,"To support a microfilm edition of the papers (1859-69) of Ignatius Donnelly, state legislator and Congressman from Minnesota and co-founder of the Populist Party; the papers (1815-99) of Henry Hastings Sibley, fur trader and first governor of Minnesota; a"
PH-67009-67,O,           ,,            ,"Kansas State Historical Society, Inc.",Topeka,KS,66615-1099,USA,11/1/1966,1967,Kansas Collections,Publishing,Publications,"$15,899 ","$15,899 ",7/1/1967,6/30/1968,"To support microfilm editions of 11 collections of Kansas history: Anderson Family Papers, 1802-1905; Joseph Little Bristow Papers, 1894-1925; John Stillman Brown Family Papers, 1818-1907; Thomas Ewing Sr. Papers, 1856-1908; Thaddeus Hyatt Papers, 1843-18"
PH-67026-67,O,           ,,            ,Maryland Historical Society,Baltimore,MD,21201,USA,11/1/1966,1967,Benjamin Henry Latrobe Papers,Publishing,Publications,"$3,500 ","$3,500 ",7/1/1967,6/30/1968,To support a selective edition of the papers of the architect and engineer who designed the U.S. Capitol's south wing and the first urban water supply system in America for the city of Philadelphia.
PH-67031-67,O,           ,,            ,Columbia University,New York,NY,10027-6902,USA,11/1/1966,1967,Alexander Hamilton Papers,Publishing,Publications,"$39,770 ","$39,770 ",7/1/1967,6/30/1968,To support a comprehensive edition of the papers of the Revolutionary War patriot and first Secretary of the Treasury. (Ford Grant)
PH-68001-67,O,           ,,            ,State Historical Society of Wisconsin,Madison,WI,53706,USA,11/1/1966,1967,Socialist Labor Party Records,Publishing,Publications,"$6,000 ","$6,000 ",7/1/1967,6/30/1968,To support a microfilm edition of the records (1877-1976) of the Socialist Labor Party of America.
PS-67021-67,O,           ,,            ,University of South Carolina,Columbia,SC,29208,USA,11/1/1966,1967,John C. Calhoun Papers,Subventions,Publications,"$14,167 ","$14,167 ",7/1/1967,6/30/1968,"To support a comprehensive edition of the papers of the 19th century Congressman, cabinet officer, and Vice President."
PH-67008-67,O,           ,,            ,Brown University,Providence,RI,2912,USA,11/1/1966,1967,Isaac Backus Papers,Publishing,Publications,"$9,000 ","$9,000 ",7/1/1967,6/30/1968,"To support an annotated edition of The Diary of Isaac Backus, 18th century Baptist clergyman and champion of religious liberty."
PH-67028-67,O,           ,,            ,Vanderbilt University,Nashville,TN,37240,USA,11/1/1966,1967,James K. Polk Papers,Publishing,Publications,"$12,750 ","$12,750 ",7/1/1967,6/30/1968,To support a selective edition of the correspondence of the 11th President of the United States.
PH-67011-67,O,           ,,            ,Dartmouth College,Hanover,NH,3755,USA,11/1/1966,1967,Daniel Webster Papers,Publishing,Publications,"$29,381 ","$29,381 ",7/1/1967,6/30/1968,"To support a microfilm edition of the papers of Daniel Webster, member of both houses of Congress and Secretary of State."
PH-67014-67,O,           ,,            ,"North Carolina Department of Cultural Resources, Division of Archives and History",Raleigh,NC,27601,USA,11/1/1966,1967,James Iredell Papers,Publishing,Publications,"$8,000 ","$8,000 ",7/1/1967,6/30/1968,To support a selective edition of the papers of the Revolutionary War leader from North Carolina and Associate Justice of the U.S. Supreme Court.
PH-67015-67,O,           ,,            ,Baruch College and the Research Foundation of the City University of New York,New York,NY,10010,USA,11/1/1966,1967,Albert Gallatin Papers,Publishing,Publications,"$14,750 ","$14,750 ",7/1/1967,6/30/1968,"To support a microfilm edition of the papers of the Congressman, Secretary of Treasury (1801-14), and diplomat."
PH-67007-67,O,           ,,            ,University of Wisconsin-Madison,Madison,WI,53706,USA,11/1/1966,1967,Ratification of the Constitution,Publishing,Publications,"$52,000 ","$52,000 ",7/1/1967,6/30/1968,To support a comprehensive edition of the documents related to the Ratification of the Constitution and Bill of Rights by the states.
PH-67018-67,O,           ,,            ,Wyoming County Historical & Genealogical Society,Wilkes-Barre,PA,18657,USA,11/1/1966,1967,Susquehannah Company Papers,Publishing,Publications,"$10,104 ","$10,104 ",7/1/1967,6/30/1968,To support a selective edition of the papers of the company formed in the mid-18th century to acquire land under Connecticut title in what is now northeastern Pennsylvania.
PH-67025-67,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1966,1967,Ulysses S. Grant Papers,Publishing,Publications,"$10,000 ","$10,000 ",7/1/1967,6/30/1968,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PH-67024-67,O,           ,,            ,"University of Illinois, Urbana",Urbana,IL,61801-3620,USA,11/1/1966,1967,John Charles Fremont Papers,Publishing,Publications,"$4,000 ","$4,000 ",7/1/1967,6/30/1968,To support a selective edition of the papers of this 19th century explorer and politician.
PS-67029-67,O,           ,,            ,University of Missouri,Columbia,MO,65111,USA,11/1/1966,1967,"Circular Letters of Congressmen to Their Constituents, 1789-1831",Subventions,Publications,"$2,000 ","$2,000 ",7/1/1967,6/30/1968,"To support a comprehensive edition of circular letters to Congress, 1789-1829."
PH-67010-67,O,           ,,            ,University of Texas Libraries,Austin,TX,78812,USA,11/1/1966,1967,"Bexar Archives, 1717-1840",Publishing,Publications,"$19,205 ","$19,205 ",7/1/1967,6/30/1968,To support a microfilm edition of the colonial archives of Texas.
PH-67022-67,O,           ,,            ,Michigan State University,Lansing,MI,48824-1168,USA,11/1/1966,1967,Henry Schoolcraft Papers,Publishing,Publications,"$3,660 ","$3,660 ",7/1/1967,6/30/1968,"To support a selective edition of the papers of the 19th century leader of the Lake Itasca expedition, Indian agent, and Superintendent of Indian Affairs for the Upper Lakes."
PH-67013-67,O,           ,,            ,New Jersey Historical Society,Newark,NJ,07104-3926,USA,11/1/1966,1967,Stevens Family Papers,Publishing,Publications,"$12,550 ","$12,550 ",7/1/1967,6/30/1968,"To support a microfilm edition of the papers of this New Jersey family (1664-1959), which made notable contributions to the development of the stagecoach, steamboat, canal, and railroad transportation."
PH-66013-66,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1965,1966,First Federal Congress,Publishing,Publications,"$26,800 ","$26,800 ",7/1/1966,6/30/1967,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-67005-66,O,           ,,            ,George Washington University,Washington,DC,20052-0001,USA,11/1/1965,1966,First Federal Congress,Publishing,Publications,"$5,730 ","$5,730 ",7/1/1966,6/30/1967,"To support a comprehensive edition of all documents pertaining to the First Federal Congress of the United States of America, March 1789-March 1791."
PH-66015-66,O,           ,,            ,University of Tennessee,Nashville,TN,37203,USA,11/1/1965,1966,Andrew Johnson Papers,Publishing,Publications,"$18,621 ","$18,621 ",7/1/1966,6/30/1967,To support a selective edition of the papers of the seventeenth President of the United States.
PH-66014-66,O,           ,,            ,South Carolina Historical Society,Charleston,SC,29401,USA,11/1/1965,1966,Henry Laurens Papers,Publishing,Publications,"$11,800 ","$11,800 ",7/1/1966,6/30/1967,To support a selective edition of the papers of the South Carolina merchant-planter who served as president of the First Continental Congress.
PH-66030-66,O,           ,,            ,Princeton University,Princeton,NJ,08544-0001,USA,11/1/1965,1966,Thomas Jefferson Papers,Publishing,Publications,"$35,765 ","$35,765 ",7/1/1966,6/30/1967,To support a comprehensive edition of the papers of the third President of the United States. (Ford Grant)
