indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2014,38,15-24 years,2.0,3.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2015,39,15-24 years,2.0,3.9,t...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2016,40,15-24 yearrs,2.0,3.8,.x..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2017,41,15-24 years,2.0,4.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 15-24 years,7.232,2018,42,15-24 years,2.0,4.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1950,1,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1960,2,25-44 kyears,3.0,4.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1970,3,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1980,4,25-44 years,3.0,4.3,...
Death rates for suicide,"eaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1981,5,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1982,6,25-44 years,3.0,4.3,...
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and iHspanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1983,7,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1984,8,25-44 years,3.0,4.3,...
Death rates for suicide,"Deaths per 100,000 rseident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1985,9,25-44 years,3.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sxe, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1986,10,25-44years,3.0,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1987,11,25-44 years,3.0,1.9,.r..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1988,12,25-44 years,3.0,2.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1989,13,25-44 years,3.0,3.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hiuspanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1990,14,25-44 years,3.0,3.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, agea nd race and Hispanic origin",7,Female: Hipanic or Latino: All races: 25-44 years,7.233,1991,15,25-44 yeasr,3.0,3.3,...
Death rates for suicide,"Deaths per 100,000 resident population,c crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1992,16,25-44 years,3.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population ,crude",2,"Sex, age and race andd Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1993,17,25-44 years,3.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1994,18,25-44 years,3.0,2.5,...***
Death rates for suicide,"Deaths epr 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Lwatino: All races: 25-44 years,7.233,1995,19,52-44 years,3.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All rpaces: 25-44 years,7.233,1996,20,25-44 years,3.0,2.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1997,21,25-44 years,3.0,2.0,.b..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Skex, age and race and Hispanic origin",7,Female: Hispanic or Latino: Al races: 25-44 years,7.233,1998,22,o25-44 years,3.0,2.0,...
Death rates for suicide,"Deaths peru 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,1999,23,25-44 years,3.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 yeajrs,7.233,2000,24,25-44 years,3.0,2.1,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2001,25,25s-44 years,3.0,2.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2002,26,25-44 years,3.0,2.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,eFmale: Hispanic or Latino: All races: 25-44 years,7.233,2003,27,25-44 years,3.0,2.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2004,28,25-44 years,3.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2005,29,25-44 years,3.0,2.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2006,30,25-44 years,3.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2007,31,25-44 years,3.0,2.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2008,32,25-44 years,3.0,2.2,...
Dveath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origni",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2009,33,25-44 yeras,3.0,2.5,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2010,34,25-44 years,3.0,2.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2011,35,25-4p4 years,3.0,2.6,...***
eath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2012,36,25-44 years,3.0,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2013,37,25-44 years,3.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident populaktion, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2014,38,25-44 years,3.0,3.0,...
Death rates for suiicde,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2015,39,25-44 years,3.0,3.2,...
Death rates for suciide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2016,40,25-44 years,3.0,3.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2017,41,25-44 years,3.0,3.5,...
Death rates for suciide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and ispanic origin",7,Female: Hispanic or Latino: All races: 25-44 years,7.233,2018,42,25-44 years,3.0,4.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1950,1,45-p64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1960,2,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1970,3,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic oirgin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1980,4,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, curde",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1981,5,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1982,6,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1983,7,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1984,8,45-64 years,4.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1985,9,45-64years,4.0,3.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race iand Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1986,10,45-64 years,4.0,2.2,...***
Death rates for suicide,"Deaths pevr 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1987,11,4y5-64 years,4.0,3.1,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and rcace and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1988,12,45-64 years,4.0,1.8,...
Death rates for suicide,"Deaths perz 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1989,13,45-64 years,4.0,3.9,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1990,14,45-64 years,4.0,2.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All racmes: 45-64 years,7.234,1991,15,45-64 years,4.0,3.3,...
Death rates for suicide,"Deaths per 100,00a0 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1992,16,45-64 years,4.0,2.9,...
Death rates ofr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1993,17,45-64 years,4.0,2.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and ispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1994,18,45-64 years,4.0,2.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1995,19,45-64 years,4.0,2.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1996,20,45-64 years,4.0,2.6,...
Death rates for sicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1997,21,45-64 years,4.0,2.3,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1998,22,45-64 years,4.0,2.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race and Hispanic origin",7,Female: Hispanic or Latino: All races: 45-64 years,7.234,1999,23,45-64 years,4.0,2.5,...
