OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
17921,SED D-7 1925,225 37th Ave,,2018/01/16 21:13:41+00,2021/02/23 23:32:13+00,1925,8,23,A landslide originating on 225 37th Ave encroached onto Dorffel Dr. E.  This polygon does not represent the shape or particular extent of the slide.,225 37th Ave E,17921,11500.61484643,492.156229103911,11500.619564754
17922,SED L-2,3213 E Alder St,,2018/01/16 23:54:17+00,2021/02/23 23:32:13+00,1997,1,2,Slide geometry based off of sketch in file. See SED L-3 and/or attachment.,3213,17922,2034.90568085,172.241000433916,2034.90370259207
17923,SED L-2,222 Lake Dell Ave,,2018/01/17 00:53:17+00,2021/02/23 23:32:13+00,1897,12,27,See point 252. Landslide across the street above Lake Dell Ave destroyed homes located on this property. Polygon tags properties affected by slide. Does not represent slide geometry/extent.,222,17923,3022.89150316,450.813358250738,3022.88116750226
17954,SED H-6-A 1996-2001,602 36th Ave E,,2018/01/18 19:55:15+00,2021/02/23 23:32:13+00,1996,12,31,"Two slides occurred between 12/31/96 and 1/1/97.  This polygon does not represent the shape or extent of the slides, just the parcels that were impacted.","602 36th Ave E, 540 Hillside Dr E, 600 Hillside Dr E.",17954,20826.58320256,651.662878850253,20826.5899997138
17955,SED 6-B,609 Yesler Way,,2018/01/18 21:02:07+00,2021/02/23 23:32:13+00,1973,11,29,This polygon was derived from a sketch in the attached file.  The landslide occurred following grading operations at 609 Yesler Way.,609 Yesler Way,17955,4052.88082121,248.728557148238,4052.87987571074
17969,SED L-2,224 32nd Ave,,2018/01/18 21:51:16+00,2021/02/23 23:32:13+00,1937,1,7,Slide initiated on hillside above (west of) Lake Dell Ave. Shifted foundation of home at 222 Lake Dell Ave.,"224, 222",17969,2638.61968338,392.647794981439,2638.61227872691
17970,SED J-1-F,922 S Main St,,2018/01/18 22:18:34+00,2021/02/23 23:32:13+00,1910,12,7,"This polygon represents the general extent of the ""Jackson St. Slide"" as described in the file.  This shape was sketched from a 1936 map.  Sliding started in 1910 following deep (10'-45') grading of Jackson St.  Sliding of this area continued through the 1980s.  Several notable events are represented by points.  All documents for all events are attached to this polygon.",,17970,276090.77013851,2537.43076244967,276090.790175885
18241,SED J-1-E 1918,Tacoma Hotel,,2018/01/22 17:21:39+00,2021/02/23 23:32:13+00,1918,3,25,"This polygon represents ground motion endangering the Tacoma Hotel, which was located in this block.  The first slide was described in 1918.  Later movement occurred in 1923 and 1933 (see point).  This polygon was drawn from the ""Old Slide"" mapped around the hotel on a 1936 map.",,18241,61319.80089974,973.972992924211,61319.8051209326
18257,SED 29-A,1807-1811 29th Ave S,,2018/01/22 22:09:08+00,2021/02/23 23:32:13+00,1976,3,19,Polygon tags the parcels affected by the slide movement. Does not represent geometry/extent of slide. See point 424.,"1807, 1811",18257,940.36528272,124.226071666198,940.364558019006
18561,SED J-1-H 1911-1916,S Main St / Maynard Ave S,,2018/01/29 21:10:46+00,2021/02/23 23:32:13+00,1916,,,"Sliding began in 1905 following grading and continued through 1916, depositing material onto Main St.  Refer to overlapping points.  This polygon is a generalized version of the slide extent as shown in a blueprint in the attached file.",,18561,124739.33784185,1571.62837572219,124739.340612935
18562,SED J-1-H 1933,624 S Main St,,2018/01/29 21:49:42+00,2021/02/23 23:32:13+00,1933,12,6,"This polygon represents the extent of the slide, not the shape.  the whole block settled and slipped in a ""great mass of earth.""  Refer to overlapping points.",,18562,138229.24770314,1644.79398130753,138229.247300472
18563,EOC556 / SED H-18,5819 SW Horton St,,2018/01/30 00:05:29+00,2021/02/23 23:32:13+00,2012,12,25,"Slide along the edge of both of these properties.  This polygon represents the approximate location of the event, not the shape of the slide.",,18563,2413.11801313,221.790220315519,2413.11048668442
18564,SED H-9,9th Ave S & S Horton St,,2018/02/05 20:49:07+00,2021/02/23 23:32:13+00,1932,3,1,Polygon does not represent slide geometry or extent. Tags the appropriate parcel.,3100,18564,33512.44546043,812.6187736981,33512.4352784567
18565,SED 10-B-2,10th Ave S & Colfax Pl S,,2018/02/05 22:09:16+00,2021/02/23 23:32:13+00,1932,3,12,Slide geometry based off of map in file.,,18565,6539.09622604,363.603287382015,6539.09533995206
18566,SED D-3,4317 11th Ave S,,2018/02/05 22:50:59+00,2021/02/23 23:32:13+00,1959,1,28,Polygon does not represent slide geometry or extend. Tags appropriate parcels.,"4317, 4321",18566,4685.35074761,392.882457257983,4685.34922558811
18881,SED 5-A 1911,5th Ave / Terrace St,,2018/02/05 21:12:11+00,2021/02/23 23:32:13+00,1911,9,18,"This landslide occurred in Terrace St and surrounding blocks following the grading of 5th Ave.  The first cracks appeared in August of 1911, followed by a slide on the above date, and reports of damage continued at least through the 1930s.  This polygon does not represent the shape of the slide. ",,18881,119303.4853186,1389.20166191839,119303.499134618
18882,SED L-4 1927,401 Lakeside Ave S,,2018/02/06 21:14:02+00,2021/02/23 23:32:13+00,1927,4,15,"Landslide that deposited onto the W side of Lakeside Ave S.  This polygon only represents the property described to have been impacted, and does not represent the shape or extent of the slide.",,18882,4023.30477447,288.267450009266,4023.30555171468
18883,SED L-4 1986,428 Lakeside Ave S,,2018/02/06 21:56:16+00,2021/02/23 23:32:13+00,1986,1,18,This landslide from the upper side of Lakeside damaged property at 428 Lakeside Ave S.  This polygon does not represent the shape or extent of the slide.,,18883,1153.76353151,175.545353207812,1153.76546673861
18884,EOC1112 / EOC1113,10027 47th Ave SW,,2018/02/07 00:07:57+00,2021/02/23 23:32:13+00,2017,2,9,Landslide from upslope property deposited mud at the rear of the downslope property.  This polygon is an approximate slide outline drawn from photos.,"10027 47th Ave SW, 10026 51st Ave SW",18884,6702.16697992,443.199895326612,6702.16540514518
19203, SED 9-A-3 1960,4525 10th Ave S,,2018/02/08 22:07:49+00,2021/02/23 23:32:13+00,1960,1,29,"This polygon represents the general shape of the landslide as sketched in the file.  A set-down occurred in fill on the three properties on 10th Ave S and continued as a mudflow which crossed Snoqualmie Pl and expanded out into the yards of the houses below.  The downstream area is now I-5, and the lower extent of this slide shape is estimated.",,19203,15211.86015258,751.695725252412,15211.8645784489
19217,SED H-1,3508 Hahn Pl S,,2018/02/10 00:14:58+00,2021/02/23 23:32:13+00,1951,3,10,This polygon does not represent slide geometry or extent. It tags the parcels impacted by this event.,"3507, 3508",19217,4011.75980401,310.159693411526,4011.76097329291
19522,SED 42-A,5050 42ns Ave S,,2018/02/12 22:52:28+00,2021/02/23 23:32:13+00,1975,10,29,"Water saturated front yard, retaining wall failed, and several yards of material came down over the sidewalk.  This polygon does not represent the shape of the event.",5050 42nd Ave S,19522,1272.10574577,152.888995377343,1272.10623390241
19841,SED 9-A-2,11th Ave S - S Spokane to S Charlestown St,,2018/02/15 00:01:23+00,2021/02/23 23:32:13+00,1913,2,10,Excavations made by Builders Brick Co. initiated extensive sliding. Slide area described in the file. May have been a series of events occurring in 1910s.,,19841,195478.90213352,1797.0073354778,195478.908017723
19842,SED 9-A-2,12th Ave S - S Bradford to S Dakota St,,2018/02/15 00:09:43+00,2021/02/23 23:32:13+00,1913,2,10,Excavations by the Seattle Brick & Tile Co. thought to have caused extensive sliding. Slide area described in the file. May have been a series of events in the 1910s.,,19842,391156.9141016,2455.42112389259,391156.960996262
20161,SED D-1-A,1200 S Lane St,,2018/02/22 20:36:41+00,2021/02/23 23:32:13+00,1964,2,1,Polygon tags the appropriate parcel. Does not represent slide extent/geometry.,1200,20161,54163.35534002,932.789818557514,54163.349169178
20481,SED D-1-B,12th Ave S & S Dearborn St,,2018/02/26 20:54:02+00,2021/02/23 23:32:13+00,1954,2,,Slide geometry provided by map in file. Exact day of slide unknown. See SED D-1-B.,,20481,53042.88669763,924.713223763105,53042.8867381084
20497,SED S-2 1997,2573 Shoreland Dr S,,2018/02/27 18:46:21+00,2021/02/23 23:32:13+00,1997,1,1,This polygon does not represent the shape of the slide.  A slide from the edge of Cascadia Ave S crossed the road and ended in the yard of 2573 Shoreland Dr S.,2573 Shoreland Dr S,20497,2145.98071028,227.792246844704,2145.98469042555
20513,SED 23-B 1953,2340 23rd Ave S,,2018/02/28 18:33:40+00,2021/02/23 23:32:13+00,1953,,,"A city engineer evaluated these lots, assessing the ground to be unstable.  This polygon only tags the lots, and does not indicate the shape or full extent of instability.","2340, 2346 23rd Ave S",20513,964.56978658,154.122620318139,964.569141728049
20514,SED 23-B 1956,2314 S Bayview St,,2018/02/28 18:51:52+00,2021/02/23 23:32:13+00,1956,1,4,"Refer to overlapping slide point.  Sliding started at 2360 following a sewer or water main break, and deposited on 2314 S Bayview St.  This polygon does not represent the shape of the slide.","2314 S Bayview St., 2360 23rd Ave S",20514,17748.31689473,578.94502463186,17748.3226968575
20529,DCLU 23 / SED 18-B,2101 18th Ave S,,2018/02/28 20:59:31+00,2021/02/23 23:32:13+00,2001,12,16,"Refer to overlapping point. This polygon only represents the general extent of the slide, not the slide shape.",,20529,2102.32555531,188.586709270007,2102.32722410169
20801,SED 25-A-1 1958,2901 27th Ave S,,2018/03/06 19:28:15+00,2021/02/23 23:32:13+00,1958,1,9,"This slide occurred between Winthrop and Stevens and damaged 25th Ave S.  This developed during the same time as the slide to the north, following construction of the bowling alley at the toe of the slope to the east.  This polygon was derived from photos, descriptions, and a rough sketch.","This slide occurred between Winthrop and Stevens and damaged 25th Ave S.  This developed during the same time as the slide to the north, following construction of the bowling alley at the toe of the slope to the east.",20801,41184.80637279,835.594576696031,41184.8138120909
20802,SED 25-A-1 1958,2901 27th Ave S,,2018/03/06 19:28:59+00,2021/02/23 23:32:13+00,1958,1,9,"This slide is an expansion of the summer 1957 slide triggered in part by removal of the slope toe at the bowling alley property.  Over months, this slide extended between S Stevens St and S McClellan St, damaging 25th Ave S.  This polygon was derived from descriptions and rough sketches in the file.",2901 27th Ave S,20802,41099.94620717,1024.46592425869,41099.9569455666
20803,SED 25-A-1 1960,2901 27th Ave S,,2018/03/06 22:41:08+00,2021/02/23 23:32:13+00,1960,5,,"Severe sliding began again following removal of lateral support during restoration work.  A 4' drop was described along the former slide scarp in 25th St.  40' east of the 25th St, there was upheaval of the ground.  This polygon was drawn from a general sketch of the slide area.",2901 27th Ave S,20803,161471.34394471,1644.09527436068,161471.375611418
20817,"EOC226, EOC252",1626 29th Ave,,2018/03/08 22:19:21+00,2021/02/23 23:32:13+00,2010,12,13,"Slide in backyard of 1626 29th Ave undermined parking slab.  Debris went into the back of the structure on the east half of 2907 E Olive St.  This polygon represents the general extent of the slide, not the slide shape.","1626 29th Ave, 2907 E Olive St",20817,1301.87635294,144.567351234855,1301.87869079154
20818,EOC1038,10447 47th Ave SW,,2018/03/09 01:29:29+00,2021/02/23 23:32:13+00,2016,1,22,Slide started on 10447 47th and blocked Maplewood Pl.  Photos show cracks in Maplewood. This polygon does not represent the shape of the slide.,,20818,1888.40234423,192.68251173626,1888.39872487961
20833,EOC227,1722 28th Ave S,,2018/03/08 22:28:05+00,2021/02/23 23:32:13+00,2010,12,13,"Slide on the SW corner of 1722 and NW corner of 1728 28th Ave S.  Exposed corrugated pipe on 1728 property.  This polygon represents the general extent of the slide as seen in aerial photos, not the shape of the slide.","1722 28th Ave S, 1728 28th Ave S",20833,2124.93227751,189.633550177155,2124.93061040665
20834,EOC230,12700 Riviera Pl NE,,2018/03/08 23:01:14+00,2021/02/23 23:32:13+00,2010,12,13,"Approximately 150 cu. yds. of slide debris from the private property above went across the Burke Gilman trail and hit the garage at 12700 Riviera Pl NE.  Additional shallow slides on the steep slope west of the trail.  This polygon tags the properties impacted by the slide, and doesn't represent the slide shape.","12706, 12700 Riviera Pl NE",20834,2116.701581,302.416680113731,2116.70341640964
21121,SED 25-A-2 1986,3632 24th Ave S,,2018/03/12 19:00:50+00,2021/02/23 23:32:13+00,1986,1,18,"Two slides occurred here on 1/18 and 1/31, forming a 100' diameter ""bowl"" at the slide head.  This polygon represents the general area impacted as shown on a sketch in the file.  The polygon does not represent the particular shape of the slide.  Slide debris was deposited onto Cheasty Blvd.",3632 24th Ave S,21121,31179.73516509,1108.16481328247,31179.7443085058
21122,"DCLU J-230,232",3530 Cheasty Blvd S,,2018/03/12 19:53:26+00,2021/02/23 23:32:13+00,1986,1,,"This polygon represents the location of a slide mapped as having occurred during the Jan, 1986 storm.  No paper file remains for this event.  This does not represent the shape of the slide.",,21122,12836.92260763,456.533379482331,12836.9213111219
21441,SED 31-C 1994,3005 NW Esplanade,,2018/03/29 20:54:33+00,2021/02/23 23:32:13+00,1994,12,27,"A portion of NW 31st St. slid into a holding pond at 3005 NW Esplanade, plugging a drain and resulting in flooding.","3005 NW Esplanade, 9553 NW 31st St",21441,2414.2089268,191.106548743384,2414.2083838438
21457,SED S-9,1717-1723 Sturgus Ave S,,2018/03/30 17:08:35+00,2021/02/23 23:32:13+00,1983,12,9,Polygon tags the properties affected by the slides. It does not represent the exact area or extent of sliding. See file SED S-9 subfolder 1983 and/or attachment for additional information.,"1717, 1723",21457,9998.65778874,434.486537519789,9998.65441932893
21458,SED S-13,8516 Sand Point Way NE,,2018/04/02 21:08:42+00,2021/02/23 23:32:13+00,1997,5,9,Polygon tags the property affected by the ground movement.  See file SED S-13 and/or attachment for additional information.,8516,21458,522.49178277,98.4692966121733,522.491873730267
21761,EOC427,1424 32nd Ave S,,2018/04/02 22:18:48+00,2021/02/23 23:32:13+00,2010,12,,"Exact date unknown.  Slide originally occurred Dec. 2010, though was not reported until Feb. 2011.  This polygon does not represent the shape of the slide, just the parcels involved.  Refer to overlapping point.","1424 32nd Ave S, 1413 33rd Ave S",21761,2483.88393709,222.869651501659,2483.88890227557
