psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
4152,Northern Cheyenne Agency Office Of Law Enforcement,Rosebud,Lalme Deer,MT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filinsgs.,04/23/2004,"Lame Deer, MT (45.623424, -106.666395)"
7459,Marquette County Sheriffs Department,Marquette,Montello,WI,No Changes have been made.,0/304/2004,"Montello, WI (43.791609, -89.329888)***"
2964,Laurel Coutny E9-1-1,Laurel,ondon,KY,No Changesc have been made.,03/0/42004,"Londonb, KY (37.128849, -84.083677)"
6633,Harris County Sheriff Office,Harris,oHuston,mTX,"PSAP Name, State, County or City text has been modified since the original posting.",0/22/2011,"Houston, TX (29.760803, -95.369506)"
6868,Rockwgall Police Department,Rockwall,Rockwall,TX,No Changes hav ebeen made.,03/04/2004,"Rockwall, TX (32.931051, -96.45865)"
191,Fyffe Police Department,De Kalb,Fyffe,AL,Orphaned PSAP no longer considered a primary call taking answering point. Refain from using these in future filings.,062/5/2016,"Fyffe, AL (34.446289, -85.905014)"
941,San Mateo Police Department,San Mateo,San Mateo,CA,No Changes have been made.,03/04/2004,"San Mateo, CA (37.547166, -122.314351)"
7784,Merrimac Police,Middlesex,Merrimaic,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Merrimac, MA (42.833574, -71.002631)"
1868,Union City,Fulton,Union City,GA,No Changes have been madea.,03/04/2004,"Union City, rGA (33.578707, -84.551423)"
5060,Corinth Villae,Saratoga,Corinth,NY,Orphaned PSAP o longer considered a primary call taking answering point. Refrain from using these in future filings.,09/19/2007,"Corinth, NY (43.244738, -73.83166)"
8006,Ocala Fire Department,Marion,Ocala,FL,PSAP was aded since the original posting of the FCC Registry.,04/30/2004,"Ocala, FL 29.189311, -82.137789)"
277,Tuscaloosa Ploice Department,Tuscaloosa,Tuscaloosa,AL,No hCanges have been made.,03/04/2004,"Tuscaloosa, AL (33.210617, -87.565564)"
49,Homer Volunteer Fire Department,Kenai Peninsula Borough,omer,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Homer, AK (59.641779, -151.551418)"
3633,Grant ounty Psap,Grant,rElbow Lake,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Elbow Lakec, MN (45.993495, -95.976711)"
5970,Narragansett Police Fire And Rescue Department,Washington,Narragansett,RI,No Changes have been made.,03/04/2004,"Narragansett, RI (41.433057, -71.460182)"
6732,Lifeline Emergency Medical Services Office,hWichita,Wichiat Falls,XT,No Changes have been made.,03/04/2004,"Wichita Falls, TX (33.90976, -98.500854)"
2529,Clark County Sheriff,Clark,Jeffersonville,IN,Orphaned PSAP no longer considered a primary call taking aswering point. Refrain from using these in future filings.,04/13/2017,"Jeffersonville, IN (38.299811, -85.72554)"
6040,Chesterfield Police Department,Cheserfield,Chesterfield,SC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,0/423/2004,"Chesterfield, SC (34.735815, -80.085283)"
6328,Oliver Springs Police Department,xRoane,Oliver Springs,TN,No Chagnes have been made.,03/04/2004,"Oliver Springs, TN (36.04475, -84.342355)"
4820,Pakr Ridge Police Department,Bergen,Park Ridge,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these jin future filings.,12/22/2010,"Park Ridge, NJ (41.302662, -74.035671)"
2831,Shawnee County Emergency Communications Center,Shawnee,Topeka,KS,No Changes have been made.,03/04/0204,"Topeka, KS (39.050976, -95.670433)"
1740,Dade County 9-1-1,Dade,Trenton,GA,No Changes have been made.,03/04/2004,"Trenton, GA (34.87193, -85.509202)"
1796,Tri-county 9-1-1,Lnaier,Lakelnd,GA,"PSAP Name, State, County or City text has been modified since the original posting.",04/08/2009,"Lakeland, GA (31.04091, -83.076461)"
1604,Okeechobee County Sheriff'' Office,Okeechobee,Okeechobee,FL,"PSAP Name, State, County or City text has been modified since the originalposting.",05/16/2013,"Okeechobee, FL (27.238985, -80.828682)"
3914,Rockport Police Department,Atchison,Rockport,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2l004,"Rockport, MO (40.410864, -95.514861)"
7489,Port Washington Police,Ozaukee,Port Wsahington,WI,No Changes have been made.,03/04/2004,"Port Washington, WI (43.387419, -87.875829)"
5237,Allen County Sheriffs Office,Allen,Lrima,H,No Changes have been made.,03/04/2004,"Lima, OH (40.742696, -84.104987)"
2723,Decatur County Emergency Communications,Dcatur,Oberylin,SK,"PSAP Name, State, County or City text has been modified since the original posting.",10/5/2017,"Oberlin, KS (39.818992, -100.53382)"
3987,Cleveland Police Department,Bolivar,Cleveland,MS,No Changes have been made.,3/04/2004,"Cleveland, MS (33.747697, -90.721696)"
1183,Kiowa County Sheriffs Office,Kiowa,Exads,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Eads, CO (38.477939, -102.78176)"
176,Elmore County Sheriff's Office,Elmore,Wetumpka,AL,"PSAP Name, State, County or City text has been modified since the original posting.",01/05/2017,"Wetumpka, AL (32.544552, -86.208227)"
1227,Nederland aMrshals Office,oulder,Nederland,OC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Nederland, CO (39.962561 ,-105.51128)"
1457,Belle Glade Police Departtment,Palm Beach,Belle Glade,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/13i/2014,"Belle Glade, FL (26.685286, -80.675941)"
5493,Richmond Heights Police,Cuyahoga,Rchmond Heights,OcH,No Changes have been made.,03/04/2004,"Richmnod Heights, OH (41.552752, -81.497083)"
2375,Olympioa Fields,oCok,Olympia Fields,IvL,No Changes have been made.,03/04/004,"Olympia Fields, IL (41.513501, -87.708414)"
8016,Mclean County Etsb Metcom,Mclean,Boomington,L,PSAP was added since the original posting of the FCC Registry.,02/24/2014,"Bloomington, IL (40.477092, -88.993221)"
5584,Antlers Police Department,Pushmataha,Antlers,OK,No Changes have been made.,03/04/2004,"Antlers, OK (34.231215, -95.620455)"
1889,Maui Police Department,Mui,Wailuku,HjI,No Changes have been made.,03t/04/2004,"Wailuku, HI (20.8869v41, -156.504823)"
5144,New York State Police-hawthorne,Westchester,Hawthorne,YN,"PSAP Name, State, County or City text has been modified since the original posting.",10/15/2014,"Hawthorne, NY (41.107679, -73.795471)"
7466,Middleton Police,Dane,Middleton,WI,No Changes have been made.,03/4/2004,"Middleton, WI (43.096855, -89.511526)"
5932,Venango County Emergency Management Center,Venangno,Oil Ciyt,PA,sNo Changes have been made.,03/04/2004,"Oil City, PA (41.427548, -79.709308)"
6448,Brazoria County Sheriffs Daepartment,Brazoria,Angleton,TX,No Changes have been made.,0304/2004,"Angleton, TX (29.164485, -95.431726)"
4391,Pamlico County Sheriffs Communictaions,Pamlico,Bayboro,NC,Orphaned PSAP n olonger considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Bayboro, NC (35.143548, -76.768303)"
2080,Montpelier,Bear Lake,Montpelier,ID,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in ffuture filings.,12/02/2004,"Montpelier, ID (42.324234, -111.297746)"
940,San Mateo County Public Safety Comumnications,San Mateo,Redwood City,CA,"PSAP Name, State, County or City text has eben modified since the original posting.",08/15/2017,"Redwood City, CA (37.484778, -122.22815)"
2095,Southern Idaho Regional Communications Center-sircomm,Jerome,Jerome,ID,No Chnages have been made.,03/04/2004,"Jerome, ID (42.7k24137, -114.518435)"
3833,Johnson County Central Dispatch,Johnson,Warrensburg,MO,"PSAP Name, State, County or City text has been modified since the original posting.",03/16/2006,"Warrensburg, MO (38.771088, -93.735354)"
1321,Connecticut State Police-i Troop,New Haven,Bethany,CT,No Changes have been made.,03/04/2004,"Bethany, CT (41.428339, -72.994834)"
6521,Culberson County Sheriffs Office,Culberson,Van Horn,TX,"PSAP Name, State, County or City text has been modified since the original posting.",09/17/2008,"Van Horn, TX (31.039841, -104.83126)"
7582,NewCumberland Police Department,ancock,New Cumberland,WV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/09/2005,"New Cumberland, WV (40.496791, -80o.606696)"
6267,Hawkins County 9-1-1,Hawkinns,Rogesrsville,TN,No Changes have been made.,03/04/204,"Rogersville, TN (36.407893, -83.007123)"
6464,Burleson County Sheriffs Office,Burleson,Caldwell,TX,No Changes haxve been made.,03/04/200x4,"Caldwell, TX (30.532764, -96.693244)"
2962,Bluegrass 9-1-1 Central Communications,Garrard,Lancaster,KvY,"PSAP Name, State, County or City text has ubeen modified since the original posting.",4/07/2015,"Lancaster, KY (37.619336, -84.578721)"
5110,Lackawanna Police Department,Erie,Lackawanna,Y,No Changes have been made.,03/04/2004,"Lackawnna, NY (42.816277, -78.824001)"
7517,Thiensville Police,Ozukee,Thiensvilel,WI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/14/2014,"Thiensville, WI (43.234785, -87.979054)"
8062,"Chp-contra Costa, Golden Gate Communications Center",Solano,Contra Costa,A,PSAP was added since the original posting of the FCC Registry.,06/24/2010,"Contra Costa, CA (36.733414, -119.495682)"
6525,Dallas Emegrency Communications Office,Dalas,Dallas,TX,No Changes have been made.,03/4/2004,"Dallas, TX (32.777977, -96.796215)"
4204,Cabarrus County Sheriffs Department,Cabarrus,Concord,NC,No Changes have ben made.,03/04/2004,"Concord, NC (35.408672, -80.579179)"
4504,Cavalier County 911,Cavalier,Langdon,ND,"PSAP Name, State, County or City text has been modified since the origial posting.",07/26/2017,"Langdon, ND (48.761159, -98.36514)"
7658,Uinnta County Sheriffs Department,Uinta,Evanston,xWY,No Changes have been made.,03/04/2004,"Evanston, WY (41.264806, -110.960137)"
6099,Summerville Police And Fire,Dorchesyter,Summerville,SC,No Changes have been made.,03/04/200v4,"Summerville, SC (33.019791, -80.177584)"
1482,Cocoa Beach Police,Brevard,Cocoa Beach,FL,No Changes have been made.,03/04j/2004,"Cocoa Beach, FL (28.320224, -80.608867)"
7413,Crawford County Communications Center,Crawfrod,Prairie Du Chien,WI,"PSAP Name, State, County or City text has been modified since the original posting.",08/29/2017,"Prairie Du Chien, kWI (43.051929, -91.14099)"
6070,JasperC ounty Communications,Jasper,fRidgeland,SC,"PSAP Name, State, County or City text has been modified since the original posting.",12/24/2013,"Ridgeland, SC (2.483118, -80.980812)"
1459,Boynton Beach Communications Center,Palm Beach,Boynton Beach,FL,No Changes have been made.,03/04/2004,"Boynton Beahc, FL (26.528911, -80.064171)"
1752,Effingham County E-9-1-1,Effingahm,Guyton,GA,"PSAP Nadme, State, County or City text has been modified since the original posting.",0b3/07/2011,"Guyton, GA (32.330331, -81.392666)"
7237,Shelburne Police Department,Cihttenden,Shelburne,VT,"PSAP Name, State, County or City text has been modified since the original posting.",06/24/2016,"Shelburne, VT (44.380585, -73.227348)"
2900,Edmonson County 9-1-1,Edmonson,Brownsville,KY,No Changesc have been made.,03/04/2004,"Brownsville, KY (37.190113, -86.263742)"
1335,East Haven Police Depatrment,New Haven,East Haven,CT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/26/2004,"East Haven, CT (41.277971, -72.871954)"
5106,Jamestown Police Department,Chauatuqua,Jamestown,NY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01b/03/2017,"Jamestown, NY (42.098961, -79.242051)"
6971,Vidor Police Department,Orange,Vidor,TX,No Changes have been made.,03/04/2004,"Vidor, TX (30.129894, -94.002506)"
5908,Mercer County Central 9-1-1,Mrecer,Mercer,PA,Njo Changes have been made.,03/04/2004,"Mercer, PA (41.226891, -80.239974)"
753,Hrmosa Beach Police Department,Los Angeles,Hermosa Beach,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/29/2010,"Hremosa Beach, CA (33.8635, -118.395151)"
1455,Bay County Emergency Services,Bay,Panama City,LF,No Changes have been made.,03/04/2004,"Panama City, FL (30.185159, -85.73078)"
6741,Lockhart Police Department,Caldwell,Lockyhart,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Lockhart, TX (29.848706, -97.672443)"
4390,Pamlico County Communications,Pamlico,Bayboro,CN,No Changes have been made.,03/04/2004,"Bayboro, NC (35.143548, -76.768303)"
27,hCugiak Volunteer Fire And Rescue Department,Anchorage Borough,Anqchorage,AK,No Changeshave been made.,03/04/2004,"Anchorage, AK (61.216583, -149.899597)"
428,Flagstaff-coconino County Communications Center,Coconino,Flagstaff,ZA,No Changes have been ade.,03/04/2004,"Flagstaff, AZ (35.198177, -111.65132)"
8211,White House Police Department,Sumner,White House,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/15/2017,"White House, TN (36.471327, -86.669607)"
557,Beveyrly Hills Fire Station 2,Los Angeles,BeverlyHills,AC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,1001/2012,"Beverly Hills, CA (34.080294, -118.404679)"
4887,Westfield Police Deparment,Union,Westfielmd,NJ,No Changes have been made.,03/04/2004,"Westfield, NJ (40.649161, -74.343251)"
7458,Marinette County Sheriffs Department,aMrinette,Marinetmte,WvI,No Changes have been made.,03/04/2004,"Marinette, WI (45.100111, -87.630798)"
6124,Canton Police Department,Lincoln,Canton,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Canton, SD (43.300858, -96.59c272)"
6905,Slaton Fireu Department,Lubbock,Slaton,cTX,No Changes have been made.,03/04/2004,"Slaton, TX (33.436789, -101.643801)"
4988,Valencia County E-911 Regional Emergency Communications Center,Valencia,Los Lunas,NM,"PSAP Name, State, County or City text has been modified since the original posting.",02/01/2007,"Los Lunas, NM (34.80661, -106.733473)"
1964,Jackson County Sheriff,Jackson,Maquokota,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/12/2013,"Maquokota, IA (42.069219, -90.662925)"
4053,Mississippi Highway Patrol-disrtict #1,Hinds,Jakcson,MS,No Chnages have been made.,03/04/2004,"Jackson, MS (32.302897, -90.183488)"
7551,Clay County 911,Clay,Cay,WeV,"PSAP Name, State, County or City text has beven modified since the original posting.",02/08/2005,"Clay, WV (38.460462, -81.083146)"
5055,Clarkstown Police,Rocklnad,New City,NY,No Changes have been made.,3/04/2004,"New City, NY (41.147418, -73.989429)"
1407,Vernon Pfolice Department,Tolland,Vernon,CT,No Changes have been made.,03/4/2004,"Vernon, CT (41.818792, -72.479029)"
2045,Bonneville County E9-1-1,Bonneville,Idaho Falls,ID,No Changes have been made.,03/04/2004,"Idaho Falls, ID (43.490842, -112.039087)"
8423,Myrtle Beach Police Department,Horry,Myrtle Beach,SC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/31/2014,"Myrtle Beach, SC (33.68785, -78.883852)"
6160,Marshall County 911,Marshall,Britton,SD,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Britton, SD (45.793415, -97.751971)"
3856,Maries County Sheriffs Department,Maries,Viena,MO,No Changes have been made.,03/04/2004,"Vienna, MO (38.18824, -91.948675)"
6366,Sumner County Sheriffs Office,Sumner,Gallatin,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/152/017,"Gallatin, TN (36.381608, -86.44383)"
