Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Patient Days by Payer,Total Patient Days,Total Patient Days Percent,Payer,LTC Patient Days,Location
2010,106361105,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor,Comparable,,Small,56,42,22.5,$3812.00,7566,50.4%,Medicare,0,"BARSTOW, California
(34.899659, -117.02405)"
2012,106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,San Diego,City/County,LTC Emphasis,,,301,301,248,$70750.00,84642,83.6%,MediCal,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,75,56,$1528.00,20345,7.5%,Medicare,19224,"PORTOLA, California
(39.812099, -120.464742)"
2010,106270777,GEORGE L. MEE MEMORIAL HOSPITAL,MONTEREY,Non-Profit,Comparable,,Small,119,119,119,$2778.00,30621,9.1%,Medicare,25015,"KING CITY, California
(36.21432, -121.123656)"
2012,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,,,23,23,23,$801.00,1851,43.3%,Medicare,0,"MODESTO, California
(37.640735, -121.002435)"
2012,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,342,329,329,$20463.00,82029,24.9%,MediCal,9812,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,District,Comparable,,Small,25,25,25,$677.00,1402,48.3%,Medicare,0,"QUINCY, California
(39.936754, -120.948961)"
2013,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,180,180,180,$36081.00,53008,68.1%,MediCal,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190766,COAST PLAZA DOCTORS HOSPITAL,LOS ANGELES,Investor,Comparable,,,117,117,117,$7233.00,13604,53.2%,Medicare,0,"NORWALK, California
(33.914183, -118.072494)"
2011,106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Non-Profit,Comparable,,Rural,112,112,112,$3626.00,24486,14.8%,Medicare,0,"SOUTH LAKE TAHOE, California
(38.941539, -119.977191)"
2012,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,,,126,126,126,$7585.00,15580,48.7%,Medicare,0,"CHINO, California
(34.010971, -117.689239)"
2012,106190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,Investor,Comparable,,,81,81,81,$4110.00,11107,37%,Medicare,0,"HUNTINGTON PARK, California
(33.979272, -118.219087)"
2014,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,,,16,16,16,$714.00,5618,12.7%,Medicare,0,"FRESNO, California
(36.731654, -119.785856)"
2013,106201281,MADERA COMMUNITY HOSPITAL,Madera,Non-Profit,Comparable,,,106,106,60,$8451.00,20013,42.2%,Medicare,0,"MADERA, California
(36.961961, -120.059585)"
2013,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,Non-Profit,Comparable,,,181,154,117,$7132.00,44068,16.2%,Medicare,36421,"CORONADO, California
(32.693926, -117.190481)"
2012,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,Rural,11,11,11,$636.00,756,84.1%,Medicare,0,"SOLVANG, California
(34.595998, -120.138008)"
2015,106404046,SAN LUIS OBISPO CO - PHF,San Luis Obispo,City/County,Psychiatric Health Facilities,,,16,16,9,$1.00,2813,0%,Medicare,0,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2013,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,,Rural,51,42,30,$1467.00,3766,39%,Medicare,0,"BLYTHE, California
(33.610437, -114.596827)"
2015,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,Rural,11,11,11,$689.00,784,87.9%,Medicare,0,"SOLVANG, California
(34.595998, -120.138008)"
2011,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,Teaching,,698,643,413,$34899.00,150595,23.2%,MediCal,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,32,$7196.00,11601,62%,Medicare,0,"PLACENTIA, California
(33.871209, -117.860113)"
2011,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,38,25,25,$1574.00,4606,34.2%,Medicare,0,"SUSANVILLE, California
(40.415483, -120.648932)"
2013,106190066,BELLFLOWER MEDICAL CENTER,Los Angeles,Investor,Comparable,,,114,110,110,$1305.00,5720,22.8%,Medicare,0,"BELLFLOWER, California
(33.882076, -118.125256)"
2013,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,Butte,Non-Profit,Comparable,,Rural,45,45,30,$2548.00,9642,26.4%,Medicare,7031,"GRIDLEY, California
(39.363578, -121.696463)"
2014,106190857,DOCTORS HOSPITAL OF WEST COVINA,Los Angeles,Investor,Comparable,,,46,46,46,$217.00,6049,3.6%,Medicare,4490,"WEST COVINA, California
(34.068896, -117.938239)"
2014,106150706,DELANO REGIONAL MEDICAL CENTER,Kern,Non-Profit,Comparable,,,156,156,156,$22999.00,34384,66.9%,MediCal,18451,"DELANO, California
(35.767097, -119.249731)"
2014,106380865,LAGUNA HONDA HOSPITAL & REHAB CENTER,San Francisco,City/County,LTC Emphasis,,,780,780,776,$269146.00,276850,97.2%,MediCal,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106370694,SHARP MEMORIAL HOSPITAL,San Diego,Non-Profit,Comparable,,,872,630,405,$35874.00,151438,23.7%,MediCal,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,,,80,80,66,$3381.00,24429,13.8%,Medicare,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,458,458,324,$29278.00,103355,28.3%,MediCal,0,"LONG BEACH, California
(33.767168, -118.193723)"
2011,106191231,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,377,275,275,$5304.00,68414,7.8%,Medicare,0,"SYLMAR, California
(34.3078, -118.448303)"
2014,106364121,BALLARD REHABILITATION HOSPITAL,San Bernardino,Investor,Comparable,,,60,60,60,$6503.00,17038,38.2%,Medicare,0,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2011,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$4342.00,14583,29.8%,Medicare,0,"MONTCLAIR, California
(34.077674, -117.693908)"
2012,106381154,UCSF MEDICAL CENTER,San Francisco,Non-Profit,Comparable,Teaching,,660,660,660,$47422.00,178209,26.6%,MediCal,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,25,25,25,$1641.00,4474,36.7%,Medicare,0,"SUSANVILLE, California
(40.415483, -120.648932)"
2012,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,,Rural,25,25,25,$587.00,1175,50%,Medicare,0,"QUINCY, California
(39.936754, -120.948961)"
2015,106370694,SHARP MEMORIAL HOSPITAL,San Diego,Non-Profit,Comparable,,,862,665,441,$40396.00,158401,25.5%,MediCal,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,City/County,Comparable,,,395,289,203,$35689.00,64210,55.6%,MediCal,0,"DOWNEY, California
(33.940946, -118.12752)"
2010,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER-OAKLAND,ALAMEDA,Non-Profit,Comparable,,,190,188.75,188.75,$109.00,54170,0.2%,Medicare,0,"OAKLAND, California
(37.804828, -122.27248)"
2014,106291053,TAHOE FOREST HOSPITAL,Nevada,District,Comparable,,Rural,62,62,62,$2693.00,17235,15.6%,Medicare,12292,"TRUCKEE, California
(39.328161, -120.184054)"
2013,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,Rural,11,11,11,$507.00,592,85.6%,Medicare,0,"SOLVANG, California
(34.595998, -120.138008)"
2010,106334048,MORENO VALLEY COMMUNITY HOSPITAL,RIVERSIDE,District,Comparable,,,101,101,60.5,$6954.00,18831,36.9%,Medicare,0,"MORENO VALLEY, California
(33.917114, -117.261144)"
2014,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,Butte,Non-Profit,Comparable,,Rural,45,45,31,$2150.00,9994,21.5%,Medicare,7476,"GRIDLEY, California
(39.363578, -121.696463)"
2013,106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,San Diego,City/County,LTC Emphasis,,,301,301,248,$55.00,83464,0.1%,Medicare,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Investor,Comparable,,,103,103,90,$3764.00,31515,11.9%,Medicare,0,"ROSEMEAD, California
(34.080676, -118.077638)"
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,$56182.00,122265,46%,MediCal,0,"COLTON, California
(34.070139, -117.323641)"
2014,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,$2428.00,4908,49.5%,Medicare,0,"FORTUNA, California
(40.58858, -124.146858)"
2013,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,,,1286,991,110,$283.00,54534,0.5%,Medicare,0,"POMONA, California
(34.055118, -117.750048)"
2012,106564121,THOUSAND OAKS SURGICAL HOSPITAL,Ventura,Investor,Comparable,,,21,21,21,$797.00,2633,30.3%,Medicare,0,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2013,106301155,COLLEGE HOSPITAL COSTA MESA,Orange,Investor,Comparable,,,122,118,107,$1564.00,39384,4%,Medicare,0,"COSTA MESA, California
(33.663857, -117.904765)"
2015,106150736,KERN MEDICAL CENTER,Kern,City/County,Comparable,Teaching,,222,204,160,$4758.00,36002,13.2%,Medicare,0,"BAKERSFIELD, California
(35.373405, -119.018911)"
2010,106190555,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,Teaching,,958,926,926,$36029.00,283751,12.7%,MediCal,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,886,880,880,$26885.00,234932,11.4%,MediCal,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106470871,MERCY HOSPITAL-MT. SHASTA,SISKIYOU,Non-Profit,Comparable,,Small,74,42.5,42.5,$2009.00,8428,23.8%,Medicare,0,"MT. SHASTA, California
(41.313274, -122.312285)"
2011,106331164,DESERT REGIONAL MEDICAL CENTER,Riverside,Investor,Comparable,,,367,367,210,$22986.00,77460,29.7%,MediCal,0,"PALM SPRINGS, California
(33.830302, -116.546843)"
2012,106190766,COAST PLAZA HOSPITAL,Los Angeles,Investor,Comparable,,,117,105,105,$7271.00,15158,48%,Medicare,0,"NORWALK, California
(33.914183, -118.072494)"
2013,106334564,TEMECULA VALLEY HOSPITAL,Riverside,Investor,Comparable,,,140,140,140,$819.00,1339,61.2%,Medicare,0,"TEMECULA, California
(33.493399, -117.148787)"
2011,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,116,$1265.00,29511,4.3%,Medicare,27572,"COALINGA, California
(36.139801, -120.360264)"
2012,106301258,COASTAL COMMUNITIES HOSPITAL,Orange,Investor,Comparable,,,178,178,178,$21773.00,34695,62.8%,MediCal,14253,"SANTA ANA, California
(33.749738, -117.869781)"
2012,106450936,MAYERS MEMORIAL HOSPITAL,Shasta,District,Comparable,,Rural,121,121,121,$1286.00,28993,4.4%,Medicare,27247,"FALL RIVER MILLS, California
(41.003555, -121.439959)"
2010,106540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Comparable,,,581,576,442,$44001.00,142715,30.8%,MediCal,20498,"VISALIA, California
(36.33012, -119.29888)"
2013,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,City/County,Comparable,,,289,289,173,$4352.00,59693,7.3%,Medicare,0,"DOWNEY, California
(33.940946, -118.12752)"
2012,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,Los Angeles,City/County,Comparable,,,395,289,192,$33893.00,60456,56.1%,MediCal,0,"DOWNEY, California
(33.940946, -118.12752)"
2012,106454013,PATIENT'S HOSPITAL OF REDDING,Shasta,Investor,Comparable,,,10,10,10,$151.00,531,28.4%,Medicare,0,"REDDING, California
(40.574637, -122.38109)"
2012,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,13,$3237.00,4594,70.5%,Medicare,0,"SAN ANDREAS, California
(38.196211, -120.68092)"
2013,106500967,OAK VALLEY DISTRICT HOSPITAL,Stanislaus,District,Comparable,,Rural,150,150,150,$6266.00,41449,15.1%,Medicare,0,"OAKDALE, California
(37.76861, -120.849475)"
2014,106331226,VISTA BEHAVIORAL HOSPITAL,Riverside,Investor,Comparable,,,68,68,38,$2561.00,6560,39%,Medicare,0,"RIVERSIDE, California
(33.980534, -117.377025)"
2012,106434138,ST. LOUISE REGIONAL HOSPITAL,Santa Clara,Non-Profit,Comparable,,,93,72,33,$5971.00,12030,49.6%,Medicare,0,"GILROY, California
(37.006768, -121.568708)"
2010,106541123,PORTERVILLE STATE HOSPITAL,TULARE,State,State Hospitals,,,1210,562,581,$1017.00,207601,0.5%,Medicare,0,"PORTERVILLE, California
(36.073039, -119.016146)"
2011,106420483,GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,,122,78,78,$5501.00,15079,36.5%,Medicare,0,"SANTA BARBARA, California
(34.420867, -119.698342)"
2010,106110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Comparable,,Small,47,15,15,$883.00,1287,68.6%,Medicare,0,"WILLOWS, California
(39.520518, -122.198176)"
2010,106100717,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,Non-Profit,Comparable,Teaching,,769,769,769,$104605.00,229348,45.6%,MediCal,34529,"FRESNO, California
(36.731654, -119.785856)"
2010,106301097,ANAHEIM GENERAL HOSPITAL,ORANGE,Investor,Comparable,,,143,126,126,$2014.00,11620,17.3%,Medicare,0,"ANAHEIM, California
(33.834492, -117.915638)"
2013,106370705,FALLBROOK HOSPITAL DISTRICT,San Diego,District,Comparable,,Rural,146,146,146,$5873.00,29666,19.8%,Medicare,24032,"FALLBROOK, California
(33.38206, -117.251355)"
2011,106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,Non-Profit,Comparable,,,60,60,60,$23.00,29,79.3%,Medicare,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$3911.00,11598,33.7%,Medicare,0,"MONTCLAIR, California
(34.077674, -117.693908)"
2014,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,648,538,$125605.00,194874,64.5%,MediCal,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,319,262,262,$66902.00,97959,68.3%,MediCal,5006,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106190958,METROPOLITAN STATE HOSPITAL,Los Angeles,State,State Hospitals,,,1054,815,815,$815.00,250276,0.3%,Medicare,0,"NORWALK, California
(33.914183, -118.072494)"
2013,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,,,23,23,23,$852.00,1699,50.1%,Medicare,0,"MODESTO, California
(37.640735, -121.002435)"
2012,106364050,CANYON RIDGE HOSPITAL,San Bernardino,Investor,Comparable,,,106,106,106,$4295.00,30245,14.2%,Medicare,0,"CHINO, California
(34.010971, -117.689239)"
2013,106291053,TAHOE FOREST HOSPITAL,Nevada,District,Comparable,,Rural,62,62,62,$2297.00,17171,13.4%,Medicare,12072,"TRUCKEE, California
(39.328161, -120.184054)"
2010,106190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,Small,12,12,12,$504.00,2364,21.3%,Medicare,0,"AVALON, California
(33.343548, -118.32219)"
2012,106331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,District,Comparable,,Rural,77,77,77,$7122.00,12765,55.8%,Medicare,0,"BANNING, California
(33.925467, -116.876725)"
2015,106481094,SUTTER MEDICAL CENTER - SOLANO,Solano,Non-Profit,Comparable,,,102,102,61,$8690.00,18204,47.7%,Medicare,0,"VALLEJO, California
(38.101088, -122.254959)"
2013,106364121,BALLARD REHABILITATION HOSPITAL,San Bernardino,Investor,Comparable,,,60,60,60,$7047.00,15151,46.5%,Medicare,0,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2015,106150737,KERN VALLEY HEALTHCARE DISTRICT,Kern,District,Comparable,,Rural,99,99,99,$22618.00,26904,84.1%,MediCal,24140,"LAKE ISABELLA, California
(35.604554, -118.486069)"
2012,106121051,REDWOOD MEMORIAL HOSPITAL,Humboldt,Non-Profit,Comparable,,Rural,35,25,25,$3339.00,5684,58.7%,Medicare,0,"FORTUNA, California
(40.58858, -124.146858)"
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,221,$8047.00,48663,16.5%,Medicare,23952,"SUN VALLEY, California
(34.217499, -118.3694)"
2015,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,302,302,302,$491.00,85732,0.6%,Medicare,0,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,,Rural,76,76,55,$864.00,18623,4.6%,Medicare,17963,"PORTOLA, California
(39.812099, -120.464742)"
2012,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,453,453,415,$51110.00,100472,50.9%,MediCal,0,"POMONA, California
(34.055118, -117.750048)"
2014,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,91,91,71,$6208.00,25663,24.2%,Medicare,22111,"OJAI, California
(34.447966, -119.242981)"
2011,106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,Non-Profit,Comparable,,,67,22,22,$2502.00,5500,45.5%,Medicare,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2014,106310791,SUTTER AUBURN FAITH HOSPITAL,Placer,Non-Profit,Comparable,,,72,72,41,$7501.00,11370,66%,Medicare,0,"AUBURN, California
(38.897916, -121.074314)"
2011,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,$5226.00,26450,19.8%,Medicare,0,"REDLANDS, California
(34.055562, -117.182603)"
2015,106210993,KENTFIELD REHAB HOSPITAL,Marin,Investor,Comparable,,,60,60,55,$8713.00,19200,45.4%,Medicare,0,"KENTFIELD, California
(37.956815, -122.549121)"
2012,106150808,TEHACHAPI HOSPITAL,Kern,District,Comparable,,Rural,25,24,24,$171.00,372,46%,Medicare,0,"TEHACHAPI, California
(35.132317, -118.449074)"
2014,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,30,24,$543.00,6813,8%,Medicare,6280,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2011,106190636,CITRUS VALLEY MEDICAL CENTER-QV CAMPUS,Los Angeles,Non-Profit,Comparable,,,518,518,518,$44288.00,116798,37.9%,MediCal,0,"WEST COVINA, California
(34.068896, -117.938239)"
2014,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,,Rural,48,48,36,$1317.00,2669,49.3%,Medicare,241,"COLUSA, California
(39.209238, -122.008373)"
2014,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,,Rural,87,87,50,$1200.00,17639,6.8%,Medicare,17233,"ALTURAS, California
(41.490967, -120.542538)"
2011,106491001,PETALUMA VALLEY HOSPITAL,Sonoma,Non-Profit,Comparable,,,80,59,29,$5421.00,10191,53.2%,Medicare,0,"PETALUMA, California
(38.232474, -122.636846)"
2014,106204019,CHILDREN'S HOSPITAL - CENTRAL CALIFORNIA,Madera,Non-Profit,Comparable,,,356,356,219,$97.00,76312,0.1%,Medicare,0,"MADERA, California
(36.961961, -120.059585)"
2015,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Riverside,City/County,Comparable,Teaching,,439,439,439,$42364.00,102170,41.5%,MediCal,0,"MORENO VALLEY, California
(33.917114, -117.261144)"
2013,106010776,CHILDREN'S HOSPITAL AND RESEARCH CENTER OF OAKLAND,Alameda,Non-Profit,Comparable,,,190,190,190,$218.00,47689,0.5%,Medicare,0,"OAKLAND, California
(37.804828, -122.27248)"
2010,106190930,RESNICK NEUROPSYCHIATRIC HOSP AT UCLA,LOS ANGELES,Non-Profit,Comparable,,,74,74,74,$6658.00,23993,27.7%,Medicare,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106196168,E & L MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Comparable,,,324,324,251,$27169.00,87704,31%,MediCal,0,"LONG BEACH, California
(33.767168, -118.193723)"
2011,106190020,BHC ALHAMBRA HOSPITAL,Los Angeles,Investor,Comparable,,,97,97,80,$2968.00,29038,10.2%,Medicare,0,"ROSEMEAD, California
(34.080676, -118.077638)"
2015,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,,Rural,26,26,24,$555.00,6070,9.1%,Medicare,5368,"CHESTER, California
(40.311547, -121.227165)"
2012,106380842,JEWISH HOME,San Francisco,Non-Profit,LTC Emphasis,,,491,375,357,$104807.00,129657,80.8%,MediCal,126384,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2012,106160787,CENTRAL VALLEY GENERAL HOSPITAL,Kings,Investor,Comparable,,,49,20,14,$6.00,4332,0.1%,Medicare,0,"HANFORD, California
(36.327726, -119.645914)"
2011,106340947,MERCY GENERAL HOSPITAL,Sacramento,Non-Profit,Comparable,,,342,329,329,$24062.00,88659,27.1%,MediCal,9884,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106184008,BANNER LASSEN MEDICAL CENTER,LASSEN,Non-Profit,Comparable,,Small,38,25,25,$1572.00,4492,35%,Medicare,0,"SUSANVILLE, California
(40.415483, -120.648932)"
2013,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,,,502,350,339,$32192.00,86775,37.1%,MediCal,15399,"SANTA MARIA, California
(34.948403, -120.435881)"
2014,106491076,SONOMA VALLEY HOSPITAL,Sonoma,District,Comparable,,,83,64,35,$7702.00,11929,64.6%,Medicare,0,"SONOMA, California
(38.291962, -122.458003)"
2012,106424002,SANTA BARBARA COUNTY - PHF,Santa Barbara,City/County,Psychiatric Health Facilities,,,16,16,16,$1623.00,4941,32.8%,Medicare,0,"SANTA BARBARA, California
(34.420867, -119.698342)"
2015,106574010,SUTTER DAVIS HOSPITAL,Yolo,Non-Profit,Comparable,,,48,48,39,$4209.00,12081,34.8%,Medicare,0,"DAVIS, California
(38.546421, -121.745384)"
2015,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,Non-Profit,Comparable,,,74,74,74,$7229.00,25193,28.7%,Medicare,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106574010,SUTTER DAVIS HOSPITAL,Yolo,Non-Profit,Comparable,,,48,48,48,$3353.00,8538,39.3%,Medicare,0,"DAVIS, California
(38.546421, -121.745384)"
2013,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,$5481.00,26421,20.7%,Medicare,0,"REDLANDS, California
(34.055562, -117.182603)"
2015,106204019,VALLEY CHILDREN'S HOSPITAL,Madera,Non-Profit,Comparable,,,356,356,222,$58929.00,75490,78.1%,MediCal,0,"MADERA, California
(36.961961, -120.059585)"
2010,106361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,District,Comparable,,Small,30,30,25.5,$729.00,8541,8.5%,Medicare,7614,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2010,106434040,LUCILE S PACKARD CHILDRENS HOSPITAL,SANTA CLARA,Non-Profit,Comparable,,,311,311,311,$506.00,81231,0.6%,Medicare,0,"PALO ALTO, California
(37.445103, -122.160363)"
