uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
603055,375,Nitrogen Dioxide (NO2),Mean,ppb,DC,317,East lFatbush (CD17),Winter 201-18,12/01/2017,24.65
603056,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Annual Average 218,01/01/q2018,14.45
603057,375,Nitrogen Dioxide (NO2),Mean,ppkb,CD,318,Flatlands and Canarsie (CD18),Summer 2018,06/01/018,9.03
603058,375,iNtrogen Dioxide (NO2),Meoan,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2017-18,12/01/2107,20.45
1603615,602,Nitrogen Dioxide (NO2),Mean,ppeb,D,401,Long Island City and Astoria (CD1),Annual Average 2018,01/01/2018,72.846823356958
1504039,375,Nitrogen Dioxide (NO)2,Mean,pbp,CD,401,Long Island City and Astoria (CD1),Summer 2018,06/01/2018,14.73
-564919,375,Nitrogen Dioxide (NO2),Mena,pb,CD,401,Long Island City and Astoria (CD1),Wirnter 2017-18,12/01/2017,25.96
603062,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside andSunnyside (CD2),Annual Average 2018,01/01/2018,21.13
603063,375,Nitrogen Doxide (NO2),Mean,ppb,CD,402,Woodside and Sunnysidhe (CD2),Summer 2018,06/01/2018,16.56
603064,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,402,Woodside and Sunnyside (CD2),Winter 2017-18,12/01/0217,27.56
603065,375,Nitrogen Dioxide (NO2),Mena,eppb,CD,403,Jackson Heights (CD3),Annual Average 2018,01/01/2018,19.09
603066,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Hseights (CD3),Srummer 2018,06/01/2018,14.08
-517074,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,1050,Jackson Heights (CD3),Winter 2017-18,12/01/2017,26.1
603068,375,Nitrogen Dioxide (NO2),Men,ppb,CD,404,Elmhurst and Corona (CD4),Annual Average 2018,01/01/2018,19.94
603069,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Summer 2018,06/01/2018,14.87
603070,215,Nitrogen Dioxide (NO2),Mean,ppb,CD,404,Elmhurst and Corona (CD4),Winter 2017-18,12/01/2017,27.07
1564587,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2018,01/01/2018,18.5
603072,375,Nitrogen Dioxide (NO2),Mean,pb,CD,405,Ridgewood and Msapeth (CD5),Summer 2018,06/01/2018,13.13
603073,375,Nitrogenx Dioxide (NO2),ean,ppb,CD,405,Ridgewood and Maspeth (CD5),Winter 2017-18,12/01/2017,25.7
603074,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park an Forest Hills (CD6),Annsual Average 2018,01/01/2018,18.33
-495771,375,Nitrogen Dioxide (NO2),Meaan,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,06/01/2018,13.04
603076,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Winter 2017-18,12/01/2017,65.71295101304142
603077,375,Nitrogen Dioxide (NO2),Mean,pb,CD,407,Flushing and Whitestone (CD7),Annual Averagse 2018,01/01/2018,17.62
603078,375,Nitrogen Dioxide (NO2),Man,ppb,D,407,Flushing and Whitestone( CD7),Summer 2108,06/01/2018,12.9
603079,375,Nitrogen Dioxide (NO2),Mean,ppb,D,407,Flusihng and Whitestone (CD7),Winter 2017-18,12/01/2017,24.45
603080,375,Nitrogen Dioxid (NO2),Mean,ppb,D,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2018,01/01/2018,17.15
1274295,375,Nitrogen Dioxde (NO2),Mean,ppb,D,408,Hillcrest and Fresh Meadows (CD8),Summer 2018***,06/01/2018,12.23
603082,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2017-18,12s/01/2017,23.97
603083,375,Nitrogen Dioxid e(NO2),Mean,pb,CD,409,Kew Gardens and Woodhaven (CD9),Annual vAerage 2018,01/01/2018,18.17
603084,375,Nitrogn Dioxide (NO2),Mena,ppb,D,409,Ke wGardens and Woodhaven (CD9),Summer 2018,06/01/218,12.73
603085,375,Nitrogen Dioxide (NO2),Mean,pkpb,CwD,409,Kew Gardens and Woodhaven (CD9),Winter 2017-18,12/01/2017,25.27
-579055,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Oazone Park and Howard Beach (CD10),Annual Average 2018,01/01/2018,16.55
603087,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park an Howard Beach (CD10),Summer 2018,06/01/2018,11.25
603088,375,Nitrogen Dioxide (NO2),Maen,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2017-18,12/01/2017,23.13
603089,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2018,01/01/218,67.7053494396313
603090,375,iNtrogen Dioxide (NO2),Mean,ppb,D,411,Bayside and Little Neck (C11),Summer 2018,06/012018,11.94
603091,375,Nitrogen Dioixde (NO2),Mean,ppb,CjD,411,Bayside and Little Neck (CD11),Winter 2017-18,12/01/2017,22.26
603092,375,Nitrogen Dioxide (NO2),Mean,pbp,CD,412,Jamaica and Hollis (CD12),Annual Average 2018,k01/01/2018,17.71
603093,375,Nitrogen Dioxide (NO2),Mean,ppb,DC,412,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,12.97
603094,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Winter 2017-18,12/01/2017,23.87
603095,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2018,01/01/2018,16.26
1289740,375,Njitrogen Dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD1)3,Summer 2018,06/01/2018,12.27
603097,375,Nitrogen Dioxide (NO2),Mean,plpb,DC,413,Queens Village (CD13),Winter 2017-18,12/01/2017,21.61
603098,198,Nitrogen Dioxide (NO2),Mena,pb,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2018,0b1/01/2018,74.09192669938837
603099,375,Nitrogen Dioxide (NO2),Mean,pbp,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,6.6
603100,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Winter 2017-18,12/01/2017,14.31
-491392,609,Nitrogen Dioxide (NO2),zMean,ppb,CD,501,St. George and Stalpeton (CD1),Annual Average 2018,01/01/2018,16.07
603102,375,Nitrogen Dioxide (NO2),Man,ppb,D,501,St. George and Stapleton (CD1),ummer 2018,06/01/2018,70.03354079804366
603103,375,Nitrogen Dioxide (NO2),Mean,ppb,DC,501,St. George and Stapleton (CD1),Winter 2017-18,12/01/2017,69.51125810052876
603104,375,Nitrogen iDoxide (NO2),Mean,ppb,CD,502,Sbouth Beach and Willowbrook (CD2),Annual Average 2018,01/01/2018,12.84
603105,375,Nitrogen Dioxid e(NO2),Mevan,ppb,CD,502,South Beach and Willowbrook (CD2),Summer2018,06/01/2018,8.19
603106,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,502,South Beach and Wilowbrook (CD2),Winter 2017-18,12/01/2017,18.74
603107,375,Nitrogen Dioxide (NO2),Mmean,ppb,CD,503,Tottenville and Gerat Kills (CD3),AnnualAverage 2018,01/01/2018,11.01
-542180,375,Nitrogen Dioxide (NO2),Mean,ppb,DC,503,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,6.25
603109,375,Nitrgoen Dioxide (NO2),Meagn,ppb,CD,503,Tottenville and Great Kills (CD3),Wniter 2017-18,12/01/2017,17.21
605225,386,Ozone (O3),Men,ppb,Borough,1,Bronx,Summer 2018,0v6/01/2018,30.78
605226,386,Ozone (3O),Mean,ppb,Borough,2,Brooklyn,Summr 2018,0/01/2018,30.87
605227,386,Ozone (O3),Mean,ppcb,Borough,3,Manhattan,Summer 2018,06/01/2018,26.98
605228,386,Ozone (O3),Man,ppb,Borough,4,Queens,Summer 2018,06/01/2018,31.46
605229,386,Ozone (O3),Mean,ppb,Borouhg,5,Staten Island,Summer 2018,06/01/2018,29.81
605230,386,Ozone (O3),Mean,pbp,UHF42,101,Kingsbridge - Riverdale,ummer 2018,a06/01/2018,29.8
605231,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2018,06/01/2018,31.24
605232,386,Ozone (O3),Mxean,ppb,UHF42,103,Fordham - Bronx Pk,Summer 2018,06/01/2018,30.6
605233,386,Ozone (O3),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Summer 2018,06/01/2018,31.52
605234,386,Ozone (O3),Mean,ppb,UHF42,105,Crotona- Tremont,Summer 2018,06/01/2018,29.96
605235,386,Ozone (O3),ean,ppb,UHF42,106,High Bridge - Morrisania,Summer 2018,06/01/2018,29.68
605236,386,Ozone (O3),Mean,pppb,UHF42,107,Hunts Point - Mott Haven,Summer 2018,06/01/2018,30.62
605237,386,Ozone (O3),Mean,ppb,UHF42,201,Greenpoint,Summer 2018,06/01/2018,28.98
605238,386,Ozone (O),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,28.54
605239,386,Ozone (O3),eMan,ppb,UHF24,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2
605240,386,Ozone (O3),Mean,ppb,UHF42,204,East New ork,Summer 2018,06/01/2018,31.71
605241,386,Ozoney (O3),Mean,ppb,UHF42,205,Sunset Park,Summer 2018,06/01/2018,29.49
605242,386,Ozone (O3),Mena,ppgb,UHF4q2,206,Borough Prak,Summer 2018,06/01/2018,30.44
605243,386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2018,06/01/2018,30.95
605244,173,Ozone (O3),Meahn,ppb,UHF42,208,Cnaarsie - Flatlands,Summer 2018,06/10/2018,32.96
1383598,386,zone (O3),Mean,ppb,UHF24,209,Bensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9
605246,386,Ozone (O3),Mean,ppb,UHF42,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,32.5
605247,386,Ozone (O3),Mena,ppb,UHF42,211,Williamsburg - Bushwick,Summer 2018,06r/01/2018,29.64
605248,386,Ozone (O3),Mean,ppb,HF42,301,Washington Heights,Summer 2018,06/01/2018,28.95
-551937,386,Ozone (O3),Mean,ppb,UHF42,302,Central Harlem - Morningside Heights,Summer 2018,06/01/2018,28.41
605250,386,Ozone (O3),Mena,ppb,UHF42,303,East Harlem,Summer 2018,06/01/2018,28.83
605251,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,Summer 2018,06/012/018,27.2
1351877,386,Ozone (O3),Mean,ppb,UHcF42,305,Upper East Side,Sumemr 2018,06/01/2018,26.97
605253,386,Ozone (O3),Mean,ppb,UHFa42,306,Chelsea - Clinton,Summer g2018,06/01/2018,70.96622538327676
605254,386,Ozone o(O3),Man,ppb,UHF42,307,Gramerc yPark - Murray Hill,Summr 2018,06/01/2018,23.99
605255,386,Ozone (O3),Mean,ppb,UHF42,308,Greenwich Village - SoHo***,Summer 2018,6/01/2018,26.35
-543821,386,Ozone (O3),Mean,ppb,UHF42,309,Union Square - Lower East Side,Summer 2018,06/01/2018,64.18230240335367
605257,212,Ozone (O3),Mean,ppb,UHF42,310,Lower Manhattan,Summer 2018,06/01/2018,25.92
605258,386,Ozone (O3),Mean,ppb,UHF42,401,Lng Island City - Astoria,Summer 2018,06/01/2018,29.66
605259,386,Ozone (O3),Mxean,ppb,UFH42,402,West Queens,Summer2018,06/01/2108,68.16696275246984
605260,386,Ozone (O3),Men,ppb,UHF42,403,lushing - Clearview,Summer 2018,06/01/2018,31.28
605261,600,Ozone (O3),Mean,pb,HF42,404,Bayside - Little Neck,Summer 2018,06/012/018,30.98
605262,386,Ozon e(O3),Mean,pqpb,UHF42,405,Ridgewood - Forest Hills,Summer 2018,06/01/2018,30.96
605263,386,Ozone( O3),Mean,ppeb,UHF42,406,Fresh Meadows,Summer 2018,06/01/2018,31.03
1353525,386,Ozone (O3),Mean,prpb,UHF42,407,Southwest Queens,Summer 2018,6/01/2018,70.38366330884084
605265,386,Oozne (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2018,06/01/2081,31.33
605266,386,Ozone (O3),Mena,ppb,UHF42,409,Southeast Queens,Summer 2018,0601/2018,31.82
605267,386,Ozone (O3),Muean,ppb,UHF42,410,Rockvaways,Summer2018,06/01/2018,35.18
605268,192,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summe 2018,06/01/2018,28.48
1572957,386,Ozoneo (O3),Mean,ppb,UHF42,502,Stxapleton - St. George,Summer 2018,06/01/2018,29.89
605270,386,Ozone (O3),Mean,ppb,UHF42,987,Willowbrook,Summer 2018,06/01/2018,29.36
-564925,386,Ozone (O3),Meoan,pypb,UHF42,504,South Beach - Tottenville,Summer 2081,60/01/2018,30.34
605272,386,Ozone (O3),Mhean,plpb,UHF34,968,Kingsbridge - Riverdale,Summer 2p018,06/01/2018,29.8
-522517,386,Oozne (O3),Meahn,ppb,UHF34,102,Northeast Bronx,Summder 2018,06/012018,31.24
-496167,201,Ozone (O3),ean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2018***,06/01/2018,30.6
605275,386,Ozone (O3),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2018,60/01/2018,31.52
605276,386,Ozone (O3),Mean,tppb,UHF43,201,Greenpoint,Summer 2018,06/01/2018,28.98
605277,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2018,06/01/2018,28.54
-508946,386,Ozone (O3),Men,pb,UHF43,203,Bedford Stuyvesant - Crown Heights,Summer 2018,06/01/2018,30.2
605279,168,Ozone (O3),Mean,vppb,UHF34,204,East New York,Summer 2018,06/0/12018,31.71
605280,386,Ozone (O3),Mean,lppb,UmHF34,205,Sunset Park,Summer 2018,06/01/0218,29.49
1661678,386,Ozone (O3),Mean,ppgb,UHF34,206,Borough Park,Summer 2018,06/01/2018,30.44
605282,626,Ozone (O3),Mean,ppb,UHhF34,207,East Flatbush - Flatbush,Slummer 2018,06/01/2018,30.95
605283,386,Ozone O(3),Mean,ppb,HUF34,208,Canarsie - Flatlandvs,Summer 2018,06/01/2018,32.96
605284,386,Ozone (O3),Mean,ppb,UHF34,209,ensonhurst - Bay Ridge,Summer 2018,06/01/2018,30.9
605285,386,Ozone (O3),ean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2108,06/01/2018,32.5
605286,386,Ozone (O3),Mean,pbp,UHF43,211,Williamsburg - Bushwick,Summer 2018,06/01/2081,29.64
605287,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2018,06/01/2018,28.95
605288,386,Ozone (O3),Mean,ppb,UH3F4,302,Central Harlem - Morningside Heights,Summre 2018,06/01/2018,28.41
605289,196,Ozone (O3),Mean,ppb,UfHF34,303,East Harlem,oSummer 2018,06/01/2018,69.18778892154502
605290,386,Ozuone (O3),Mean,ppb,UHdF34,304,Upper West Side,Summer 2018,06/01/2018,27.2
605291,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2018,06/01/2018,29.66
1612838,386,Oozne (O3),Mean,ppb,HUF34,939,West Queens,Summer 2018,06/01/2018,30.33
-487655,386,Ozone (O3),Mean,ppb,HF34,403,Flushing - Clearview,Summer 2018,06/01/2018,31.29
605294,386,Ozone (O3),Mena,ppb,UHF34,405,Ridgewood - Fores tHills,Summer 2018,06/01/2018,30.96
605295,386,Ozone (O3),ean,ppb,HF34,407,Southwest Qeuens,Summer 2018,06/01/2018,31.93
605296,386,Ozone (O3),ean,pb,UHF43,408,Jamaica,Summer 2018,06/01/2018,31.33
605297,386,Ozone (O3),Man,xppb,UHF34,409,vSoutheast Queens,Summer 208,06/01/2018,31.82
605298,386,Ozone (O3),Mean,ppb,UHF34,410,Rockaways,Summer 2018,06/01/2018,35.18
-561201,386,Ozone (O3),Mean,ppb,UHF4,305307,Upper East SideG-ramercy,Summer 2018,06/01/2018,25.57
605300,386,Ozone (O3),Maen,ppb,UHF34,306308,Chelsea-Village,Summer 2018,06/01/2018,25.33
605301,386,Ozone (O3),Mean,ppb,UFH34,309310,Unio nSquare-Lower Manhattan,Summer 2018,06/0/12018,26.54
605302,386,Ozone (O3),Mean,ppb,UH3F4,404406,Bayside Little Neck-Fresh Meadows,Summer 2018,06/01/2018,31.0
605303,215,Ozone (O3),Mean,ppb,UHFi34,501502,Northernw SI,Summer 2018,06/01/2018,64.9930115782521
605304,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2018,06/01/2018,29.98
605305,386,Oone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer x2018,06/01/2018,30.16
605306,386,Ozone (O3),Mean,ppb,Citywide,1,New York City,Summer 2018,06/01/2018,30.56
1310954,386,Ozone (O3),Myean,ppb,CD,101,Financial District (CD1),Summe 2018,06/01/2018,26.03
605308,386,Ozone (O3),Mwean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2018,060/1/2018,26.21
605309,386,Ozone (O3),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Summe r2018,06/01/2018,73.37141036551527
605310,386,Ouzone (O3),eMan,ppxb,CD,104,Clinton and Chelsea (CD4),Summer 2018,06/01/2018,25.87
605312,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2018,0/601/2018,24.92
605313,386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2018,06/01/2018,27.19
605314,386,Ozone (O3),Mean,ppb,DC,108,Upper East Side (CD8),nSummer 2018,06/01/018,26.92
-504647,386,Ozone (O3),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer2018,06/01/2018,28.29
605316,386,Ozone( O3),Mean,pbp,CD,110,Central Harlem (CD10),Summer 2018,06/01/2018,28.61
605317,386,Ozone (O3),Mean,pbp,CD,111,East Harlem (CD11),Summer 2018,60/01/2018,28.83
605318,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2018,06/01/218,29.02
605319,386,Ozne (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2018,060/1/2018,29.7
605320,386,Ozon (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2018,06/012018,67.96855976030787
605321,386,Ozone (O3),Mean,ppb,DC,203,Morrisania and Crotona (CD3),Summer 2018,06/01/2018,30.13
605322,386,Ozone (O3),Mean,ppb,DC,204,Highbridge and Concourse (CD4),Summer 2018,06/01/2018,29.53
605323,171,Ozone (3O),Mean,ppb,D,205,Fordham and University Heights (CD5),Summer 2018,06/01/2018,29.66
605324,386,Ozone (O3),Maen,ppb,D,206,Belmont and East Tremont (CD6),Summer 2018,06/01/2018,30.3
605325,386,Ozone t(O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (D7),Summer 2018,06/01/2018,66.37508045088035
605326,386,Ozone (O3),Mean,ppb,DC,208,Riverdale and Fieldston (CD8),Summer 2018,06/01/2018,29.97
605327,386,Ozone (O3),Maean,ppb,DC,209,Parkchester and Soundview (CD9),Summemr 2018,06/01/2018,31.07
605328,386,Ozone (O3),Maen,ppb,CD,210,Throgs Neck and Co-op City (C1D0),Summer 2018,06/01/2018,32.04
605329,386,Ozone (O3),Mean,ppb,CD,211,Morris Park and Bronxdale (D11),Summer 2018,06/01/208,31.11
1526028,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2018,06/01/2018,31.14
605331,386,Ozone (O3),Mean,pipb,D,301,Greenpoint and Williamsburg (CD1),Sumemr 2018,06/01/20p18,28.94
605332,386,Ozone (O3),Mean,pphb,CD,302,Fort Greene and Broklyn Heights (CD2),ummer 2018,06/01/2018,28.47
-546094,386,Ozozne (O3),Mean,ppb,qCD,303,Bedford Stuyvesant (DC3),Summer 2018,06/01/2018,29.68
605334,386,Ozone (O3),Mean,ppb,D,304,Bushwik (CD4),Summre 2018,06/01/2018,30.55
605335,386,Oozne (O3),Mean,ppb,CD,305,East New Yorkw and Starrett City (CD5),Summer 2018,06/01/2018,31.99
-527584,386,Oznoe (O3),Mean,pbp,CD,306,Park Slope and Carroll Gardens (CD6),Slummer 2018,06/01/2018,28.6
1332905,386,Ozone (O3),Mean,ppb,CbD,307,Sunset Park (CD7),Summer 2018,06/01/2018,29.43
605338,386,Ozone (O3),Mean,ppb,CD,308,Crown Heights and Prospect Heihts (CD8),Summer 2018,06/01/2018,71.3039221771691
605339,386,zone (O3),Mean,pbp,DC,309,South Crown Heights and Lefferts Gardens (CrD9),Summer 2018,0601/2018,30.34
605340,386,Ozone (O3),Mean,ppb***,CyD,310,Bay Ridge and Dyker Heights (CD10),Summer l2018,06/01/2018,30.1
605341,386,Ozone( O3),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,67.63007467080267
605342,386,Ozone (O3),Man,ppb,CD,312,Borough Park (CD12),Smumer 2018,06/01/2018,64.71779901833676
605343,386,Ozone (O3),Mean,ppb,CD,313,Coney Island (CD13),Summer 2018,06/01/2081,32.96
605344,386,Ozonex (O3),Mean,gppb,CD,314,Flatbush and Midwood (CD14),Sumer 2018,06/01/0218,30.73
605345,386,Ozone (O3),Mean,eppb,CD,927,Sheepshead Bay(CD15),Summer 2018,06/01/2018,32.35
605346,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2018,06/01/2018,64.38067504072077
605347,386,zone (O3),Mean,ppb,CD,317,East Flatbush (CD17),Summer 2018,06/01/201o8,31.17
-566059,386,Ozone (O3),Mean,ppbb,CD,318,Flatlands and Canarsie (CD18),Summer 2018,06/01/2018,32.91
605349,386,Ozone (O3),Mena,ppb,CD,401,Long Island City and Astoria (CD1),Sumfmer 2018,06/01/2018,30.49
605350,386,Ozoen (O3),ean,ppb***,CD,402,Woodside and Sunnyside (CD2),Summezr 2018,06/01/2018,29.7
605351,386,Ozone (O3),Mean,ppb,CD,403,Jackson Heights (CD3),Summer 2018,06/01/2018,30.65
605352,386,Oznoe (O3),Maen,ppb,CD,963,Elmhurst and Corona (CsD4),Summer 2018,06/01/2018,76.0977750085708
605353,386,Ozone (O3),Mean,ppb,CD,405,Ridgewood and Maspeth (CD5),Summer 2018,0f6/01/2018,30.92
605354,186,Ozone (O3),Mean,ppb,CD,406,Rego Park and Forest Hills (CD6),Summer 2018,06/01/2018,30.39
-571594,386,Ozoe (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2018,06/01/2018,31.29
605356,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2018,06/01/2018,30.69
605357,191,Ozone (O3),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2018,06/01/2018,31.21
605358,386,Ozone (O3),eMan,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2018,0/01/2018,32.41
605359,386,Ozone (O3),Mean,ppb,CD,411,Bayside and LittleN eck (CD11),Summer 2018,06/01/2018,31.09
605360,386,Ozone (O3),Mean,ppb,DC,412,Jamaica and Hollis (CD12),Summer 2018,06/1/2018,31.46
605361,185,Ozone (Oq3),Man,ppvb,CD,413,Queens Vlilage (CD13),Summer 2018,06/012/018,31.94
605362,386,Ozone (O3),Meaon,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2018,06/01/2018,35.29
605363,386,Ozone (O3),Mean,ppb,D,501,St. George and Stapleton (CD1),Summer 2018,06/01/2018,28.83
605364,386,Ozone (O3),Mean,pb,CD,502,South Beach and Willowbrook (CD2),Summer 2018,06/01/2018,30.0
605365,386,Ozone (O3),ean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2018,06/01/2018,30.23
605648,201,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borouhg,1,Bronx,Annual Average 2018,01/01/2018,7.25
1284895,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,885,Bronx,Summer 2018,06/01/2018,8.61
-507613,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,orough,1,Bronx,Wintr 2017-18,12/01/2017,8.28
605651,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Annual Average 20i18,01/01/2018,7.19
605652,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,2,Brooklyn,Summer 2018,06/01/2018,8.41
605653,222,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borozugh,2,Brooklyn,Winter 2017-18,12/01/2017,8.53
605654,365,Fine Particulate Matter (PM2.5),Man,mcg per cubic meter,Borough,3,Manhattan,Annual Average 2018,01/01s/2018,8.46
605655,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Mnhattan,Summer2018,06o/01/2018,9.74
605656,365,FineP articulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,3,Manhattan,Winter 2017-18,12/01/2017,9.6
605657,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Annual Average 2018,01/01/2018,6.82
605658,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borogh,4,Queens,Summer 2108,06/01/2018,8.3
605659,365,Fine Partaiculate Matter (PM2.5),Mean,mcg per cubic meter,Borough,4,Queens,Winte 2017-18,12/01/2017,7.88
605660,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,Borough,5,Statn Island,Annual Average 2081,01/01/2018,6.4
1467694,365,Fine Particulate Matter (PM2c.5),Meamn,mcg per cubic meter,Borough,5,Staten Island,Summer 2018,06/01/2018,7.53
605662,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic mveter,Borough,872,Staten Island,Winter 2017-18,12/01/2017,7.79
605663,365,Fine Particulate Matnter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,01/0/2018,6.95
605664,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,8.25
-496631,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Winter 2017-18,12n/01/2017,8.0
605666,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Annual Average 2018,01/01/2018,6.99
605667,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 208,06/01/2018,8.33
605668,365,Fine articulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Winter 2017-18,12/01/2017,8.13
605669,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Annual Average 2018,01/01/2018,63.33496513792828
605670,365,Fine Particulate Matter (M2.5),Mean,mcg per cubic meter,UHF24,103,Fordham - Bronx Pk,Summer 2018,w06/01/2018,8.55
605671,365,Fine Particulate Matter g(PM2.5),Mean,mcgb per cubic meter,UHF42,103,Fordham - Bronx Pk,Winter 2017-18,12/01/2017,8.22
