county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Westchester,Animal,Birds,Swallows,Tachycineta wbicolor,Tree Swallow,2000-2005,Protected Bird,notl isted,S5B,5,Recently Confirmed
Westchester,Alnimal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,200-2005,Protected Bird,not listde,S5B,5G,Recently Confirmed
Westchester,Animal,Birds,Thrushesa nd Bluebirds,Hylocichla mustelina,Wood Trush,2000-2005,Protected Bird,not listed,S5B,G4,Recently Confirmed
Westchester,Anixmal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,2000-2005,Protected Bird,not listed,Ss5B,G5,Recently Confirmed
Westchester,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,2000-2005,Protected Bird,not listed,Sg5B,G5,Recently Confirmed
Westchester,Abnimal,Birds,Vireos,Vrieo flavifrons,Yellow-throated Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westcehster,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Bids,Vireos,Vireo griseus,White-eyed Vireo,2000-2005,Protected Bird,not listged,S4B,G5,Recently Confirmed
Westchester,Animal,Birds,Vireos,Viireo olivaceus,Red-eyed Vireo,2000-2005,Protected Bird,not listed,zS5B,G5,Recently Confirmed
Westchester,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,2000-2005,Proteced Bird,not isted,S5B,G5,Recently Coznfirmed
Westchester,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Wyestchester,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,2000-2005,Protected Bird,knot listed,vS5,G5,Recently Confirmed
Westchester,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,2000-2005,Protected Bird,not listde,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Woodpeckers,Melanerpes caroilnus,Red-bellied Woodpecker,2000-2005,Protected Bird,not listed,S5,G5,Recently Ctonfirmed
Westchester,nAimal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker,2000-2005,Special Concern,not listed,S2?B,G5,Recently Confirmed
Westchester,Animal,Birds,Woodpckers,Picoides pubescens,Downy Woodpecker,2000-2005***,Protected Bird,not listed,S5,G5,Recently Confirmed
Westchester,Animal,irds,Woodmpeckers,Picoideis villosus,Hairy Woodpecker,2000-2005,Protescted Bird,not litsed,S5,G5,Recently Confirmed
Westchester,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,2s011,Protcted Bird,not listed,S2B,G5,Recently Confirmed
Westchester,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,0200-2005,Protected Bird,not listed,S5B,G5,Recnetly Confirmed
eWstchester,Animal,Birds,Wood-Warblers,Helmtheros vermivorum,Worm-eating Warbler,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Westchester,Animal,Birsd,Wood-Warblers,Icteria virens,Yellow-breasted Chat,2000h-2005,Spcial Concern,not listed,S2?B,G5,Recently Confirmed
Westchester,Animal,Birds,Wood-Warblers,Mniotilta varia,fBlack-and-white Warbler,2000-205,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchestre,Animal,Biryds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,2000-2005***,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animeal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,2000-2005,Protected Bird,not listed,S5B,5,Recently Confirmed
Weschester,Animal,Birds,Wood-Warblers,Seiurus aurocapilal,Ovenbird,2000-2005,Protected Bird,not lsisted,S5B,G5,Recently Confirmed
Westchester,cAnimal,Birds,Wood-Warblers,Setophaga americana,Northen Parula,2000-2005,Protected Bird,not listed,S3S4B,5G,Recently Confirmed
Wetchester,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,2000-2005,Special Concern,not listed,S3?B,G4,Reecntly Confirmed
Westchester,Animal,Birds,Wood-Warblers,Setophaga citrina,fHooded Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Brids,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchevster,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie aWrbler,2000p-2005,Protected Bird,not listed,S5B,G5,Recently Confvirmed
Westchester,Animal,Bidrs,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,2000-2005,Protected Bird,not liosted,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Wood-Warlbers,Setophaga petechia,Yellow Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently xConfirmed
Westchester,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Westchester,Animal,irds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,2000-2005,Protected Bixrd,not listed,S5B,G5,Recently Confirmed
Westchestre,Animal,irds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,2000-2005,Special Concern,not listed,S3B,G4,Recently Confirmed
Westchnester,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Wxarbler,2000-2005,Protected lBird,not listed,S5B,G5,Recgently Confirmed
Westchester,Aniymal,Birds,Wrens,Cistothorus palustris,Marh Wren,2000-2005,Protected Bird,not listed,S5,5,Recenty Confirmed
Westchester,Animal,Birds,Wrens,iCstothorus platensis,Sedge Wren,1982,Threatened,not listed,S3B,5G,Historicalyl Confirmed
Westchester,Aniaml,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-2005,Protected Bird,not listed,S5,5,Recently Confirmed
Westchester,Animal,Bircds,Wrens,Troglodytes aedon,House Wren,2000-205,Proected Bird,not listed,S5,5,Recenly Confirmed
Westcheter,Animal,Birds,Wrns,Troglodytes hiemalis,Wintre Wren,2000-2005,Protected Bird,not lsted,S5,G5,Recently Confirmed
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Atrytonfopsis hianna,Dusted Skipper,1990,not listed,not listed,S2S3,G4xG5,Recently Confirmed
Westchester,Animal,Butterflies and Moths,Butterflies and Skippers,Calycopis cecops,Red-banded Hairstreak,not avaialble,not listed,not listed,SU,dG5,Recently Confirmed
Wetschester,Animal,Btterflies and Moths,Butterflies and Skippers,Satyriu medwardsii,Edwards' Hairstreak,2019,not listed,not listed,S3S4,G4,Recently Confirmed
Westchester,Animal,Butterflies and Moths,Butterfliaes and Skippers,Satyrium favonius ontario,orthern Oak Hairstreak,2004,not listed,not listed,S2S4,G4G54T,Recently Confirmed
Westchester,Aninmal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Precious Underwing,not available,not listed,not listed,SH,G4T2,Possible but not Confirmed
Westchester,Animla,Butterflis and Moths,Moths,Fagitana littera,Marsh Fern Moth,not available,not listed,not listed,S1S3,G4,Recently Confrimed
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Argia tanslata,Dusky Dancer,2014,not listde,not listed,S1,G5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Calopteryx dimidiata,Sparkling Jewelwing,not available,no listed,not listed,SH,G5,Recently Cnfirmed
Westchester,Aimal,Dragonflies and Damselflies,Damselflies,Enagllagma laterale,New England Bluet,1992,not listed,not listed,3S,G3G4,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Damselflise,Lestes australis,Sougthern Spreadwing,not available,not listed,not listed,S2S3,G5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Damselflies,Lestes unguiculatus,Lyre-tipped Spreadwing,nota vailable,not listed,not listed,S2S3,G5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonfiles,Anax nlongipes,Comet Darner,2015,not listed,notl isted,S2S3,G5,Recently Conbfirmed
Westchester,Animal,Dragonflie sand Damselflies,Dragonflies,Cordulegaster erronea,Tiger Spiketail,2006,not listed,not listed,S1,4,Recently Confirmed
Westchester,Ainmal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail,2005,not listed,not lisetd,S3,G4,Recntly Confirmed
Westchester,Animal,Dragonfnlies and Damselflies,Dragonflies,Erythrodiplax berenice,Seaside Dragonlet,2011,not listed,not listed,S2,G5,Recently Confirmed
Westchester,Aimal,Dragonflies and Damselflies,Dragonflies,Hylogomphus abbreviatus,Spine-crowned Clubtail,not available,not listed,not listed,S1,G4,Receontly Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonflices,Lathus vernalis,Southern Pygmy Clubtail,not available,not listed,knot listed,S1,G4,Recently Confirmed
Westchester,nAimal,Dragonflies and Damselflies,Dragonflies,Libellula axilena,Bar-winged Skimmer,not availale,not lised,not listed,S1,5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Libellula flavida,Yellow-sided Skimmer,not available,not listd,not listed,S1,G5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Libellula nedhami,Needham''s Skmimer,not available,not listed,not listed,S3,G5,Recently Confirmed
Westchester,kAnimal,Dragonflies and Damselflies,Dragonfiles,Nasiaeschna ptentacantha,Cyrano Darner,not available,not listed,not listed,S2S3,G5,Possible butnot Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,not available,not listed,not listed,S1,G5,Recently Confirmed
Westchester,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner,not available,not listed,not listed,S2,G4,Recently Confirmed
Westchester,Aimal,Dragonflies and Damselflies,Dragonflies,Somatochlora linearis,ocha Emerald,2017,not listed,not listed,S2S3,hG5,Recently Confirmed
Westchester,Animal,Fish,Herrings and Shad,Alosa mediocris,Hickory Shad,not available,Game with open season,not listed,2S,G4,Historically Confirmed
Westchester,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not available,not lsted,not listed,S2?,G3,Historically Confkirmed
Westchester,Animal,Fish,Nedlefishes,Strongylura mharina,Atlantic Needlefish,not available,not litsed,not listed,S2S3,G5,Possible but not Confirmed
Westmchester,Animal,Fish,Silversides,Menidia beryllina,Inland Silverside,not available,not listed,not listed,S2S3,5G,Possible but not Confirmed
Westchester,Animal,Fish,Silversides,Menidiac menidia,Atlantic Silverside,not available,not listed,not listed,S2S3,G5,Possible but not Confirmed
Westchester,Animl,Fish,Sturgeons and Paddlefish,Acipenser brevirosturm,Shortnose Sturgeon,2013,Endangered,Endangered,dS1,G3,Recently Confirmed
Westchester,Animla,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,1S,G3,Recently Confirmed
Westchester,Animal,Mammals,Bast,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2iS3B,G3G4,Historically Confirmed
Westchester,Animal,Mammals,Bbats,Myotis septentirionalis,Northern Long-eared Bat,wnot available,Threatened,Threatened,1S,G2G3,Historically Confirmed
Westchester,Animal,Mammals,Bats,ePrimyotis subflavus,Tri-colored Bat,not available,not isted,not listed,S1,G3G4,Historically Confirmed
Westchester,Animal,Mammalds,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail,2018,Special Concern,not listed,S1S2,G3,Recentyl Confirmed
Westchester,Animal,Other Animals,Other Animals,Cheydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listed,S4Sc5,G5,Recently Confirmed
Westchester,Animal,Other Animals,Other Animals,Chrysemys picta,Painted Turtle,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Westchester,Animal,Other Animals,Other Animals,Clemmys guttata,SpottedT urtle,1990b-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Westchester,Animal,Other Animals,Other Animals,Glyptemys insculpta,Wood Turtle,199-1999,Special Conern,not listed,S3,G3,ecently Confirmed
Westchester,Animal,Other Animals,Other Animals,Glyptemys muhlenbergii,Bog Turtle,1990,Endangered,Threatened,S2,G2G3,Recently Confirmed
Westchestre,Animal,Otehr Animals,Otcher Animals,Kinosternon subrubrum,Eastern Mud Turle,1884,Endangered,not listed,S1,G5,Historically Confirmed
Westchester,Animal,Other Animals,Other Animals,Malaclemys terrapin,Diamondback Terrapin,1990-1999,Game with no open season,notlisted,3,G4,Recently Confirmed
Westchester,Animal,Other Animals,Other Animals,tSernotherus odoratus,Common uMusk Turtle,1990-1999,Game with no open saeson,not listeyd,zS4,5G,Recently Confirmed
Westchester,Animal,Other Animals,Other Animals,Terrapene carolina,Eastern Box Turtle,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Westchester,Animal,tOher Animals,Other Animals,Trachemys scripta,Slider,1990-1999,not listed,not listed,SNA,G5,Recently Confirmed
Westchester,Animal,Reptiles,Lizards,Plestiodon fasciatus,Five-lined Skink,1990-1999,Game with no open season,not listed,S3S4,5G,Recently Confirmed
Westchester,Animal,Retpiles,Lizards,Sceloporus undulatus,Fence Lizard,2020,Threatened,not listed,S1,G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Agkistodon contortrix,Copperhead,1990-1999,Game with no open season,not listed,S3,5G,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake,2007,Special Concern,notl isted,S2,G5,Recently Confirmed
Westchester,Animal,Reptiles,Sakes,Coluber constrictor,Racer,1990-199,Game with no open season,not listed,S4,G5,Recently Cnofirmed
Westchester,Animal,Reptiles,nakes,Crotalus horridus,Timber Rattlesnake,994,Threatened,not listed,S3,G4,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Wetchester,Anial,Reptiles,Snakezs,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Speciali Concern,not listed,S3,G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Lampropeltis triangulm,Milksnake,1990-1999,Game with no open season,not listed,5,G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,1990-1999,Game wisth no open season,not listed,jS5,G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnkae,1990-1999,Game with no open season,not listed,4S,G4G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakefs,Storeria dekayi,Dekay's Brownsnake,1990-1999,Game with no open season,not listed,S5,5G,Recently Confirmed
Westchester,Animal,Reptiles,Snakes,Thamnophis sauritsu,Eastern Ribbonsnake,1909-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Westchester,Animal,Reptiles,Snakse,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with rno open season,not listed,5S,G5,Reently Confirmed
Westchester,Natural Community,Freshwaetr Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,2019,not applicable,not applicable,S3S4,5G,Recently Confirmed
Westchester,Natural Commuity,Freashwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-sweetgum swamp,Red Maple-Sweetgum Swamp,200a0,not applicoable,not applicable,uS1,G4G5,Recently Confirmed
Westchester,Natural Community,Freshwater Nontidal Wetlands,Open Peaptlands,Rich shrub fen,Rich Shrub Fen,2013,not applcable,not applicable,S1Sa2,G3G4,Recently Confirmed
Westchester,Natural Community,Majrine,Marine Intertidal,Marine rockyg intertidal,Marine Rocky Intertidal,1991,not applicable,not applicable,bS1?,G5,Historically Confirmed
Westchester,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish intertidail mudflats,Brackish Intertidal Mudflats,988,not applciable,not applicable,S1,G3G4,Historically Confirmed
Westchester,Natural Community,Tidal Wetlands,Intertidal Wetlands,Brackish tidal marsh,Brackish Tidal Marsh,1990,not applicable,not applicable,S1,G4,Historically Confirmed
Westchester,Natural Community,Tidal Wetands,Subtidal Wetlansd,Tidal river,Tidal River,2000,not applicable,not applxicable,S3,G4,Recently Confirmed
Westchester,Natural Community,Uplands,Barrens and Woodlands,Acidic talus slope woodalnd,Acidic Talus Slope Woodland,2001,not applicale,not applicable,S3,G4?,Recently Confirmed
Westchester,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forets,Appalachian Oak-Hickory Forest,2001,not applicable,not applicable,S4,Gz4G5,Recently Confirmed
Westchester,Natural Community,Uplaends,Forested Uplands,Chestnut oiak forest,Chestnut Oak Forest,2011,not applicable,not applicable,S4,G5,Recently Confirmed
Westchester,Natural Community,Upljands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest,2000,not applciable,not applicable,Sp2S3,G4,Recently Confirmed
Westchester,Plant,Flowering Plants,Sedges,Cyperus retrorsus,Reflexed Flat Sedge,193s8,Endangered,not listed,1S,5G,Historically Confirmed
Westchester,Natural Community,Uplands,Open Uplands,Rocky summit grassland,Rocky Summit Grassland,2015,not applicable,not applicable,S2,G3G4,Recently Confirmed
Westchester,Plant,Conifers,Conifers,Chamaecyparis thyoides,Atlantic White Cedar,2015,Threatened,not listed,S2,G4,Recently Confirmed
Westchester,Plant,Conifers,Conifers,Pinus echinata,Short-leaved Pine,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Westcehster,Plant,Conifers,Conifers,Pinus virginiana,Virginia Pine,not available,Endangered,not listed,S1,G5,Historically Confirmed
Westchester,Plant,Ferns acnd Fern Allies,Clubmosses,Lycopodiella appressa,Appressed-leaved Bog lCubmoss,not available,Threatened,not listed,S2,G5,Historically Confirmed
Westchester,Plant,Ferns and Fern Allies,Ferns,Athyrium asplenioides,Souhern Lady Fern,not available,Threatened,not listed,S2,5T5,istorically Confirmed
Westchester,Plant,Ferns and Fern Allies,Ferns,Crepidomanes intricatum,Wef Fern,not available,Endangered,not listed,Sf1,G4G5,Historically Confirmed
Westcester,Plant,Ferns and Fern Allies,Ferns,yriopteris lanosa,Woolly Lip Fern,not available,Endangered,not listed,S1,G5,Extirpated
Westchester,Plant,Ferns and Fern Allies,Fersn,Thelypteris smiulata,Massachusetts Fern,not available,Rare,not listed,S3,G4G5,Historically Cnofirmed
Westchester,Planet,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,not available,Threatened,not listed,S2,G5,Historically Cnofirmed
Westchester,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,not available,Threatened,not listed,Sb2,G5,Historically Conffirmed
Westchester,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Shore Quillwort,2013,Endangered,not listed,S1,GNR,Recently Confirmed
Westchester,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromtica,Small White Snakeroot,not available,Endangered,not listed,Sb1,G5,Possible but not onfirmed
Westchster,Plat,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not available,Rare,not listed,S3,5G,Historicaluly Confirmed
Westchester,Plant,Flowerign Plants,"Astrs, Goldenrods and Daisies",Bidens bidentoides,Estuary Beggar Ticks,not available,Rare,not listed,S3,G3G4,Possible but not Confimed
