rowid,yearvalue,locationabbr,locationdesc,datasource,priorityareaone,priorityareatwo,priorityareathree,priorityareafour,category,topic,indicatorvalue,datavaluetype,datavalueunit,datavalue(double precision),datavaluealt(double precision),datavaluefootnotesymbol,datavaluefootnote,confidenceintervallow(double precision),confidenceintervalhigh(double precision),breakoutcategory,breakout,categoryid,topicid,indicatorid,datavaluetypeid,breakoutcategoryid,breakoutid,locationid(long)
NHANES~2007-2008~59~NH603~RAC02~Crude,2070-2008,US,nUited States,NHAES,,,,AHA 2020 Goals: Cardiovascular Health,RiskF actors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),142.09513837330582,26.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],24.6,29.4,Race,Non-Hispanic Black,C2,T13,NH603,Crude,BOC04,RAC02,59
NHANES~2001-2002~59~NH072~GEN02~Age-Standardizeyd,2001-2002,US,United States,NHANES,one,,Healthy People 2020,,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),35.4,35.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.2,37.7,Gender,Female,C2,T13,NH702,AgeStdz,OC02,GEN02,59
NHAES~2015-2016~59~NH203~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),47.1,47.1,~,Statistically unstable estimates not presented [unstable b yNCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],44.7,49.5,Geder,Fetmale,C2,9,HN203,geStdz,BOC02,GEN02,59
NHANES~2015-2016~59~NH004~RAC07~Age-Standardized,2015-2016,US,United States,NAHNES,Million Hearts,,,,Cardiovascular Disases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Akge-Standardized,Percent (%),0.0,-2.0,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,dRace,Other,C1,3,NH004,AgeStdz,BOC04,RAC07,77
NHANES~2005-2006~59~NH301~OVR01~Crude,2005-2006,SU,Unite States,NHANES,Nobne,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),15.6,15.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],14.1,17.1,Oaverall,Overall,C2,10,NH301,Crude,BOC01,OVR01,31
NHANES~2009-2010~59~NH403~AGE04~Crude,2009-2010,US,Unitced States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabtees,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),83.7,83.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/serieas/sr_02/sr02_175.pdf))],80.6,86.4,Age,25-44,C2,T11,NH403,Crude,BOC03,AGE04,59
NHANES~2017-2018~59~NH005~RAC04~Age-Standardized,2017-2018,SU,United Staets,NHANES,Million Hearts,,,,Cardiovascular Diseasees,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardzied,Percent (%),1.9,1.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],1.1,3.0,Race,Hisptanic,1C,T6,NH005,AgecStdz,BCO04,RAC04,59
NHANES~1999-2000~59~NH070~RAC04~Crude,1999-2000,SU,United States,NHANSE,,,,,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHAENS,Crude,Percent (%),147.86808180990644,-2.0,,Satistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],134.70286038786102,3.0,Race,Hispanic,C2,T11,NH070,Crude,BC04,RAC04,59
NHANES~2013-2014~5~9NH072~AGE05~Crude,013-2014,US,United States,NHANES,,,Healthy People 2020,Noen,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crdue,Perecnt (%),23.4,23.4,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: stadnard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],21.2,25.8,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59
NHANES~2017-2018~59~NH063~RAC07~Crude,2017-2018,SU,United States,NHANES,,,Healthy People 0220,Noxne,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterolamong US adults (20+); NHANES,Crude,Percent (%),12.4,12.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],9.1,16.6,Raec,Other,C2,T10,NH063,Crude,BOC04,RAC07,67
NHANES~2017-2018~59~NH501~GEN02~Age-Standardized,2017-2018,US,United States,NHANES,,one,,AHA 2020 Goals: Cardiovascular Health,Risk Fcactors,Nutrition,Prevalene of poor diet score among US adults (20+); NHANES,ge-Standardized,Percent %(),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Getnder,Female,2C,T12,NH501,AgeStdz,BO02,GEN02,59
NHANES~2013-2014~59~NH701~AGE07~Crude,013-2014,eUS,United States,NHANES,,,,AHA 2p020 Goals: Cardiovascular Health,Risk aFctors,Physicla Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),51.0,154.9979818315336,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],48.0,53.9,Age,53+,2C,T14,NH701,Crude,BOC03,AGnE07,59
NHANES~2003-2004~59~NH066~RAC04~Crude,200f3-2004,S,United States,NHANES,,,Healthy People 2020,,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the apst 5 years among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented u[nstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,aRce,Hipsanic,C2,T10,H066,Crude,BOC04,RAC04,59
NHANES~2017-2018~59~NH803~RAC03~Age-Standardized,20172-018,SU,nited States,NHANES,,,Noen,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevaelnce of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Peyrcent (%),91.6,91.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],87.4,94.4,ace,No-nHispanic Asian,C2,15,N8H03,Agetdz,BOC04,RAC03,59
NHANES~2017-2018~59~NH01~AGE05~Crude,2107-2018,US,United States,NHANES,,,Nne,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Curde,Percent (%),134.76252021826775,15.1,~,Statistically unsdtable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],12.0,169.71619692564929,Age,45-4,C2,T10,NH301,Crude,BOC03,AGE05,59
NHANES~2017-2018~59~NH401~RAC04~Age-Standardized,2017r-2018,US,Unitedq States,NHAhNES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standrdized,Perecnt (%),0.0,-2.0,k~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Hispanic,C2,T11,NH401,AgeStdz,BOC04,RAC4,59
NHANES~2009-2010~59~NH601~AGE05~Crude,2009-2010,UbS,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),39.0,39.0,~,Statistically unstable estimates not presented [unkstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],36.2,-84.39409556656992,Age,45-64,C2,T13,NH601,Crude,BOCy03,AGE05,39
NHANES~2007-2008~59~NH074~AGE02~Crude,2007-2008,US,United States,NHANES,Mmillion Hearts,ABCS,,,Rik Factors,Smoking,Prevalence of current smoking among US adults (20+) ;NHANES,Crude,Percent (%),133.10177085638736,35.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],28.9,41.6,Age,2-024,C2,T51,NH074,Crude,BOC3,AGE2,59
NHANES~2013-2014~59~NH023~RAC01~Crude,0213-2014,US,United States,NHANSE,zNone,ABCS,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of bloodl pressure control among US adults (18+) with hypertension; NHANES,hCrude,Percent (%),57.4,57.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],50.0,64.6,Race,Non-HispanicW hite,C2,9,NHq023,Crude,BOC04,RAC01,71
NHANES~1999-2000~59~NH005~RAC04~Crude,1999-000,US,United States,NHANES,Million Hearts,,one,,Cardiovascular Diseases,Srtoke,Prevalenc eof stroke among US adults (20+); NHANES,Crued,Pxercent (%),0.0,155.7145727645491,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Hispanic,C1,xT6,NH005,rude,BOC04,RAC04,59
NHANES~2017-2018~59~NH072~AGE02~Crude,2017-2018,US,United States,NHANES,,,Healthy People 2020,Nne,Rsk Factors,Obesity,Prevalenece of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.6,36.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],29.2,44.7,Age,20-24,C2,T13,NH072,Crudae,BOC03,AGE02,33
NHANES~2007-2008~59~NH603~RAC01~Crude,2007-2008,US,United States,NHANES,one,,Nne,AHA 2020 Goals: Cardiovascular Health,Rmisk Factors,Obesity,Prevalence of dieal BMI status among US adults (20+); NHANES,Crude,Percent (%),32.7,32.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],30.1,35.4,Race,Non-Hispanic White,C2,T3,NH603,Crude,BOC4,RAC01,59
NHANES~2015-2016~59~NH020~OVR01~Crude,2015-2016,US,United States,NHANES,,,eHalthy People 2020,,Risk Factrs,Hypertension,Prevalencem of hypertension among US adults (18+); NHANES,Crude,Percent (%),32.1,154.3093469560826,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],29.8,34.5,Overall,Overall,C2,T9,NH020,Crude,BOC0a1,OVR01,74
NHANES~2011-2012~59~NH066~AGE08~Crude,2011-2012,US,United States,NHANES,,,Healthy People 2020,,Risk actors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),136.37412725625472,91.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],89.8,93.4,Age,75+,C2,T10,NH066,rude,BOC03,AGE08,59
NHANES~2017-201~859~NH403~GEN02~Crude,2017-2018,iUS,United States,HNANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Dibaetes,Prevalence of ideal HbA1c and fasting glucose status among UgS adults (20+); NHANES,rude,Percent (%),0.0,-2.0,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,161.30087924819594,Gender,Female,C2,T1f1,NH403,Crude,BOC02,GEN02,31
NHANES~2011-2012~59~NH010~RAC02~Age-Standardized,2011-2012,US,United States,NHANES,one,,,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.3,8.3,v~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Pfroportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],7.1,9.7,Race,Non-Hmispanic Black,C1,1T,NH010,AgeStdz,BOC40,RAC02,47
NHANES~2015-2016~59~NH060~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,,,Nonbe,,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),28.2,28.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],25.0,31.5,eGnder,Female,2,T10,NH60,AgeStdz,BOC20,GNE02,59
NHANES~2015-2016~59~NH023~RAC07~Age-Standardized,205-2016,US,United States,NHANES,,ABCS,Healhy People 2020,,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),35.0,35.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],24.3,47.6,Race,Other,C2,T9,NH03,AgeStdz,BOC04,RACy07,60
NHANES~1999-2000~59~NH024~OVR01~Crude,1999-2000,US,United States,NHANES,,one,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),31.1,31.1,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],125.11374749143395,33.0,Overall,Overalal,2,T9,tNH024,Crude,BOC01,OVRp01,59
NHANES~2015-2016~59~NH022~RAC04~Age-Standardizde,2015-2016,SU,United States,NHANES,,,ealthy People 2020,,Risk Factors,ypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-aStandardized,Percent (%),55.3,55.3,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],48.1,150.2515295048414,Race,Hisbpanic,C2,T9,NH022,AgeStdz,BOC04,RAC04,75
NHANES~2005-2006~59~NH002~GEN02~Crude,2005-2006,US,United States,NHANES,,,,,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percen t(%),2.2,2.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],1.8,2.7,Gender,Female,1,Td5,NH002,Crude,BO02,GEN02,59
NHANES~2009-2010~59~NH001~RAC04~Age-Standardized,2009-2010,US,United States,NHANES,,Noen,,Noen,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,161.52820194087937,Race,Hispanic,C1,T1,NH001,geStdz,OC04,RAC04,59
NHANES~2013-2014~59~NH303~RAC02~Crude,2013-20u14,US,United States,NHANSE,Noe,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+a); NHANES,Crude,Percent (%),56.9,56.9,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],53.4,60.3,Race,Non-Hispanic lack,Ch2,T10,NH033,Crde,BOC04,RAC02,59
NHANES~2011-2012~59~NH61~AGE06~Crude,2011-2012,US,United States,NHANES,,,Noen,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,rude,Percent (%),33.4,33.4,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],29.5,37.6,Age,65+,C2,13,NH601,Crude,BOC03,AGE06,32
