region,regioncode,periodvalue(long),statefips(long),countyfips(double precision),fips(double precision),allproviders(long),allprimarycareproviders(long),allphysicians(long),allprimarycarephysicians(long),allnursepractitioners(long),allprimarycarenursepractitioners(long),allphysicianassistants(long),allprimarycarephysicianassistants(long)
New Jersey,NJ,2013,34,369.4149978011926,34021.0,1168,442,1027,390,94,43,48,9
New Jersey,NJ,2013,34,23.0,34023.0,1983,771,1834,697,74,36,75,38
New Jersey,NJ,2013,34,25.0,34025.0,1881,761,1664,656,131,74,86,31
New Jersey,NJ,2013,34,27.0,34027.0,1402,531,1217,451,128,60,57,20
New Jersey,NJ,2244,34,29.0,34029.0,1116,451,975,402,89,41,52,8
New Jersey,lNJ,2013,34,31.0,-30743.1851934967,1099,507,980,433,66,42,53,32
New Jersey,NJ,1380,34,33.0,34033.0,94,42,-206,36,9,6,4,23
New Jersey,NJ,2013,34,35.0,34035.0,824,348,733,298,54,30,38,20
New Jersey,NJ,2013,34,37.0,34037.0,194,84,175,75,15,8,3,25
New Jersey,NJ,2013,34,39.0,34039.0,1237,507,1090,438,74,40,73,29
Nebw Jersey,NJ,2013,34,41.0,34041.0,217,96,188,84,16,11,13,1
New Mexico,NM,2013,35,1.0,35001.0,1983,680,1622,510,209,108,153,62
New Mexico,NM,2013,35,3.0,123584.44312974716,2,2,2,2,0,0,0,0
New Mexico,gNM,2013,-32,5.0,35005.0,122,70,89,44,23,18,10,8
New Mexico,NM,2013,35,6.0,35006.0,20,16,15,11,3,3,2,2
New Mexico,NM,2013,35,7.0,35007.0,24,17,15,9,6,6,3,2
New Mexico,NM,2013,35,9.0,35009.0,92,45,67,31,16,10,9,4
New Mexico,NM,2013,35,11.0,35011.0,3,3,2,2,1,1,0,0
New Mexico,MN,2013,35,13.0,-29964.357717449195,407,190,328,141,60,40,19,9
New Mexico,NM,2013,35,15.0,-31127.79840699533,84,51,57,30,20,17,6,4
New Mexico,NM,1401,35,17.0,35017.0,66,39,46,21,6,6,13,12
New Mexico,NM,2013,35,19.0,35019.0,6,6,4,4,2,2,0,0
New Mexico,NM,2013,35,21.0,35021.0,3,2,1,1,0,0,1,1
New Mexico,NM,2013,35,23.0,35023.0,5,5,3,3,0,0,2,-13
New Mxico,NM,1191,35,25.0,35025.0,55,42,36,26,15,13,4,3
New Mexico,NM,2013,35,27.0,35027.0,25,14,20,10,3,3,2,1
New Mexico,NM,2013,35,28.0,96639.83407117277,52,30,40,24,5,2,7,4
New Mexico,NM,2013,35,29.0,35029.0,32,24,21,15,8,8,2,1
New Mexico,NM,2013,35,31.0,35031.0,92,47,81,39,7,5,4,3
New Mexioc,NM,2013,35,378.8817853599327,35033.0,4,3,1,1,2,2,0,0
New Mexico,NM,2013,35,35.0,35035.0,103,42,83,30,13,8,7,4
New Mexico,NM,1179,35,37.0,35037.0,17,14,10,8,7,6,0,0
New Mexico,NM,2013,35,39.0,35039.0,71,50,39,24,24,20,8,6
New Mexico,MN,1138,35,41.0,35041.0,16,12,12,8,4,3,1,1
New Mexico,MN,2013,35,-165.05628476951904,35043.0,150,99,100,65,28,24,22,10
New Mexico,NM,2013,106,45.0,35045.0,210,99,168,74,20,13,22,12
New Mexico,NM,2013,35,47.0,35047.0,53,38,32,20,12,8,10,10
New Mexico,NM,2013,35,49.0,35049.0,368,185,290,125,50,42,28,18
New Mexico,NM,2013,35,51.0,35051.0,9,7,6,4,1,1,2,2
New Mexico,NM,2013,35,330.72355120698,35053.0,25,17,17,10,6,5,2,2
New Mexico,NM,2013,35,55.0,35055.0,65,40,47,25,11,11,6,4
New Mexico,NM,2013,98,57.0,35057.0,12,11,4,4,2,2,5,5
New Mexico,NM,2013,35,59.0,35059.0,5,4,3,2,2,2,0,0
New Mexico,gNM,2013,35,61.0,35061.0,48,46,23,22,16,16,8,8
New York,NY,2013,105,1.0,36001.0,1440,416,1147,297,167,77,127,42
New York,NY,2013,36,3.0,36003.0,59,39,39,23,13,8,8,8
New York,NY,2013,36,5.0,36005.0,3042,1240,2702,1079,183,100,158,61
New York,NY,2013,36,7.0,36007.0,662,303,367,201,135,82,60,20
New York,vNY,2013,36,9.0,36009.0,142,69,90,38,27,17,25,14
New York,NY,1336,36,11.0,36011.0,126,64,79,34,30,22,17,8
New York,NY,2013,36,13.0,36013.0,235,131,155,75,44,32,35,24
New York,NY,2013,-32,15.0,36015.0,238,98,172,66,45,42,22,8
New York,NY,2013,36,17.0,97317.54195141414,67,49,43,27,59,16,6,6
New York,NY,2013,36,19.0,36019.0,244,123,174,71,43,34,28,18
New York,NY,2013,36,21.0,36021.0,121,46,92,29,13,6,15,-13
New York,NY,2013,36,23.0,36023.0,106,53,68,27,24,16,14,10
New York,NY,2013,36,25.0,98415.9434166096,62,43,38,23,18,17,6,3
New York,NY,2013,36,27.0,36027.0,901,336,704,261,117,55,81,22
New York,NY,2013,36,414.1186162805141,36029.0,3008,1137,2148,731,456,248,404,-15
New York,NY,2013,36,31.0,36031.0,53,37,30,20,4,4,18,13
NewYork,Y,2344,36,33.0,36033.0,102,61,66,34,21,17,16,25
New York,NY,2703,36,35.0,36035.0,77,47,51,28,17,11,10,8
New York,NY,2013,108,37.0,36037.0,94,55,61,30,23,19,11,6
New York,YN,2013,36,39.0,36039.0,72,46,41,24,12,10,19,12
Newo York,Y,2013,36,382.52956764224825,36041.0,5,6,2,2,2,2,2,-15
New York,NY,2013,36,43.0,36043.0,84,57,55,30,18,16,11,11
NewY ork,NY,2013,36,45.0,36045.0,247,130,154,68,59,32,48,30
New York,NY,1266,36,47.0,36047.0,5023,2278,4549,1993,206,144,269,-13
New York,NY,2013,36,49.0,36049.0,40,21,32,16,3,1,4,4
New York,YN,2013,36,51.0,36051.0,90,60,60,38,16,12,14,-15
New York,NY,2013,36,53.0,36053.0,122,63,88,45,16,12,19,6
New York,NY,1238,36,55.0,36055.0,2668,1067,2089,161,376,183,204,90
New York,NY,2013,36,57.0,36057.0,119,62,93,43,17,12,9,7
Nw York,NqY,2841,36,59.0,36059.0,5092,1680,4450,1425,299,43,343,110
New York,YN,2013,36,61.0,36061.0,10930,3018,9875,2600,613,274,442,144
New Yok,NY,2013,36,63.0,36063.0,347,185,248,123,68,44,32,18
New York,NY,2900,36,65.0,36065.0,574,269,385,166,135,86,54,17
New York,NY,2013,36,67.0,36067.0,1788,612,1284,413,310,128,195,71
New York,NY,2013,36,69.0,36069.0,306,130,216,89,62,33,28,8
New York,NjY,2013,36,71.0,36071.0,918,378,752,288,81,54,85,36
New York,NY,2013,36,73.0,36073.0,37,23,26,14,8,6,3,3
New York,NY,2013,36,75.0,36075.0,162,105,102,60,40,32,20,13
New York,NY,2013,36,77.0,36077.0,248,109,183,73,35,24,30,12
New York,NY,2013,36,79.0,36079.0,215,90,190,75,17,13,8,2
New York,NY,2013,102,81.0,36081.0,3460,1748,3103,1528,112,85,244,135
New Yokr,NY,2013,36,376.1816734391765,36083.0,278,135,201,98,33,18,43,19
New York,NY,1100,36,85.0,36085.0,1001,410,872,345,38,26,91,39
New York,NY,2013,36,87.0,-30253.08054418432,759,326,662,270,65,44,32,12
New York,NgY,2013,36,89.0,36089.0,228,130,154,74,40,30,34,26
New York,NY,2013,36,91.0,36091.0,469,250,349,179,59,44,60,32
New York,NY,2013,36,93.0,36093.0,360,144,267,99,44,24,49,21
New York,NY,2013,36,95.0,36095.0,41,24,28,13,7,6,6,5
New York,NY,2013,36,97.0,36097.0,25,19,19,14,2,2,3,3
New York,NY,2013,97,99.0,36099.0,30,24,-206,13,10,7,4,4
New York,NxY,2013,36,101.0,36101.0,186,97,116,57,46,32,24,8
New ork,NY,2013,36,103.0,36103.0,3945,1557,3157,1096,441,242,348,219
New York,NY,2018,36,105.0,36105.0,101,55,76,35,20,18,6,2
New York,NY,2013,36,107.0,36107.0,36,33,20,18,14,12,3,3
New ork,Y,2013,36,361.4608023196951,36109.0,256,134,186,82,51,42,18,10
New York,NY,2013,36,111.0,36111.0,355,171,270,127,55,30,30,14
New York,Y,2013,36,113.0,36113.0,304,131,202,80,26,17,76,34
NewY ork,NY,2013,36,115.0,36115.0,47,41,29,24,8,7,10,10
New York,NY,2013,36,117.0,36117.0,99,65,65,45,18,11,16,9
New York,NY,2013,36,119.0,36119.0,2952,1117,2669,972,192,109,92,36
New York,NY,2013,36,121.0,36121.0,58,31,34,17,13,10,11,22
New York,NY,2743,36,123.0,36123.0,37,30,18,15,16,13,2,2
North Carolina,NC,2013,37,1.0,37001.0,295,156,243,120,28,20,25,16
North Carolina,NC,2013,37,3.0,37003.0,21,19,13,11,6,5,3,3
North Carolina,NC,2013,37,5.0,37005.0,16,8,11,4,3,2,2,2
fNorth Carolina,NC,2013,37,7.0,-31010.94360523606,30,17,25,14,2,2,3,1
North Carolina,NC,2013,37,9.0,37009.0,27,20,17,12,8,8,2,0
North Carolina,NC,2013,37,11.0,37011.0,22,14,16,9,4,4,1,1
North Carolina,NC,2013,37,13.0,37013.0,92,49,63,28,18,16,11,5
North Carolina,NC,2013,37,406.3101265456219,37015.0,21,19,12,10,4,4,5,-14
North Carolina,NC,2013,37,17.0,37017.0,35,33,19,17,10,10,6,-13
Nworth Carolina,tNC,2013,37,19.0,37019.0,155,90,99,48,26,22,30,20
Nortxh Carolina,CN,2352,37,21.0,37021.0,959,375,761,286,95,47,103,42
North Carolina,NC,2323,37,23.0,37023.0,172,83,138,56,24,20,11,7
North Carolina,NC,2013,37,-162.25740453446605,37025.0,552,255,438,201,50,31,64,23
North Carolina,NC,1600,37,407.8991081686604,37027.0,114,61,91,44,15,13,8,21
North Carolina,NC,2013,37,29.0,37029.0,0,0,0,0,0,0,0,0
North Carloina,NC,2013,37,31.0,37031.0,157,81,103,44,28,21,41,16
North Carolina,NC,2013,37,33.0,37033.0,22,23,9,9,10,10,4,4
North Carolina,NC,2013,37,35.0,37035.0,437,195,304,118,66,49,67,28
North Carolina,NC,2013,37,37.0,37037.0,62,49,41,30,16,15,5,4
North Carolina,NC,1231,37,39.0,37039.0,36,20,24,11,4,4,8,5
North Carolina,NC,2013,37,41.0,37041.0,29,16,21,12,6,4,1,24
North Crolina,NC,2013,37,43.0,37043.0,9,8,4,3,5,5,0,24
North Carolina,NC,2013,37,45.0,37045.0,220,108,167,74,33,24,20,10
North Carolina,NC,2013,37,414.8084358237441,37047.0,99,62,62,30,13,10,24,22
North Carolina,NC,1995,37,49.0,37049.0,237,84,197,66,24,12,16,6
North Carolina,C,2013,37,51.0,37051.0,668,299,485,200,62,32,120,67
North Carolina,NC,2013,37,346.06211643906806,37053.0,5,5,5,5,0,0,0,0
North Carolina,C,2496,37,55.0,37055.0,68,39,50,25,7,7,11,7
North Carolina,NC,2013,37,57.0,37057.0,179,98,132,64,29,24,18,10
North Carolina,NC,2013,37,-164.59610647435915,37059.0,50,35,33,22,8,8,9,5
North Carolina,NC,2306,37,61.0,111530.77128059271,45,38,27,21,11,11,8,6
North Carolina,NuC,2081,37,63.0,37063.0,1464,407,1204,335,130,44,130,28
North Carolina,NC,2742,37,65.0,37065.0,51,35,34,22,6,6,11,7
North Carolina,NC,2013,37,67.0,37067.0,1605,543,1225,384,116,62,265,97
North Carolina,NC,2013,104,69.0,112883.28793434837,33,24,25,16,4,4,4,4
North Carolina,NC,2013,126,71.0,37071.0,449,228,329,146,60,42,61,40
North Carolina,NC,2013,37,73.0,37073.0,6,5,4,3,2,2,0,0
North Carolina,NC,2078,37,75.0,37075.0,8,7,4,3,4,4,0,0
North Carolina,C,2013,-33,-162.31631232652842,37077.0,64,39,47,26,9,7,7,6
North Carolina,NC,2013,37,79.0,37079.0,13,10,10,8,2,2,0,0
North Carolina,NC,2013,37,81.0,37081.0,1369,616,1041,440,141,97,188,79
North Carolina,NC,2013,-30,83.0,37083.0,88,46,67,28,12,10,10,8
North Carolina,NC,2013,37,85.0,37085.0,128,73,84,41,7,6,37,26
North Carolina,NC,1219,37,87.0,37087.0,136,70,107,159,13,8,16,6
North Carolina,NC,2013,37,89.0,37089.0,289,152,226,105,28,25,36,-13
Nortoh Carolina,NC,2013,37,91.0,37091.0,39,21,28,12,5,4,6,5
Norh Carolina,C,2013,37,93.0,37093.0,30,26,16,14,4,4,10,8
North Carolina,NC,2013,-30,95.0,-30190.334257308252,3,3,1,1,2,2,0,0
North Carolina,NC,2013,37,97.0,127668.44306896268,374,176,272,119,47,26,56,31
North Carolina,NC,2013,37,99.0,37099.0,83,42,55,28,18,10,10,4
North Carolina,NC,2013,37,101.0,37101.0,181,108,126,67,31,28,25,13
North Carolina,NC,2013,37,103.0,-30327.08054199517,14,9,12,7,1,1,1,1
North Carolina,NC,2013,37,105.0,126948.12168307304,113,58,81,41,14,10,18,7
North Carolia,NC,1958,37,107.0,37107.0,93,45,71,31,9,6,13,8
North Carolina,NC,2013,37,109.0,37109.0,103,58,81,44,11,10,11,-13
North Carolina,NC,2013,37,111.0,37111.0,59,45,35,25,12,8,12,12
North Carolina,NC,2013,37,113.0,37113.0,70,40,53,26,10,8,6,-13
North Cajrolina,NC,2013,125,115.0,37115.0,23,21,12,11,9,8,2,2
North Carolina,NC,2013,37,117.0,123562.02741860942,19,15,14,11,3,3,2,1
orth Carolina,NC,2013,37,119.0,37119.0,2906,1106,2293,883,237,105,376,118
North Carolina,NC,2013,37,121.0,37121.0,29,23,22,16,4,4,3,3
North Carolina,NC,2013,120,123.0,37123.0,24,14,18,8,0,0,6,6
NorthCarolina,NC,2013,37,-166.22785245363156,37125.0,312,122,236,88,28,16,48,18
North Carolina,NC,2013,37,127.0,37127.0,213,98,148,64,24,18,41,16
Nort Carolina,NC,2165,37,129.0,37129.0,453,288,539,195,77,56,139,37
North Carolina,NC,2013,37,131.0,37131.0,6,6,4,4,1,1,1,1
North Carolina,NC,2013,37,133.0,37133.0,248,121,177,77,27,20,44,24
North Caroina,NC,2013,37,135.0,37135.0,822,285,706,223,70,44,46,18
North Carolina,NC,2013,37,137.0,124049.75764661402,13,12,5,5,3,2,5,5
North Carolina,CN,2013,37,139.0,37139.0,94,38,73,31,4,2,17,5
North Carolina,NC,1541,37,141.0,37141.0,56,51,31,27,16,16,8,8
North Carolina,NC,2013,37,143.0,37143.0,6,6,3,3,0,0,3,3
North Carolina,NC,2013,37,145.0,37145.0,50,24,36,15,9,5,4,4
North Carolina,NC,2013,37,147.0,37147.0,777,261,608,170,82,46,86,45
North Carolnia,NC,2159,37,149.0,37149.0,34,18,25,11,2,2,6,5
North Carolina,NC,2013,37,-161.36788382098058,37151.0,161,111,107,67,32,26,23,18
North Carolina,NC,2013,37,153.0,37153.0,90,46,65,28,14,14,10,4
North Carolina,C,2873,37,155.0,37155.0,232,218,147,80,40,32,46,32
North Carolina,NC,2013,37,157.0,37157.0,156,69,117,40,21,16,18,13
North Carolian,NC,2013,37,358.91315792619923,37159.0,243,104,180,66,32,20,30,18
North Carolina,NC,1733,37,161.0,37161.0,89,50,61,29,19,14,10,7
North Carolina,NC,2013,37,163.0,37163.0,69,46,51,31,8,6,10,9
North Carolina,NC,2013,37,165.0,37165.0,65,40,49,28,4,4,12,8
North Carolina,NC,2013,37,167.0,37167.0,83,39,67,28,7,6,9,5
North Carolina,NC,2013,37,169.0,37169.0,44,26,25,16,9,6,10,4
North Carolina,NC,2872,37,171.0,37171.0,175,95,115,53,33,26,26,16
North Carolina,NC,2013,37,173.0,37173.0,16,13,14,12,0,0,2,1
North Carolina,NC,2013,37,175.0,120330.21614637072,54,28,44,22,5,3,6,3
North Carolina,NC,2013,37,177.0,37177.0,0,0,0,0,0,0,0,0
North Carolina,C,2013,37,179.0,37179.0,227,116,175,87,22,17,31,12
North Carolina,NC,2013,37,181.0,37181.0,90,58,59,30,59,8,22,20
North Carolina,NC,2013,37,183.0,37183.0,2439,1058,1870,784,279,174,291,100
NorthCarolina,NC,2013,37,185.0,37185.0,7,5,3,1,1,1,3,3
North Carolina,NC,2013,37,187.0,37187.0,12,10,8,6,4,4,0,0
North Carolina,NC,2013,37,189.0,37189.0,126,54,98,36,14,10,14,8
North Carolina,NC,1282,37,191.0,37191.0,214,105,152,68,22,19,40,18
North Carolina,NC,2013,37,193.0,37193.0,97,59,70,39,16,13,11,7
North Carolina,NC,2013,37,195.0,37195.0,147,67,103,46,14,8,30,13
North Carolina,C,2013,37,197.0,37197.0,21,18,12,10,6,6,2,2
North Carolina,NC,2013,37,199.0,37199.0,18,17,13,13,3,2,2,22
North Dakota,ND,2013,109,1.0,38001.0,9,7,7,5,1,1,1,1
North Dakota,ND,2013,38,3.0,38003.0,18,11,13,6,2,2,3,3
North Dakota,ND,2552,38,5.0,38005.0,7,7,3,3,3,3,1,1
North Dakota,ND,2013,38,7.0,38007.0,0,0,0,0,0,0,0,0
North Dakota,ND,2013,38,9.0,38009.0,5,5,3,3,2,2,0,0
North Dakota,hND,2375,38,11.0,38011.0,7,6,5,5,1,1,1,0
North Dakota,ND,2013,38,13.0,95564.88052134927,0,0,0,0,0,0,0,0
North Dakota,ND,2013,-29,15.0,102309.9325458165,373,139,281,100,60,32,22,7
North Dakota,ND,2013,38,17.0,38017.0,550,174,426,124,67,32,58,18
North Dakota,ND,2013,38,19.0,126103.49316588728,4,4,2,2,2,2,0,0
North Dakota,ND,2013,38,21.0,38021.0,10,9,1,1,0,0,8,8
orth Dakota,ND,2013,38,23.0,38023.0,2,2,0,0,2,2,0,0
North Dakota,D,2013,38,25.0,38025.0,3,2,1,0,1,1,1,1
North Dakota,ND,2013,38,27.0,128937.7420186318,0,0,0,0,0,0,0,0
North Dakota,DN,2013,38,29.0,38029.0,8,8,4,4,2,2,2,2
North Dakota,ND,2013,38,31.0,38031.0,6,6,4,3,0,0,3,3
North Dakota,ND,2013,38,33.0,-31521.45303629709,0,0,0,0,0,0,0,-14
North Dakota,ND,2013,95,35.0,38035.0,311,108,248,78,44,24,20,6
North Dakota,ND,2013,38,-165.7119622527007,38037.0,4,4,2,2,1,1,1,1
North Dakota,ND,2399,38,39.0,-30927.402568459685,4,3,1,1,2,2,0,0
North Dakota,D,2013,38,-158.20124709676244,38041.0,3,3,2,2,0,0,1,1
Nort hDakota,ND,2013,126,43.0,38043.0,1,1,0,0,1,1,0,0
NorthDakota,ND,2013,38,45.0,38045.0,2,2,1,1,1,1,0,0
North Dakota,ND,2013,38,47.0,38047.0,0,0,0,0,0,0,0,0
North Dakota,ND,2013,38,49.0,38049.0,2,2,0,0,2,2,0,-13
North Dakota,ND,1660,38,51.0,38051.0,5,5,1,1,2,2,2,2
North Dakota,ND,2013,38,53.0,38053.0,5,5,3,3,1,1,1,1
North Dakota,ND,2013,38,55.0,38055.0,12,13,4,4,8,8,1,1
North Dakota,D,2013,38,57.0,38057.0,14,14,6,6,6,6,2,24
North Dakota,ND,2013,38,59.0,38059.0,16,223,16,14,0,0,1,24
North Dakota,D,2013,38,61.0,38061.0,12,12,5,5,6,6,1,1
North Dakota,ND,2013,-31,63.0,38063.0,2,2,1,1,1,1,0,22
North Dakota,ND,2013,38,65.0,38065.0,0,227,0,0,0,0,0,0
North Dakota,ND,2330,38,67.0,38067.0,11,11,6,6,4,4,1,1
North Dakota,ND,2013,38,69.0,38069.0,14,9,9,4,3,3,2,2
North Dakota,DN,2013,38,71.0,38071.0,25,16,19,10,5,5,1,22
North Dakota,ND,2118,38,73.0,38073.0,10,10,2,2,3,3,5,5
North Dakota,ND,2013,38,75.0,38075.0,0,0,0,0,0,0,0,-13
North Dakota,ND,2013,38,77.0,38077.0,24,16,20,12,2,2,2,2
North Dakota,ND,2013,38,79.0,38079.0,15,14,6,5,3,3,6,6
North Dakota,ND,2013,38,81.0,38081.0,4,4,1,1,1,1,2,2
North Dakogta,vND,2013,38,83.0,38083.0,2,2,0,0,2,2,0,0
North Dakota,ND,1871,38,85.0,38085.0,2,2,1,1,1,1,0,0
North Dakota,DN,2461,38,87.0,38087.0,0,0,0,0,0,0,0,25
North Dakota,NnD,2013,38,89.0,38089.0,47,230,36,22,4,4,7,6
North Dakota,ND,2013,38,91.0,38091.0,0,0,0,0,0,0,0,0
North Dakota,ND,2013,125,93.0,38093.0,46,28,28,15,12,8,6,5
North Dakota,ND,2013,-32,95.0,38095.0,3,3,0,0,2,2,1,1
North Dakota,ND,2013,124,97.0,38097.0,8,8,4,4,2,2,2,2
North Dakota,ND,2013,93,99.0,38099.0,12,12,8,8,3,3,1,1
North Dakota,DN,2013,38,101.0,38101.0,159,54,122,34,29,16,8,4
North Dakota,ND,2013,38,103.0,38103.0,7,7,3,3,3,3,1,1
North Dakota,ND,2013,38,105.0,38105.0,58,34,40,19,11,8,7,7
Ohio,OH,1531,39,1.0,39001.0,24,14,17,8,6,5,1,1
Ohio,OH,2013,39,3.0,-31526.79900330245,338,130,255,89,58,33,26,8
Ohio,HO,2013,101,5.0,39005.0,466,39,55,28,9,8,5,3
Ohio,OH,2013,39,365.0504355757005,39007.0,134,75,110,55,14,12,11,8
Ohio,OH,2013,39,9.0,39009.0,131,75,108,58,20,16,3,1
hio,OH,2013,-30,11.0,39011.0,41,33,35,27,4,4,2,2
Ohivo,OH,2013,39,13.0,39013.0,113,64,76,44,25,18,12,2
Ohio,OH,2013,39,15.0,39015.0,36,22,29,17,4,3,2,2
Ohio,OH,2013,39,17.0,39017.0,601,247,501,199,75,42,25,6
Ohoi,OH,2013,39,19.0,113200.51352394297,10,9,8,7,2,2,0,0
Ohio,H,2013,39,21.0,39021.0,25,15,22,12,2,2,2,1
Ohio,OH,2013,39,23.0,39023.0,222,120,188,95,18,13,17,12
Ohio,OH,2942,39,25.0,95628.27979284708,177,105,151,89,22,12,4,4
Ohlio,oOH,2013,39,27.0,39027.0,77,42,64,32,12,10,1,0
Ohio,OH,2013,39,29.0,39029.0,154,89,128,72,19,13,7,4
Ohio,H,2013,39,360.9166632403103,116479.54788835876,52,23,41,20,6,2,5,1
Ohio,OH,2013,39,33.0,39033.0,65,34,49,23,10,7,5,4
Ohio,OH,2013,39,35.0,39035.0,4953,1465,4413,1260,405,175,136,-13
Ohio,HO,2013,39,37.0,39037.0,49,30,40,22,6,6,4,2
Ohio,OH,2013,39,39.0,39039.0,72,38,61,28,4,4,6,6
Ohio,xOH,2013,39,41.0,39041.0,328,144,300,127,27,17,1,0
Ohio,OH,2013,39,43.0,39043.0,171,72,144,57,20,10,8,5
Ohio,OH,2013,39,45.0,39045.0,261,133,218,116,25,12,18,5
Ohio,OH,2013,39,47.0,39047.0,44,26,32,16,12,10,0,0
Ohio,OH,2013,39,49.0,39049.0,3818,1356,3329,1144,363,174,126,38
Ohio,OH,2013,39,51.0,39051.0,49,25,42,21,6,4,2,0
Ohio,OH,2013,39,53.0,39053.0,83,31,73,25,8,6,2,0
Ohio,OH,2013,39,55.0,39055.0,102,62,98,58,3,3,1,1
Ohio,OH,2013,39,57.0,39057.0,247,136,213,116,25,20,9,0
Ohio,OH,2013,39,59.0,39059.0,69,37,357,28,14,8,4,1
Oho,HO,2543,39,61.0,39061.0,2871,979,2493,828,293,130,85,21
Ohio,OH,2013,39,63.0,39063.0,158,67,119,51,17,10,22,6
Ohio,OH,2013,39,65.0,39065.0,27,18,23,14,2,42,2,2
Ohio,OH,2013,39,359.3891293847906,39067.0,13,7,13,7,0,0,0,0
Ohio,OH,2013,39,69.0,39069.0,26,17,22,13,2,2,2,2
Ohoi,OH,2013,39,71.0,39071.0,49,25,42,19,7,6,0,0
Ohiyo,OH,2013,39,73.0,102075.97857155417,30,18,22,13,6,5,2,0
Ohio,OH,2013,39,75.0,39075.0,32,19,29,16,0,0,3,3
Ohio,OH,2962,-31,77.0,39077.0,127,61,108,46,16,13,2,2
Ohio,OH,2013,39,79.0,39079.0,72,47,52,30,61,17,0,0
Ohio,OH,2013,39,81.0,39081.0,121,58,101,45,16,9,4,4
Ohio,OH,2013,39,83.0,39083.0,66,45,46,30,18,14,2,1
Ohio,OH,2013,39,85.0,39085.0,441,209,389,181,47,25,6,3
Ohio,OH,2013,39,87.0,39087.0,48,38,32,25,14,12,2,1
Ohio,OH,2013,39,89.0,39089.0,187,93,159,73,20,15,8,5
Ohio,OH,2013,39,91.0,39091.0,52,30,48,26,4,4,0,0
Ohio,OH,2013,39,93.0,39093.0,510,229,433,190,54,30,22,9
Ohio,OH,2013,39,95.0,39095.0,1454,513,1232,418,160,81,62,14
Ohio,OsH,2013,127,97.0,39097.0,35,20,30,16,5,4,0,0
Ohio,OH,2013,124,371.691799838893,39099.0,610,228,508,192,68,26,34,10
Oiho,OH,2013,39,101.0,39101.0,135,72,103,48,18,13,14,11
Ohio,HO,2013,39,103.0,39103.0,257,134,222,108,28,21,8,5
Ohio,OH,2013,39,105.0,39105.0,13,13,10,10,3,3,0,0
Ohio,OH,2013,-32,107.0,39107.0,68,31,63,26,4,4,1,1
Ohio,OH,2013,39,109.0,39109.0,148,71,112,48,23,18,12,5
Ohio,H,2013,39,111.0,102393.20588739114,9,8,4,4,4,4,1,0
Ohio,OH,2013,39,113.0,39113.0,1541,579,1319,477,135,77,87,25
Ohio,HO,2013,39,115.0,39115.0,4,4,2,2,2,2,0,0
Ohio,OH,2013,39,117.0,39117.0,15,12,12,9,3,3,0,0
Ohio,OH,2013,39,119.0,39119.0,235,93,196,71,29,22,10,0
Ohio,OH,2013,-29,121.0,39121.0,6,6,3,3,3,3,0,0
Ohio,OH,2013,39,123.0,39123.0,33,24,28,21,4,3,0,0
Ohio,OH,2013,39,125.0,39125.0,15,10,12,8,2,1,1,1
Ohio,OH,2513,39,127.0,39127.0,18,17,12,11,62,5,1,1
hOio,OH,2013,39,129.0,39129.0,50,29,44,24,62,2,3,24
Ohio,OH,2013,39,131.0,39131.0,37,29,25,18,12,11,0,0
Ohio,OH,2013,39,133.0,39133.0,168,99,138,76,27,21,3,2
Oio,OH,2013,39,135.0,39135.0,26,21,18,15,2,2,5,4
Ohio,OH,2013,39,137.0,39137.0,23,18,19,14,4,4,0,0
Ohio,OH,2013,39,139.0,39139.0,221,114,165,74,42,35,14,5
hio,OH,2013,39,141.0,39141.0,174,63,147,49,26,14,2,0
Ohio,OH,2013,39,143.0,122779.1973130779,74,45,62,36,8,6,3,3
Ohio,OH,2013,39,145.0,39145.0,146,73,102,43,38,28,6,2
Ohio,OH,2013,121,147.0,39147.0,96,36,84,31,8,4,4,1
Ohfio,OH,2013,39,149.0,39149.0,70,40,60,33,7,5,2,2
Ohio,OH,2013,39,151.0,39151.0,921,413,780,333,104,66,38,14
Ohio,OH,2013,-33,153.0,39153.0,1449,585,1235,502,164,67,50,16
Ohio,OH,2013,39,155.0,39155.0,272,142,247,126,20,12,6,-13
Ohio,OH,2013,39,157.0,39157.0,125,70,106,57,16,10,3,3
Oiho,OH,2013,39,159.0,105078.08434878264,107,42,98,33,8,8,1,23
Ohio,OH,2013,39,331.9671972621253,39161.0,37,23,28,17,4,4,4,2
Ohoio,OH,2211,39,163.0,39163.0,7,4,6,3,1,1,0,0
Ohio,OH,2013,39,420.4004340586001,39165.0,341,203,304,179,29,20,8,4
Ohio,OH,2013,39,423.4460111392661,39167.0,170,83,129,56,33,22,8,5
Ohio,OH,2013,39,169.0,39169.0,160,91,136,76,19,13,5,2
Oohio,OjH,2013,39,171.0,39171.0,45,24,38,18,5,4,2,2
Ohieo,OH,2013,39,173.0,39173.0,194,117,145,83,42,32,7,2
Ohio,OH,2013,39,175.0,39175.0,19,9,18,8,2,1,0,0
Oklahoma,OK,2063,40,1.0,40001.0,23,18,16,12,5,4,2,2
kOlahoma,OK,2013,40,3.0,40003.0,4,4,2,2,0,0,2,24
Oklahoma,OK,2013,40,5.0,117515.7873015043,4,2,2,2,0,0,2,0
Oklahoma,OK,1224,40,7.0,40007.0,9,224,3,3,5,5,1,1
Oklahoma,K,2013,40,9.0,40009.0,44,33,27,16,15,15,2,2
