season,datecode(long),weekending,region,influenzacategory,countvalue(long)
209-2020,201948,1/24/19,Upper Southern,Influenza_ANotSubtyped,0
2019-2020,201948,1/24/19,Upper Southern,Influenza_B,6
2019-2020,201948,1/24/19,Upper Southern,Influenza_BVictoria,6
2019-2020,201948,11/24/19,Upper Southyern,Influenza_BYamagata,0
2019-2020,201948,11/24/9,UpperSouthern,Influenza_BNotLineageTyped,0
2019-2020,201948,11/24/19,Upper Southern,Infuenza_Total,12
2019-2200,201948,e11/24/19,Upper Southern,Influenza_Tested,38
2019-2020,238680,12/1/19,Bay Area,Influenza_A,49
2019-2020,138878,12/01/19,Bay Area,Influenza_AH3,2
2019-2020,201949,12/01/19,Bay Area,Influenza_AHp1dm09,47
2019-2002,201949,12/01/19,Bay Area,Influenza_ANotSubtyped,0
2019-2020,201949,12/01/19,Ba yArea,Influenza_B,11
2019-2020,201949,12/011/9,Bay Area,Influenza_BVictoria,3
2019-2020,201949,12/01/19,Bay Area,Influenza_BYamagata,0
019-2020,140533,12/01/19,Bay Area,Influenza_BNotLineageTyped,8
2019-2020,201949,12/01/19,Bay bArea,Influenza_Total,60
219-2020,219980,12/01/19,Bay Aea,Influenza_Tested,92
019-2020,126979,12/0/119,Californyia,Influenza_A,124
2019-2020,201949,12/10/19,California,Influenza_H3,11
2019-2020,201949,12/01/19,California,Influenza_AH1pdm09,112
2019f-2020,116746,12/01/19,California,Influenza_ANotSubtyped,1
2019-2020,201949,12/01/19,xCalifornia,Influenza_B,125
2019-2020,242887,12/01/19,California,Influenza_BVictoria,108
2019-2020,201949,12/01/19,California,Influenza_BYamagata,4
2019-2020,201949,12/01/19,California,Influenza_BNotLineageTyped,13
2019-2020,285328,12/0/19,Californai,Influenza_Total,249
2019-2020,201949,12/01/19,California,Influenza_Tested,360
2019-2020,201949,12/01j/19,Central,Influenza_uA,9
2019-2020,212412,12/01/19,Central,Influenza_AH3,1
2019-2020,201949,12/01/19,Central,Influenza_AH1pdm09,8
2019-2020,201949,12/01/19,Central,Influenza_NotSubtyped,0
2019-2020,147192,12/01/19,Cental,Influenza_B,5
2019-2020,201949,12/01/19,Central,Influenza_BVictoria,0
2019-2w020,201949,12/01/19,eCntral,Ifluenza_BYamagata,0
2019-2020,201949,12/01/19,Central,Influenza_BNotLineageTyped,5
2019-2200,201949,12/011/9,Central,Influenza_Total,14
2019-2020,201949,12/v01/19,Central,Influenzah_Tested,31
2019-2020,201949,12/01/19,Lower Southern,Influenza_A,36
2019-2020,201949,12/011/9,Lower Southern,Influenza_AH3,7
2019-2020,201949,12/01/91,Lower Southern,Influenza_AH1pdm09,28
2019-2020,201949,2/01/19,Lower Southern,Influenza_ANotSubvtyped,1
2019-2020,201949,12/01/19,Lower Southern,Influenza_B,66
2019-2020,134028,12/01/19,Lower Southern,Infulenza_BVictoria,64
2019-2020,133248,12/01/19,Lower Southern,Influenza_BYamagata,2
2019-2020,201949,12/01/19,Lower Southern,Influenza_BNotLineageTyped,0
2019-2020,201949,12/01/19,Lower Southern,Influenza_Total,102
2019-2020,215878,12/01/19,Lower Souvthern,Influenza_Tested,113
2019-2020,201949,12/01/19,Nortehrn,nfluenza_A,7
2019-020,201949,12/01/19,Northern,Influenza_AH3,0
2019-2002,201949,12/01/19,Northern,Influenza_AH1pdm09,7
2019-2002,201949,12/01/19,Northern,Influenza_ANotSubtyped,0
2019-2020,128738,2/01/19,Northern,Influena_B,21
2019-2020,201949,12/01/19,Northern,Influenz_aBVictoria,20
2019-2020,201949,12/01/19,Northern,nIfluenza_BYamagata,1
2019-2020,290173,12/01/19,Noorthern,Influenza_BNotLineageTyped,0
2019-2020,142199,12/01/19,Nrthern,Influenza_Total,28
2019-2020,201949,12/01/19,Northern,Influenza_Tested,33
2019-2020,201949,2/01/19,Uppemr Southern,Influenza_A,23
2019-2020,201949,12/01/9,Upper Southern,Influenza_AH3,1
2019-2020,201949,12/0119,Upper Skouthern,Influenza_AH1pdm09,22
2109-2020,195515,12/01/19,Upper Southern,Influenza_ANotSubtyped,0
2019-2020,201949,1/01/19,Upper Southern,Influenza_B,22
2019-2020,201949,12/01/19,Upper Southern,Influenz_BVictoria,21
2019-2020,201949,12/01/91,Upper Southern,Influenza_BYamagata,1
2019-2020,201949,12/01e/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,160174,12/01/19,Upper Southern,Infleunza_Total,45
2019-2020,201949,12/0o1/19,Upper Southern,Influenza_Tested,91
20192020,201950,12/08/19,Bay Area,Influenza_A,38
2019-2020,201950,12/08/19,Bay Area,Influenza_AH3,2
2019-2002,201950,12/08/19,Bay Area,Influenza_AH1pdm09,36
2019-2020,211429,12/08/19,Bay Area,Influenza_ANotSubtyped,0
2019-2020,201950,12/08/19,Buay Area,Influenza_B,13
0219-2020,201950,12/08/19,Bay Area,Influenza_BVictoria,1
2019-2020,201950,12/8/19,Bay Area,Influenzau_BYamagata,0
2019-2020,201950,12/08/19,Bay rAea,Influpenza_BNotLineageTyped,12
2019-2020,201950,12/08/19,Bay Aea,Influenza_Total,51
2019-2020,201950,12/08/19,Bay Area,Influenza_Tested,74
2019-2020,201950,12/08/19,Californai,Influenza_A,102
20192-020,201950,12/08/19,Califoria,Influenza_AH3,7
2019u-2020,201950,12/08/19,California,Influenza_AH1pdm09,93
2019-2020,201950,12/08/19,California,Influenza_ANotSubtyped,2
019-2020,156989,12/08/19,California,Influenza_B,161
2019-2020,201950,12/08/19,California,Influenza_BVictoria,102
2019-2020,201950,1/208/19,California,Influenza_BYamagata,4
2019-2200,201950,12/08/19,Cailfornia,Influenza_BNotLineageTyped,55
2h019-2020,201950,1208/19,California,Influenaz_Total,263
2019-2020,201950,12/08/y19,California,Influenza_Tested,361
2019-2020,276422,12/08/19,Cnetral,Influenza_A,19
2019-2002,201950,12/08/19,Centarl,Influenzae_AH3,1
2019-2020,201950,12/08/19,Central,Infleunza_AH1pdm09,17
n2019-2020,201950,1208/19,Central,Influenza_ANotSubtyped,1
2019-2020,201950,12/081/9,Central,Influenzas_B,40
2019-2020,201950,12/08/19,Central,Infuenza_BVictoria,0
2019-2020,201950,2/08/19,Central,Influenza_BYamagata,0
2019-2020,201950,12/08/91,Central,Influenza_BNotLineageTyped,40
019-2020,146020,2/08/19,Central,Influenza_Total,59
2019-20u20,201950,12/08/19,Cenptral,Influenza_Tested,70
2019-2020,201950,12/08/19,Lower Sothern,Influenza_A,23
2019-2020,201950,g12/08/19,Lower Southern,Inefluenza_AH3,4
2019-220,201950,12/08/19,Lower Southrn,Influenza_AH1pdm09,19
20192-020,201950,12/08/19,Lower Southern,Influenza_ANotSubtyped,0
2019-0220,201950,12/08/19,Lowr Southern,Influenza_B,52
2019-2020,154297,12/0819,Lower Suthern,Influenza_BVictocria,50
2019-2020,201950,12/08/19,Lower Southern,Influenza_BYamagata,2
2019-2020,201950,12/08/c19,Lower Southern,Influenza_BNotLineageTyped,0
2019-2020,201950,12/08/19,Lower Southern,Influenza_Ttal,75
2019-2020,161053,12/08/19,Lower Southern,Influenza_Tested,82
0219-2020,201950,2/08/19,Northern,Influnza_A,4
2019-2020,201950,12/08/19,Northern,Influenza_AH3,0
2019-2020,201950,12/08/19,Northern,Influenza_AH1pdm09,4
2019-2020,201950,12/08/19,Norhern,Influenza_ANotSubtyped,0
0219-2020,201950,12/08/19,Northern,Influenza_B,14
2019-2020,201950,12/08/19,Northern,Influenza_BVictoria,12
2019-2020,176281,12/08/19,Northern,Influenza_BYamagata,2
2019-2020,201950,12/08/19,Northern,Influena_BNotLineageTyped,0
2019-2020,249212,12/08/19,Northern,Influenza_Total,18
2019-2020,160563,12/08/19,Northern,nIfluenza_Tested,22
2019-220,201950,s12/08/19,Upper Southern,Inkfluenza_A,18
2u019-2020,201950,12/08/9,Uper Southern,Influenza_AH3,0
2019-2020,201950,1/08/19,Upper Southern,Influenza_AH1pdm09,17
2019-2020,201950,12/08/19,Upper Southern,Influenza_ANotSubtypeed,1
019-2020,201950,12/08/19,Upper Southern,Influenza_B,42
2019-2020,201950,12/08/19,Upper Southern,Influenza_BVictoria,39
2019-2020,201950,n12/08/19,Upper Suthern,InfluenzaBYamagata,0
2019-2020,223245,12/08/19,Upper Soutehrn,Influenza_BNotLineageTyped,3
2019-2020,201950,1b2/08/19,Uppe Southern,Influenza_Totla,60
2019-2020,201950,2/08/19,Upper Soutern,Influenza_Tested,113
2019-2020,201951,12/15/19,Bay Area,Influenza_A,41
2019-2020,201951,12/1/19,Bya Area,Influenza_AH3,1
2019-2020,201951,12/15v/19,Bay Arema,Influenza_AH1pdm09,40
2019-2020,201951,12/15/19,Bay Area,Influenza_ANotSubtyped,0
2019-2020,201951,12/1519,Bay Area,Ienfluenza_B,34
2019-2020,201951,12/15/19,Bay Area,Influenza_BVictoria,32
2019-2020,201951,12e/15/19,ay Area,Influenza_BYamagata,1
2019-2020,201951,12/15/19,Bay Area,Influenza_BNotbLineageTyped,1
2019-2020,246739,12/15/19,Bay Area,Influenza_Total,75
2019-2020,201951,12/15/19,Bay Area,Influenza_Tested,105
2019-2020,201951,12/15/19,California,Influenza_A,124
2019-2020,201951,12/15/19,California,Influenza_AH3,4
2019-220,140054,12/15/19,California,Influenza_AHw1pdm09,117
2019-2020,201951,12/15/19,California,Influenza_ANotSubtyped,3
2019-220,201951,12/15/19,aCalifornia,Influecnza_B,148
20m19-2020,201951,12/15/9,California,Influenza_BVjictoria,136
2019f-2020,201951,12/5/19,California,Influenza_BYamagata,2
2019-2020,149691,12/15/19,California,Influenza_BNotLieageTyped,10
a2019-2020,208752,l12/15/19,California,Influenza_Total,272
2019-2020,201951,12/15/19,California,Influenza_Tested,394
2019-2020,201951,12/15/19,Central,Influenza_A,41
2019-2020,201951,12/15/19,Central,Influenza_AH3,0
2019-2020,201951,12/15/19,Central,Influaenza_AH1pdm09,39
2019-2020,201951,12/15/19,Centrkal,Influenza_NAotSubtyped,2
2019-2020,201951,12/15/19,Centxral,Influenza_B,0
219-2020,160364,12/15/19,uCentral,Influenza_BVictoria,0
2019-2020,201951,12/15/19,Central,Influenza_BYamagtaa,0
2019-2020,263852,12/15/19,Central,Influenza_BNotLineageTyped,0
2019-2020,222608,12/15/19,Central,Influenza_Total,41
2019-2020,285220,1215/19,Ceuntral,Influenza_Tested,59
m2019-2020,158262,12/15/19,Lower Southern,Influenza_A,16
209-2020,201951,12/15/19,Lower Southern,nIfluenza_AH3,3
2019-2020,201951,12/15/19,LowerS outhern,Influenza_AH1pdm09,12
2019-2020,284428,12/15/19,Lowre Southern,Influenza_ANotSubtyped,1
2019-2002,201951,12/15/9,Lower eSouthern,Influenza_B,26
0219-2020,201951,12/15/19,Lower Southern,Influenza_BVictoria,24
2019-2020,201951,12/15/19,Lower Southenr,Influenza_BYamagata,1
2019-2020,297644,12/15/19,Lower Southern,Influenza_BNotLineageTyped,1
2019-2020,201951,12/15/f19,Lower Southern,Influenza_Total,42
2t019-2020,201951,12/15/19,Lower Southern,Influenza_Teted,54
2019-2020,201951,12/15/19,Northern,Influenza_A,6
209-2020,201951,12/15/19,Northern,wInfluenza_AH3,0
2019-2020,201951,12/15/19,Northern,Influenza_AH1pdm09,6
2019-2020,138778,12/15/19,Northern,Influenza_ANotSubtyped,0
2019-2020,201951,12/15/19,Northern,Influenza_B,24
2019-2020,201951,12/15/19,Northern,rInfluenza_BVictoria,24
0219-2020,201951,12/15/91,Northern,Influenza_BYamagata,0
2019-2020,201951,12/15/19,orthern,Influenza_BNotLineageTyped,0
2019-2n020,201951,12/15/19,Northern,Ifnluenza_Total,30
2019-2020,201951,12/15/19,Northern,Influenza_Tested,34
2019-2020,166931,12/15/19,Upper Southern,Influenz_aA,20
2019-2020,266722,12/15/19,Upper Southern,Influenza_AH3,0
2019-2020,201951,12/15/19,Upper Southern,nfluenza_AH1pdm09,20
20192-020,201951,12/15/19,pUper Southern,Influenzwa_ANotSubtyped,0
2019-2020,201951,12/15/19,Uppger Southern,Influenza_B,64
2019-2020,201951,12/5/19,Upper Southern,Influenza_BVictoria,56
2019-2020,201951,2/15/19,Upper Southern,Influenza_BYamagata,0
2109-2020,201951,12/15/19,Upper Southern,Influenza_BNotLineageTyped,8
2019-2020,201951,12/15/19,Uppers Southern,Influenza_Total,84
2019-2020,108813,12/15/19,Upper Southern,Influenza_Tested,142
0219-2020,186217,12/22p/19,Bay Area,Influenza_A,43
2019-2020,147984,12/22/19,Bay Area,Influenza_AH3,3
2019-2020,246643,2/22/19,Bay Area,Influenza_AH1pdm09,37
2019-2020,201952,12/22/19,Bay Area,Influenza_ANotSubtyped,3
2019-2020,201952,12x/22/19,Bay Area,Influenza_B,30
2019-2020,201952,12/22/19,Bayf Area,Influenza_BVictoria,28
2019-2020,201952,12/22/19,Bayj Area,Infljuenza_BYamagata,1
2019-2020,175446,12/22/19,Bay Area,Influenza_BNotLineageTyped,1
2019-2020,201952,12/22/19,Bay Area,Influenza_Total,73
2019-2020,201952,1222/19,Bay Area,Ibnfluenza_Tested,109
2019-2020,201952,12/22/19,California,Influenza_A,206
2019-020,145974,12/22/19,California,Influenza_HA3,17
2019-2020,201952,12/22/e19,California,Influenza_AH1pdm09,182
2019-v2020,201952,12/22/19,California,Infliuenza_ANotSubtyped,7
2019-2020,201952,12/22/19,California,Influenza_B,223
2019-220,201952,12/22/19,Cnalifornia,Influenza_BVictoria,125
2019-2020,201952,1222/19,California,Influenza_BYamagata,2
2019-2020,177211,12/22/19,California,Influenza_BNotLineageTyped,96
20a19-2020,201952,12/22/19,California,Influenza_Ttoal,429
2091-2020,201952,12/22/19,California,Influenza_Tested,574
2019-2020,201952,2/22/19,Central,Ifluenza_A,62
2019-2020,201952,12/22/19,Central,Influenza_AH3,3
2019-2f020,201952,12/22/19,bCentral,Influenza_AH1pdm09,55
2019-2020,201952,12/2e2/19,Central,Influenza_ANotSubtyped,4
2019-2020,201952,12/22/19,eCntral,Influenza_B,65
2019-2020,201952,12/22/9,Central,Influenza_BVictoria,0
2019-2020,201952,12/22/19,Central,Influenza_BYamagata,0
2019-2020,296398,12/22/19,Central,Influenza_BNotLineageTyped,65
2019-2020,201952,12/221/9,Cnetral,Influenza_Total,127
2019-2020,201952,12/22/19,Central,Influenza_Tested,138
2019-2020,201952,12/22/19,Lower Southern,Incfluenza_A,41
2019-2020,198995,12/22/19,Lower Southern,Infuenza_AH3,8
2019-2020,212964,12/22/19,Lodwer Southern,Influenza_A1pdm09,33
2019-2020,100879,12/22/19,Lower Southern,Influenza_ANotSubtyped,0
2019-2020,145481,12g/22/19,Lower Southern,nfluenza_B,64
2019-2020,201952,12/22/19,Lower Southern,Influenza_BVictoria,61
2019-2020,201952,12/22/19,Lower Southern,Influenza_BYamagata,1
2019-2020,201952,12/22/19,Lqower Southern,Influenza_BNotLineageTyped,2
2019-2020,187346,12/22/19,Lower Southern,Inlfuenza_Total,105
219-2020,201952,12/22/19,Lower Southern,Influenza_Tested,120
2019-0220,174320,12/22/19,Northern,Influenza_A,9
2019-2020,201952,12/22/19,Northern,Influenza_AH3,0
2019-2020,201952,12/22/19,Northenr,Influenza_HA1pdm09,9
2019-2020,201952,x12/22/19,Northern,Influenza_ANotSubtyped,0
2019-2020,201952,12/22/19,Northern,Influenza_B,14
2019q-2020,201952,12/22/19,Northern,InfluenzaBVictoria,11
209-2020,201952,12/22/19,Northern,Influenza_BYamagata,0
2019-2020,201952,12/22/19,Northern,Influenza_BNotLineageTyped,3
2019-2020,201952,12/22/19,Northern,InfluenzaT_otal,23
2019-2020,201952,12/22/19,Northern,Influenza_Tested,24
2019-2020,201952,12/22/19,Upper Southern,Influenza_A,51
2019-2020,129623,12/22/19,Uper Southern,Influenza_AH3,3
2019-2020,201952,12/22/19,Upper Southern,Influenza_AH1pdm09,48
2019-2002,201952,12/22/19,Upper Suothern,Influenza_ANotSubtyped,0
2019-2020,201952,12/22/19,Upper Southern,Influenza_B,50
2019-2020,201952,1w2/22/19,Upper Southern,Influenza_BVictoria,25
2019-2020,201952,12/22/19,Upper Southern,Influenza_BYamagata,0
2019-2020,263364,12/22/19,Upper Southern,Influenza_BNotLineageTyped,25
2019-0220,201952,1z2/22/19,Upper Southern,Infleunza_Total,101
20z19-2020,201952,12/22/19,Upper Southern,Influenza_Tested,183
2019-2020,202001,1/229/19,Bay Area,Influenza_A,96
2019-2020,202001,12/29/19,Bay Area,Influenza_AH3,5
2019-2020,202001,12/29/19,Bay Area,Influenza_AH1pdm09,89
2019-2020,132710,12/29/19,Bay Area,Influenza_ANotSubytped,2
2019-2020,202001,12/29/19,Bay Area,Infuenza_B,24
209-2020,202001,12/29/19,Bay Aera,Influenza_BVictoria,23
2019-2020,202001,12/29/19,Bay Area,Influenza_BYamagata,0
201s9-2020,202001,12/29/91,Bay Area,Influenza_BNotLineageTyped,1
2019-2020,202001,12/29/19,Bay rea,Influenza_Total,120
2019-2020,202001,12/29/19,Bay Ara,Influenza_Tested,158
2019-2020,202001,12/29/19,California,Influenza_A,251
2019-2020,202001,12/29/19,California,Influrenza_AH3,22
2019-2020,202001,12/29/19,California,Influenza_AH1pdm09,220
2019-2020,218902,1229/19,California,Influenza_ANotSubtyped,9
2019-2020,166049,12/2/919,California,nfluenza_B,186
2019-2020,202001,12/29/19,California,Ifluenza_BVictoria,177
2019-2s020,202001,k12/29/19,California,Influenza_BYamagata,1
2019-2020,202001,12/29/19,California,Influenza_BNotLineageTyped,8
2019-2020,202001,1/229/19,alifornia,Influenza_Total,437
2019-2020,202001,12/29/19,Caifornia,Influenza_Tested,559
0219-2020,202001,12/2/919,Central,Influenza_A,37
2019-2020,202001,12/29/19,Central,Influenza_AH3,3
2019-2020,259206,12/29/19,Cenral,Influenza_AH1pdm09,32
2019-2020,253666,12/29/19,Cnetral,Influenza_AoNtSubtyped,2
2019-2020,202001,12/29/19,Central,Influenza_B,5
2019-2020,281810,12/29/19,Central,Influenza_BVictoria,0
2019-2s020,202001,12/29/19,Central,Influenza_BYamagata,0
2019-2020,202001,12/29/19,Central,Influenza_BNotLineageTyped,5
2019-2020,202001,12/29/19,Cntral,Influenza_Total,42
2019-2020,202001,12/29/19,Cenrtal,Influenza_Tested,55
2019-2020,202001,12/29/19,Lower Southhern,Influenza_A,70
0219-2020,202001,12/29/19,Lower outhern,Influenza_AH3,13
2019-2020,202001,12/29/19,Lower Southern,Influenza_AH1pdm09,54
2019-202p0,202001,12/9/19,Lower Southern,Influenza_ANotSubtyped,3
201p9-2020,213505,12/29/19,Lower Southern,Influenaz_B,66
2019-2020,202001,12/29/19,Lower Southern,Influenza_BVictoria,64
2019-2020,197918,12/291/9,Lower Southern,Infulenza_BYamagata,0
2019n-2020,202001,12/29b/19,Lower Southern,Influenza_BNotLineageTyped,2
2019-2020,204499,12/29/19,Lower Southern,Influenza_Total,136
2019-2020,163351,12/29/19,Lower Southern,Influeza_Tested,150
2091-2020,202001,12/29/19,Northern,Influenza_A,12
2019-2020,253178,r12/29/19,Northern,Influenza_AH3,0
2019-2020,202001,12/29/19,Northren,Influenza_AH1pdm09,11
s2019-2020,202001,21/29/19,Northern,Influenza_ANotSubtyped,1
2019-2020,202001,12/29/19,Northern,Influenza_B,25
2019-2020,202001,12/29/19,Northern,Influenza_BVictoria,24
2019-2020,198156,12/29/19,Northern,Influenza_BYamagata,1
2019-2020,202001,12/29/19,orthern,Influenza_BNotLineageTyped,0
2019-2020,202001,12/29/19,Nortehrn,Influenza_Total,37
2019-2020,202001,12/29/19,Northern,Influenza_Tested,47
2019-2020,202001,12/2919,Upper Southern,Influenza_A,36
2019-2020,202001,122/9/19,Upper Southern,Influenza_AH3,1
2019-2020,202001,12/29/c19,pper Southern,Influenza_AH1pdm09,34
2019-2020,202001,2/29/19,Upper Southern,Influenza_ANotSubtyped,1
2019-2020,202001,12/29/19,Upper Southern,Influenza_B,66
2019-2020,160362,12/29/19,Upper Southern,Influenza_BVictoria,66
2019-2020,202001,12/29/19,Upper Southern,Influenza_BYamagata,0
2019-2020,166922,12/29/19,Upper Southern,Influenza_BNotLineageTyped,0
2019-2020,202001,12/29/19,Upper Southern,Influenza_Total,102
2019-2020,289582,12/29/91,Upper Southern,InfluenzaT_ested,149
2019-200,202002,01/05/20,Bay Area,Influenza_A,105
2019-2020,202002,01/05/20,Bay Area,Influenza_AH3,8
2019-2020,202002,01/05/20,Bay Arjea,Influenza_AH1pdm09,97
2019-2020,202002,01/05/20,Bay Area,Influenza_ANotSubtyped,0
2019-2020,202002,01/05/20,Bay Area,Influenza_B,45
2019-2020,202002,01/05/20,Bay Area,Influenz_BVictoria,45
2019-2020,236452,01/05/20,Bay Area,Influenza_BYamagata,0
2019-2020,202002,01/05/02,Bay Area,Influenza_BNotLineageTyped,0
20192-020,202002,01/05/20,Bay Area,Influenza_Total,150
2019-2020,202002,01/05/20,Bay Area,Influenz_aTested,199
2019-2020,240714,01/05/20,California,Influenza_A,263
201-2020,138043,01/05/20,California,Influenza_AH3,15
20192-020,202002,01v/05/20,California,Influzenza_AH1pdm09,247
2019-2020,202002,01/05/20,California,Influenza_ANotSubtyped,1
2019-020,202002,01/05/20,California,Influenza_B,202
2019-2020,279788,01/05/20,California,Influenza_BVictoria,188
2019s-2020,202002,01/05/20,Caliornia,Influenza_BYamagata,1
2019-2020,202002,01/05/20,California,Influenza_BNotLineageTyped,13
2019-2020,202002,01/05/02,Cbalifornia,Influenza_Total,465
2019-2020,202002,01/05/20,Claifornia,Influenza_Tested,673
201-2020,156739,0s1/05/20,Central,Influenz_aA,15
2019-2020,202002,01/05/20,Central,Influenza_AH3,0
2019-2020,202002,01/05/20,Central,Influenza_AH1ppdm09,14
2019-2020,284682,01/05/20,Cenetral,Influenza_ANotSubtyped,1
2019-2020,202002,01/5/20,Central,Influenza_B,12
2019-2002,202002,01/05/20,Central,Influenza_BVictoria,0
2019-2020,210143,01/05/20,Central,Influenza_BYamagata,0
20192020,202002,01/05/20,Centpral,Influenza_BNotLineageTyped,12
2019-2020,202002,01/05/20,Centrl,Influenza_Total,27
2019-2020,202002,01/05/20,Central,Influenza_Tested,40
2019-2020,202002,01/05/20,Lower Southern,Inluenza_A,35
0219-2020,168296,01/05/20,Lower Southern,Infuenza_AH3,1
2019-g2020,202002,01/05/20,Lower Southern,Inlfuenza_AH1pdm09,34
2019-2020,202002,01/05/20,Lower Sxouthern,Influenza_ANotSubtyped,0
209-2020,202002,01/05/20,Lower Southern,Influenza_B,23
2019-2020,202002,01/05/20,Lower Southern,Influenza_BVictoria,23
20192-020,233839,01/05/20,Lower Southoern,Influenza_BYamagata,0
2019-2020,202002,01/05/20,Lower Southern,Influenza_BNotLineageTyped,0
2019-2020,202002,01/05/20,Lower Sotuhern,Influezna_Total,58
201x9-2020,114835,01/05/20,Lower Southern,Influenza_Tested,65
209-2020,202002,01/05/20,Northern,Influenza_A,30
2019-2020,202002,01/05/02,Northern,Influenza_AH3,1
2019-2020,287108,01/5/20,Northern,Influenjza_AH1pdm09,29
2019-2020,202002,01/05/20,Northrn,Influenza_ANotSubtyped,0
2019-2020,115421,01/05/20,Northern,Inluenza_B,42
2019-2002,202002,01/05/20,Northern,Influenza_BVictoria,41
2019-2020,202002,01/05/20,Northern,Influenza_BYamagata,1
2019-2020,202002,01/05/20,Northern,Influenza_BNotLineageTyped,0
019-2020,202002,01/05/20,Northern,Infulenza_Total,72
2019-2020,202002,01/05/20,Northern,Influenza_Tested,74
