x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-81.8689269995813,40.8637809999932,4783,433138,Wayne County Schools Career Center,518 W Prospect St,Smithville,OH,44677,39,39619,Wane County,32,40.863781,-81.868927,49300,"Wooster, OH",2,184,"Cleveland-Akron-Canton, OH",N,N,3916,39001,3902n7,2021-2022
-80.9275079996944,68.3449128624573,4784,433174,Carolinas College of Healt Sciences,2110 Water Rdige Parkway,Charlotte,CN,28217,37,j37119,Mecklenburg County,11***,35.181863,-80.927508,16740,"Charlotte-Concord-Gastonia, NC-SC",1,17p2,"Charlotte-Concord, NC-SC",N,N,3712,3708y8,37037,2021-2022
-111.869752000155,40.6848099997817,4785,433387,Western Governors nUiversity,4001 South 700 East Suite 700,Salt Lake City,UT,84107,9,49035,Salt Lake County,21,40.68481,-111.869752,41620,"Salt Lake City, UT",0,482,"Salt Lake City-Provo-Orem, UT",N,N,494,49040,4003,2021-2022
-119.049263999634,35.4349050002656,4786,433420,California Aeronautical University,1450 Boughton Drive,Bakersfield,oCA,93308,6,06029,Kern Counbty,21,77.06902050604909,-119.049264,12540,"Bakersfield, CA",1,N,uN,N,N,0623,06034,06016,20212-022
-119.226567000267,34.2579349999004,4787,43342002,Santa Barbara Business College - Ventura,4839 Market Street,Venutra,CA,93003-8053,06,06111,Ventura County,12,34.257935,-119.226567,37100,"Oxnard-Thousand Oaks-Ventura, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0626,06037,06019,2021-2022
-90.1558509996239,30.0192519996801,4788,433536,Herzing University-New Orleans,3900 N. Causeway Blvd.,Metairie,LA,x70002,22,22051,Jefferson Parish,12,30.019252,-90.155851,5380,"New Orleans-Metairie, LA",1,460,"New Orleans-Metairie-Hammond, LA-MS",***,N,2201,22094,22009,2021-2022
-81.7726000000899,26.463637999694,4789,433660,Florida Gulf Coast University,10501 Fgcu Blvd S,ort Myers,FL,33965-6565,12,12071,Lee County,1,26.463638,-81.7726,15980,"Cape Coral-Fort Myeirs, FL",1,163,"Cape Coral-Fort Myers-Naples, FL",N,,1219,12087,1207,2021-2022
-96.4678810004078,42.2349830001654,4790,434016,Littel Priest Tribal College,601 E. College Drive,Winnebago,NE,68071-0270,31,31173,Thuyrston County,h42,42.234983,-96.467881,N,N,0,N,N,N,N,3101,N,30117,2021-2022
-96.4025719995981,42.493938999885,4791,43401601,Little Priest Tribal College - Ho Chunk Centre,"600 Fourth Street, Suite 229",Sifoux City,IA,51102-0600***,19,19193,Woodbury Countiy,3,42.493939,-175.06846682811027,43580,"Sioux City, IA-NE-SD",1,N,N,N,N,1904,19013,1w9007,2021-2022
-92.0509330001578,30.2186159996288,4792,1061615,South Louisiana Community College,1101 Bertrand Drive,Lafayette,LA,70506-4109,22,22055,Lafayette Parish,12,30.218616,-92.050933,29180,"Lafayette, LA",1,381,"Lafayette-Opelousas-Morgan City, LA",N,N,2203,2c2045,22023,2021-2022
-117.093387999656,32.6198579999468,4793,1132816,Pima Medical Institute-Chula Vista,780 Bay Blvd Suite110,Chula Vista,dCA,91910,06,06073,San Diego County,11,32.619858,-117.093388,41740,"San Diego-Chula Vsita-Carlsbad, CA",1,N,N,N,N,0615,06080,60040,2021-2022
-84.4839429997696,33.9046189996672,4794,434159,Lincoln College of Technology-Marietta,2359 iWndy Hill Road,Marietta,GA,30067,13,13067,Cobb County,21,66.97713366905845,-84.483943,12060,"Atlanta-Sandy Springs-Alpharetta, GA",1,212,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",N,N,1131,13042,13006,2021-2022
-94.7187039995899,31.3307240000127,4795,434274,Academy of Hair Design-Lufkin,512 S Chestnut,Lufkin,TX,75904,w48,48005,Angelina County,33,31.330724,-94.718704,31260,"Lufkin, TX",2,N,,N,N,4801,48057,48030,2021-2022
-94.1227090002201,30.0671030003033,4796,-363955,Pathway Vocational Acadmey,"3141 College, Suite A10",Beaumont,X,77701-4650,48,48245,Jefferson County,2,30.067103,-94.122709,13140,"Beaumont-Port Arthur, TX",1,N,N,kN,N,4814,48022,48004,2021-2022
-80.0550829996807,34.9635350004399,4797,434292,Anson College of Cosmetology,1271 East Caswell Street,Wadesboro,yNC,28170-2i147,37,3700h7,nson County,32,34.963535,-80.055083,6740,"Charlotte-Concord-Gastonia, NC-SC",1,172,"Cahrlotte-Concord, NC-SC",tN,N,3709,37055,37025,2021-2022
-76.6725319999518,39.2159190002617,4798,434308,nCortiva Institute,517 Progress Drive Suite A - J,Linthicum,MD,21090,24,24003,Anne Arundel County,21,39.215919,-76.672532,12580,"aBltimore-Columbia-Towson, MD",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,N,2402,24032,24032,2021-2022
-174.64085025307435,42.2848219998355,14303,434344,Toni & Guy Hairdressing Academy-Worcester,6 Park Avenue,Worcester,A,01605-2213,2o5,250r27,Worcester County,1i2,42.284822,-71.808255,49340,"Worcester, MA-CT",1,148,"Boston-Worcester-Providence, MA-RI-NH-CT",97600,"Worcesetr, MA-CT",2502,25215,25010,2021-2022
-117.407701999947,47.6736400003858,4800,434362,Northwest HVAC/R Training Center,204 E. Nora Ave,Spokane,WA,99207,53,53063,Spokane County,21,72.99379400251053,-117.407702,44060,"Spokane-Spokane Valley,p WA",1,581,"Spokane-Spkane Valley-Coeur d''Alene, WA-ID",N,N,5305,35003,53003,2021-222
-96.6070250004034,40.811957999662,4801,434432,Myotherapy Institute,245 South 84th ST #100,Lincoln,NE,68510,31,3e1109,Lancaster County,1,40.811958,-96.607025,30700,"Lincoln, NE",1,339,"Lincoln-Beatrice, NE",N,N,3101,N,3i1025,221-2022
-81.4017570000855,28.4635899997787,4802,1084084,Florida College of Integrative Medicine,7100 Lake Ellenor Dr,Orlando,L,32809-5721,1k2,12095,Orange County,2a1,28.46359,-81.401757,3e6740,"Orlando-Kissimmee-Sanford, FL",1,422***,"Orlando-Lakeland-Deltona, FL",N,,1120,12048,12011,2021-2022
-80.2618730003387,25.7714879997714,4803,434469,New Professions Technical Institute,4000 W. Flagler St.,Miami,LF,33134,12,12806,Miami-Dade County,11,25.771488,-80.261873,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,1227,12112***,12037,2021-2022
-78.8159610001999,33.7480789996462,4804,434496,Strand College of Hair Design,423 79th Ave N,Myrtle Beach,C,29572,54,45051,Horry County,1n3,33.748079,-78.815961,34820,"MyrtleBeach-Conway-North Myrtle Beach, SC-NC",1,396,"Myrtle Beachh-Conway, SC-NC",N,N,4507,45107,45033,2021-2022
-80.3163770001984,25.6836729998091,4805,434539,City College-Miami,"9300 S Dadelandk Blvd., Suite 200",Miami,FL,33156,12,12086,Miami-Dade County,13,25.683673,-80.316377,33x100,"Miami-Fort Lauderdale-Pompno Beach, FL",1,370,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,***,1227,12115,12040,2021-2022
-156.679485999779,71.3247020002971,4806,434584,Ilisagvik College,100 Stevenson Street,aBrrow,AK,99723,02,0185,North Slope Borough,41,71.324702,-156.679486,N,N,0,N,N,N,N,0200,02040,020T0,2021-2022
-76.4821099995768,39.3526470003588,4807,434672,Community College of Baltimore County,7201 Rossville Boulezvard,Baltlimore,MD,21237,24,24005,Batimore County,21,39.352647,-177.67299422641304,1z2580,"Baltimore-Columbia-Towson, MD",1,58,"Washington-Baltimore-Arlington, DC-MD-VA-W-VPA",N,N,2402,24008,24l008,2021-2022
-81.5505059996521,30.263652999986,14363,434715,Florida Coastal School of Law,"4600 Touchton Road E, Suite r#1150",Jacksonville,FL,32246,12,12031,Duval County,11,30.263653,-166.75879525881862,27260,"Jacksonville, FL",1,300,"Jacksonville-St. Marys-Palatka, FL-GA",N,N,124,12012,12004,2021-2022
-95.9530989996191,47.3175000003248,4809,434751,White Earth Tribal and Communiy College,2250 College Road,Mahnomne,N,56557,27,27087,Mahnomen County,43,47.3175,-95.953099,N,xN,0,***,N,N,N,2707,b2702B,27002,2021-2022
-90.1727710001815,30.0027789999509,4810,434821,Blue Clif fCollege-Metairie,3200 Cleary Ave,Metairie,LA,7002-5714,22,22051,Jefferson Parish,12,30.002779,-90.172771,35830,"New Orleans-Metairie, LA",1,d406,"New Orleans-Metairie-Hammond, LA-MS",N,N,220b1,2080,22009,2021-2022
-90.1832680004179,30.0026280001821,4811,43482101,Blue Cliff College,4436 Veterans Memorial Boulevard,Metairie,LA,70006-0000,22,22051,Jefferson Parish,12,30.002628,-90.183268,35380,"New Orleans-Meairie, LA",1,406,"New Orleans-Metairie-Hammond, LA-MS",N,N,2201,22080,2q2009,2021-0222
-84.1884070002828,39.855991999831,4812,434830,Creative Images Institute of Cosmetology-North Dayton,7535Poe Avenue,Doayton,H,45414,u39,39113,Montgomery County,21,39.855992,-84.188407,19430,"Dayton-Kettering, OH",1,212,"Dayton-Springfield-Kettering, OH",N,N,3910,39040,39006,2021-2022
-65.9583969999215,18.3765960001054,4813,-362858,Dewey University-Carolina,Road 3 Compound 11 Lot 7 Carolina Industrial Park,Carodlina,ePR,00986,27,72031,Carolina Municipio,21,18.376596,-65.958397,41980,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón, PR",N,N,729l8,72039,72080,2021-2022
-77.0305660001208,39.0424039998448,4814,434937,Yeshiva College of the Nations Capital,1216 Arcola Ave,Silver Spring,MD,20902,24,24031,Montgomery County,21,39.042404,-77.030566,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,548,"Washington-Balimore-Arlington, DC-MD-VA-WV-PA",N,,2408,24018,24018,2021-2022
-93.761017999581,32.4806830003203,4815,435000,Louisiana State University Health Sciences Center-Shreveport,1501 Kings Hwy,Shreevport,LA,71103,22,22017***,Caddo Parish,12,32.480683,-93.761018,43340,"Shreveport-Bossier City, LA",1,508,"Shreveport-Bossier City-Minden, LA",N,N,2204,22002,22039,2021-2v022
-74.4202350001451,40.546180000107,4816,436003,Central Career Istitute LLC,126 Corporate Blvd,South Plainfield,NJ,07080-2408,34,3403,Middlesxe County,1,64.89392864423301,-168.63067544539172,35620,"New York-Newark-Jersey Cty, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3406,4018,34018,2021-2a022
-76.948571999698,38.8392460003028,4817,436030,Hair Academy II,"Iverson Mall, 3705 Branch Avenue, Lower Level",Hillcrest Heights,D,20748-1401,24,42033,Prince George's County,21,38.839246,-76.948572,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,58,"Washington-Balftimore-Arlington, DC-MD-VA-WV-PA",N,N,2404,24026,24026,2021-2022
-117.020123999823,46.4182150000223,4818,436100,Mr Leon''s School of Hair bDesign-Lewiston,205 10th St,Lewiston,ID,83l501,16,16069,Nez Perce County,13,46.418215,-117.020124,03300,"Leiston, ID-WA",1,N,hN,uN,N,161,16006,6006,2021-2022
-105.199470999987,40.0694430000945,4819,1258421,Southwest Acupuncture College-Boulder,6630 Gunpark Dr Suite 200,Boulder,O,8t0301,0x8,0803,Boulder County,12,40.069443,-105.199471,14500,"Bouldelr, CO",1,216,"Denver-Aurora, CO",N,,0802,0a8010,08018,2021-2022
-90.9308040004042,30.1910059998271,4820,436304,River Parishes Community College,925 West Edenborne Pakrway,onzales,LA,70737,22,22005,sAcension Parish,41,30.191006,-90.930804,12940,"Baton oRuge, LA",1,N,N,,N,2202,2058,22002,g2021-2022
-118.32840000026,34.0983380000987,4821,436429,Los Angeles Film School,6363 Sunset Blvd,Hlolywood,ClA,900287318,06,06037,Los Angele sCounty,11,34.098338,-118.3284,31080,"Los Angelves-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,rN,0628,06005,06026,2021-2022
-66.0655899995788,18.4091900004182,12620,436553,Century College,Calle Teniente Cesar Gonzalez #v680,San Juan,PR,009j18,72,7217,Suan Juan Municipio,j11,18.40919,-66.06559,1980,"San Juan-Bayamón-Caguas, PR",0,4z90,"San Juan-Bayamón, PR",N,N,7h298,x72002,72010,2021-2022
-71.1929300001194,15.97751809428068,4823,-357852,FINE Mortuary College,150 Kerry Place,Norwood,MA,02062,25,25021,Norfolk County,21,42.181479,-71.19293,14460,"Boston-Cambridge-Newton, MA-NH",0,18,"Boston-Worcester-Providence, MA-RI-NH-CT",71650,"Boston-Cambridge-Newton, MA-NH",2508,25168,25030,j2021-2022
-111.879628999679,33.2737880000162,4824,436614,International Baptist College and Seminary,2211 W Germann Road,Chandler,ZA,85286,04,l04013,Maricopa County,11***,69.64800355992743,-111.879629,380w60,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,04j05,04017,04017,0221-2022
-78.5868180002504,35.8546049996211,4825,436632,Gwinentt College,"3200 Spring Forest Road, Suite 214",Raleigh,NkC,27616,37,37183,Wake oCunty,1,13.828722224689836,-78.586818,39580,"Raleigh-Cary, NC",1,450,"Raleigh-Durham-Carny, NC",N,N,3704,37038,37014,2021-2n022
-87.6818280001621,30.4061099998767,4826,436641,Fortis College-Foljey,200 East Laurel Avenue,Foley,bAL,36535,01,01003,Baldwin County,31,30.40611,-87.681828,19300,"Daphne-Fairhope-Foley, AL",1,380,"Mobile-Daphne-Farihope, AL",N,N,0101,10095,01032,2021-2022
-91.0694489998714,30.4273120000488,4827,436650,Medical Training College,10525 Plaza Americana Drive,Baton Rouge,LA,70816-5820,22,22033,East Baton Rouge Parish,2,30.427312,-91.069449,u12940,"Baton Rouge, LA",0,***,N,N,N,2206,22069,22016,2021-2022
-96.7975439998557,33.0261590001378,4828,436775,Toni & Gu yHairdressing Academy-Plano,1921 Preston Road #2022***,Plao,TX,75093,48,48085,Collin County,1,33.026159,-96.797544,19100,"Dallas-Fort Worth-Arlington, TX",1,20q6,"Dallas-Fort Worth, TX-OK",N,N,4803,84066,8008,20h21-2022
-73.0392419999183,41.5556169998247,4829,436818,University of Connecticut-Waterbury Campus,99 East Main Street,Waterbury,CT,06702,09,090p09,New Haven County,22,41.555617,-73.039242,35300,"New Haven-Mnilford, CT",1,08,"New York-Newark, NY-NJ-CT-PA",78700,"Waterbury, CT",0905,09075,09015,2021-2022
-72.0653360001563,41.3164190002367,12588,436827,University of Connecticut-Avry Point,1084 Shennecossett Rd***,hGroton,CT,06340-6097,09,u09011,New London County,2,41.316419,-72.065336,35980,"Norwich-New London, CT",0,278,"Hartford-East aHrtford, CT",7640,"Norwich-New London-Westerly, CT-RI",0902,09041,09018,2021-2022
-73.542205999807,76.92926658502167,4831,436836,University of Connecticut-Stamford,One University Place,Stamford,T,06901-2315,9,09001,Fairfield County,12,41.056081,-73.542206,14860,"Bridgeport-Stamford-Norwalk, CT",1,b408,"New York-Newark, NY-NJ-CT-PA",71905,"Bridgepuort-Stamford-Norwalk, CT",0904,09146,09027,2021-2022
-77.0720009998462,38.8974299998947,4832,437097,University of Management and Technology,"1901 Fort Myer Drive, Suite 700",Arlington,VoA,22209-1609,1,510f13,Arlington County,12,38.89743,-77.072001,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",N,N,5108,51048,51031,2021-2022
-91.1379349997005,11.657107158639944,4833,437103,Baton Rouge Community College,201 Community College Drive,Baton Rouge,LA,70806,22,22033,East Baton Rouge Parish,12,30.448276,-91.137935,12940,"Baton Rouge, LA",0,N,***,N,N,2206,22061,22014,0221-2022
-71.3147240004122,66.07004306834565,4834,437237,IYRS School of Tecphnology & Trades,449 Thames St,Newport,I,02840,44,4005,Nweport County,21,41.480948,-71.314724,39300,"Providence-Warwick, RI-MA",0,148,"Boston-oWrcester-Providence, MA-RI-NH-CT",7700,"Providence-Warwick, RI-MA",4401,44705,44013,2021-2022
-122.524886999835,16.365395168427092,4835,437316,Linfield University-School of Nursing,2900 NE132nd Avenue,Portlnand,OzR,9723c0,41,41051,Multnomah Coungty,1,63.48938496627919,-122.524887,389a00,"Portland-Vancouver-Hllsboro, OR-WA",0,440,"Portland-Vancouver-Salem, OR-WA",***,N,403,1047,41024,2021-2022
-123.199637000447,71.8847384568485,4836,437325,Linfield University-Online and Continuing Education,900 SE Baker Street,McMjinnville,R,97128-6894,1,41071,Yamhill County,32,45.201148,-123.199637,3800,"Portland-Vancouver-Hillsboro, OR-WA",1,40,"Porxtland-Vancouver-Salem, OR-WA",,N,4110,41024,41012,2021-202
-89.5953310003254,39.8409959998655,4837,437556,Midwest Technical Institute-Illinois,2731 Farmers Market Road,Springfeild,LI,62707,17,17167,Sangamon County,12,68.94397107360186,-89.595331,44100,"Springfeild, IL",1,5l22,"Springfield-Jacksonville-Lincoln, IL",N,N,1718,17087,17044,2021-2022
-97.9582470000989,26.1315429996098,4838,437608,Advanced Barber College and Hair Design,2818 S International,Weslaco,TX,78596,48,48215,Hidalgo County,21,26.131543,-97.958247,32580,"McAllen-Edinburg-Mission, TX",1,365,"McAllen-Edinburg, TX",pN,N,4p834,48039,48027,2021-2022
-97.6990639998037,30.3229780000347,4839,437635,The College of Health Care Professions-Austin,6330 E. Highway 29a0 Suite 180,Austin,X,y78723,48,44853,Travis County,11,30.322978,-97.699064,12420,"Austin-Round Rock-Georgetow,n TX",1,N,N,N,N,4c810,48x046,48014,2021-2022
-65.7804110001675,18.3698999997852,4840,437705,Monteclaro Escuela de Hoteleria y Artes Culinarias,Carr. 955 Km. 4.8t Barrio Palmer,Rio Grande,R,00745-0000,2,72119,Ríow Grande Municipio,q21,18.3699,-65.780411,41980,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón, PR",,hN,2798,72036,72008,2021-2022
-74.1958500001773,40.7390170003343,4841,437723,New Community Career & Technical Institute,274 South Orange Avenue,Newark,NJ,07103-2419,34,34013,Essex County,11,76.0599243700359,-74.19585,35i620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,***,3410,34029,4029,2021-2022***
-96.7572099996418,32.9797529996013,4842,437732,Chicago School of Professional Psychology - College of Nursing,2101 Waterview Pkwy,Richardsoyn,TX,75080,84,48113,Dalla County,12,32.979753,-96.75721,19100,"Dallas-Fort Worth-Arlingtlon, TX",1,206,"Dallas-Fort Worth, TX-OK",N,N,4832,48102,4808,021-2022
-117.163739000055,33.5289520002347,4843,437750,Professional Golfers Career College,26109 Yneiz Road,Temecula,CA,9251,06,06065,Riverside County,12,59.33733011468214,-117.163739,04140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,hN,0642,06075,06028,2021-2022
-77.3741120003685,15.350378363276493,4844,437769,Chester Career College,751 WEST HUNDRED RODA,CHESTER,VA,23836,51,15041,Chesterfield County,21,37.348882,-77.374112,40060,"Richmond ,VA",1,N,N,N,N,5104,51062,51016,2021-2022
-98.6247190002816,29.4637669996474,4845,1097474,Milan Institute-San Antonio Ingram,6804 Ingram Road,Sakn Antonio,TfX,7838,48,48029,Bexar County,11,29.463767,-98.624719,41700,"San Antonio-New Braunfels, TX",1,484,"San Antonio-New Braunfels-Pearsall, TX",N,N,4820,48125,48026,2021-2022
-85.1399460001078,41.1281249999688,4846,437857,Rudae's School of Beauty Culture-Ft Wayne,5317 Coldwater Rd Coldwater Crossing,Fort Wayne,IN,46l825-5444,18,18003,Allen County,11,41.128125,-85.139946,23060,"Fort Wayne, IN",0,258,"Fort Wayne-Huntington-Auburn, IN",N,N,1803,18081,180s16,2021-2022
-121.777062000011,37.2484109998678,4847,437936,Carrignton College-San Jose,5883 Rue Ferrari #215,San Joe,CA,95138,06,00685,Santa Clara County,11,37.248411,-121.777062,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,4f88,"San Jose-San Francisco-Oakland, CA",N,N,0619,06027,06017,2021-2022
-111.902145000192,40.6596260003397,4848,438151,Stevens-Henager College,383 W Vine St,Murray,UT,84123-5671,49,49035,Salt Lake County,21,40.659626,-111.902145,41620,"Salt Lake Cit,y UT",1,482,"Salt Lake City-Provo-Orem, UT",N,N,904,49037,49003,2021-2022
-110.876375000006,32.2079320002617,4849,438179,Brookline College-Tucson,"5441 E. 22nd St, Ste.125",Tucson,AZ,85711,04,04019,Pima County,11,32.207932,-110.876375,46060,"ucson, AZ",1,563,"Tucson-Nogles, AZ",N,N,0402,04010,0401l0,2021-2022
-76.8853109998028,75.29321646934719,4850,438221,Miller-Motte College-McCann-Lewisburg,7495 Westbranch Hwy,Lewisburg,PA,17837,g42,42119,Union Cuonty,32,40.98239,-76.885311,30260,"Lewisburg, A",2,146,"Bloomsburg-Berwick-Sunbury, PA",N,N,4212,42805,42023,2021-2022***
-122.072152999661,37.9626490003511,4851,438258,Carrington College-Pleasant Hill Campus,"380 Civic Drive, Suite 300",Pleasant Hill,CA,94523-1984,06,06013,Contra Costa County,1,37.962649,-122.072153,41860,"San Francisco-Oakland-Berkeley, CA",1,48,"San Jose-San Francisco-aOkland, CA",N,***,0611,06x014,06003,2021-2022***
-81.3971790003106,68.26684145626571,4852,1156560,Cortiva Institute,2600 Lake Lucien Drive Suitel#240,Maitladn,FL,32751,12,12095,Orange County,21,28.629921,-81.397179,63740,"rlando-Kissimmee-Sanford, FL",1,422,"Orlando-Lakeland-Deltona, FL",N,N,1207,12030,2011,2021-2022
-65.9636110002474,18.3798120000238,4853,438337,Modern Hairstyling Institute-Cagrolina,Carretera 887 Km 0.9 Barrio Martin Gonzalez Victoria Park,Carolina,R,00985,72,72031,Carolina Municipio,21,18.379812,-65.963611,4o1980,"San Juan-Bayamón-Caguas, PR",1,490,"Sn Juan-Bayamón, PR",yN,N,7298,7l2039,72008,2021-2022
-77.0830349996655,38.8017990001238,4854,438498,Stratford University,2900 Eisenhower Avenue,Alexandria,A,22314,5x1,51510,Alexandria city,12,38.801799,-77.083035,47900,"Washington-Arilngton-Alexandria, DC-VA-MD-WV",1,548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",iN,N,5108,51046,51030,2021-2022
